LGA_NAME21	Age5yr	ChildrenEverBorn	females
Franklin Harbour	70-74	0	3
Franklin Harbour	70-74	1	4
Franklin Harbour	70-74	2	19
Franklin Harbour	70-74	3	16
Franklin Harbour	70-74	4	8
Franklin Harbour	75-79		5
Franklin Harbour	75-79	2	15
Franklin Harbour	75-79	3	14
Franklin Harbour	75-79	4	8
Franklin Harbour	80-84	1	3
Franklin Harbour	80-84	3	5
Franklin Harbour	85+	1	4
Franklin Harbour	85+	3	7
Franklin Harbour	85+	4	7
Franklin Harbour	85+	6	6
Gawler	15-19		48
Gawler	15-19	0	620
Gawler	15-19	1	7
Gawler	20-24		40
Gawler	20-24	0	597
Gawler	20-24	1	56
Gawler	20-24	2	27
Gawler	20-24	3	3
Gawler	25-29		39
Gawler	25-29	0	471
Gawler	25-29	1	171
Gawler	25-29	2	99
Gawler	25-29	3	31
Gawler	25-29	4	9
Gawler	30-34		35
Gawler	30-34	0	213
Gawler	30-34	1	155
Gawler	30-34	2	212
Gawler	30-34	3	109
Gawler	30-34	4	27
Gawler	30-34	5	7
Gawler	30-34	6	6
Gawler	35-39		30
Gawler	35-39	0	137
Gawler	35-39	1	144
Gawler	35-39	2	273
Gawler	35-39	3	134
Gawler	35-39	4	42
Gawler	35-39	5	10
Gawler	35-39	6	4
Gawler	40-44		34
Gawler	40-44	0	101
Gawler	40-44	1	106
Gawler	40-44	2	238
Gawler	40-44	3	140
Gawler	40-44	4	48
Gawler	40-44	5	18
Gawler	40-44	6	12
Gawler	45-49		23
Gawler	45-49	0	102
Gawler	45-49	1	103
Gawler	45-49	2	277
Gawler	45-49	3	146
Gawler	45-49	4	61
Gawler	45-49	5	14
Gawler	45-49	6	11
Gawler	50-54		22
Gawler	50-54	0	95
Gawler	50-54	1	137
Gawler	50-54	2	342
Gawler	50-54	3	170
Gawler	50-54	4	51
Gawler	50-54	5	17
Gawler	50-54	6	12
Gawler	55-59		40
Gawler	55-59	0	115
Gawler	55-59	1	117
Gawler	55-59	2	337
Gawler	55-59	3	169
Gawler	55-59	4	72
Gawler	55-59	5	25
Gawler	55-59	6	13
Gawler	60-64		43
Gawler	60-64	0	88
Gawler	60-64	1	79
Gawler	60-64	2	364
Gawler	60-64	3	214
Gawler	60-64	4	65
Gawler	60-64	5	21
Gawler	60-64	6	9
Gawler	65-69		32
Gawler	65-69	0	56
Gawler	65-69	1	66
Gawler	65-69	2	297
Gawler	65-69	3	188
Gawler	65-69	4	70
Gawler	65-69	5	19
Gawler	65-69	6	10
Gawler	70-74		33
Gawler	70-74	0	45
Gawler	70-74	1	55
Gawler	70-74	2	273
Gawler	70-74	3	166
Gawler	70-74	4	65
Gawler	70-74	5	20
Gawler	75-79		41
Gawler	75-79	0	35
Gawler	75-79	1	43
Gawler	75-79	2	192
Gawler	75-79	3	176
Gawler	75-79	4	58
Gawler	75-79	5	25
Gawler	75-79	6	9
Gawler	80-84		38
Gawler	80-84	0	24
Gawler	80-84	1	16
Gawler	80-84	2	135
Gawler	80-84	3	123
Gawler	80-84	4	76
Gawler	80-84	5	33
Gawler	80-84	6	23
Gawler	85+		61
Gawler	85+	0	31
Gawler	85+	1	32
Gawler	85+	2	126
Gawler	85+	3	105
Gawler	85+	4	68
Gawler	85+	5	46
Gawler	85+	6	25
Goyder	15-19		7
Goyder	15-19	0	100
Goyder	20-24		9
Goyder	20-24	0	46
Goyder	20-24	1	9
Goyder	25-29		8
Goyder	25-29	0	39
Goyder	25-29	1	21
Goyder	25-29	2	5
Goyder	25-29	3	4
Goyder	30-34		4
Goyder	30-34	0	21
Goyder	30-34	1	10
Goyder	30-34	2	31
Goyder	30-34	3	17
Goyder	30-34	4	9
Goyder	35-39		9
Goyder	35-39	0	14
Goyder	35-39	1	8
Goyder	35-39	2	24
Goyder	35-39	3	12
Goyder	35-39	4	4
Goyder	40-44		10
Goyder	40-44	0	14
Goyder	40-44	1	10
Goyder	40-44	2	28
Goyder	40-44	3	28
Goyder	40-44	4	14
Goyder	40-44	5	3
Goyder	45-49		4
Goyder	45-49	0	13
Goyder	45-49	1	12
Goyder	45-49	2	30
Goyder	45-49	3	27
Goyder	45-49	4	10
Goyder	45-49	5	5
Goyder	50-54		14
Goyder	50-54	0	21
Goyder	50-54	1	17
Goyder	50-54	2	36
Goyder	50-54	3	32
Goyder	50-54	4	14
Goyder	50-54	5	4
Goyder	50-54	6	3
Goyder	55-59		8
Goyder	55-59	0	25
Goyder	55-59	1	14
Goyder	55-59	2	44
Goyder	55-59	3	41
Goyder	55-59	4	21
Goyder	55-59	5	5
Goyder	55-59	6	4
Goyder	60-64		17
Goyder	60-64	0	24
Goyder	60-64	1	22
Goyder	60-64	2	61
Goyder	60-64	3	48
Goyder	60-64	4	20
Goyder	60-64	5	7
Goyder	60-64	6	5
Goyder	65-69		15
Goyder	65-69	0	21
Goyder	65-69	1	15
Goyder	65-69	2	59
Goyder	65-69	3	44
Goyder	65-69	4	28
Goyder	65-69	5	3
Goyder	65-69	6	3
Goyder	70-74		10
Goyder	70-74	0	20
Goyder	70-74	1	7
Goyder	70-74	2	38
Goyder	70-74	3	37
Goyder	70-74	4	9
Goyder	70-74	5	8
Goyder	75-79		9
Goyder	75-79	0	9
Goyder	75-79	1	8
Goyder	75-79	2	35
Goyder	75-79	3	23
Goyder	75-79	4	15
Goyder	75-79	5	3
Goyder	75-79	6	4
Goyder	80-84		5
Goyder	80-84	1	3
Goyder	80-84	2	18
Goyder	80-84	3	14
Goyder	80-84	4	13
Goyder	80-84	5	5
Goyder	80-84	6	3
Goyder	85+		8
Goyder	85+	0	4
Goyder	85+	1	5
Goyder	85+	2	8
Goyder	85+	3	10
Goyder	85+	4	10
Goyder	85+	5	7
Goyder	85+	6	3
Grant	15-19		29
Grant	15-19	0	217
Grant	20-24		16
Grant	20-24	0	133
Grant	20-24	1	12
Grant	20-24	2	4
Grant	25-29		8
Grant	25-29	0	69
Grant	25-29	1	24
Grant	25-29	2	23
Grant	25-29	3	11
Grant	30-34		6
Grant	30-34	0	36
Grant	30-34	1	31
Grant	30-34	2	58
Grant	30-34	3	26
Grant	30-34	4	9
Grant	35-39		19
Grant	35-39	0	27
Grant	35-39	1	23
Grant	35-39	2	87
Grant	35-39	3	54
Grant	35-39	4	22
Grant	35-39	5	4
Grant	40-44		15
Grant	40-44	0	30
Grant	40-44	1	26
Grant	40-44	2	97
Grant	40-44	3	64
Grant	40-44	4	19
Grant	40-44	5	4
Grant	40-44	6	5
Grant	45-49		25
Grant	45-49	0	22
Grant	45-49	1	21
Grant	45-49	2	116
Grant	45-49	3	62
Grant	45-49	4	16
Grant	45-49	5	8
Grant	45-49	6	5
Grant	50-54		20
Grant	50-54	0	34
Grant	50-54	1	21
Grant	50-54	2	118
Grant	50-54	3	88
Grant	50-54	4	24
Grant	50-54	5	7
Grant	50-54	6	3
Grant	55-59		27
Grant	55-59	0	40
Grant	55-59	1	28
Grant	55-59	2	102
Grant	55-59	3	68
Grant	55-59	4	32
Grant	55-59	6	4
Grant	60-64		25
Grant	60-64	0	27
Grant	60-64	1	20
Grant	60-64	2	117
Grant	60-64	3	76
Grant	60-64	4	33
Grant	60-64	5	9
Grant	60-64	6	7
Grant	65-69		17
Grant	65-69	0	14
Grant	65-69	1	17
Grant	65-69	2	86
Grant	65-69	3	75
Grant	65-69	4	25
Grant	70-74		29
Grant	70-74	0	12
Grant	70-74	1	19
Grant	70-74	2	67
Grant	70-74	3	71
Grant	70-74	4	22
Grant	70-74	5	6
Grant	75-79		21
Grant	75-79	1	5
Grant	75-79	2	42
Grant	75-79	3	39
Grant	75-79	4	14
Grant	75-79	5	7
Grant	75-79	6	6
Grant	80-84		14
Grant	80-84	1	8
Grant	80-84	2	16
Grant	80-84	3	18
Grant	80-84	4	17
Grant	80-84	5	6
Grant	85+		35
Grant	85+	1	4
Grant	85+	2	11
Grant	85+	3	17
Grant	85+	4	5
Grant	85+	6	5
Holdfast Bay	15-19		38
Holdfast Bay	15-19	0	915
Holdfast Bay	20-24		46
Holdfast Bay	20-24	0	896
Holdfast Bay	20-24	1	19
Holdfast Bay	20-24	2	4
Holdfast Bay	25-29		45
Holdfast Bay	25-29	0	832
Holdfast Bay	25-29	1	75
Holdfast Bay	25-29	2	17
Holdfast Bay	25-29	3	5
Holdfast Bay	30-34		50
Holdfast Bay	30-34	0	651
Holdfast Bay	30-34	1	194
Holdfast Bay	30-34	2	129
Holdfast Bay	30-34	3	28
Holdfast Bay	30-34	4	8
Holdfast Bay	35-39		38
Holdfast Bay	35-39	0	339
Holdfast Bay	35-39	1	256
Holdfast Bay	35-39	2	386
Holdfast Bay	35-39	3	128
Holdfast Bay	35-39	4	14
Holdfast Bay	40-44		30
Holdfast Bay	40-44	0	246
Holdfast Bay	40-44	1	228
Holdfast Bay	40-44	2	444
Holdfast Bay	40-44	3	151
Holdfast Bay	40-44	4	27
Holdfast Bay	40-44	5	4
Holdfast Bay	40-44	6	3
Holdfast Bay	45-49		34
Holdfast Bay	45-49	0	259
Holdfast Bay	45-49	1	203
Holdfast Bay	45-49	2	512
Holdfast Bay	45-49	3	186
Holdfast Bay	45-49	4	42
Holdfast Bay	45-49	5	7
Holdfast Bay	45-49	6	4
Holdfast Bay	50-54		32
Holdfast Bay	50-54	0	232
Holdfast Bay	50-54	1	189
Holdfast Bay	50-54	2	467
Holdfast Bay	50-54	3	239
Holdfast Bay	50-54	4	56
Holdfast Bay	50-54	5	9
Holdfast Bay	50-54	6	3
Holdfast Bay	55-59		42
Holdfast Bay	55-59	0	293
Holdfast Bay	55-59	1	195
Holdfast Bay	55-59	2	561
Holdfast Bay	55-59	3	228
Holdfast Bay	55-59	4	62
Holdfast Bay	55-59	5	9
Holdfast Bay	55-59	6	6
Holdfast Bay	60-64		67
Holdfast Bay	60-64	0	284
Holdfast Bay	60-64	1	164
Holdfast Bay	60-64	2	600
Holdfast Bay	60-64	3	297
Holdfast Bay	60-64	4	79
Holdfast Bay	60-64	5	13
Holdfast Bay	60-64	6	5
Holdfast Bay	65-69		80
Holdfast Bay	65-69	0	251
Holdfast Bay	65-69	1	164
Holdfast Bay	65-69	2	619
Holdfast Bay	65-69	3	258
Holdfast Bay	65-69	4	88
Holdfast Bay	65-69	5	23
Holdfast Bay	65-69	6	3
Holdfast Bay	70-74		51
Holdfast Bay	70-74	0	152
Holdfast Bay	70-74	1	175
Holdfast Bay	70-74	2	580
Holdfast Bay	70-74	3	331
Holdfast Bay	70-74	4	82
Holdfast Bay	70-74	5	13
Holdfast Bay	70-74	6	14
Holdfast Bay	75-79		61
Holdfast Bay	75-79	0	95
Holdfast Bay	75-79	1	82
Holdfast Bay	75-79	2	414
Holdfast Bay	75-79	3	246
Holdfast Bay	75-79	4	79
Holdfast Bay	75-79	5	15
Holdfast Bay	75-79	6	14
Holdfast Bay	80-84		49
Holdfast Bay	80-84	0	67
Holdfast Bay	80-84	1	50
Holdfast Bay	80-84	2	220
Holdfast Bay	80-84	3	181
Holdfast Bay	80-84	4	97
Holdfast Bay	80-84	5	11
Holdfast Bay	80-84	6	9
Holdfast Bay	85+		81
Holdfast Bay	85+	0	70
Holdfast Bay	85+	1	87
Holdfast Bay	85+	2	263
Holdfast Bay	85+	3	272
Holdfast Bay	85+	4	158
Holdfast Bay	85+	5	65
Holdfast Bay	85+	6	35
Kangaroo Island	15-19		11
Kangaroo Island	15-19	0	73
Kangaroo Island	20-24		5
Kangaroo Island	20-24	0	54
Kangaroo Island	20-24	1	5
Kangaroo Island	25-29		14
Kangaroo Island	25-29	0	63
Kangaroo Island	25-29	1	19
Kangaroo Island	25-29	2	16
Kangaroo Island	25-29	3	8
Kangaroo Island	25-29	4	5
Kangaroo Island	30-34		10
Kangaroo Island	30-34	0	50
Kangaroo Island	30-34	1	14
Kangaroo Island	30-34	2	24
Kangaroo Island	30-34	3	18
Kangaroo Island	35-39		7
Kangaroo Island	35-39	0	25
Kangaroo Island	35-39	1	16
Kangaroo Island	35-39	2	46
Kangaroo Island	35-39	3	22
Kangaroo Island	35-39	4	7
Kangaroo Island	35-39	5	3
Kangaroo Island	40-44		9
Kangaroo Island	40-44	0	18
Kangaroo Island	40-44	1	11
Kangaroo Island	40-44	2	33
Kangaroo Island	40-44	3	38
Kangaroo Island	40-44	4	9
Kangaroo Island	40-44	5	3
Kangaroo Island	45-49		11
Kangaroo Island	45-49	0	23
Kangaroo Island	45-49	1	9
Kangaroo Island	45-49	2	55
Kangaroo Island	45-49	3	26
Kangaroo Island	45-49	4	13
Kangaroo Island	45-49	5	3
Kangaroo Island	50-54		15
Kangaroo Island	50-54	0	28
Kangaroo Island	50-54	1	24
Kangaroo Island	50-54	2	55
Kangaroo Island	50-54	3	27
Kangaroo Island	50-54	4	13
Kangaroo Island	50-54	6	5
Kangaroo Island	55-59		20
Kangaroo Island	55-59	0	33
Kangaroo Island	55-59	1	16
Kangaroo Island	55-59	2	76
Kangaroo Island	55-59	3	34
Kangaroo Island	55-59	4	18
Kangaroo Island	55-59	6	4
Kangaroo Island	60-64		20
Kangaroo Island	60-64	0	38
Kangaroo Island	60-64	1	23
Kangaroo Island	60-64	2	68
Kangaroo Island	60-64	3	45
Kangaroo Island	60-64	4	11
Kangaroo Island	60-64	5	4
Kangaroo Island	60-64	6	5
Kangaroo Island	65-69		18
Kangaroo Island	65-69	0	27
Kangaroo Island	65-69	1	15
Kangaroo Island	65-69	2	65
Kangaroo Island	65-69	3	43
Kangaroo Island	65-69	4	18
Kangaroo Island	65-69	5	5
Kangaroo Island	65-69	6	4
Kangaroo Island	70-74		20
Kangaroo Island	70-74	0	19
Kangaroo Island	70-74	1	17
Kangaroo Island	70-74	2	70
Kangaroo Island	70-74	3	40
Kangaroo Island	70-74	4	21
Kangaroo Island	70-74	6	6
Kangaroo Island	75-79		14
Kangaroo Island	75-79	0	8
Kangaroo Island	75-79	1	5
Kangaroo Island	75-79	2	39
Kangaroo Island	75-79	3	35
Kangaroo Island	75-79	4	11
Kangaroo Island	80-84		8
Kangaroo Island	80-84	1	3
Kangaroo Island	80-84	2	14
Kangaroo Island	80-84	3	6
Kangaroo Island	80-84	4	13
Kangaroo Island	80-84	5	5
Kangaroo Island	80-84	6	6
Kangaroo Island	85+		17
Kangaroo Island	85+	0	7
Kangaroo Island	85+	3	9
Kangaroo Island	85+	4	6
Kangaroo Island	85+	5	7
Karoonda East Murray	15-19	0	14
Karoonda East Murray	20-24	0	10
Karoonda East Murray	25-29	0	9
Karoonda East Murray	25-29	1	4
Karoonda East Murray	25-29	2	7
Karoonda East Murray	25-29	3	4
Karoonda East Murray	30-34		3
Karoonda East Murray	30-34	0	8
Karoonda East Murray	30-34	1	3
Karoonda East Murray	30-34	2	6
Karoonda East Murray	30-34	3	3
Karoonda East Murray	35-39		5
Karoonda East Murray	35-39	2	4
Karoonda East Murray	35-39	3	3
Karoonda East Murray	40-44		4
Karoonda East Murray	40-44	1	3
Karoonda East Murray	40-44	2	7
Karoonda East Murray	40-44	3	10
Karoonda East Murray	40-44	4	3
Karoonda East Murray	45-49	0	3
Karoonda East Murray	45-49	1	3
Karoonda East Murray	45-49	2	8
Karoonda East Murray	45-49	3	3
Karoonda East Murray	45-49	4	5
Karoonda East Murray	50-54	0	7
Karoonda East Murray	50-54	1	4
Karoonda East Murray	50-54	2	11
Karoonda East Murray	50-54	3	9
Karoonda East Murray	55-59	0	5
Karoonda East Murray	55-59	2	12
Karoonda East Murray	55-59	3	10
Karoonda East Murray	55-59	4	12
Karoonda East Murray	60-64		6
Karoonda East Murray	60-64	0	3
Karoonda East Murray	60-64	1	5
Karoonda East Murray	60-64	2	12
Karoonda East Murray	60-64	3	10
Karoonda East Murray	60-64	4	6
Karoonda East Murray	65-69	0	3
Karoonda East Murray	65-69	1	5
Karoonda East Murray	65-69	2	9
Karoonda East Murray	65-69	3	11
Karoonda East Murray	65-69	4	9
Karoonda East Murray	70-74		6
Karoonda East Murray	70-74	0	3
Karoonda East Murray	70-74	1	7
Karoonda East Murray	70-74	2	10
Karoonda East Murray	70-74	3	5
Karoonda East Murray	70-74	4	4
Karoonda East Murray	70-74	5	4
Karoonda East Murray	75-79		8
Karoonda East Murray	75-79	2	9
Karoonda East Murray	75-79	3	5
Karoonda East Murray	75-79	5	4
Karoonda East Murray	80-84	3	9
Karoonda East Murray	85+	2	9
Karoonda East Murray	85+	3	6
Karoonda East Murray	85+	4	4
Karoonda East Murray	85+	5	4
Karoonda East Murray	85+	6	4
Kimba	15-19	0	17
Kimba	20-24		3
Kimba	20-24	0	17
Kimba	25-29	0	15
Kimba	25-29	1	4
Kimba	25-29	2	3
Kimba	25-29	3	4
Kimba	25-29	4	4
Kimba	30-34		3
Kimba	30-34	0	3
Kimba	30-34	1	9
Kimba	30-34	2	7
Kimba	30-34	3	4
Kimba	35-39		5
Kimba	35-39	2	11
Kimba	35-39	3	7
Kimba	35-39	4	6
Kimba	40-44	2	4
Kimba	40-44	3	11
Kimba	45-49	2	12
Kimba	45-49	3	5
Kimba	45-49	5	5
Kimba	50-54		3
Kimba	50-54	0	5
Kimba	50-54	2	14
Kimba	50-54	3	9
Kimba	50-54	4	3
Kimba	55-59	2	12
Kimba	55-59	3	16
Kimba	55-59	4	3
Kimba	60-64	1	3
Kimba	60-64	2	10
Kimba	60-64	3	16
Kimba	60-64	4	6
Kimba	65-69		4
Kimba	65-69	2	9
Kimba	65-69	3	6
Kimba	65-69	4	4
Kimba	70-74	2	13
Kimba	70-74	3	11
Kimba	75-79	2	7
Kimba	75-79	3	4
Kimba	75-79	4	6
Kimba	80-84	3	10
Kimba	80-84	4	5
Kimba	85+		6
Kimba	85+	4	10
Kingston (SA)	15-19		8
Kingston (SA)	15-19	0	37
Kingston (SA)	20-24	0	38
Kingston (SA)	20-24	1	4
Kingston (SA)	25-29	0	24
Kingston (SA)	25-29	1	9
Kingston (SA)	25-29	2	16
Kingston (SA)	25-29	3	6
Kingston (SA)	30-34	0	12
Kingston (SA)	30-34	1	10
Kingston (SA)	30-34	2	13
Kingston (SA)	30-34	3	7
Kingston (SA)	30-34	4	5
Kingston (SA)	35-39		6
Kingston (SA)	35-39	0	13
Kingston (SA)	35-39	1	9
Kingston (SA)	35-39	2	17
Kingston (SA)	35-39	3	19
Kingston (SA)	35-39	4	4
Kingston (SA)	40-44		4
Kingston (SA)	40-44	0	6
Kingston (SA)	40-44	1	7
Kingston (SA)	40-44	2	9
Kingston (SA)	40-44	3	12
Kingston (SA)	40-44	4	5
Kingston (SA)	45-49		4
Kingston (SA)	45-49	0	4
Kingston (SA)	45-49	1	4
Kingston (SA)	45-49	2	19
Kingston (SA)	45-49	3	18
Kingston (SA)	45-49	4	4
Kingston (SA)	50-54	0	11
Kingston (SA)	50-54	1	3
Kingston (SA)	50-54	2	22
Kingston (SA)	50-54	3	16
Kingston (SA)	50-54	4	3
Kingston (SA)	55-59		4
Kingston (SA)	55-59	0	11
Kingston (SA)	55-59	1	5
Kingston (SA)	55-59	2	30
Kingston (SA)	55-59	3	16
Kingston (SA)	55-59	4	12
Kingston (SA)	60-64		9
Kingston (SA)	60-64	0	8
Kingston (SA)	60-64	1	7
Kingston (SA)	60-64	2	34
Kingston (SA)	60-64	3	37
Kingston (SA)	60-64	4	8
Kingston (SA)	60-64	5	5
Kingston (SA)	65-69		6
Kingston (SA)	65-69	0	4
Kingston (SA)	65-69	1	6
Kingston (SA)	65-69	2	40
Kingston (SA)	65-69	3	30
Kingston (SA)	65-69	4	10
Kingston (SA)	65-69	5	4
Kingston (SA)	70-74		4
Kingston (SA)	70-74	0	3
Kingston (SA)	70-74	2	39
Kingston (SA)	70-74	3	43
Kingston (SA)	70-74	4	13
Kingston (SA)	75-79		8
Kingston (SA)	75-79	2	21
Kingston (SA)	75-79	3	22
Kingston (SA)	75-79	4	15
Kingston (SA)	75-79	5	5
Kingston (SA)	80-84		6
Kingston (SA)	80-84	0	3
Kingston (SA)	80-84	1	5
Kingston (SA)	80-84	2	8
Kingston (SA)	80-84	3	13
Kingston (SA)	80-84	4	9
Kingston (SA)	80-84	6	3
Kingston (SA)	85+		4
Kingston (SA)	85+	0	4
Kingston (SA)	85+	1	4
Kingston (SA)	85+	2	5
Kingston (SA)	85+	3	8
Kingston (SA)	85+	4	9
Kingston (SA)	85+	6	5
Light	15-19		19
Light	15-19	0	523
Light	15-19	1	8
Light	20-24		22
Light	20-24	0	440
Light	20-24	1	15
Light	20-24	2	4
Light	20-24	3	4
Light	25-29		24
Light	25-29	0	203
Light	25-29	1	50
Light	25-29	2	75
Light	25-29	3	25
Light	25-29	4	11
Light	30-34		14
Light	30-34	0	120
Light	30-34	1	70
Light	30-34	2	136
Light	30-34	3	61
Light	30-34	4	14
Light	30-34	6	6
Light	35-39		20
Light	35-39	0	71
Light	35-39	1	66
Light	35-39	2	190
Light	35-39	3	133
Light	35-39	4	35
Light	35-39	5	8
Light	40-44		15
Light	40-44	0	52
Light	40-44	1	53
Light	40-44	2	186
Light	40-44	3	145
Light	40-44	4	41
Light	40-44	5	10
Light	40-44	6	7
Light	45-49		34
Light	45-49	0	66
Light	45-49	1	79
Light	45-49	2	248
Light	45-49	3	114
Light	45-49	4	35
Light	45-49	5	16
Light	45-49	6	5
Light	50-54		25
Light	50-54	0	70
Light	50-54	1	60
Light	50-54	2	228
Light	50-54	3	130
Light	50-54	4	38
Light	50-54	5	7
Light	50-54	6	3
Light	55-59		26
Light	55-59	0	65
Light	55-59	1	68
Light	55-59	2	261
Light	55-59	3	131
Light	55-59	4	44
Light	55-59	5	10
Light	55-59	6	12
Light	60-64		24
Light	60-64	0	49
Light	60-64	1	57
Light	60-64	2	202
Light	60-64	3	123
Light	60-64	4	39
Light	60-64	5	13
Light	60-64	6	6
Light	65-69		33
Light	65-69	0	33
Light	65-69	1	27
Light	65-69	2	169
Light	65-69	3	91
Light	65-69	4	46
Light	65-69	5	15
Light	65-69	6	3
Light	70-74		20
Light	70-74	0	23
Light	70-74	1	26
Light	70-74	2	131
Light	70-74	3	75
Light	70-74	4	33
Light	70-74	5	3
Light	70-74	6	3
Light	75-79		15
Light	75-79	0	27
Light	75-79	1	18
Light	75-79	2	90
Light	75-79	3	60
Light	75-79	4	17
Light	75-79	5	8
Light	75-79	6	3
Light	80-84		10
Light	80-84	0	3
Light	80-84	1	7
Light	80-84	2	30
Light	80-84	3	35
Light	80-84	4	24
Light	80-84	5	9
Light	80-84	6	5
Light	85+		24
Light	85+	0	11
Light	85+	1	11
Light	85+	2	19
Light	85+	3	19
Light	85+	4	11
Light	85+	5	19
Lower Eyre Peninsula	15-19		15
Lower Eyre Peninsula	15-19	0	136
Lower Eyre Peninsula	20-24		9
Lower Eyre Peninsula	20-24	0	62
Lower Eyre Peninsula	20-24	1	5
Lower Eyre Peninsula	20-24	2	6
Lower Eyre Peninsula	25-29		3
Lower Eyre Peninsula	25-29	0	62
Lower Eyre Peninsula	25-29	1	23
Lower Eyre Peninsula	25-29	2	26
Lower Eyre Peninsula	25-29	3	7
Lower Eyre Peninsula	30-34		13
Lower Eyre Peninsula	30-34	0	36
Lower Eyre Peninsula	30-34	1	27
Lower Eyre Peninsula	30-34	2	45
Lower Eyre Peninsula	30-34	3	30
Lower Eyre Peninsula	30-34	4	7
Lower Eyre Peninsula	30-34	5	4
Lower Eyre Peninsula	35-39		11
Lower Eyre Peninsula	35-39	0	26
Lower Eyre Peninsula	35-39	1	16
Lower Eyre Peninsula	35-39	2	74
Lower Eyre Peninsula	35-39	3	42
Lower Eyre Peninsula	35-39	4	12
Lower Eyre Peninsula	35-39	5	5
Lower Eyre Peninsula	35-39	6	3
Lower Eyre Peninsula	40-44		15
Lower Eyre Peninsula	40-44	0	22
Lower Eyre Peninsula	40-44	1	19
Lower Eyre Peninsula	40-44	2	70
Lower Eyre Peninsula	40-44	3	48
Lower Eyre Peninsula	40-44	4	19
Lower Eyre Peninsula	40-44	5	4
Lower Eyre Peninsula	40-44	6	3
Lower Eyre Peninsula	45-49		16
Lower Eyre Peninsula	45-49	0	18
Lower Eyre Peninsula	45-49	1	17
Lower Eyre Peninsula	45-49	2	71
Lower Eyre Peninsula	45-49	3	45
Lower Eyre Peninsula	45-49	4	13
Lower Eyre Peninsula	45-49	5	3
Lower Eyre Peninsula	50-54		23
Lower Eyre Peninsula	50-54	0	22
Lower Eyre Peninsula	50-54	1	28
Lower Eyre Peninsula	50-54	2	81
Lower Eyre Peninsula	50-54	3	49
Lower Eyre Peninsula	50-54	4	24
Lower Eyre Peninsula	50-54	5	4
Lower Eyre Peninsula	50-54	6	6
Lower Eyre Peninsula	55-59		4
Lower Eyre Peninsula	55-59	0	15
Lower Eyre Peninsula	55-59	1	11
Lower Eyre Peninsula	55-59	2	75
Lower Eyre Peninsula	55-59	3	52
Lower Eyre Peninsula	55-59	4	22
Lower Eyre Peninsula	55-59	6	6
Lower Eyre Peninsula	60-64		20
Lower Eyre Peninsula	60-64	0	25
Lower Eyre Peninsula	60-64	1	23
Lower Eyre Peninsula	60-64	2	80
Lower Eyre Peninsula	60-64	3	39
Lower Eyre Peninsula	60-64	4	22
Lower Eyre Peninsula	60-64	5	8
Lower Eyre Peninsula	65-69		16
Lower Eyre Peninsula	65-69	0	24
Lower Eyre Peninsula	65-69	1	15
Lower Eyre Peninsula	65-69	2	66
Lower Eyre Peninsula	65-69	3	48
Lower Eyre Peninsula	65-69	4	13
Lower Eyre Peninsula	70-74		12
Lower Eyre Peninsula	70-74	0	12
Lower Eyre Peninsula	70-74	1	10
Lower Eyre Peninsula	70-74	2	44
Lower Eyre Peninsula	70-74	3	54
Lower Eyre Peninsula	70-74	4	13
Lower Eyre Peninsula	70-74	6	4
Lower Eyre Peninsula	75-79		9
Lower Eyre Peninsula	75-79	0	4
Lower Eyre Peninsula	75-79	1	6
Lower Eyre Peninsula	75-79	2	24
Lower Eyre Peninsula	75-79	3	26
Lower Eyre Peninsula	75-79	4	10
Lower Eyre Peninsula	75-79	5	5
Lower Eyre Peninsula	80-84		9
Lower Eyre Peninsula	80-84	2	8
Lower Eyre Peninsula	80-84	3	19
Lower Eyre Peninsula	80-84	4	14
Lower Eyre Peninsula	80-84	5	5
Lower Eyre Peninsula	80-84	6	3
Lower Eyre Peninsula	85+		3
Lower Eyre Peninsula	85+	2	4
Lower Eyre Peninsula	85+	3	9
Lower Eyre Peninsula	85+	4	9
Lower Eyre Peninsula	85+	5	6
Lower Eyre Peninsula	85+	6	6
Loxton Waikerie	15-19		31
Loxton Waikerie	15-19	0	247
Loxton Waikerie	20-24		20
Loxton Waikerie	20-24	0	157
Loxton Waikerie	20-24	1	22
Loxton Waikerie	20-24	2	9
Loxton Waikerie	20-24	3	7
Loxton Waikerie	25-29		17
Loxton Waikerie	25-29	0	142
Loxton Waikerie	25-29	1	54
Loxton Waikerie	25-29	2	52
Loxton Waikerie	25-29	3	21
Loxton Waikerie	25-29	4	4
Loxton Waikerie	30-34		38
Loxton Waikerie	30-34	0	107
Loxton Waikerie	30-34	1	45
Loxton Waikerie	30-34	2	77
Loxton Waikerie	30-34	3	51
Loxton Waikerie	30-34	4	18
Loxton Waikerie	35-39		15
Loxton Waikerie	35-39	0	35
Loxton Waikerie	35-39	1	24
Loxton Waikerie	35-39	2	92
Loxton Waikerie	35-39	3	68
Loxton Waikerie	35-39	4	14
Loxton Waikerie	35-39	5	8
Loxton Waikerie	35-39	6	5
Loxton Waikerie	40-44		20
Loxton Waikerie	40-44	0	27
Loxton Waikerie	40-44	1	35
Loxton Waikerie	40-44	2	104
Loxton Waikerie	40-44	3	76
Loxton Waikerie	40-44	4	30
Loxton Waikerie	40-44	6	9
Loxton Waikerie	45-49		19
Loxton Waikerie	45-49	0	22
Loxton Waikerie	45-49	1	30
Loxton Waikerie	45-49	2	130
