LGA_NAME21	AgeChild	CoupleFamily	ParentsBornAus	children
Ballina	21-24	1	Mother only	7
Balranald	0-4	0	Both	13
Balranald	0-4	0	Mother only	5
Balranald	0-4	1	Both	81
Balranald	0-4	1	Father only	6
Balranald	0-4	1	Mother only	4
Balranald	0-4	1	Neither	3
Balranald	5-9	0	Both	23
Balranald	5-9	0	Mother only	3
Balranald	5-9	1	Both	91
Balranald	5-9	1	Father only	3
Balranald	10-12	0		3
Balranald	10-12	0	Both	12
Balranald	10-12	1	Both	49
Balranald	10-12	1	Father only	8
Balranald	13-14	0	Both	11
Balranald	13-14	1	Both	33
Balranald	13-14	1	Father only	10
Balranald	15-17	0	Both	13
Balranald	15-17	1	Both	39
Balranald	18-20	1	Both	3
Bathurst Regional	0-4	0		23
Bathurst Regional	0-4	0	Both	384
Bathurst Regional	0-4	0	Father only	20
Bathurst Regional	0-4	0	Mother only	19
Bathurst Regional	0-4	0	Neither	10
Bathurst Regional	0-4	1		8
Bathurst Regional	0-4	1	Both	1544
Bathurst Regional	0-4	1	Father only	79
Bathurst Regional	0-4	1	Mother only	82
Bathurst Regional	0-4	1	Neither	179
Bathurst Regional	5-9	0		19
Bathurst Regional	5-9	0	Both	555
Bathurst Regional	5-9	0	Father only	27
Bathurst Regional	5-9	0	Mother only	26
Bathurst Regional	5-9	0	Neither	6
Bathurst Regional	5-9	1		6
Bathurst Regional	5-9	1	Both	1556
Bathurst Regional	5-9	1	Father only	107
Bathurst Regional	5-9	1	Mother only	107
Bathurst Regional	5-9	1	Neither	155
Bathurst Regional	10-12	0		10
Bathurst Regional	10-12	0	Both	354
Bathurst Regional	10-12	0	Father only	9
Bathurst Regional	10-12	0	Mother only	22
Bathurst Regional	10-12	0	Neither	12
Bathurst Regional	10-12	1		5
Bathurst Regional	10-12	1	Both	986
Bathurst Regional	10-12	1	Father only	80
Bathurst Regional	10-12	1	Mother only	66
Bathurst Regional	10-12	1	Neither	72
Bathurst Regional	13-14	0		5
Bathurst Regional	13-14	0	Both	254
Bathurst Regional	13-14	0	Father only	14
Bathurst Regional	13-14	0	Mother only	22
Bathurst Regional	13-14	0	Neither	8
Bathurst Regional	13-14	1	Both	645
Bathurst Regional	13-14	1	Father only	43
Bathurst Regional	13-14	1	Mother only	45
Bathurst Regional	13-14	1	Neither	53
Bathurst Regional	15-17	0	Both	295
Bathurst Regional	15-17	0	Father only	25
Bathurst Regional	15-17	0	Mother only	24
Bathurst Regional	15-17	0	Neither	13
Bathurst Regional	15-17	1	Both	818
Bathurst Regional	15-17	1	Father only	57
Bathurst Regional	15-17	1	Mother only	65
Bathurst Regional	15-17	1	Neither	48
Bathurst Regional	18-20	0		4
Bathurst Regional	18-20	0	Both	64
Bathurst Regional	18-20	0	Father only	4
Bathurst Regional	18-20	0	Mother only	3
Bathurst Regional	18-20	0	Neither	5
Bathurst Regional	18-20	1	Both	184
Bathurst Regional	18-20	1	Father only	14
Bathurst Regional	18-20	1	Mother only	21
Bathurst Regional	18-20	1	Neither	26
Bathurst Regional	21-24	0	Both	15
Bathurst Regional	21-24	0	Neither	4
Bathurst Regional	21-24	1	Both	52
Bathurst Regional	21-24	1	Father only	14
Bathurst Regional	21-24	1	Mother only	9
Bathurst Regional	21-24	1	Neither	12
Bayside (NSW)	0-4	0		31
Bayside (NSW)	0-4	0	Both	348
Bayside (NSW)	0-4	0	Father only	88
Bayside (NSW)	0-4	0	Mother only	144
Bayside (NSW)	0-4	0	Neither	209
Bayside (NSW)	0-4	1		27
Bayside (NSW)	0-4	1	Both	2425
Bayside (NSW)	0-4	1	Father only	1041
Bayside (NSW)	0-4	1	Mother only	930
Bayside (NSW)	0-4	1	Neither	4159
Bayside (NSW)	5-9	0		43
Bayside (NSW)	5-9	0	Both	444
Bayside (NSW)	5-9	0	Father only	143
Bayside (NSW)	5-9	0	Mother only	186
Bayside (NSW)	5-9	0	Neither	348
Bayside (NSW)	5-9	1		38
Bayside (NSW)	5-9	1	Both	2152
Bayside (NSW)	5-9	1	Father only	825
Bayside (NSW)	5-9	1	Mother only	847
Bayside (NSW)	5-9	1	Neither	3028
Bayside (NSW)	10-12	0		23
Bayside (NSW)	10-12	0	Both	307
Bayside (NSW)	10-12	0	Father only	124
Bayside (NSW)	10-12	0	Mother only	133
Bayside (NSW)	10-12	0	Neither	260
Bayside (NSW)	10-12	1		16
Bayside (NSW)	10-12	1	Both	1260
Bayside (NSW)	10-12	1	Father only	437
Bayside (NSW)	10-12	1	Mother only	535
Bayside (NSW)	10-12	1	Neither	1520
Bayside (NSW)	13-14	0		12
Bayside (NSW)	13-14	0	Both	212
Bayside (NSW)	13-14	0	Father only	76
Bayside (NSW)	13-14	0	Mother only	113
Bayside (NSW)	13-14	0	Neither	190
Bayside (NSW)	13-14	1		9
Bayside (NSW)	13-14	1	Both	790
Bayside (NSW)	13-14	1	Father only	248
Bayside (NSW)	13-14	1	Mother only	306
Bayside (NSW)	13-14	1	Neither	926
Bayside (NSW)	15-17	0		13
Bayside (NSW)	15-17	0	Both	304
Bayside (NSW)	15-17	0	Father only	100
Bayside (NSW)	15-17	0	Mother only	146
Bayside (NSW)	15-17	0	Neither	340
Bayside (NSW)	15-17	1	Both	1055
Bayside (NSW)	15-17	1	Father only	296
Bayside (NSW)	15-17	1	Mother only	392
Bayside (NSW)	15-17	1	Neither	1295
Bayside (NSW)	18-20	0		6
Bayside (NSW)	18-20	0	Both	147
Bayside (NSW)	18-20	0	Father only	62
Bayside (NSW)	18-20	0	Mother only	84
Bayside (NSW)	18-20	0	Neither	233
Bayside (NSW)	18-20	1		5
Bayside (NSW)	18-20	1	Both	608
Bayside (NSW)	18-20	1	Father only	135
Bayside (NSW)	18-20	1	Mother only	220
Bayside (NSW)	18-20	1	Neither	911
Bayside (NSW)	21-24	0		6
Bayside (NSW)	21-24	0	Both	67
Bayside (NSW)	21-24	0	Father only	21
Bayside (NSW)	21-24	0	Mother only	43
Bayside (NSW)	21-24	0	Neither	176
Bayside (NSW)	21-24	1	Both	249
Bayside (NSW)	21-24	1	Father only	72
Bayside (NSW)	21-24	1	Mother only	89
Bayside (NSW)	21-24	1	Neither	582
Bega Valley	0-4	0		12
Bega Valley	0-4	0	Both	169
Bega Valley	0-4	0	Father only	7
Bega Valley	0-4	0	Mother only	17
Bega Valley	0-4	1		3
Bega Valley	0-4	1	Both	985
Bega Valley	0-4	1	Father only	69
Bega Valley	0-4	1	Mother only	62
Bega Valley	0-4	1	Neither	38
Bega Valley	5-9	0		13
Bega Valley	5-9	0	Both	293
Bega Valley	5-9	0	Father only	24
Bega Valley	5-9	0	Mother only	27
Bega Valley	5-9	0	Neither	5
Bega Valley	5-9	1		3
Bega Valley	5-9	1	Both	1083
Bega Valley	5-9	1	Father only	118
Bega Valley	5-9	1	Mother only	84
Bega Valley	5-9	1	Neither	53
Bega Valley	10-12	0		12
Bega Valley	10-12	0	Both	227
Bega Valley	10-12	0	Father only	13
Bega Valley	10-12	0	Mother only	26
Bega Valley	10-12	1		3
Bega Valley	10-12	1	Both	698
Bega Valley	10-12	1	Father only	66
Bega Valley	10-12	1	Mother only	56
Bega Valley	10-12	1	Neither	23
Bega Valley	13-14	0		3
Bega Valley	13-14	0	Both	164
Bega Valley	13-14	0	Father only	10
Bega Valley	13-14	0	Mother only	12
Bega Valley	13-14	0	Neither	3
Bega Valley	13-14	1		3
Bega Valley	13-14	1	Both	457
Bega Valley	13-14	1	Father only	45
Bega Valley	13-14	1	Mother only	49
Bega Valley	13-14	1	Neither	17
Bega Valley	15-17	0	Both	182
Bega Valley	15-17	0	Father only	11
Bega Valley	15-17	0	Mother only	19
Bega Valley	15-17	0	Neither	10
Bega Valley	15-17	1		3
Bega Valley	15-17	1	Both	497
Bega Valley	15-17	1	Father only	40
Bega Valley	15-17	1	Mother only	46
Bega Valley	15-17	1	Neither	23
Bega Valley	18-20	0	Both	20
Bega Valley	18-20	0	Father only	4
Bega Valley	18-20	0	Mother only	6
Bega Valley	18-20	1	Both	86
Bega Valley	18-20	1	Father only	14
Bega Valley	18-20	1	Mother only	14
Bega Valley	21-24	0	Both	9
Bega Valley	21-24	1	Both	18
Bega Valley	21-24	1	Mother only	9
Bellingen	0-4	0		3
Bellingen	0-4	0	Both	66
Bellingen	0-4	0	Mother only	7
Bellingen	0-4	1	Both	330
Bellingen	0-4	1	Father only	36
Bellingen	0-4	1	Mother only	31
Bellingen	0-4	1	Neither	15
Bellingen	5-9	0		5
Bellingen	5-9	0	Both	137
Bellingen	5-9	0	Father only	15
Bellingen	5-9	0	Mother only	23
Bellingen	5-9	0	Neither	9
Bellingen	5-9	1	Both	371
Bellingen	5-9	1	Father only	49
Bellingen	5-9	1	Mother only	48
Bellingen	5-9	1	Neither	28
Bellingen	10-12	0		7
Bellingen	10-12	0	Both	104
Bellingen	10-12	0	Father only	5
Bellingen	10-12	0	Mother only	17
Bellingen	10-12	0	Neither	3
Bellingen	10-12	1		7
Bellingen	10-12	1	Both	262
Bellingen	10-12	1	Father only	31
Bellingen	10-12	1	Mother only	40
Bellingen	10-12	1	Neither	27
Bellingen	13-14	0	Both	71
Bellingen	13-14	0	Father only	7
Bellingen	13-14	0	Mother only	12
Bellingen	13-14	1	Both	180
Bellingen	13-14	1	Father only	7
Bellingen	13-14	1	Mother only	21
Bellingen	13-14	1	Neither	13
Bellingen	15-17	0	Both	87
Bellingen	15-17	0	Father only	9
Bellingen	15-17	0	Mother only	25
Bellingen	15-17	0	Neither	4
Bellingen	15-17	1	Both	157
Bellingen	15-17	1	Father only	21
Bellingen	15-17	1	Mother only	34
Bellingen	15-17	1	Neither	15
Bellingen	18-20	0	Both	5
Bellingen	18-20	0	Mother only	7
Bellingen	18-20	1	Both	38
Bellingen	18-20	1	Father only	5
Bellingen	18-20	1	Mother only	5
Bellingen	18-20	1	Neither	6
Bellingen	21-24	0	Both	4
Bellingen	21-24	1	Both	14
Berrigan	0-4	0		3
Berrigan	0-4	0	Both	51
Berrigan	0-4	0	Mother only	5
Berrigan	0-4	1		3
Berrigan	0-4	1	Both	246
Berrigan	0-4	1	Father only	12
Berrigan	0-4	1	Mother only	10
Berrigan	0-4	1	Neither	14
Berrigan	5-9	0	Both	60
Berrigan	5-9	0	Mother only	5
Berrigan	5-9	1	Both	272
Berrigan	5-9	1	Father only	16
Berrigan	5-9	1	Mother only	13
Berrigan	5-9	1	Neither	18
Berrigan	10-12	0	Both	51
Berrigan	10-12	0	Mother only	3
Berrigan	10-12	1	Both	189
Berrigan	10-12	1	Father only	9
Berrigan	10-12	1	Mother only	7
Berrigan	10-12	1	Neither	15
Berrigan	13-14	0	Both	42
Berrigan	13-14	1	Both	128
Berrigan	13-14	1	Father only	7
Berrigan	13-14	1	Mother only	6
Berrigan	13-14	1	Neither	6
Berrigan	15-17	0	Both	52
Berrigan	15-17	0	Mother only	4
Berrigan	15-17	1	Both	143
Berrigan	15-17	1	Father only	8
Berrigan	15-17	1	Mother only	8
Berrigan	15-17	1	Neither	6
Berrigan	18-20	0	Both	5
Berrigan	18-20	1	Both	21
Berrigan	21-24	1	Both	7
Blacktown	0-4	0		143
Blacktown	0-4	0	Both	1988
Blacktown	0-4	0	Father only	215
Blacktown	0-4	0	Mother only	476
Blacktown	0-4	0	Neither	771
Blacktown	0-4	1		117
Blacktown	0-4	1	Both	6017
Blacktown	0-4	1	Father only	1594
Blacktown	0-4	1	Mother only	1874
Blacktown	0-4	1	Neither	15052
Blacktown	5-9	0		147
Blacktown	5-9	0	Both	2358
Blacktown	5-9	0	Father only	325
Blacktown	5-9	0	Mother only	579
Blacktown	5-9	0	Neither	1166
Blacktown	5-9	1		108
Blacktown	5-9	1	Both	5629
Blacktown	5-9	1	Father only	1375
Blacktown	5-9	1	Mother only	1595
Blacktown	5-9	1	Neither	16295
Blacktown	10-12	0		89
Blacktown	10-12	0	Both	1493
Blacktown	10-12	0	Father only	201
Blacktown	10-12	0	Mother only	337
Blacktown	10-12	0	Neither	960
Blacktown	10-12	1		59
Blacktown	10-12	1	Both	3150
Blacktown	10-12	1	Father only	721
Blacktown	10-12	1	Mother only	853
Blacktown	10-12	1	Neither	8772
Blacktown	13-14	0		68
Blacktown	13-14	0	Both	1073
Blacktown	13-14	0	Father only	154
Blacktown	13-14	0	Mother only	271
Blacktown	13-14	0	Neither	697
Blacktown	13-14	1		44
Blacktown	13-14	1	Both	2075
Blacktown	13-14	1	Father only	427
Blacktown	13-14	1	Mother only	547
Blacktown	13-14	1	Neither	5057
Blacktown	15-17	0		47
Blacktown	15-17	0	Both	1103
Blacktown	15-17	0	Father only	176
Blacktown	15-17	0	Mother only	278
Blacktown	15-17	0	Neither	943
Blacktown	15-17	1		21
Blacktown	15-17	1	Both	2452
Blacktown	15-17	1	Father only	500
Blacktown	15-17	1	Mother only	649
Blacktown	15-17	1	Neither	6273
Blacktown	18-20	0		11
Blacktown	18-20	0	Both	304
Blacktown	18-20	0	Father only	78
Blacktown	18-20	0	Mother only	99
Blacktown	18-20	0	Neither	600
Blacktown	18-20	1		3
Blacktown	18-20	1	Both	979
Blacktown	18-20	1	Father only	224
Blacktown	18-20	1	Mother only	258
Blacktown	18-20	1	Neither	4144
Blacktown	21-24	0		4
Blacktown	21-24	0	Both	158
Blacktown	21-24	0	Father only	41
Blacktown	21-24	0	Mother only	53
Blacktown	21-24	0	Neither	393
Blacktown	21-24	1		10
Blacktown	21-24	1	Both	377
Blacktown	21-24	1	Father only	78
Blacktown	21-24	1	Mother only	125
Blacktown	21-24	1	Neither	2386
Bland	0-4	0	Both	31
Bland	0-4	0	Mother only	3
Bland	0-4	1	Both	248
Bland	0-4	1	Father only	12
Bland	0-4	1	Mother only	10
Bland	0-4	1	Neither	11
Bland	5-9	0	Both	48
Bland	5-9	0	Mother only	5
Bland	5-9	1		6
Bland	5-9	1	Both	233
Bland	5-9	1	Mother only	11
Bland	5-9	1	Neither	4
Bland	10-12	0	Both	40
Bland	10-12	0	Father only	3
Bland	10-12	0	Mother only	3
Bland	10-12	1	Both	166
Bland	10-12	1	Father only	6
Bland	10-12	1	Neither	9
Bland	13-14	0	Both	23
Bland	13-14	0	Mother only	4
Bland	13-14	1	Both	80
Bland	13-14	1	Neither	6
Bland	15-17	0	Both	32
Bland	15-17	1	Both	83
Bland	15-17	1	Father only	3
Bland	15-17	1	Neither	8
Bland	18-20	0	Both	3
Bland	18-20	1	Both	12
Bland	21-24	1	Both	7
Blayney	0-4	0	Both	54
Blayney	0-4	0	Mother only	6
Blayney	0-4	1	Both	339
Blayney	0-4	1	Father only	16
Blayney	0-4	1	Mother only	14
Blayney	0-4	1	Neither	3
Blayney	5-9	0	Both	94
Blayney	5-9	0	Mother only	5
Blayney	5-9	1	Both	345
Blayney	5-9	1	Father only	14
Blayney	5-9	1	Mother only	15
Blayney	5-9	1	Neither	7
Blayney	10-12	0	Both	51
Blayney	10-12	0	Mother only	12
Blayney	10-12	1	Both	229
Blayney	10-12	1	Father only	14
Blayney	10-12	1	Mother only	16
Blayney	13-14	0	Both	46
Blayney	13-14	0	Neither	3
Blayney	13-14	1	Both	122
Blayney	13-14	1	Father only	8
Blayney	13-14	1	Mother only	10
Blayney	15-17	0	Both	45
Blayney	15-17	0	Mother only	3
Blayney	15-17	1	Both	157
Blayney	15-17	1	Father only	14
Blayney	15-17	1	Mother only	8
Blayney	18-20	0	Both	9
Blayney	18-20	1	Both	30
Blayney	18-20	1	Mother only	5
Blayney	21-24	1	Both	4
Blue Mountains	0-4	0		9
Blue Mountains	0-4	0	Both	283
Blue Mountains	0-4	0	Father only	22
Blue Mountains	0-4	0	Mother only	35
Blue Mountains	0-4	0	Neither	14
Blue Mountains	0-4	1		11
Blue Mountains	0-4	1	Both	2501
Blue Mountains	0-4	1	Father only	326
Blue Mountains	0-4	1	Mother only	315
Blue Mountains	0-4	1	Neither	177
Blue Mountains	5-9	0		20
Blue Mountains	5-9	0	Both	534
Blue Mountains	5-9	0	Father only	59
Blue Mountains	5-9	0	Mother only	107
Blue Mountains	5-9	0	Neither	28
Blue Mountains	5-9	1		9
Blue Mountains	5-9	1	Both	2626
Blue Mountains	5-9	1	Father only	393
Blue Mountains	5-9	1	Mother only	456
Blue Mountains	5-9	1	Neither	232
Blue Mountains	10-12	0		5
Blue Mountains	10-12	0	Both	386
Blue Mountains	10-12	0	Father only	56
Blue Mountains	10-12	0	Mother only	72
Blue Mountains	10-12	0	Neither	26
Blue Mountains	10-12	1		8
Blue Mountains	10-12	1	Both	1558
Blue Mountains	10-12	1	Father only	241
Blue Mountains	10-12	1	Mother only	330
Blue Mountains	10-12	1	Neither	180
Blue Mountains	13-14	0		8
Blue Mountains	13-14	0	Both	274
Blue Mountains	13-14	0	Father only	37
Blue Mountains	13-14	0	Mother only	67
Blue Mountains	13-14	0	Neither	14
Blue Mountains	13-14	1		6
Blue Mountains	13-14	1	Both	1023
Blue Mountains	13-14	1	Father only	160
Blue Mountains	13-14	1	Mother only	212
Blue Mountains	13-14	1	Neither	145
Blue Mountains	15-17	0		6
Blue Mountains	15-17	0	Both	382
Blue Mountains	15-17	0	Father only	57
Blue Mountains	15-17	0	Mother only	64
Blue Mountains	15-17	0	Neither	26
Blue Mountains	15-17	1	Both	1375
Blue Mountains	15-17	1	Father only	205
Blue Mountains	15-17	1	Mother only	287
Blue Mountains	15-17	1	Neither	168
Blue Mountains	18-20	0	Both	103
Blue Mountains	18-20	0	Father only	22
Blue Mountains	18-20	0	Mother only	35
Blue Mountains	18-20	0	Neither	16
Blue Mountains	18-20	1	Both	487
Blue Mountains	18-20	1	Father only	88
Blue Mountains	18-20	1	Mother only	111
Blue Mountains	18-20	1	Neither	75
Blue Mountains	21-24	0	Both	54
Blue Mountains	21-24	0	Father only	15
Blue Mountains	21-24	0	Mother only	18
Blue Mountains	21-24	0	Neither	10
Blue Mountains	21-24	1	Both	232
Blue Mountains	21-24	1	Father only	39
Blue Mountains	21-24	1	Mother only	54
Blue Mountains	21-24	1	Neither	42
Bogan	0-4	0	Both	33
Bogan	0-4	0	Mother only	5
Bogan	0-4	1	Both	100
Bogan	0-4	1	Father only	7
Bogan	0-4	1	Mother only	4
Bogan	0-4	1	Neither	9
Bogan	5-9	0	Both	38
Bogan	5-9	1	Both	102
Bogan	5-9	1	Father only	7
Bogan	5-9	1	Mother only	6
Bogan	5-9	1	Neither	4
Bogan	10-12	0	Both	18
Bogan	10-12	1	Both	62
Bogan	10-12	1	Father only	4
Bogan	10-12	1	Neither	9
Bogan	13-14	0	Both	10
Bogan	13-14	1	Both	40
Bogan	13-14	1	Neither	3
Bogan	15-17	0	Both	11
Bogan	15-17	1	Both	51
Bogan	15-17	1	Father only	6
Bogan	15-17	1	Neither	4
Bogan	18-20	0	Both	4
Bogan	18-20	1	Both	3
Bogan	21-24	1	Both	5
Bourke	0-4	0	Both	23
Bourke	0-4	1		8
Bourke	0-4	1	Both	100
Bourke	0-4	1	Father only	3
Bourke	0-4	1	Mother only	3
Bourke	0-4	1	Neither	8
Bourke	5-9	0		4
Bourke	5-9	0	Both	37
Bourke	5-9	1		6
Bourke	5-9	1	Both	91
Bourke	5-9	1	Mother only	4
Bourke	10-12	0		3
Bourke	10-12	0	Both	20
Bourke	10-12	1		4
Bourke	10-12	1	Both	53
Bourke	10-12	1	Mother only	4
Bourke	13-14	0	Both	18
Bourke	13-14	1	Both	24
Bourke	15-17	0	Both	7
Bourke	15-17	1	Both	30
Bourke	18-20	1	Both	3
Brewarrina	0-4	0	Both	34
Brewarrina	0-4	1	Both	29
Brewarrina	0-4	1	Father only	4
Brewarrina	0-4	1	Neither	6
Brewarrina	5-9	0	Both	34
Brewarrina	5-9	1	Both	34
Brewarrina	10-12	0	Both	22
Brewarrina	10-12	0	Mother only	3
Brewarrina	10-12	1	Both	14
Brewarrina	10-12	1	Mother only	5
Brewarrina	10-12	1	Neither	4
Brewarrina	13-14	0	Both	10
Brewarrina	13-14	1	Both	12
Brewarrina	15-17	0	Both	12
Brewarrina	15-17	1	Both	15
Brewarrina	15-17	1	Neither	6
Broken Hill	0-4	0		8
Broken Hill	0-4	0	Both	258
Broken Hill	0-4	0	Father only	5
Broken Hill	0-4	0	Mother only	5
Broken Hill	0-4	0	Neither	3
Broken Hill	0-4	1	Both	509
Broken Hill	0-4	1	Father only	24
Broken Hill	0-4	1	Mother only	19
Broken Hill	0-4	1	Neither	37
Broken Hill	5-9	0		11
Broken Hill	5-9	0	Both	311
Broken Hill	5-9	0	Father only	7
Broken Hill	5-9	0	Mother only	6
Broken Hill	5-9	0	Neither	5
Broken Hill	5-9	1		4
Broken Hill	5-9	1	Both	459
Broken Hill	5-9	1	Father only	26
Broken Hill	5-9	1	Mother only	10
Broken Hill	5-9	1	Neither	44
Broken Hill	10-12	0		3
Broken Hill	10-12	0	Both	196
Broken Hill	10-12	0	Mother only	4
Broken Hill	10-12	0	Neither	5
Broken Hill	10-12	1		3
Broken Hill	10-12	1	Both	297
Broken Hill	10-12	1	Father only	11
Broken Hill	10-12	1	Mother only	5
Broken Hill	10-12	1	Neither	19
Broken Hill	13-14	0	Both	114
Broken Hill	13-14	0	Father only	6
Broken Hill	13-14	0	Mother only	4
Broken Hill	13-14	0	Neither	8
Broken Hill	13-14	1	Both	179
Broken Hill	13-14	1	Father only	10
Broken Hill	13-14	1	Mother only	6
Broken Hill	13-14	1	Neither	15
Broken Hill	15-17	0		4
Broken Hill	15-17	0	Both	121
Broken Hill	15-17	0	Mother only	9
Broken Hill	15-17	0	Neither	5
