LGA_NAME21	Age	HoursHousekeeping	Sex	adults
Adelaide Plains	75-84		M	24
Adelaide Plains	75-84	0	F	73
Adelaide Plains	75-84	0	M	77
Adelaide Plains	75-84	<5	F	19
Adelaide Plains	75-84	<5	M	32
Adelaide Plains	75-84	5-14	F	36
Adelaide Plains	75-84	5-14	M	36
Adelaide Plains	75-84	15-29	F	21
Adelaide Plains	75-84	15-29	M	22
Adelaide Plains	75-84	30+	F	32
Adelaide Plains	75-84	30+	M	17
Adelaide Plains	85+		F	5
Adelaide Plains	85+		M	11
Adelaide Plains	85+	0	F	26
Adelaide Plains	85+	0	M	11
Adelaide Plains	85+	<5	F	7
Adelaide Plains	85+	<5	M	8
Adelaide Plains	85+	5-14	F	6
Adelaide Plains	85+	5-14	M	4
Adelaide Plains	85+	15-29	M	4
Adelaide Plains	85+	30+	F	4
Adelaide Plains	85+	30+	M	9
Alexandrina	15-19		F	43
Alexandrina	15-19		M	50
Alexandrina	15-19	0	F	224
Alexandrina	15-19	0	M	256
Alexandrina	15-19	<5	F	341
Alexandrina	15-19	<5	M	370
Alexandrina	15-19	5-14	F	87
Alexandrina	15-19	5-14	M	60
Alexandrina	15-19	15-29	F	3
Alexandrina	15-19	30+	F	3
Alexandrina	20-24		F	28
Alexandrina	20-24		M	32
Alexandrina	20-24	0	F	93
Alexandrina	20-24	0	M	174
Alexandrina	20-24	<5	F	196
Alexandrina	20-24	<5	M	196
Alexandrina	20-24	5-14	F	148
Alexandrina	20-24	5-14	M	102
Alexandrina	20-24	15-29	F	33
Alexandrina	20-24	15-29	M	12
Alexandrina	20-24	30+	F	25
Alexandrina	20-24	30+	M	9
Alexandrina	25-34		F	69
Alexandrina	25-34		M	62
Alexandrina	25-34	0	F	133
Alexandrina	25-34	0	M	255
Alexandrina	25-34	<5	F	167
Alexandrina	25-34	<5	M	306
Alexandrina	25-34	5-14	F	395
Alexandrina	25-34	5-14	M	327
Alexandrina	25-34	15-29	F	179
Alexandrina	25-34	15-29	M	79
Alexandrina	25-34	30+	F	219
Alexandrina	25-34	30+	M	40
Alexandrina	35-44		F	67
Alexandrina	35-44		M	76
Alexandrina	35-44	0	F	77
Alexandrina	35-44	0	M	163
Alexandrina	35-44	<5	F	121
Alexandrina	35-44	<5	M	307
Alexandrina	35-44	5-14	F	477
Alexandrina	35-44	5-14	M	474
Alexandrina	35-44	15-29	F	314
Alexandrina	35-44	15-29	M	165
Alexandrina	35-44	30+	F	323
Alexandrina	35-44	30+	M	73
Alexandrina	45-54		F	89
Alexandrina	45-54		M	99
Alexandrina	45-54	0	F	152
Alexandrina	45-54	0	M	274
Alexandrina	45-54	<5	F	214
Alexandrina	45-54	<5	M	437
Alexandrina	45-54	5-14	F	673
Alexandrina	45-54	5-14	M	623
Alexandrina	45-54	15-29	F	389
Alexandrina	45-54	15-29	M	210
Alexandrina	45-54	30+	F	222
Alexandrina	45-54	30+	M	93
Alexandrina	55-64		F	109
Alexandrina	55-64		M	120
Alexandrina	55-64	0	F	289
Alexandrina	55-64	0	M	396
Alexandrina	55-64	<5	F	266
Alexandrina	55-64	<5	M	495
Alexandrina	55-64	5-14	F	813
Alexandrina	55-64	5-14	M	703
Alexandrina	55-64	15-29	F	536
Alexandrina	55-64	15-29	M	261
Alexandrina	55-64	30+	F	347
Alexandrina	55-64	30+	M	134
Alexandrina	65-74		F	121
Alexandrina	65-74		M	145
Alexandrina	65-74	0	F	486
Alexandrina	65-74	0	M	549
Alexandrina	65-74	<5	F	198
Alexandrina	65-74	<5	M	451
Alexandrina	65-74	5-14	F	703
Alexandrina	65-74	5-14	M	782
Alexandrina	65-74	15-29	F	694
Alexandrina	65-74	15-29	M	416
Alexandrina	65-74	30+	F	570
Alexandrina	65-74	30+	M	221
Alexandrina	75-84		F	107
Alexandrina	75-84		M	96
Alexandrina	75-84	0	F	436
Alexandrina	75-84	0	M	421
Alexandrina	75-84	<5	F	111
Alexandrina	75-84	<5	M	207
Alexandrina	75-84	5-14	F	299
Alexandrina	75-84	5-14	M	438
Alexandrina	75-84	15-29	F	319
Alexandrina	75-84	15-29	M	254
Alexandrina	75-84	30+	F	292
Alexandrina	75-84	30+	M	149
Alexandrina	85+		F	55
Alexandrina	85+		M	33
Alexandrina	85+	0	F	288
Alexandrina	85+	0	M	186
Alexandrina	85+	<5	F	55
Alexandrina	85+	<5	M	60
Alexandrina	85+	5-14	F	61
Alexandrina	85+	5-14	M	66
Alexandrina	85+	15-29	F	39
Alexandrina	85+	15-29	M	35
Alexandrina	85+	30+	F	36
Alexandrina	85+	30+	M	33
Anangu Pitjantjatjara Yunkunytjatjara	15-19		F	17
Anangu Pitjantjatjara Yunkunytjatjara	15-19		M	11
Anangu Pitjantjatjara Yunkunytjatjara	15-19	0	F	15
Anangu Pitjantjatjara Yunkunytjatjara	15-19	0	M	16
Anangu Pitjantjatjara Yunkunytjatjara	15-19	<5	F	30
Anangu Pitjantjatjara Yunkunytjatjara	15-19	<5	M	43
Anangu Pitjantjatjara Yunkunytjatjara	15-19	5-14	F	27
Anangu Pitjantjatjara Yunkunytjatjara	15-19	5-14	M	31
Anangu Pitjantjatjara Yunkunytjatjara	15-19	15-29	F	8
Anangu Pitjantjatjara Yunkunytjatjara	15-19	15-29	M	7
Anangu Pitjantjatjara Yunkunytjatjara	20-24		F	17
Anangu Pitjantjatjara Yunkunytjatjara	20-24		M	10
Anangu Pitjantjatjara Yunkunytjatjara	20-24	0	F	11
Anangu Pitjantjatjara Yunkunytjatjara	20-24	0	M	17
Anangu Pitjantjatjara Yunkunytjatjara	20-24	<5	F	25
Anangu Pitjantjatjara Yunkunytjatjara	20-24	<5	M	40
Anangu Pitjantjatjara Yunkunytjatjara	20-24	5-14	F	45
Anangu Pitjantjatjara Yunkunytjatjara	20-24	5-14	M	29
Anangu Pitjantjatjara Yunkunytjatjara	20-24	15-29	F	14
Anangu Pitjantjatjara Yunkunytjatjara	20-24	15-29	M	7
Anangu Pitjantjatjara Yunkunytjatjara	20-24	30+	F	10
Anangu Pitjantjatjara Yunkunytjatjara	25-34		F	38
Anangu Pitjantjatjara Yunkunytjatjara	25-34		M	25
Anangu Pitjantjatjara Yunkunytjatjara	25-34	0	F	22
Anangu Pitjantjatjara Yunkunytjatjara	25-34	0	M	36
Anangu Pitjantjatjara Yunkunytjatjara	25-34	<5	F	45
Anangu Pitjantjatjara Yunkunytjatjara	25-34	<5	M	48
Anangu Pitjantjatjara Yunkunytjatjara	25-34	5-14	F	88
Anangu Pitjantjatjara Yunkunytjatjara	25-34	5-14	M	60
Anangu Pitjantjatjara Yunkunytjatjara	25-34	15-29	F	46
Anangu Pitjantjatjara Yunkunytjatjara	25-34	15-29	M	32
Anangu Pitjantjatjara Yunkunytjatjara	25-34	30+	F	23
Anangu Pitjantjatjara Yunkunytjatjara	25-34	30+	M	9
Anangu Pitjantjatjara Yunkunytjatjara	35-44		F	12
Anangu Pitjantjatjara Yunkunytjatjara	35-44		M	6
Anangu Pitjantjatjara Yunkunytjatjara	35-44	0	F	15
Anangu Pitjantjatjara Yunkunytjatjara	35-44	0	M	24
Anangu Pitjantjatjara Yunkunytjatjara	35-44	<5	F	32
Anangu Pitjantjatjara Yunkunytjatjara	35-44	<5	M	33
Anangu Pitjantjatjara Yunkunytjatjara	35-44	5-14	F	61
Anangu Pitjantjatjara Yunkunytjatjara	35-44	5-14	M	47
Anangu Pitjantjatjara Yunkunytjatjara	35-44	15-29	F	35
Anangu Pitjantjatjara Yunkunytjatjara	35-44	15-29	M	18
Anangu Pitjantjatjara Yunkunytjatjara	35-44	30+	F	18
Anangu Pitjantjatjara Yunkunytjatjara	35-44	30+	M	5
Anangu Pitjantjatjara Yunkunytjatjara	45-54		F	22
Anangu Pitjantjatjara Yunkunytjatjara	45-54		M	15
Anangu Pitjantjatjara Yunkunytjatjara	45-54	0	F	9
Anangu Pitjantjatjara Yunkunytjatjara	45-54	0	M	11
Anangu Pitjantjatjara Yunkunytjatjara	45-54	<5	F	26
Anangu Pitjantjatjara Yunkunytjatjara	45-54	<5	M	40
Anangu Pitjantjatjara Yunkunytjatjara	45-54	5-14	F	47
Anangu Pitjantjatjara Yunkunytjatjara	45-54	5-14	M	38
Anangu Pitjantjatjara Yunkunytjatjara	45-54	15-29	F	27
Anangu Pitjantjatjara Yunkunytjatjara	45-54	15-29	M	16
Anangu Pitjantjatjara Yunkunytjatjara	45-54	30+	F	12
Anangu Pitjantjatjara Yunkunytjatjara	45-54	30+	M	7
Anangu Pitjantjatjara Yunkunytjatjara	55-64		F	16
Anangu Pitjantjatjara Yunkunytjatjara	55-64		M	8
Anangu Pitjantjatjara Yunkunytjatjara	55-64	0	F	18
Anangu Pitjantjatjara Yunkunytjatjara	55-64	0	M	20
Anangu Pitjantjatjara Yunkunytjatjara	55-64	<5	F	18
Anangu Pitjantjatjara Yunkunytjatjara	55-64	<5	M	24
Anangu Pitjantjatjara Yunkunytjatjara	55-64	5-14	F	26
Anangu Pitjantjatjara Yunkunytjatjara	55-64	5-14	M	23
Anangu Pitjantjatjara Yunkunytjatjara	55-64	15-29	F	22
Anangu Pitjantjatjara Yunkunytjatjara	55-64	15-29	M	6
Anangu Pitjantjatjara Yunkunytjatjara	55-64	30+	F	5
Anangu Pitjantjatjara Yunkunytjatjara	65-74		F	5
Anangu Pitjantjatjara Yunkunytjatjara	65-74		M	5
Anangu Pitjantjatjara Yunkunytjatjara	65-74	0	F	14
Anangu Pitjantjatjara Yunkunytjatjara	65-74	0	M	6
Anangu Pitjantjatjara Yunkunytjatjara	65-74	<5	F	11
Anangu Pitjantjatjara Yunkunytjatjara	65-74	<5	M	12
Anangu Pitjantjatjara Yunkunytjatjara	65-74	5-14	F	4
Anangu Pitjantjatjara Yunkunytjatjara	65-74	5-14	M	4
Anangu Pitjantjatjara Yunkunytjatjara	65-74	15-29	F	5
Anangu Pitjantjatjara Yunkunytjatjara	65-74	15-29	M	3
Anangu Pitjantjatjara Yunkunytjatjara	75-84		F	5
Anangu Pitjantjatjara Yunkunytjatjara	75-84	0	F	6
Anangu Pitjantjatjara Yunkunytjatjara	75-84	<5	M	3
Anangu Pitjantjatjara Yunkunytjatjara	75-84	5-14	M	5
Anangu Pitjantjatjara Yunkunytjatjara	85+		M	4
Anangu Pitjantjatjara Yunkunytjatjara	85+	0	F	6
Anangu Pitjantjatjara Yunkunytjatjara	85+	<5	F	4
Anangu Pitjantjatjara Yunkunytjatjara	85+	5-14	M	5
Barossa	15-19		F	35
Barossa	15-19		M	40
Barossa	15-19	0	F	180
Barossa	15-19	0	M	242
Barossa	15-19	<5	F	387
Barossa	15-19	<5	M	415
Barossa	15-19	5-14	F	77
Barossa	15-19	5-14	M	60
Barossa	15-19	15-29	F	12
Barossa	15-19	15-29	M	11
Barossa	15-19	30+	F	4
Barossa	20-24		F	19
Barossa	20-24		M	27
Barossa	20-24	0	F	108
Barossa	20-24	0	M	199
Barossa	20-24	<5	F	189
Barossa	20-24	<5	M	267
Barossa	20-24	5-14	F	157
Barossa	20-24	5-14	M	91
Barossa	20-24	15-29	F	32
Barossa	20-24	15-29	M	13
Barossa	20-24	30+	F	18
Barossa	20-24	30+	M	3
Barossa	25-34		F	39
Barossa	25-34		M	48
Barossa	25-34	0	F	130
Barossa	25-34	0	M	249
Barossa	25-34	<5	F	170
Barossa	25-34	<5	M	374
Barossa	25-34	5-14	F	430
Barossa	25-34	5-14	M	382
Barossa	25-34	15-29	F	193
Barossa	25-34	15-29	M	84
Barossa	25-34	30+	F	190
Barossa	25-34	30+	M	32
Barossa	35-44		F	51
Barossa	35-44		M	71
Barossa	35-44	0	F	97
Barossa	35-44	0	M	178
Barossa	35-44	<5	F	136
Barossa	35-44	<5	M	362
Barossa	35-44	5-14	F	578
Barossa	35-44	5-14	M	584
Barossa	35-44	15-29	F	390
Barossa	35-44	15-29	M	175
Barossa	35-44	30+	F	321
Barossa	35-44	30+	M	62
Barossa	45-54		F	74
Barossa	45-54		M	90
Barossa	45-54	0	F	148
Barossa	45-54	0	M	228
Barossa	45-54	<5	F	194
Barossa	45-54	<5	M	439
Barossa	45-54	5-14	F	718
Barossa	45-54	5-14	M	667
Barossa	45-54	15-29	F	407
Barossa	45-54	15-29	M	185
Barossa	45-54	30+	F	244
Barossa	45-54	30+	M	55
Barossa	55-64		F	84
Barossa	55-64		M	71
Barossa	55-64	0	F	231
Barossa	55-64	0	M	293
Barossa	55-64	<5	F	209
Barossa	55-64	<5	M	415
Barossa	55-64	5-14	F	645
Barossa	55-64	5-14	M	665
Barossa	55-64	15-29	F	432
Barossa	55-64	15-29	M	214
Barossa	55-64	30+	F	268
Barossa	55-64	30+	M	92
Barossa	65-74		F	65
Barossa	65-74		M	74
Barossa	65-74	0	F	281
Barossa	65-74	0	M	348
Barossa	65-74	<5	F	105
Barossa	65-74	<5	M	271
Barossa	65-74	5-14	F	399
Barossa	65-74	5-14	M	481
Barossa	65-74	15-29	F	416
Barossa	65-74	15-29	M	268
Barossa	65-74	30+	F	392
Barossa	65-74	30+	M	150
Barossa	75-84		F	51
Barossa	75-84		M	47
Barossa	75-84	0	F	284
Barossa	75-84	0	M	248
Barossa	75-84	<5	F	63
Barossa	75-84	<5	M	134
Barossa	75-84	5-14	F	162
Barossa	75-84	5-14	M	196
Barossa	75-84	15-29	F	154
Barossa	75-84	15-29	M	136
Barossa	75-84	30+	F	191
Barossa	75-84	30+	M	99
Barossa	85+		F	38
Barossa	85+		M	19
Barossa	85+	0	F	232
Barossa	85+	0	M	128
Barossa	85+	<5	F	33
Barossa	85+	<5	M	28
Barossa	85+	5-14	F	53
Barossa	85+	5-14	M	46
Barossa	85+	15-29	F	29
Barossa	85+	15-29	M	15
Barossa	85+	30+	F	25
Barossa	85+	30+	M	19
Barunga West	15-19		F	3
Barunga West	15-19		M	6
Barunga West	15-19	0	F	5
Barunga West	15-19	0	M	17
Barunga West	15-19	<5	F	21
Barunga West	15-19	<5	M	20
Barunga West	15-19	5-14	F	3
Barunga West	15-19	5-14	M	5
Barunga West	20-24		M	3
Barunga West	20-24	0	F	3
Barunga West	20-24	0	M	7
Barunga West	20-24	<5	F	10
Barunga West	20-24	<5	M	16
Barunga West	20-24	5-14	F	7
Barunga West	20-24	5-14	M	15
Barunga West	20-24	15-29	F	6
Barunga West	20-24	30+	M	3
Barunga West	25-34		F	9
Barunga West	25-34		M	13
Barunga West	25-34	0	F	5
Barunga West	25-34	0	M	12
Barunga West	25-34	<5	F	16
Barunga West	25-34	<5	M	24
Barunga West	25-34	5-14	F	22
Barunga West	25-34	5-14	M	22
Barunga West	25-34	15-29	F	9
Barunga West	25-34	15-29	M	8
Barunga West	25-34	30+	F	27
Barunga West	25-34	30+	M	3
Barunga West	35-44		F	8
Barunga West	35-44		M	11
Barunga West	35-44	0	F	7
Barunga West	35-44	0	M	8
Barunga West	35-44	<5	F	5
Barunga West	35-44	<5	M	28
Barunga West	35-44	5-14	F	23
Barunga West	35-44	5-14	M	30
Barunga West	35-44	15-29	F	18
Barunga West	35-44	15-29	M	15
Barunga West	35-44	30+	F	21
Barunga West	35-44	30+	M	4
Barunga West	45-54		F	12
Barunga West	45-54		M	19
Barunga West	45-54	0	F	15
Barunga West	45-54	0	M	27
Barunga West	45-54	<5	F	11
Barunga West	45-54	<5	M	43
Barunga West	45-54	5-14	F	56
Barunga West	45-54	5-14	M	35
Barunga West	45-54	15-29	F	39
Barunga West	45-54	15-29	M	18
Barunga West	45-54	30+	F	23
Barunga West	45-54	30+	M	8
Barunga West	55-64		F	27
Barunga West	55-64		M	17
Barunga West	55-64	0	F	38
Barunga West	55-64	0	M	64
Barunga West	55-64	<5	F	12
Barunga West	55-64	<5	M	55
Barunga West	55-64	5-14	F	81
Barunga West	55-64	5-14	M	66
Barunga West	55-64	15-29	F	40
Barunga West	55-64	15-29	M	21
Barunga West	55-64	30+	F	40
Barunga West	55-64	30+	M	16
Barunga West	65-74		F	16
Barunga West	65-74		M	12
Barunga West	65-74	0	F	64
Barunga West	65-74	0	M	97
Barunga West	65-74	<5	F	13
Barunga West	65-74	<5	M	40
Barunga West	65-74	5-14	F	51
Barunga West	65-74	5-14	M	66
Barunga West	65-74	15-29	F	42
Barunga West	65-74	15-29	M	30
Barunga West	65-74	30+	F	61
Barunga West	65-74	30+	M	32
Barunga West	75-84		F	19
Barunga West	75-84		M	15
Barunga West	75-84	0	F	55
Barunga West	75-84	0	M	59
Barunga West	75-84	<5	F	7
Barunga West	75-84	<5	M	17
Barunga West	75-84	5-14	F	25
Barunga West	75-84	5-14	M	29
Barunga West	75-84	15-29	F	17
Barunga West	75-84	15-29	M	21
Barunga West	75-84	30+	F	34
Barunga West	75-84	30+	M	9
Barunga West	85+		F	3
Barunga West	85+	0	F	45
Barunga West	85+	0	M	27
Barunga West	85+	<5	F	4
Barunga West	85+	<5	M	3
Barunga West	85+	5-14	F	3
Barunga West	85+	5-14	M	5
Barunga West	85+	15-29	F	6
Barunga West	85+	15-29	M	4
Barunga West	85+	30+	F	7
Berri Barmera	15-19		F	19
Berri Barmera	15-19		M	22
Berri Barmera	15-19	0	F	74
Berri Barmera	15-19	0	M	127
Berri Barmera	15-19	<5	F	144
Berri Barmera	15-19	<5	M	135
Berri Barmera	15-19	5-14	F	49
Berri Barmera	15-19	5-14	M	40
Berri Barmera	15-19	15-29	F	5
Berri Barmera	15-19	15-29	M	4
Berri Barmera	20-24		F	10
Berri Barmera	20-24		M	22
Berri Barmera	20-24	0	F	67
Berri Barmera	20-24	0	M	105
Berri Barmera	20-24	<5	F	58
Berri Barmera	20-24	<5	M	105
Berri Barmera	20-24	5-14	F	63
Berri Barmera	20-24	5-14	M	65
Berri Barmera	20-24	15-29	F	25
Berri Barmera	20-24	15-29	M	11
Berri Barmera	20-24	30+	F	21
Berri Barmera	20-24	30+	M	3
Berri Barmera	25-34		F	30
Berri Barmera	25-34		M	40
Berri Barmera	25-34	0	F	85
Berri Barmera	25-34	0	M	149
Berri Barmera	25-34	<5	F	91
Berri Barmera	25-34	<5	M	146
Berri Barmera	25-34	5-14	F	165
Berri Barmera	25-34	5-14	M	177
Berri Barmera	25-34	15-29	F	97
Berri Barmera	25-34	15-29	M	50
Berri Barmera	25-34	30+	F	91
Berri Barmera	25-34	30+	M	22
Berri Barmera	35-44		F	33
Berri Barmera	35-44		M	34
Berri Barmera	35-44	0	F	65
Berri Barmera	35-44	0	M	127
Berri Barmera	35-44	<5	F	55
Berri Barmera	35-44	<5	M	114
Berri Barmera	35-44	5-14	F	181
Berri Barmera	35-44	5-14	M	177
Berri Barmera	35-44	15-29	F	119
Berri Barmera	35-44	15-29	M	63
Berri Barmera	35-44	30+	F	113
Berri Barmera	35-44	30+	M	31
Berri Barmera	45-54		F	33
Berri Barmera	45-54		M	32
Berri Barmera	45-54	0	F	101
Berri Barmera	45-54	0	M	152
Berri Barmera	45-54	<5	F	71
Berri Barmera	45-54	<5	M	136
Berri Barmera	45-54	5-14	F	225
Berri Barmera	45-54	5-14	M	225
Berri Barmera	45-54	15-29	F	162
Berri Barmera	45-54	15-29	M	74
Berri Barmera	45-54	30+	F	91
Berri Barmera	45-54	30+	M	33
Berri Barmera	55-64		F	42
Berri Barmera	55-64		M	50
Berri Barmera	55-64	0	F	118
Berri Barmera	55-64	0	M	201
Berri Barmera	55-64	<5	F	93
Berri Barmera	55-64	<5	M	159
Berri Barmera	55-64	5-14	F	252
Berri Barmera	55-64	5-14	M	217
Berri Barmera	55-64	15-29	F	164
Berri Barmera	55-64	15-29	M	65
Berri Barmera	55-64	30+	F	99
Berri Barmera	55-64	30+	M	38
Berri Barmera	65-74		F	51
Berri Barmera	65-74		M	53
Berri Barmera	65-74	0	F	167
Berri Barmera	65-74	0	M	217
Berri Barmera	65-74	<5	F	47
Berri Barmera	65-74	<5	M	121
Berri Barmera	65-74	5-14	F	154
Berri Barmera	65-74	5-14	M	186
Berri Barmera	65-74	15-29	F	147
Berri Barmera	65-74	15-29	M	92
Berri Barmera	65-74	30+	F	148
Berri Barmera	65-74	30+	M	73
Berri Barmera	75-84		F	34
Berri Barmera	75-84		M	24
Berri Barmera	75-84	0	F	159
Berri Barmera	75-84	0	M	132
Berri Barmera	75-84	<5	F	39
Berri Barmera	75-84	<5	M	53
Berri Barmera	75-84	5-14	F	68
Berri Barmera	75-84	5-14	M	71
Berri Barmera	75-84	15-29	F	55
Berri Barmera	75-84	15-29	M	36
Berri Barmera	75-84	30+	F	54
Berri Barmera	75-84	30+	M	26
Berri Barmera	85+		F	21
Berri Barmera	85+		M	17
Berri Barmera	85+	0	F	111
Berri Barmera	85+	0	M	84
Berri Barmera	85+	<5	F	29
Berri Barmera	85+	<5	M	9
Berri Barmera	85+	5-14	F	30
Berri Barmera	85+	5-14	M	23
Berri Barmera	85+	15-29	F	12
Berri Barmera	85+	15-29	M	15
Berri Barmera	85+	30+	F	6
Berri Barmera	85+	30+	M	5
Burnside	15-19		F	26
Burnside	15-19		M	32
Burnside	15-19	0	F	536
Burnside	15-19	0	M	628
Burnside	15-19	<5	F	852
Burnside	15-19	<5	M	825
Burnside	15-19	5-14	F	154
Burnside	15-19	5-14	M	100
Burnside	15-19	15-29	F	3
Burnside	15-19	15-29	M	12
Burnside	20-24		F	28
Burnside	20-24		M	30
Burnside	20-24	0	F	279
Burnside	20-24	0	M	442
Burnside	20-24	<5	F	608
Burnside	20-24	<5	M	631
Burnside	20-24	5-14	F	265
Burnside	20-24	5-14	M	186
Burnside	20-24	15-29	F	39
Burnside	20-24	15-29	M	16
Burnside	20-24	30+	F	14
Burnside	20-24	30+	M	4
Burnside	25-34		F	66
Burnside	25-34		M	78
Burnside	25-34	0	F	423
Burnside	25-34	0	M	553
Burnside	25-34	<5	F	546
Burnside	25-34	<5	M	678
Burnside	25-34	5-14	F	696
Burnside	25-34	5-14	M	621
Burnside	25-34	15-29	F	227
Burnside	25-34	15-29	M	105
Burnside	25-34	30+	F	175
Burnside	25-34	30+	M	24
Burnside	35-44		F	62
Burnside	35-44		M	85
Burnside	35-44	0	F	338
Burnside	35-44	0	M	475
Burnside	35-44	<5	F	284
Burnside	35-44	<5	M	631
Burnside	35-44	5-14	F	944
Burnside	35-44	5-14	M	1025
Burnside	35-44	15-29	F	789
Burnside	35-44	15-29	M	304
Burnside	35-44	30+	F	608
Burnside	35-44	30+	M	107
Burnside	45-54		F	73
Burnside	45-54		M	76
Burnside	45-54	0	F	290
Burnside	45-54	0	M	427
Burnside	45-54	<5	F	293
Burnside	45-54	<5	M	776
Burnside	45-54	5-14	F	1230
Burnside	45-54	5-14	M	1265
Burnside	45-54	15-29	F	872
Burnside	45-54	15-29	M	327
Burnside	45-54	30+	F	486
Burnside	45-54	30+	M	121
Burnside	55-64		F	50
Burnside	55-64		M	64
Burnside	55-64	0	F	320
Burnside	55-64	0	M	413
Burnside	55-64	<5	F	362
Burnside	55-64	<5	M	773
Burnside	55-64	5-14	F	1137
Burnside	55-64	5-14	M	1073
Burnside	55-64	15-29	F	747
Burnside	55-64	15-29	M	283
Burnside	55-64	30+	F	426
Burnside	55-64	30+	M	83
Burnside	65-74		F	72
Burnside	65-74		M	54
Burnside	65-74	0	F	458
Burnside	65-74	0	M	475
Burnside	65-74	<5	F	243
Burnside	65-74	<5	M	549
Burnside	65-74	5-14	F	953
Burnside	65-74	5-14	M	988
Burnside	65-74	15-29	F	826
Burnside	65-74	15-29	M	352
Burnside	65-74	30+	F	453
Burnside	65-74	30+	M	119
Burnside	75-84		F	78
Burnside	75-84		M	49
Burnside	75-84	0	F	454
Burnside	75-84	0	M	430
Burnside	75-84	<5	F	201
Burnside	75-84	<5	M	297
Burnside	75-84	5-14	F	452
Burnside	75-84	5-14	M	553
Burnside	75-84	15-29	F	422
Burnside	75-84	15-29	M	230
Burnside	75-84	30+	F	344
Burnside	75-84	30+	M	96
Burnside	85+		F	59
Burnside	85+		M	25
Burnside	85+	0	F	473
Burnside	85+	0	M	259
Burnside	85+	<5	F	142
Burnside	85+	<5	M	95
Burnside	85+	5-14	F	196
Burnside	85+	5-14	M	119
Burnside	85+	15-29	F	106
Burnside	85+	15-29	M	49
Burnside	85+	30+	F	61
Burnside	85+	30+	M	34
Campbelltown (SA)	15-19		F	38
Campbelltown (SA)	15-19		M	53
Campbelltown (SA)	15-19	0	F	516
Campbelltown (SA)	15-19	0	M	685
Campbelltown (SA)	15-19	<5	F	652
Campbelltown (SA)	15-19	<5	M	689
Campbelltown (SA)	15-19	5-14	F	125
Campbelltown (SA)	15-19	5-14	M	111
Campbelltown (SA)	15-19	15-29	F	10
Campbelltown (SA)	15-19	15-29	M	4
Campbelltown (SA)	15-19	30+	F	3
Campbelltown (SA)	15-19	30+	M	7
Campbelltown (SA)	20-24		F	70
Campbelltown (SA)	20-24		M	56
Campbelltown (SA)	20-24	0	F	548
Campbelltown (SA)	20-24	0	M	813
Campbelltown (SA)	20-24	<5	F	638
Campbelltown (SA)	20-24	<5	M	672
Campbelltown (SA)	20-24	5-14	F	364
Campbelltown (SA)	20-24	5-14	M	265
Campbelltown (SA)	20-24	15-29	F	59
Campbelltown (SA)	20-24	15-29	M	27
Campbelltown (SA)	20-24	30+	F	28
Campbelltown (SA)	20-24	30+	M	16
Campbelltown (SA)	25-34		F	141
Campbelltown (SA)	25-34		M	150
Campbelltown (SA)	25-34	0	F	897
Campbelltown (SA)	25-34	0	M	1191
Campbelltown (SA)	25-34	<5	F	733
Campbelltown (SA)	25-34	<5	M	1114
Campbelltown (SA)	25-34	5-14	F	1159
Campbelltown (SA)	25-34	5-14	M	1013
Campbelltown (SA)	25-34	15-29	F	447
Campbelltown (SA)	25-34	15-29	M	201
Campbelltown (SA)	25-34	30+	F	409
Campbelltown (SA)	25-34	30+	M	69
Campbelltown (SA)	35-44		F	92
Campbelltown (SA)	35-44		M	128
Campbelltown (SA)	35-44	0	F	532
Campbelltown (SA)	35-44	0	M	799
Campbelltown (SA)	35-44	<5	F	395
Campbelltown (SA)	35-44	<5	M	884
Campbelltown (SA)	35-44	5-14	F	1246
Campbelltown (SA)	35-44	5-14	M	1317
Campbelltown (SA)	35-44	15-29	F	834
Campbelltown (SA)	35-44	15-29	M	389
Campbelltown (SA)	35-44	30+	F	706
Campbelltown (SA)	35-44	30+	M	116
Campbelltown (SA)	45-54		F	97
Campbelltown (SA)	45-54		M	114
Campbelltown (SA)	45-54	0	F	469
Campbelltown (SA)	45-54	0	M	679
Campbelltown (SA)	45-54	<5	F	391
Campbelltown (SA)	45-54	<5	M	924
Campbelltown (SA)	45-54	5-14	F	1303
Campbelltown (SA)	45-54	5-14	M	1248
Campbelltown (SA)	45-54	15-29	F	815
Campbelltown (SA)	45-54	15-29	M	330
Campbelltown (SA)	45-54	30+	F	495
Campbelltown (SA)	45-54	30+	M	123
Campbelltown (SA)	55-64		F	79
Campbelltown (SA)	55-64		M	96
Campbelltown (SA)	55-64	0	F	575
Campbelltown (SA)	55-64	0	M	714
Campbelltown (SA)	55-64	<5	F	350
Campbelltown (SA)	55-64	<5	M	757
Campbelltown (SA)	55-64	5-14	F	1128
Campbelltown (SA)	55-64	5-14	M	1023
Campbelltown (SA)	55-64	15-29	F	761
Campbelltown (SA)	55-64	15-29	M	265
Campbelltown (SA)	55-64	30+	F	426
Campbelltown (SA)	55-64	30+	M	124
Campbelltown (SA)	65-74		F	88
Campbelltown (SA)	65-74		M	63
Campbelltown (SA)	65-74	0	F	659
Campbelltown (SA)	65-74	0	M	625
Campbelltown (SA)	65-74	<5	F	189
Campbelltown (SA)	65-74	<5	M	444
Campbelltown (SA)	65-74	5-14	F	759
Campbelltown (SA)	65-74	5-14	M	692
Campbelltown (SA)	65-74	15-29	F	621
Campbelltown (SA)	65-74	15-29	M	311
