LGA_NAME16	CoupleFamily	HasChild	IncomeFamily.max	families
Bathurst Regional	1	0		718
Bathurst Regional	1	0	0	75
Bathurst Regional	1	0	7875	31
Bathurst Regional	1	0	15750	22
Bathurst Regional	1	0	21000	29
Bathurst Regional	1	0	26250	98
Bathurst Regional	1	0	34125	60
Bathurst Regional	1	0	42000	442
Bathurst Regional	1	0	52500	372
Bathurst Regional	1	0	65625	559
Bathurst Regional	1	0	78750	681
Bathurst Regional	1	0	91875	492
Bathurst Regional	1	0	105000	568
Bathurst Regional	1	0	131250	1265
Bathurst Regional	1	0	157500	1077
Bathurst Regional	1	0	183750	785
Bathurst Regional	1	0	210000	571
Bathurst Regional	1	0	Inf	1089
Bathurst Regional	1	1	7875	5
Bathurst Regional	1	1	15750	6
Bathurst Regional	1	1	26250	8
Bathurst Regional	1	1	34125	16
Bathurst Regional	1	1	42000	45
Bayside (NSW)				14
Bayside (NSW)			0	37
Bayside (NSW)			7875	9
Bayside (NSW)			15750	10
Bayside (NSW)			21000	6
Bayside (NSW)			26250	22
Bayside (NSW)			34125	30
Bayside (NSW)			42000	43
Bayside (NSW)			52500	93
Bayside (NSW)			65625	115
Bayside (NSW)			78750	131
Bayside (NSW)			91875	97
Bayside (NSW)			105000	97
Bayside (NSW)			131250	200
Bayside (NSW)			157500	107
Bayside (NSW)			183750	53
Bayside (NSW)			210000	36
Bayside (NSW)			Inf	78
Bayside (NSW)	0			496
Bayside (NSW)	0		0	191
Bayside (NSW)	0		7875	37
Bayside (NSW)	0		15750	87
Bayside (NSW)	0		21000	123
Bayside (NSW)	0		26250	222
Bayside (NSW)	0		34125	343
Bayside (NSW)	0		42000	434
Bayside (NSW)	0		52500	581
Bayside (NSW)	0		65625	644
Bayside (NSW)	0		78750	667
Bayside (NSW)	0		91875	546
Bayside (NSW)	0		105000	448
Bayside (NSW)	0		131250	860
Bayside (NSW)	0		157500	411
Bayside (NSW)	0		183750	289
Bayside (NSW)	0		210000	121
Bayside (NSW)	0		Inf	356
Bayside (NSW)	1	0		1970
Bayside (NSW)	1	0	0	708
Bayside (NSW)	1	0	7875	139
Bayside (NSW)	1	0	15750	119
Bayside (NSW)	1	0	21000	104
Bayside (NSW)	1	0	26250	434
Bayside (NSW)	1	0	34125	298
Bayside (NSW)	1	0	42000	1579
Bayside (NSW)	1	0	52500	1406
Bayside (NSW)	1	0	65625	1780
Bayside (NSW)	1	0	78750	2365
Bayside (NSW)	1	0	91875	1921
Bayside (NSW)	1	0	105000	2133
Bayside (NSW)	1	0	131250	5116
Bayside (NSW)	1	0	157500	3974
Bayside (NSW)	1	0	183750	3497
Bayside (NSW)	1	0	210000	2495
Bayside (NSW)	1	0	Inf	7149
Bayside (NSW)	1	1	7875	25
Bayside (NSW)	1	1	15750	61
Bayside (NSW)	1	1	21000	40
Bayside (NSW)	1	1	26250	108
Bayside (NSW)	1	1	34125	152
Bayside (NSW)	1	1	42000	329
Bega Valley				3
Bega Valley			7875	4
Bega Valley			34125	3
Bega Valley			52500	15
Bega Valley			65625	11
Bega Valley			78750	16
Bega Valley			91875	5
Bega Valley			105000	8
Bega Valley			131250	13
Bega Valley			157500	5
Bega Valley	0			152
Bega Valley	0		0	10
Bega Valley	0		7875	12
Bega Valley	0		15750	19
Bega Valley	0		21000	43
Bega Valley	0		26250	63
Bega Valley	0		34125	121
Bega Valley	0		42000	139
Bega Valley	0		52500	179
Bega Valley	0		65625	175
Bega Valley	0		78750	145
Bega Valley	0		91875	83
Bega Valley	0		105000	77
Bega Valley	0		131250	96
Bega Valley	0		157500	43
Bega Valley	0		183750	18
Bega Valley	0		210000	11
Bega Valley	0		Inf	26
Bega Valley	1	0		659
Bega Valley	1	0	0	112
Bega Valley	1	0	7875	54
Bega Valley	1	0	15750	36
Bega Valley	1	0	21000	34
Bega Valley	1	0	26250	169
Bega Valley	1	0	34125	134
Bega Valley	1	0	42000	730
Bega Valley	1	0	52500	618
Bega Valley	1	0	65625	733
Bega Valley	1	0	78750	883
Bega Valley	1	0	91875	517
Bega Valley	1	0	105000	582
Bega Valley	1	0	131250	1086
Bega Valley	1	0	157500	724
Bega Valley	1	0	183750	496
Bega Valley	1	0	210000	269
Bega Valley	1	0	Inf	532
Bega Valley	1	1	7875	7
Bega Valley	1	1	15750	4
Bega Valley	1	1	21000	9
Bega Valley	1	1	26250	13
Bega Valley	1	1	34125	15
Bega Valley	1	1	42000	54
Bellingen			42000	3
Bellingen			52500	6
Bellingen			65625	9
Bellingen			78750	3
Bellingen	0			81
Bellingen	0		0	8
Bellingen	0		7875	5
Bellingen	0		15750	9
Bellingen	0		21000	25
Bellingen	0		26250	29
Bellingen	0		34125	62
Bellingen	0		42000	76
Bellingen	0		52500	84
Bellingen	0		65625	80
Bellingen	0		78750	71
Bellingen	0		91875	39
Bellingen	0		105000	33
Bellingen	0		131250	47
Bellingen	0		157500	13
Bellingen	0		183750	10
Bellingen	0		210000	3
Bellingen	0		Inf	9
Bellingen	1	0		239
Bellingen	1	0	0	47
Bellingen	1	0	7875	22
Bellingen	1	0	15750	20
Bellingen	1	0	21000	4
Bellingen	1	0	26250	53
Bellingen	1	0	34125	36
Bellingen	1	0	42000	226
Bellingen	1	0	52500	200
Bellingen	1	0	65625	260
Bellingen	1	0	78750	282
Bellingen	1	0	91875	190
Bellingen	1	0	105000	206
Bellingen	1	0	131250	354
Bellingen	1	0	157500	271
Bellingen	1	0	183750	181
Bellingen	1	0	210000	104
Bellingen	1	0	Inf	162
Bellingen	1	1	15750	4
Bellingen	1	1	21000	4
Bellingen	1	1	26250	7
Bellingen	1	1	34125	5
Bellingen	1	1	42000	20
Berrigan			52500	4
Berrigan			65625	5
Berrigan			91875	6
Berrigan	0			29
Berrigan	0		0	3
Berrigan	0		21000	12
Berrigan	0		26250	11
Berrigan	0		34125	25
Berrigan	0		42000	30
Berrigan	0		52500	41
Berrigan	0		65625	34
Berrigan	0		78750	41
Berrigan	0		91875	12
Berrigan	0		105000	11
Berrigan	0		131250	21
Berrigan	0		157500	8
Berrigan	0		183750	3
Berrigan	0		Inf	6
Berrigan	1	0		174
Berrigan	1	0	0	24
Berrigan	1	0	7875	10
Berrigan	1	0	15750	8
Berrigan	1	0	21000	5
Berrigan	1	0	26250	35
Berrigan	1	0	34125	31
Berrigan	1	0	42000	214
Berrigan	1	0	52500	138
Berrigan	1	0	65625	161
Berrigan	1	0	78750	191
Berrigan	1	0	91875	95
Berrigan	1	0	105000	122
Berrigan	1	0	131250	237
Berrigan	1	0	157500	173
Berrigan	1	0	183750	120
Berrigan	1	0	210000	57
Berrigan	1	0	Inf	113
Berrigan	1	1	21000	3
Berrigan	1	1	26250	3
Berrigan	1	1	34125	11
Berrigan	1	1	42000	19
Blacktown				37
Blacktown			0	37
Blacktown			7875	9
Blacktown			15750	13
Blacktown			21000	11
Blacktown			26250	38
Blacktown			34125	47
Blacktown			42000	79
Blacktown			52500	143
Blacktown			65625	146
Blacktown			78750	189
Blacktown			91875	140
Blacktown			105000	129
Blacktown			131250	272
Blacktown			157500	148
Blacktown			183750	78
Blacktown			210000	55
Blacktown			Inf	73
Blacktown	0			1321
Blacktown	0		0	395
Blacktown	0		7875	88
Blacktown	0		15750	232
Blacktown	0		21000	404
Blacktown	0		26250	756
Blacktown	0		34125	1165
Blacktown	0		42000	1295
Blacktown	0		52500	1647
Blacktown	0		65625	1680
Blacktown	0		78750	1736
Blacktown	0		91875	1203
Blacktown	0		105000	1110
Blacktown	0		131250	1899
Blacktown	0		157500	915
Blacktown	0		183750	614
Blacktown	0		210000	298
Blacktown	0		Inf	560
Blacktown	1	0		4789
Blacktown	1	0	0	1551
Blacktown	1	0	7875	211
Blacktown	1	0	15750	184
Blacktown	1	0	21000	170
Blacktown	1	0	26250	716
Blacktown	1	0	34125	512
Blacktown	1	0	42000	2813
Blacktown	1	0	52500	2770
Blacktown	1	0	65625	3855
Blacktown	1	0	78750	5190
Blacktown	1	0	91875	4523
Blacktown	1	0	105000	4763
Blacktown	1	0	131250	12473
Blacktown	1	0	157500	10066
Blacktown	1	0	183750	8818
Blacktown	1	0	210000	6087
Blacktown	1	0	Inf	14010
Blacktown	1	1	7875	55
Blacktown	1	1	15750	90
Blacktown	1	1	21000	105
Blacktown	1	1	26250	251
Blacktown	1	1	34125	383
Blacktown	1	1	42000	829
Bland			65625	5
Bland			78750	4
Bland			91875	4
Bland	0			22
Bland	0		0	4
Bland	0		15750	3
Bland	0		21000	3
Bland	0		26250	12
Bland	0		34125	23
Bland	0		42000	15
Bland	0		52500	34
Bland	0		65625	20
Bland	0		78750	11
Bland	0		91875	14
Bland	0		105000	14
Bland	0		131250	13
Bland	0		157500	8
Bland	0		183750	3
Bland	0		Inf	8
Bland	1	0		158
Bland	1	0	0	13
Bland	1	0	7875	4
Bland	1	0	26250	25
Bland	1	0	34125	7
Bland	1	0	42000	96
Bland	1	0	52500	68
Bland	1	0	65625	75
Bland	1	0	78750	93
Bland	1	0	91875	59
Bland	1	0	105000	81
Bland	1	0	131250	164
Bland	1	0	157500	120
Bland	1	0	183750	95
Bland	1	0	210000	40
Bland	1	0	Inf	101
Bland	1	1	34125	3
Bland	1	1	42000	11
Blayney				5
Blayney			26250	4
Blayney			34125	5
Blayney			42000	4
Blayney			52500	3
Blayney			78750	4
Blayney			131250	5
Blayney			157500	3
Blayney			Inf	3
Blayney	0			30
Blayney	0		0	5
Blayney	0		15750	6
Blayney	0		21000	4
Blayney	0		26250	14
Blayney	0		34125	22
Blayney	0		42000	37
Blayney	0		52500	39
Blayney	0		65625	34
Blayney	0		78750	37
Blayney	0		91875	22
Blayney	0		105000	20
Blayney	0		131250	24
Blayney	0		157500	12
Blayney	0		183750	7
Blayney	0		210000	3
Blayney	0		Inf	5
Blayney	1	0		171
Blayney	1	0	0	18
Blayney	1	0	7875	9
Blayney	1	0	15750	7
Blayney	1	0	21000	3
Blayney	1	0	26250	12
Blayney	1	0	34125	12
Blayney	1	0	42000	96
Blayney	1	0	52500	76
Blayney	1	0	65625	99
Blayney	1	0	78750	142
Blayney	1	0	91875	85
Blayney	1	0	105000	94
Blayney	1	0	131250	225
Blayney	1	0	157500	204
Blayney	1	0	183750	141
Blayney	1	0	210000	96
Blayney	1	0	Inf	187
Blayney	1	1	15750	4
Blayney	1	1	34125	3
Blayney	1	1	42000	10
Blue Mountains			0	4
Blue Mountains			15750	5
Blue Mountains			26250	11
Blue Mountains			34125	7
Blue Mountains			42000	12
Blue Mountains			52500	29
Blue Mountains			65625	21
Blue Mountains			78750	23
Blue Mountains			91875	13
Blue Mountains			105000	18
Blue Mountains			131250	29
Blue Mountains			157500	12
Blue Mountains			183750	7
Blue Mountains			210000	7
Blue Mountains			Inf	3
Blue Mountains	0			287
Blue Mountains	0		0	24
Blue Mountains	0		7875	13
Blue Mountains	0		15750	36
Blue Mountains	0		21000	53
Blue Mountains	0		26250	95
Blue Mountains	0		34125	198
Blue Mountains	0		42000	242
Blue Mountains	0		52500	310
Blue Mountains	0		65625	383
Blue Mountains	0		78750	348
Blue Mountains	0		91875	246
Blue Mountains	0		105000	239
Blue Mountains	0		131250	393
Blue Mountains	0		157500	183
Blue Mountains	0		183750	101
Blue Mountains	0		210000	44
Blue Mountains	0		Inf	113
Blue Mountains	1	0		936
Blue Mountains	1	0	0	132
Blue Mountains	1	0	7875	62
Blue Mountains	1	0	15750	49
Blue Mountains	1	0	21000	35
Blue Mountains	1	0	26250	206
Blue Mountains	1	0	34125	146
Blue Mountains	1	0	42000	800
Blue Mountains	1	0	52500	763
Blue Mountains	1	0	65625	1115
Blue Mountains	1	0	78750	1350
Blue Mountains	1	0	91875	978
Blue Mountains	1	0	105000	1032
Blue Mountains	1	0	131250	2376
Blue Mountains	1	0	157500	1996
Blue Mountains	1	0	183750	1820
Blue Mountains	1	0	210000	1239
Blue Mountains	1	0	Inf	3421
Blue Mountains	1	1	7875	11
Blue Mountains	1	1	15750	7
Blue Mountains	1	1	21000	7
Blue Mountains	1	1	26250	18
Blue Mountains	1	1	34125	31
Blue Mountains	1	1	42000	60
Bogan			52500	3
Bogan			78750	3
Bogan			105000	5
Bogan	0			10
Bogan	0		26250	4
Bogan	0		34125	15
Bogan	0		42000	17
Bogan	0		52500	3
Bogan	0		65625	6
Bogan	0		78750	4
Bogan	0		91875	11
Bogan	0		131250	10
Bogan	0		157500	3
Bogan	0		183750	3
Bogan	0		210000	4
Bogan	0		Inf	5
Bogan	1	0		73
Bogan	1	0	0	8
Bogan	1	0	15750	3
Bogan	1	0	26250	12
Bogan	1	0	34125	4
Bogan	1	0	42000	24
Bogan	1	0	52500	29
Bogan	1	0	65625	33
Bogan	1	0	78750	32
Bogan	1	0	91875	30
Bogan	1	0	105000	32
Bogan	1	0	131250	67
Bogan	1	0	157500	52
Bogan	1	0	183750	37
Bogan	1	0	210000	23
Bogan	1	0	Inf	65
Bogan	1	1	7875	3
Bogan	1	1	15750	6
Bourke				4
Bourke			131250	5
Bourke	0			10
Bourke	0		0	7
Bourke	0		15750	3
Bourke	0		26250	6
Bourke	0		34125	11
Bourke	0		42000	16
Bourke	0		52500	10
Bourke	0		65625	7
Bourke	0		78750	10
Bourke	0		105000	5
Bourke	0		131250	9
Bourke	0		157500	4
Bourke	1	0		82
Bourke	1	0	0	5
Bourke	1	0	26250	5
Bourke	1	0	42000	21
Bourke	1	0	52500	15
Bourke	1	0	65625	15
Bourke	1	0	78750	27
Bourke	1	0	91875	18
Bourke	1	0	105000	23
Bourke	1	0	131250	53
Bourke	1	0	157500	31
Bourke	1	0	183750	41
Bourke	1	0	210000	18
Bourke	1	0	Inf	42
Bourke	1	1	42000	3
Brewarrina			34125	4
Brewarrina	0			7
Brewarrina	0		0	4
Brewarrina	0		15750	6
Brewarrina	0		21000	9
Brewarrina	0		26250	8
Brewarrina	0		34125	7
Brewarrina	0		42000	11
Brewarrina	0		52500	6
Brewarrina	0		65625	14
Brewarrina	0		78750	5
Brewarrina	0		91875	6
Brewarrina	0		131250	5
Brewarrina	1	0		15
Brewarrina	1	0	0	3
Brewarrina	1	0	7875	4
Brewarrina	1	0	34125	5
Brewarrina	1	0	42000	10
Brewarrina	1	0	52500	12
Brewarrina	1	0	65625	12
Brewarrina	1	0	78750	18
Brewarrina	1	0	91875	8
Brewarrina	1	0	105000	4
Brewarrina	1	0	131250	27
Brewarrina	1	0	157500	19
Brewarrina	1	0	183750	5
Brewarrina	1	0	210000	9
Brewarrina	1	0	Inf	18
Brewarrina	1	1	42000	4
Broken Hill			0	3
Broken Hill			34125	6
Broken Hill			42000	8
Broken Hill			52500	13
Broken Hill			65625	11
Broken Hill			78750	4
Broken Hill			91875	7
Broken Hill			105000	5
Broken Hill			131250	3
Broken Hill			157500	12
Broken Hill			Inf	3
Broken Hill	0			106
Broken Hill	0		0	23
Broken Hill	0		7875	6
Broken Hill	0		15750	14
Broken Hill	0		21000	36
Broken Hill	0		26250	60
Broken Hill	0		34125	91
Broken Hill	0		42000	101
Broken Hill	0		52500	132
Broken Hill	0		65625	120
Broken Hill	0		78750	99
Broken Hill	0		91875	57
Broken Hill	0		105000	62
Broken Hill	0		131250	89
Broken Hill	0		157500	27
Broken Hill	0		183750	21
Broken Hill	0		210000	12
Broken Hill	0		Inf	7
Broken Hill	1	0		342
Broken Hill	1	0	0	39
Broken Hill	1	0	7875	8
Broken Hill	1	0	15750	6
Broken Hill	1	0	21000	3
Broken Hill	1	0	26250	56
Broken Hill	1	0	34125	42
Broken Hill	1	0	42000	287
Broken Hill	1	0	52500	192
Broken Hill	1	0	65625	233
Broken Hill	1	0	78750	266
Broken Hill	1	0	91875	151
Broken Hill	1	0	105000	184
Broken Hill	1	0	131250	397
Broken Hill	1	0	157500	330
Broken Hill	1	0	183750	269
Broken Hill	1	0	210000	182
Broken Hill	1	0	Inf	297
Broken Hill	1	1	15750	3
Broken Hill	1	1	26250	6
Broken Hill	1	1	34125	9
Broken Hill	1	1	42000	17
Burwood				3
Burwood			0	16
Burwood			7875	3
Burwood			21000	3
Burwood			26250	4
Burwood			34125	13
Burwood			42000	12
Burwood			52500	31
Burwood			65625	43
Burwood			78750	56
Burwood			91875	35
Burwood			105000	25
Burwood			131250	54
Burwood			157500	24
Burwood			183750	15
Burwood			210000	7
Burwood			Inf	9
Burwood	0			109
Burwood	0		0	88
Burwood	0		7875	15
Burwood	0		15750	24
Burwood	0		21000	50
Burwood	0		26250	53
Burwood	0		34125	90
Burwood	0		42000	80
Burwood	0		52500	109
Burwood	0		65625	134
Burwood	0		78750	113
Burwood	0		91875	99
Burwood	0		105000	85
Burwood	0		131250	172
Burwood	0		157500	61
Burwood	0		183750	54
Burwood	0		210000	15
Burwood	0		Inf	89
Burwood	1	0		428
Burwood	1	0	0	208
Burwood	1	0	7875	47
Burwood	1	0	15750	28
Burwood	1	0	21000	27
Burwood	1	0	26250	109
Burwood	1	0	34125	90
Burwood	1	0	42000	330
Burwood	1	0	52500	302
Burwood	1	0	65625	468
Burwood	1	0	78750	581
Burwood	1	0	91875	415
Burwood	1	0	105000	424
Burwood	1	0	131250	1031
Burwood	1	0	157500	655
Burwood	1	0	183750	597
Burwood	1	0	210000	448
Burwood	1	0	Inf	1643
Burwood	1	1	7875	7
Burwood	1	1	15750	10
Burwood	1	1	21000	18
Burwood	1	1	26250	22
Burwood	1	1	34125	36
Burwood	1	1	42000	60
Byron			42000	9
Byron			52500	10
Byron			65625	10
Byron			78750	13
Byron			91875	12
Byron			105000	3
Byron			131250	15
Byron			157500	3
Byron			183750	3
Byron	0			179
Byron	0		0	33
Byron	0		7875	8
Byron	0		15750	12
Byron	0		21000	50
Byron	0		26250	70
Byron	0		34125	133
Byron	0		42000	147
Byron	0		52500	167
Byron	0		65625	182
Byron	0		78750	161
Byron	0		91875	117
Byron	0		105000	87
Byron	0		131250	123
Byron	0		157500	45
Byron	0		183750	22
Byron	0		210000	6
Byron	0		Inf	41
Byron	1	0		582
Byron	1	0	0	63
Byron	1	0	7875	17
Byron	1	0	15750	24
Byron	1	0	21000	16
Byron	1	0	26250	80
Byron	1	0	34125	60
Byron	1	0	42000	296
Byron	1	0	52500	297
Byron	1	0	65625	400
Byron	1	0	78750	563
Byron	1	0	91875	418
Byron	1	0	105000	498
Byron	1	0	131250	966
Byron	1	0	157500	673
Byron	1	0	183750	512
Byron	1	0	210000	295
Byron	1	0	Inf	1016
Byron	1	1	7875	4
Byron	1	1	15750	12
Byron	1	1	21000	8
Byron	1	1	26250	11
Byron	1	1	34125	29
Byron	1	1	42000	53
Cabonne			42000	9
Cabonne			52500	7
Cabonne			65625	4
Cabonne			78750	3
Cabonne			105000	7
Cabonne	0			58
Cabonne	0		0	3
Cabonne	0		7875	5
Cabonne	0		21000	13
Cabonne	0		26250	13
Cabonne	0		34125	43
Cabonne	0		42000	44
Cabonne	0		52500	40
Cabonne	0		65625	64
Cabonne	0		78750	42
Cabonne	0		91875	37
Cabonne	0		105000	20
Cabonne	0		131250	27
Cabonne	0		157500	17
Cabonne	0		183750	3
Cabonne	0		210000	3
Cabonne	0		Inf	7
Cabonne	1	0		319
Cabonne	1	0	0	47
Cabonne	1	0	7875	14
Cabonne	1	0	15750	4
Cabonne	1	0	21000	7
Cabonne	1	0	26250	52
Cabonne	1	0	34125	33
Cabonne	1	0	42000	209
Cabonne	1	0	52500	144
Cabonne	1	0	65625	175
Cabonne	1	0	78750	227
Cabonne	1	0	91875	170
Cabonne	1	0	105000	205
Cabonne	1	0	131250	411
Cabonne	1	0	157500	288
Cabonne	1	0	183750	262
Cabonne	1	0	210000	170
Cabonne	1	0	Inf	464
Cabonne	1	1	15750	4
Cabonne	1	1	26250	4
Cabonne	1	1	34125	9
Cabonne	1	1	42000	17
Camden				4
Camden			0	11
Camden			26250	5
Camden			34125	8
Camden			42000	7
Camden			52500	30
Camden			65625	22
Camden			78750	36
Camden			91875	23
Camden			105000	13
Camden			131250	40
Camden			157500	41
Camden			183750	23
Camden			210000	18
Camden			Inf	28
Camden	0			321
Camden	0		0	81
Camden	0		7875	19
Camden	0		15750	35
Camden	0		21000	55
Camden	0		26250	132
Camden	0		34125	278
Camden	0		42000	295
Camden	0		52500	379
Camden	0		65625	522
Camden	0		78750	400
Camden	0		91875	395
Camden	0		105000	356
Camden	0		131250	620
Camden	0		157500	315
Camden	0		183750	212
Camden	0		210000	101
Camden	0		Inf	192
Camden	1	0		1408
Camden	1	0	0	296
Camden	1	0	7875	61
Camden	1	0	15750	33
Camden	1	0	21000	52
Camden	1	0	26250	153
Camden	1	0	34125	140
Camden	1	0	42000	775
Camden	1	0	52500	711
Camden	1	0	65625	1020
Camden	1	0	78750	1386
Camden	1	0	91875	1306
Camden	1	0	105000	1538
Camden	1	0	131250	4104
Camden	1	0	157500	3853
Camden	1	0	183750	3289
Camden	1	0	210000	2283
Camden	1	0	Inf	5056
Camden	1	1	7875	11
Camden	1	1	15750	14
Camden	1	1	21000	22
Camden	1	1	26250	53
Camden	1	1	34125	58
Camden	1	1	42000	153
Campbelltown (NSW)				22
Campbelltown (NSW)			0	13
Campbelltown (NSW)			7875	9
Campbelltown (NSW)			15750	11
Campbelltown (NSW)			21000	7
Campbelltown (NSW)			26250	25
Campbelltown (NSW)			34125	17
Campbelltown (NSW)			42000	42
Campbelltown (NSW)			52500	80
Campbelltown (NSW)			65625	77
Campbelltown (NSW)			78750	91
Campbelltown (NSW)			91875	46
Campbelltown (NSW)			105000	80
Campbelltown (NSW)			131250	121
Campbelltown (NSW)			157500	69
Campbelltown (NSW)			183750	41
Campbelltown (NSW)			210000	14
Campbelltown (NSW)			Inf	20
Campbelltown (NSW)	0			725
Campbelltown (NSW)	0		0	204
Campbelltown (NSW)	0		7875	40
Campbelltown (NSW)	0		15750	121
Campbelltown (NSW)	0		21000	257
Campbelltown (NSW)	0		26250	464
Campbelltown (NSW)	0		34125	759
