LGA_NAME21	EduInstitutionType	Sex	students
The Hills Shire	University or other tertiary	M	5043
Tweed		F	3980
Tweed		M	3634
Tweed	Infants/Primary	F	3457
Tweed	Infants/Primary	M	3722
Tweed	Pre-school	F	824
Tweed	Pre-school	M	890
Tweed	Secondary	F	2829
Tweed	Secondary	M	2861
Tweed	Technical or Further Educational Institution	F	1212
Tweed	Technical or Further Educational Institution	M	913
Tweed	University or other tertiary	F	1776
Tweed	University or other tertiary	M	840
Upper Hunter Shire		F	490
Upper Hunter Shire		M	524
Upper Hunter Shire	Infants/Primary	F	564
Upper Hunter Shire	Infants/Primary	M	619
Upper Hunter Shire	Pre-school	F	149
Upper Hunter Shire	Pre-school	M	142
Upper Hunter Shire	Secondary	F	475
Upper Hunter Shire	Secondary	M	500
Upper Hunter Shire	Technical or Further Educational Institution	F	194
Upper Hunter Shire	Technical or Further Educational Institution	M	156
Upper Hunter Shire	University or other tertiary	F	157
Upper Hunter Shire	University or other tertiary	M	40
Upper Lachlan Shire		F	346
Upper Lachlan Shire		M	392
Upper Lachlan Shire	Infants/Primary	F	278
Upper Lachlan Shire	Infants/Primary	M	332
Upper Lachlan Shire	Pre-school	F	85
Upper Lachlan Shire	Pre-school	M	81
Upper Lachlan Shire	Secondary	F	218
Upper Lachlan Shire	Secondary	M	219
Upper Lachlan Shire	Technical or Further Educational Institution	F	115
Upper Lachlan Shire	Technical or Further Educational Institution	M	88
Upper Lachlan Shire	University or other tertiary	F	92
Upper Lachlan Shire	University or other tertiary	M	44
Uralla		F	228
Uralla		M	208
Uralla	Infants/Primary	F	217
Uralla	Infants/Primary	M	246
Uralla	Pre-school	F	57
Uralla	Pre-school	M	63
Uralla	Secondary	F	238
Uralla	Secondary	M	184
Uralla	Technical or Further Educational Institution	F	84
Uralla	Technical or Further Educational Institution	M	59
Uralla	University or other tertiary	F	109
Uralla	University or other tertiary	M	43
Wagga Wagga		F	2180
Wagga Wagga		M	2202
Wagga Wagga	Infants/Primary	F	2847
Wagga Wagga	Infants/Primary	M	3090
Wagga Wagga	Pre-school	F	795
Wagga Wagga	Pre-school	M	866
Wagga Wagga	Secondary	F	2293
Wagga Wagga	Secondary	M	2190
Wagga Wagga	Technical or Further Educational Institution	F	1092
Wagga Wagga	Technical or Further Educational Institution	M	1060
Wagga Wagga	University or other tertiary	F	2106
Wagga Wagga	University or other tertiary	M	987
Walcha		F	146
Walcha		M	154
Walcha	Infants/Primary	F	100
Walcha	Infants/Primary	M	111
Walcha	Pre-school	F	30
Walcha	Pre-school	M	36
Walcha	Secondary	F	83
Walcha	Secondary	M	70
Walcha	Technical or Further Educational Institution	F	17
Walcha	Technical or Further Educational Institution	M	8
Walcha	University or other tertiary	F	36
Walcha	University or other tertiary	M	7
Walgett		F	691
Walgett		M	657
Walgett	Infants/Primary	F	177
Walgett	Infants/Primary	M	155
Walgett	Pre-school	F	43
Walgett	Pre-school	M	40
Walgett	Secondary	F	108
Walgett	Secondary	M	106
Walgett	Technical or Further Educational Institution	F	32
Walgett	Technical or Further Educational Institution	M	17
Walgett	University or other tertiary	F	48
Walgett	University or other tertiary	M	6
Warren		F	152
Warren		M	145
Warren	Infants/Primary	F	103
Warren	Infants/Primary	M	100
Warren	Pre-school	F	21
Warren	Pre-school	M	41
Warren	Secondary	F	88
Warren	Secondary	M	52
Warren	Technical or Further Educational Institution	F	46
Warren	Technical or Further Educational Institution	M	19
Warren	University or other tertiary	F	36
Warren	University or other tertiary	M	7
Warrumbungle Shire		F	647
Warrumbungle Shire		M	643
Warrumbungle Shire	Infants/Primary	F	299
Warrumbungle Shire	Infants/Primary	M	313
Warrumbungle Shire	Pre-school	F	92
Warrumbungle Shire	Pre-school	M	82
Warrumbungle Shire	Secondary	F	282
Warrumbungle Shire	Secondary	M	284
Warrumbungle Shire	Technical or Further Educational Institution	F	86
Warrumbungle Shire	Technical or Further Educational Institution	M	58
Warrumbungle Shire	University or other tertiary	F	105
Warrumbungle Shire	University or other tertiary	M	22
Waverley		F	2695
Waverley		M	2399
Waverley	Infants/Primary	F	2239
Waverley	Infants/Primary	M	2377
Waverley	Pre-school	F	706
Waverley	Pre-school	M	731
Waverley	Secondary	F	1848
Waverley	Secondary	M	1894
Waverley	Technical or Further Educational Institution	F	996
Waverley	Technical or Further Educational Institution	M	765
Waverley	University or other tertiary	F	2150
Waverley	University or other tertiary	M	1505
Weddin		F	144
Weddin		M	135
Weddin	Infants/Primary	F	126
Weddin	Infants/Primary	M	112
Weddin	Pre-school	F	33
Weddin	Pre-school	M	30
Weddin	Secondary	F	102
Weddin	Secondary	M	130
Weddin	Technical or Further Educational Institution	F	41
Weddin	Technical or Further Educational Institution	M	21
Weddin	University or other tertiary	F	48
Weddin	University or other tertiary	M	15
Wentworth		F	432
Wentworth		M	504
Wentworth	Infants/Primary	F	267
Wentworth	Infants/Primary	M	319
Wentworth	Pre-school	F	70
Wentworth	Pre-school	M	91
Wentworth	Secondary	F	217
Wentworth	Secondary	M	212
Wentworth	Technical or Further Educational Institution	F	74
Wentworth	Technical or Further Educational Institution	M	65
Wentworth	University or other tertiary	F	58
Wentworth	University or other tertiary	M	25
Willoughby		F	1834
Willoughby		M	1513
Willoughby	Infants/Primary	F	3423
Willoughby	Infants/Primary	M	3566
Willoughby	Pre-school	F	825
Willoughby	Pre-school	M	914
Willoughby	Secondary	F	2748
Willoughby	Secondary	M	2755
Willoughby	Technical or Further Educational Institution	F	964
Willoughby	Technical or Further Educational Institution	M	630
Willoughby	University or other tertiary	F	2501
Willoughby	University or other tertiary	M	2265
Wingecarribee		F	1633
Wingecarribee		M	1428
Wingecarribee	Infants/Primary	F	1905
Wingecarribee	Infants/Primary	M	2092
Wingecarribee	Pre-school	F	511
Wingecarribee	Pre-school	M	506
Wingecarribee	Secondary	F	1785
Wingecarribee	Secondary	M	1618
Wingecarribee	Technical or Further Educational Institution	F	699
Wingecarribee	Technical or Further Educational Institution	M	569
Wingecarribee	University or other tertiary	F	864
Wingecarribee	University or other tertiary	M	485
Wollondilly		F	1422
Wollondilly		M	1359
Wollondilly	Infants/Primary	F	2494
Wollondilly	Infants/Primary	M	2730
Wollondilly	Pre-school	F	698
Wollondilly	Pre-school	M	795
Wollondilly	Secondary	F	1986
Wollondilly	Secondary	M	1965
Wollondilly	Technical or Further Educational Institution	F	628
Wollondilly	Technical or Further Educational Institution	M	726
Wollondilly	University or other tertiary	F	1000
Wollondilly	University or other tertiary	M	485
Wollongong		F	5691
Wollongong		M	5277
Wollongong	Infants/Primary	F	8133
Wollongong	Infants/Primary	M	8584
Wollongong	Pre-school	F	2388
Wollongong	Pre-school	M	2548
Wollongong	Secondary	F	6689
Wollongong	Secondary	M	6804
Wollongong	Technical or Further Educational Institution	F	3116
Wollongong	Technical or Further Educational Institution	M	2754
Wollongong	University or other tertiary	F	7193
Wollongong	University or other tertiary	M	5449
Woollahra		F	1721
Woollahra		M	1429
Woollahra	Infants/Primary	F	1769
Woollahra	Infants/Primary	M	1796
Woollahra	Pre-school	F	470
Woollahra	Pre-school	M	507
Woollahra	Secondary	F	1670
Woollahra	Secondary	M	1642
Woollahra	Technical or Further Educational Institution	F	488
Woollahra	Technical or Further Educational Institution	M	310
Woollahra	University or other tertiary	F	1748
Woollahra	University or other tertiary	M	1368
Yass Valley		F	452
Yass Valley		M	486
Yass Valley	Infants/Primary	F	799
Yass Valley	Infants/Primary	M	853
Yass Valley	Pre-school	F	178
Yass Valley	Pre-school	M	174
Yass Valley	Secondary	F	683
Yass Valley	Secondary	M	656
Yass Valley	Technical or Further Educational Institution	F	228
Yass Valley	Technical or Further Educational Institution	M	207
Yass Valley	University or other tertiary	F	378
Yass Valley	University or other tertiary	M	192
Unincorporated NSW		F	41
Unincorporated NSW		M	49
Unincorporated NSW	Infants/Primary	F	46
Unincorporated NSW	Infants/Primary	M	38
Unincorporated NSW	Pre-school	F	4
Unincorporated NSW	Pre-school	M	16
Unincorporated NSW	Secondary	F	17
Unincorporated NSW	Secondary	M	23
Unincorporated NSW	Technical or Further Educational Institution	F	7
Unincorporated NSW	Technical or Further Educational Institution	M	3
Unincorporated NSW	University or other tertiary	F	7
No usual address (NSW)		F	1559
No usual address (NSW)		M	2273
No usual address (NSW)	Infants/Primary	F	155
No usual address (NSW)	Infants/Primary	M	143
No usual address (NSW)	Pre-school	F	31
No usual address (NSW)	Pre-school	M	37
No usual address (NSW)	Secondary	F	116
No usual address (NSW)	Secondary	M	107
No usual address (NSW)	Technical or Further Educational Institution	F	124
No usual address (NSW)	Technical or Further Educational Institution	M	78
No usual address (NSW)	University or other tertiary	F	161
No usual address (NSW)	University or other tertiary	M	95
Alpine		F	482
Alpine		M	465
Alpine	Infants/Primary	F	442
Alpine	Infants/Primary	M	491
Alpine	Pre-school	F	102
Alpine	Pre-school	M	112
Alpine	Secondary	F	423
Alpine	Secondary	M	428
Alpine	Technical or Further Educational Institution	F	163
Alpine	Technical or Further Educational Institution	M	116
Alpine	University or other tertiary	F	207
Alpine	University or other tertiary	M	99
Ararat		F	413
Ararat		M	1184
Ararat	Infants/Primary	F	372
Ararat	Infants/Primary	M	406
Ararat	Pre-school	F	98
Ararat	Pre-school	M	127
Ararat	Secondary	F	301
Ararat	Secondary	M	297
Ararat	Technical or Further Educational Institution	F	81
Ararat	Technical or Further Educational Institution	M	75
Ararat	University or other tertiary	F	126
Ararat	University or other tertiary	M	40
Ballarat		F	3459
Ballarat		M	3251
Ballarat	Infants/Primary	F	4656
Ballarat	Infants/Primary	M	4895
Ballarat	Pre-school	F	1222
Ballarat	Pre-school	M	1326
Ballarat	Secondary	F	3900
Ballarat	Secondary	M	3827
Ballarat	Technical or Further Educational Institution	F	1287
Ballarat	Technical or Further Educational Institution	M	1180
Ballarat	University or other tertiary	F	3100
Ballarat	University or other tertiary	M	1801
Banyule		F	2542
Banyule		M	2599
Banyule	Infants/Primary	F	5138
Banyule	Infants/Primary	M	5269
Banyule	Pre-school	F	1412
Banyule	Pre-school	M	1554
Banyule	Secondary	F	3991
Banyule	Secondary	M	4221
Banyule	Technical or Further Educational Institution	F	1193
Banyule	Technical or Further Educational Institution	M	1239
Banyule	University or other tertiary	F	3942
Banyule	University or other tertiary	M	2934
Bass Coast		F	1696
Bass Coast		M	1532
Bass Coast	Infants/Primary	F	1311
Bass Coast	Infants/Primary	M	1436
Bass Coast	Pre-school	F	337
Bass Coast	Pre-school	M	354
Bass Coast	Secondary	F	1043
Bass Coast	Secondary	M	1045
Bass Coast	Technical or Further Educational Institution	F	368
Bass Coast	Technical or Further Educational Institution	M	311
Bass Coast	University or other tertiary	F	528
Bass Coast	University or other tertiary	M	219
Baw Baw		F	1943
Baw Baw		M	1880
Baw Baw	Infants/Primary	F	2249
Baw Baw	Infants/Primary	M	2435
Baw Baw	Pre-school	F	597
Baw Baw	Pre-school	M	656
Baw Baw	Secondary	F	1903
Baw Baw	Secondary	M	1843
Baw Baw	Technical or Further Educational Institution	F	736
Baw Baw	Technical or Further Educational Institution	M	551
Baw Baw	University or other tertiary	F	1045
Baw Baw	University or other tertiary	M	429
Bayside (Vic.)		F	2342
Bayside (Vic.)		M	1964
Bayside (Vic.)	Infants/Primary	F	4126
Bayside (Vic.)	Infants/Primary	M	4345
Bayside (Vic.)	Pre-school	F	1058
Bayside (Vic.)	Pre-school	M	1074
Bayside (Vic.)	Secondary	F	4115
Bayside (Vic.)	Secondary	M	4275
Bayside (Vic.)	Technical or Further Educational Institution	F	705
Bayside (Vic.)	Technical or Further Educational Institution	M	630
Bayside (Vic.)	University or other tertiary	F	3185
Bayside (Vic.)	University or other tertiary	M	2723
Benalla		F	673
Benalla		M	659
Benalla	Infants/Primary	F	424
Benalla	Infants/Primary	M	424
Benalla	Pre-school	F	102
Benalla	Pre-school	M	90
Benalla	Secondary	F	359
Benalla	Secondary	M	395
Benalla	Technical or Further Educational Institution	F	161
Benalla	Technical or Further Educational Institution	M	122
Benalla	University or other tertiary	F	127
Benalla	University or other tertiary	M	49
Boroondara		F	3339
Boroondara		M	3016
Boroondara	Infants/Primary	F	6292
Boroondara	Infants/Primary	M	6598
Boroondara	Pre-school	F	1535
Boroondara	Pre-school	M	1624
Boroondara	Secondary	F	7000
Boroondara	Secondary	M	7196
Boroondara	Technical or Further Educational Institution	F	1335
Boroondara	Technical or Further Educational Institution	M	1281
Boroondara	University or other tertiary	F	7617
Boroondara	University or other tertiary	M	7005
Brimbank		F	7539
Brimbank		M	7892
Brimbank	Infants/Primary	F	7032
Brimbank	Infants/Primary	M	7460
Brimbank	Pre-school	F	1589
Brimbank	Pre-school	M	1799
Brimbank	Secondary	F	6107
Brimbank	Secondary	M	6252
Brimbank	Technical or Further Educational Institution	F	2352
Brimbank	Technical or Further Educational Institution	M	2585
Brimbank	University or other tertiary	F	5088
Brimbank	University or other tertiary	M	4024
Buloke		F	282
Buloke		M	332
Buloke	Infants/Primary	F	184
Buloke	Infants/Primary	M	215
Buloke	Pre-school	F	45
Buloke	Pre-school	M	44
Buloke	Secondary	F	182
Buloke	Secondary	M	198
Buloke	Technical or Further Educational Institution	F	43
Buloke	Technical or Further Educational Institution	M	28
Buloke	University or other tertiary	F	60
Buloke	University or other tertiary	M	23
Campaspe		F	1539
Campaspe		M	1526
Campaspe	Infants/Primary	F	1493
Campaspe	Infants/Primary	M	1516
Campaspe	Pre-school	F	329
Campaspe	Pre-school	M	363
Campaspe	Secondary	F	1215
Campaspe	Secondary	M	1208
Campaspe	Technical or Further Educational Institution	F	467
Campaspe	Technical or Further Educational Institution	M	381
Campaspe	University or other tertiary	F	434
Campaspe	University or other tertiary	M	144
Cardinia		F	3693
Cardinia		M	3467
Cardinia	Infants/Primary	F	5723
Cardinia	Infants/Primary	M	6057
Cardinia	Pre-school	F	1608
Cardinia	Pre-school	M	1726
Cardinia	Secondary	F	4097
Cardinia	Secondary	M	4124
Cardinia	Technical or Further Educational Institution	F	1724
Cardinia	Technical or Further Educational Institution	M	1509
Cardinia	University or other tertiary	F	2584
Cardinia	University or other tertiary	M	1446
Casey		F	11133
Casey		M	10801
Casey	Infants/Primary	F	17721
Casey	Infants/Primary	M	18646
Casey	Pre-school	F	4363
Casey	Pre-school	M	4846
Casey	Secondary	F	13431
Casey	Secondary	M	13793
Casey	Technical or Further Educational Institution	F	5544
Casey	Technical or Further Educational Institution	M	4706
Casey	University or other tertiary	F	8866
Casey	University or other tertiary	M	6311
Central Goldfields		F	570
Central Goldfields		M	569
Central Goldfields	Infants/Primary	F	426
Central Goldfields	Infants/Primary	M	465
Central Goldfields	Pre-school	F	89
Central Goldfields	Pre-school	M	102
Central Goldfields	Secondary	F	355
Central Goldfields	Secondary	M	377
Central Goldfields	Technical or Further Educational Institution	F	86
Central Goldfields	Technical or Further Educational Institution	M	78
Central Goldfields	University or other tertiary	F	133
Central Goldfields	University or other tertiary	M	53
Colac Otway		F	825
Colac Otway		M	850
Colac Otway	Infants/Primary	F	794
Colac Otway	Infants/Primary	M	861
Colac Otway	Pre-school	F	220
Colac Otway	Pre-school	M	240
Colac Otway	Secondary	F	635
Colac Otway	Secondary	M	698
Colac Otway	Technical or Further Educational Institution	F	214
Colac Otway	Technical or Further Educational Institution	M	195
Colac Otway	University or other tertiary	F	274
Colac Otway	University or other tertiary	M	105
Corangamite		F	604
Corangamite		M	640
Corangamite	Infants/Primary	F	598
Corangamite	Infants/Primary	M	601
Corangamite	Pre-school	F	142
Corangamite	Pre-school	M	145
Corangamite	Secondary	F	498
Corangamite	Secondary	M	539
Corangamite	Technical or Further Educational Institution	F	149
Corangamite	Technical or Further Educational Institution	M	146
Corangamite	University or other tertiary	F	155
Corangamite	University or other tertiary	M	68
Darebin		F	4091
Darebin		M	3980
Darebin	Infants/Primary	F	4739
Darebin	Infants/Primary	M	4870
Darebin	Pre-school	F	1429
Darebin	Pre-school	M	1535
Darebin	Secondary	F	3788
Darebin	Secondary	M	3993
Darebin	Technical or Further Educational Institution	F	1868
Darebin	Technical or Further Educational Institution	M	1891
Darebin	University or other tertiary	F	6200
Darebin	University or other tertiary	M	4520
East Gippsland		F	2101
East Gippsland		M	2049
East Gippsland	Infants/Primary	F	1604
East Gippsland	Infants/Primary	M	1607
East Gippsland	Pre-school	F	393
East Gippsland	Pre-school	M	434
East Gippsland	Secondary	F	1218
East Gippsland	Secondary	M	1209
East Gippsland	Technical or Further Educational Institution	F	550
East Gippsland	Technical or Further Educational Institution	M	346
East Gippsland	University or other tertiary	F	486
East Gippsland	University or other tertiary	M	155
Frankston		F	4349
Frankston		M	4164
Frankston	Infants/Primary	F	5480
Frankston	Infants/Primary	M	5779
Frankston	Pre-school	F	1611
Frankston	Pre-school	M	1764
Frankston	Secondary	F	4214
Frankston	Secondary	M	4473
Frankston	Technical or Further Educational Institution	F	1882
Frankston	Technical or Further Educational Institution	M	1656
Frankston	University or other tertiary	F	2952
Frankston	University or other tertiary	M	1601
Gannawarra		F	463
Gannawarra		M	466
Gannawarra	Infants/Primary	F	374
Gannawarra	Infants/Primary	M	372
Gannawarra	Pre-school	F	75
Gannawarra	Pre-school	M	81
Gannawarra	Secondary	F	296
Gannawarra	Secondary	M	271
Gannawarra	Technical or Further Educational Institution	F	81
Gannawarra	Technical or Further Educational Institution	M	60
Gannawarra	University or other tertiary	F	66
Gannawarra	University or other tertiary	M	41
Glen Eira		F	3520
Glen Eira		M	3095
Glen Eira	Infants/Primary	F	5895
Glen Eira	Infants/Primary	M	6146
Glen Eira	Pre-school	F	1642
Glen Eira	Pre-school	M	1812
Glen Eira	Secondary	F	5067
Glen Eira	Secondary	M	5385
Glen Eira	Technical or Further Educational Institution	F	1457
Glen Eira	Technical or Further Educational Institution	M	1376
Glen Eira	University or other tertiary	F	5648
Glen Eira	University or other tertiary	M	4738
Glenelg		F	772
Glenelg		M	796
Glenelg	Infants/Primary	F	675
Glenelg	Infants/Primary	M	673
Glenelg	Pre-school	F	161
Glenelg	Pre-school	M	160
Glenelg	Secondary	F	563
Glenelg	Secondary	M	589
Glenelg	Technical or Further Educational Institution	F	229
Glenelg	Technical or Further Educational Institution	M	176
Glenelg	University or other tertiary	F	192
Glenelg	University or other tertiary	M	72
Golden Plains		F	689
Golden Plains		M	735
Golden Plains	Infants/Primary	F	1203
Golden Plains	Infants/Primary	M	1344
Golden Plains	Pre-school	F	316
Golden Plains	Pre-school	M	326
Golden Plains	Secondary	F	974
Golden Plains	Secondary	M	1011
Golden Plains	Technical or Further Educational Institution	F	259
Golden Plains	Technical or Further Educational Institution	M	240
Golden Plains	University or other tertiary	F	401
Golden Plains	University or other tertiary	M	179
Greater Bendigo		F	4113
Greater Bendigo		M	3925
Greater Bendigo	Infants/Primary	F	4857
Greater Bendigo	Infants/Primary	M	5239
Greater Bendigo	Pre-school	F	1255
Greater Bendigo	Pre-school	M	1322
Greater Bendigo	Secondary	F	3859
Greater Bendigo	Secondary	M	3881
Greater Bendigo	Technical or Further Educational Institution	F	1572
Greater Bendigo	Technical or Further Educational Institution	M	1323
Greater Bendigo	University or other tertiary	F	2514
Greater Bendigo	University or other tertiary	M	1295
Greater Dandenong		F	5932
Greater Dandenong		M	6217
Greater Dandenong	Infants/Primary	F	5524
Greater Dandenong	Infants/Primary	M	5800
Greater Dandenong	Pre-school	F	1367
Greater Dandenong	Pre-school	M	1458
Greater Dandenong	Secondary	F	4751
Greater Dandenong	Secondary	M	4923
Greater Dandenong	Technical or Further Educational Institution	F	2444
Greater Dandenong	Technical or Further Educational Institution	M	2312
Greater Dandenong	University or other tertiary	F	4246
Greater Dandenong	University or other tertiary	M	3656
Greater Geelong		F	7918
Greater Geelong		M	8573
Greater Geelong	Infants/Primary	F	10428
Greater Geelong	Infants/Primary	M	10869
Greater Geelong	Pre-school	F	2811
Greater Geelong	Pre-school	M	3167
Greater Geelong	Secondary	F	8168
Greater Geelong	Secondary	M	8316
Greater Geelong	Technical or Further Educational Institution	F	3217
Greater Geelong	Technical or Further Educational Institution	M	3070
Greater Geelong	University or other tertiary	F	7447
Greater Geelong	University or other tertiary	M	5036
Greater Shepparton		F	2835
Greater Shepparton		M	3095
Greater Shepparton	Infants/Primary	F	2787
Greater Shepparton	Infants/Primary	M	2930
Greater Shepparton	Pre-school	F	656
Greater Shepparton	Pre-school	M	779
Greater Shepparton	Secondary	F	2217
Greater Shepparton	Secondary	M	2408
Greater Shepparton	Technical or Further Educational Institution	F	963
Greater Shepparton	Technical or Further Educational Institution	M	707
Greater Shepparton	University or other tertiary	F	997
Greater Shepparton	University or other tertiary	M	485
Hepburn		F	780
Hepburn		M	686
Hepburn	Infants/Primary	F	481
Hepburn	Infants/Primary	M	567
Hepburn	Pre-school	F	118
Hepburn	Pre-school	M	126
Hepburn	Secondary	F	440
Hepburn	Secondary	M	429
Hepburn	Technical or Further Educational Institution	F	132
Hepburn	Technical or Further Educational Institution	M	133
Hepburn	University or other tertiary	F	257
Hepburn	University or other tertiary	M	114
Hindmarsh		F	218
Hindmarsh		M	214
Hindmarsh	Infants/Primary	F	178
Hindmarsh	Infants/Primary	M	159
Hindmarsh	Pre-school	F	55
Hindmarsh	Pre-school	M	45
Hindmarsh	Secondary	F	148
Hindmarsh	Secondary	M	171
Hindmarsh	Technical or Further Educational Institution	F	51
Hindmarsh	Technical or Further Educational Institution	M	33
Hindmarsh	University or other tertiary	F	53
Hindmarsh	University or other tertiary	M	26
Hobsons Bay		F	2555
Hobsons Bay		M	2608
Hobsons Bay	Infants/Primary	F	3738
Hobsons Bay	Infants/Primary	M	3775
Hobsons Bay	Pre-school	F	1017
Hobsons Bay	Pre-school	M	1136
Hobsons Bay	Secondary	F	2672
Hobsons Bay	Secondary	M	2675
Hobsons Bay	Technical or Further Educational Institution	F	956
Hobsons Bay	Technical or Further Educational Institution	M	899
Hobsons Bay	University or other tertiary	F	2433
Hobsons Bay	University or other tertiary	M	1711
Horsham		F	665
Horsham		M	664
Horsham	Infants/Primary	F	791
Horsham	Infants/Primary	M	867
Horsham	Pre-school	F	212
Horsham	Pre-school	M	194
Horsham	Secondary	F	648
Horsham	Secondary	M	688
Horsham	Technical or Further Educational Institution	F	192
Horsham	Technical or Further Educational Institution	M	163
Horsham	University or other tertiary	F	306
Horsham	University or other tertiary	M	140
Hume		F	8828
Hume		M	8771
Hume	Infants/Primary	F	11399
Hume	Infants/Primary	M	12011
Hume	Pre-school	F	2851
Hume	Pre-school	M	3118
Hume	Secondary	F	8551
Hume	Secondary	M	8709
Hume	Technical or Further Educational Institution	F	3544
Hume	Technical or Further Educational Institution	M	3419
Hume	University or other tertiary	F	6050
Hume	University or other tertiary	M	4196
Indigo		F	579
Indigo		M	702
Indigo	Infants/Primary	F	670
Indigo	Infants/Primary	M	683
Indigo	Pre-school	F	152
Indigo	Pre-school	M	175
Indigo	Secondary	F	615
Indigo	Secondary	M	570
Indigo	Technical or Further Educational Institution	F	215
Indigo	Technical or Further Educational Institution	M	176
Indigo	University or other tertiary	F	259
Indigo	University or other tertiary	M	103
Kingston (Vic.)		F	3559
Kingston (Vic.)		M	3357
Kingston (Vic.)	Infants/Primary	F	6059
Kingston (Vic.)	Infants/Primary	M	6305
Kingston (Vic.)	Pre-school	F	1776
Kingston (Vic.)	Pre-school	M	1845
Kingston (Vic.)	Secondary	F	5063
Kingston (Vic.)	Secondary	M	5235
Kingston (Vic.)	Technical or Further Educational Institution	F	1694
Kingston (Vic.)	Technical or Further Educational Institution	M	1729
Kingston (Vic.)	University or other tertiary	F	4256
Kingston (Vic.)	University or other tertiary	M	3174
Knox		F	3456
Knox		M	3191
Knox	Infants/Primary	F	5948
Knox	Infants/Primary	M	6464
Knox	Pre-school	F	1566
Knox	Pre-school	M	1756
Knox	Secondary	F	5073
Knox	Secondary	M	5430
Knox	Technical or Further Educational Institution	F	1910
Knox	Technical or Further Educational Institution	M	1766
Knox	University or other tertiary	F	4131
Knox	University or other tertiary	M	3214
Latrobe (Vic.)		F	3296
Latrobe (Vic.)		M	3177
Latrobe (Vic.)	Infants/Primary	F	2870
Latrobe (Vic.)	Infants/Primary	M	3062
Latrobe (Vic.)	Pre-school	F	682
Latrobe (Vic.)	Pre-school	M	757
Latrobe (Vic.)	Secondary	F	2209
Latrobe (Vic.)	Secondary	M	2294
Latrobe (Vic.)	Technical or Further Educational Institution	F	993
Latrobe (Vic.)	Technical or Further Educational Institution	M	689
Latrobe (Vic.)	University or other tertiary	F	1205
Latrobe (Vic.)	University or other tertiary	M	643
Loddon		F	446
Loddon		M	450
Loddon	Infants/Primary	F	268
Loddon	Infants/Primary	M	251
Loddon	Pre-school	F	52
Loddon	Pre-school	M	54
Loddon	Secondary	F	237
Loddon	Secondary	M	203
Loddon	Technical or Further Educational Institution	F	50
Loddon	Technical or Further Educational Institution	M	41
Loddon	University or other tertiary	F	85
Loddon	University or other tertiary	M	30
Macedon Ranges		F	1513
Macedon Ranges		M	1444
Macedon Ranges	Infants/Primary	F	2390
Macedon Ranges	Infants/Primary	M	2477
Macedon Ranges	Pre-school	F	572
Macedon Ranges	Pre-school	M	650
Macedon Ranges	Secondary	F	1898
Macedon Ranges	Secondary	M	1967
Macedon Ranges	Technical or Further Educational Institution	F	449
Macedon Ranges	Technical or Further Educational Institution	M	459
Macedon Ranges	University or other tertiary	F	1061
Macedon Ranges	University or other tertiary	M	575
Manningham		F	2747
Manningham		M	2368
Manningham	Infants/Primary	F	4767
Manningham	Infants/Primary	M	4988
Manningham	Pre-school	F	1144
Manningham	Pre-school	M	1256
Manningham	Secondary	F	4154
Manningham	Secondary	M	4542
Manningham	Technical or Further Educational Institution	F	1129
Manningham	Technical or Further Educational Institution	M	1153
Manningham	University or other tertiary	F	3838
Manningham	University or other tertiary	M	3428
Mansfield		F	433
Mansfield		M	429
Mansfield	Infants/Primary	F	373
Mansfield	Infants/Primary	M	409
Mansfield	Pre-school	F	87
Mansfield	Pre-school	M	92
Mansfield	Secondary	F	432
Mansfield	Secondary	M	334
Mansfield	Technical or Further Educational Institution	F	97
Mansfield	Technical or Further Educational Institution	M	81
Mansfield	University or other tertiary	F	105
Mansfield	University or other tertiary	M	44
Maribyrnong		F	2752
Maribyrnong		M	3019
Maribyrnong	Infants/Primary	F	2662
Maribyrnong	Infants/Primary	M	2941
Maribyrnong	Pre-school	F	832
Maribyrnong	Pre-school	M	910
Maribyrnong	Secondary	F	1967
Maribyrnong	Secondary	M	2004
Maribyrnong	Technical or Further Educational Institution	F	1205
Maribyrnong	Technical or Further Educational Institution	M	1196
Maribyrnong	University or other tertiary	F	3263
Maribyrnong	University or other tertiary	M	2799
Maroondah		F	2627
Maroondah		M	2241
Maroondah	Infants/Primary	F	4661
Maroondah	Infants/Primary	M	4902
Maroondah	Pre-school	F	1342
Maroondah	Pre-school	M	1534
Maroondah	Secondary	F	3684
Maroondah	Secondary	M	3967
Maroondah	Technical or Further Educational Institution	F	1363
Maroondah	Technical or Further Educational Institution	M	1356
Maroondah	University or other tertiary	F	2830
Maroondah	University or other tertiary	M	2041
Melbourne		F	7543
Melbourne		M	7354
Melbourne	Infants/Primary	F	1745
Melbourne	Infants/Primary	M	1892
Melbourne	Pre-school	F	592
Melbourne	Pre-school	M	659
Melbourne	Secondary	F	1489
Melbourne	Secondary	M	1482
Melbourne	Technical or Further Educational Institution	F	4075
Melbourne	Technical or Further Educational Institution	M	3221
Melbourne	University or other tertiary	F	14705
Melbourne	University or other tertiary	M	12627
Melton		F	6292
Melton		M	7515
Melton	Infants/Primary	F	9432
Melton	Infants/Primary	M	9772
Melton	Pre-school	F	2452
Melton	Pre-school	M	2442
Melton	Secondary	F	6838
Melton	Secondary	M	6756
Melton	Technical or Further Educational Institution	F	2106
Melton	Technical or Further Educational Institution	M	1905
Melton	University or other tertiary	F	4138
Melton	University or other tertiary	M	2756
