LGA_NAME21	Age	NeedsAssistance	Sex	persons
Bayside (Vic.)	5-14	1	F	88
Bayside (Vic.)	5-14	1	M	173
Bayside (Vic.)	15-19		F	110
Bayside (Vic.)	15-19		M	108
Bayside (Vic.)	15-19	0	F	3198
Bayside (Vic.)	15-19	0	M	3408
Bayside (Vic.)	15-19	1	F	62
Bayside (Vic.)	15-19	1	M	81
Bayside (Vic.)	20-24		F	57
Bayside (Vic.)	20-24		M	84
Bayside (Vic.)	20-24	0	F	2341
Bayside (Vic.)	20-24	0	M	2634
Bayside (Vic.)	20-24	1	F	41
Bayside (Vic.)	20-24	1	M	52
Bayside (Vic.)	25-34		F	162
Bayside (Vic.)	25-34		M	164
Bayside (Vic.)	25-34	0	F	3869
Bayside (Vic.)	25-34	0	M	3564
Bayside (Vic.)	25-34	1	F	76
Bayside (Vic.)	25-34	1	M	77
Bayside (Vic.)	35-44		F	233
Bayside (Vic.)	35-44		M	229
Bayside (Vic.)	35-44	0	F	6051
Bayside (Vic.)	35-44	0	M	5147
Bayside (Vic.)	35-44	1	F	82
Bayside (Vic.)	35-44	1	M	68
Bayside (Vic.)	45-54		F	282
Bayside (Vic.)	45-54		M	284
Bayside (Vic.)	45-54	0	F	8228
Bayside (Vic.)	45-54	0	M	7253
Bayside (Vic.)	45-54	1	F	108
Bayside (Vic.)	45-54	1	M	104
Bayside (Vic.)	55-64		F	225
Bayside (Vic.)	55-64		M	186
Bayside (Vic.)	55-64	0	F	6902
Bayside (Vic.)	55-64	0	M	6363
Bayside (Vic.)	55-64	1	F	213
Bayside (Vic.)	55-64	1	M	155
Bayside (Vic.)	65-74		F	241
Bayside (Vic.)	65-74		M	181
Bayside (Vic.)	65-74	0	F	5361
Bayside (Vic.)	65-74	0	M	4710
Bayside (Vic.)	65-74	1	F	350
Bayside (Vic.)	65-74	1	M	233
Bayside (Vic.)	75-84		F	197
Bayside (Vic.)	75-84		M	153
Bayside (Vic.)	75-84	0	F	2950
Bayside (Vic.)	75-84	0	M	2545
Bayside (Vic.)	75-84	1	F	692
Bayside (Vic.)	75-84	1	M	400
Bayside (Vic.)	85+		F	182
Bayside (Vic.)	85+		M	100
Bayside (Vic.)	85+	0	F	817
Bayside (Vic.)	85+	0	M	664
Bayside (Vic.)	85+	1	F	1193
Bayside (Vic.)	85+	1	M	466
Benalla	0-4		F	31
Benalla	0-4		M	36
Benalla	0-4	0	F	292
Benalla	0-4	0	M	288
Benalla	0-4	1	F	4
Benalla	0-4	1	M	4
Benalla	5-14		F	67
Benalla	5-14		M	83
Benalla	5-14	0	F	602
Benalla	5-14	0	M	595
Benalla	5-14	1	F	28
Benalla	5-14	1	M	44
Benalla	15-19		F	31
Benalla	15-19		M	36
Benalla	15-19	0	F	305
Benalla	15-19	0	M	331
Benalla	15-19	1	F	10
Benalla	15-19	1	M	24
Benalla	20-24		F	27
Benalla	20-24		M	30
Benalla	20-24	0	F	250
Benalla	20-24	0	M	268
Benalla	20-24	1	F	10
Benalla	20-24	1	M	23
Benalla	25-34		F	59
Benalla	25-34		M	62
Benalla	25-34	0	F	608
Benalla	25-34	0	M	609
Benalla	25-34	1	F	26
Benalla	25-34	1	M	26
Benalla	35-44		F	63
Benalla	35-44		M	59
Benalla	35-44	0	F	625
Benalla	35-44	0	M	554
Benalla	35-44	1	F	27
Benalla	35-44	1	M	29
Benalla	45-54		F	68
Benalla	45-54		M	64
Benalla	45-54	0	F	807
Benalla	45-54	0	M	708
Benalla	45-54	1	F	46
Benalla	45-54	1	M	31
Benalla	55-64		F	87
Benalla	55-64		M	93
Benalla	55-64	0	F	1065
Benalla	55-64	0	M	960
Benalla	55-64	1	F	82
Benalla	55-64	1	M	61
Benalla	65-74		F	64
Benalla	65-74		M	85
Benalla	65-74	0	F	1023
Benalla	65-74	0	M	986
Benalla	65-74	1	F	102
Benalla	65-74	1	M	84
Benalla	75-84		F	70
Benalla	75-84		M	48
Benalla	75-84	0	F	520
Benalla	75-84	0	M	506
Benalla	75-84	1	F	136
Benalla	75-84	1	M	108
Benalla	85+		F	41
Benalla	85+		M	17
Benalla	85+	0	F	155
Benalla	85+	0	M	112
Benalla	85+	1	F	144
Benalla	85+	1	M	84
Boroondara	0-4		F	107
Boroondara	0-4		M	123
Boroondara	0-4	0	F	3117
Boroondara	0-4	0	M	3234
Boroondara	0-4	1	F	15
Boroondara	0-4	1	M	49
Boroondara	5-14		F	275
Boroondara	5-14		M	319
Boroondara	5-14	0	F	9483
Boroondara	5-14	0	M	9755
Boroondara	5-14	1	F	151
Boroondara	5-14	1	M	302
Boroondara	15-19		F	170
Boroondara	15-19		M	162
Boroondara	15-19	0	F	5595
Boroondara	15-19	0	M	5838
Boroondara	15-19	1	F	87
Boroondara	15-19	1	M	95
Boroondara	20-24		F	196
Boroondara	20-24		M	191
Boroondara	20-24	0	F	5789
Boroondara	20-24	0	M	5953
Boroondara	20-24	1	F	95
Boroondara	20-24	1	M	85
Boroondara	25-34		F	377
Boroondara	25-34		M	422
Boroondara	25-34	0	F	10087
Boroondara	25-34	0	M	9873
Boroondara	25-34	1	F	149
Boroondara	25-34	1	M	131
Boroondara	35-44		F	334
Boroondara	35-44		M	328
Boroondara	35-44	0	F	10485
Boroondara	35-44	0	M	9040
Boroondara	35-44	1	F	115
Boroondara	35-44	1	M	104
Boroondara	45-54		F	384
Boroondara	45-54		M	358
Boroondara	45-54	0	F	12235
Boroondara	45-54	0	M	10474
Boroondara	45-54	1	F	186
Boroondara	45-54	1	M	180
Boroondara	55-64		F	317
Boroondara	55-64		M	311
Boroondara	55-64	0	F	10214
Boroondara	55-64	0	M	9379
Boroondara	55-64	1	F	304
Boroondara	55-64	1	M	228
Boroondara	65-74		F	294
Boroondara	65-74		M	243
Boroondara	65-74	0	F	7691
Boroondara	65-74	0	M	6822
Boroondara	65-74	1	F	510
Boroondara	65-74	1	M	357
Boroondara	75-84		F	243
Boroondara	75-84		M	175
Boroondara	75-84	0	F	4169
Boroondara	75-84	0	M	3489
Boroondara	75-84	1	F	1075
Boroondara	75-84	1	M	676
Boroondara	85+		F	190
Boroondara	85+		M	95
Boroondara	85+	0	F	1126
Boroondara	85+	0	M	927
Boroondara	85+	1	F	1828
Boroondara	85+	1	M	800
Brimbank	0-4		F	419
Brimbank	0-4		M	464
Brimbank	0-4	0	F	4796
Brimbank	0-4	0	M	5157
Brimbank	0-4	1	F	65
Brimbank	0-4	1	M	101
Brimbank	5-14		F	795
Brimbank	5-14		M	878
Brimbank	5-14	0	F	9909
Brimbank	5-14	0	M	10186
Brimbank	5-14	1	F	280
Brimbank	5-14	1	M	716
Brimbank	15-19		F	330
Brimbank	15-19		M	374
Brimbank	15-19	0	F	5018
Brimbank	15-19	0	M	5047
Brimbank	15-19	1	F	144
Brimbank	15-19	1	M	217
Brimbank	20-24		F	382
Brimbank	20-24		M	519
Brimbank	20-24	0	F	5859
Brimbank	20-24	0	M	6361
Brimbank	20-24	1	F	102
Brimbank	20-24	1	M	179
Brimbank	25-34		F	1061
Brimbank	25-34		M	1275
Brimbank	25-34	0	F	13291
Brimbank	25-34	0	M	14374
Brimbank	25-34	1	F	255
Brimbank	25-34	1	M	294
Brimbank	35-44		F	851
Brimbank	35-44		M	985
Brimbank	35-44	0	F	11991
Brimbank	35-44	0	M	11908
Brimbank	35-44	1	F	342
Brimbank	35-44	1	M	348
Brimbank	45-54		F	689
Brimbank	45-54		M	752
Brimbank	45-54	0	F	11447
Brimbank	45-54	0	M	10625
Brimbank	45-54	1	F	568
Brimbank	45-54	1	M	476
Brimbank	55-64		F	562
Brimbank	55-64		M	623
Brimbank	55-64	0	F	10081
Brimbank	55-64	0	M	9909
Brimbank	55-64	1	F	1065
Brimbank	55-64	1	M	869
Brimbank	65-74		F	435
Brimbank	65-74		M	446
Brimbank	65-74	0	F	7329
Brimbank	65-74	0	M	6982
Brimbank	65-74	1	F	1711
Brimbank	65-74	1	M	1401
Brimbank	75-84		F	288
Brimbank	75-84		M	304
Brimbank	75-84	0	F	2701
Brimbank	75-84	0	M	2895
Brimbank	75-84	1	F	2087
Brimbank	75-84	1	M	1446
Brimbank	85+		F	265
Brimbank	85+		M	132
Brimbank	85+	0	F	470
Brimbank	85+	0	M	483
Brimbank	85+	1	F	1539
Brimbank	85+	1	M	775
Buloke	0-4		F	12
Buloke	0-4		M	7
Buloke	0-4	0	F	129
Buloke	0-4	0	M	138
Buloke	0-4	1	M	4
Buloke	5-14		F	11
Buloke	5-14		M	33
Buloke	5-14	0	F	289
Buloke	5-14	0	M	286
Buloke	5-14	1	F	12
Buloke	5-14	1	M	18
Buloke	15-19		F	8
Buloke	15-19		M	18
Buloke	15-19	0	F	118
Buloke	15-19	0	M	164
Buloke	15-19	1	F	9
Buloke	15-19	1	M	12
Buloke	20-24		F	4
Buloke	20-24		M	12
Buloke	20-24	0	F	97
Buloke	20-24	0	M	122
Buloke	20-24	1	F	3
Buloke	20-24	1	M	3
Buloke	25-34		F	23
Buloke	25-34		M	24
Buloke	25-34	0	F	247
Buloke	25-34	0	M	238
Buloke	25-34	1	F	6
Buloke	25-34	1	M	10
Buloke	35-44		F	22
Buloke	35-44		M	21
Buloke	35-44	0	F	205
Buloke	35-44	0	M	222
Buloke	35-44	1	F	7
Buloke	35-44	1	M	9
Buloke	45-54		F	28
Buloke	45-54		M	44
Buloke	45-54	0	F	339
Buloke	45-54	0	M	349
Buloke	45-54	1	F	22
Buloke	45-54	1	M	22
Buloke	55-64		F	42
Buloke	55-64		M	44
Buloke	55-64	0	F	438
Buloke	55-64	0	M	453
Buloke	55-64	1	F	42
Buloke	55-64	1	M	30
Buloke	65-74		F	21
Buloke	65-74		M	45
Buloke	65-74	0	F	350
Buloke	65-74	0	M	439
Buloke	65-74	1	F	45
Buloke	65-74	1	M	49
Buloke	75-84		F	29
Buloke	75-84		M	26
Buloke	75-84	0	F	194
Buloke	75-84	0	M	197
Buloke	75-84	1	F	59
Buloke	75-84	1	M	44
Buloke	85+		F	40
Buloke	85+		M	17
Buloke	85+	0	F	64
Buloke	85+	0	M	52
Buloke	85+	1	F	81
Buloke	85+	1	M	32
Campaspe	0-4		F	72
Campaspe	0-4		M	79
Campaspe	0-4	0	F	867
Campaspe	0-4	0	M	889
Campaspe	0-4	1	F	16
Campaspe	0-4	1	M	17
Campaspe	5-14		F	151
Campaspe	5-14		M	176
Campaspe	5-14	0	F	2061
Campaspe	5-14	0	M	2030
Campaspe	5-14	1	F	82
Campaspe	5-14	1	M	178
Campaspe	15-19		F	65
Campaspe	15-19		M	81
Campaspe	15-19	0	F	925
Campaspe	15-19	0	M	1045
Campaspe	15-19	1	F	39
Campaspe	15-19	1	M	61
Campaspe	20-24		F	51
Campaspe	20-24		M	52
Campaspe	20-24	0	F	852
Campaspe	20-24	0	M	840
Campaspe	20-24	1	F	29
Campaspe	20-24	1	M	52
Campaspe	25-34		F	140
Campaspe	25-34		M	149
Campaspe	25-34	0	F	1813
Campaspe	25-34	0	M	1680
Campaspe	25-34	1	F	54
Campaspe	25-34	1	M	66
Campaspe	35-44		F	140
Campaspe	35-44		M	121
Campaspe	35-44	0	F	1839
Campaspe	35-44	0	M	1641
Campaspe	35-44	1	F	70
Campaspe	35-44	1	M	72
Campaspe	45-54		F	141
Campaspe	45-54		M	182
Campaspe	45-54	0	F	2277
Campaspe	45-54	0	M	2102
Campaspe	45-54	1	F	114
Campaspe	45-54	1	M	102
Campaspe	55-64		F	165
Campaspe	55-64		M	171
Campaspe	55-64	0	F	2544
Campaspe	55-64	0	M	2488
Campaspe	55-64	1	F	183
Campaspe	55-64	1	M	167
Campaspe	65-74		F	164
Campaspe	65-74		M	186
Campaspe	65-74	0	F	2178
Campaspe	65-74	0	M	2141
Campaspe	65-74	1	F	210
Campaspe	65-74	1	M	263
Campaspe	75-84		F	134
Campaspe	75-84		M	134
Campaspe	75-84	0	F	1185
Campaspe	75-84	0	M	1167
Campaspe	75-84	1	F	314
Campaspe	75-84	1	M	269
Campaspe	85+		F	134
Campaspe	85+		M	58
Campaspe	85+	0	F	300
Campaspe	85+	0	M	259
Campaspe	85+	1	F	329
Campaspe	85+	1	M	196
Cardinia	0-4		F	230
Cardinia	0-4		M	217
Cardinia	0-4	0	F	4165
Cardinia	0-4	0	M	4336
Cardinia	0-4	1	F	57
Cardinia	0-4	1	M	95
Cardinia	5-14		F	491
Cardinia	5-14		M	521
Cardinia	5-14	0	F	7830
Cardinia	5-14	0	M	7910
Cardinia	5-14	1	F	277
Cardinia	5-14	1	M	641
Cardinia	15-19		F	203
Cardinia	15-19		M	211
Cardinia	15-19	0	F	3172
Cardinia	15-19	0	M	3425
Cardinia	15-19	1	F	114
Cardinia	15-19	1	M	155
Cardinia	20-24		F	160
Cardinia	20-24		M	191
Cardinia	20-24	0	F	3261
Cardinia	20-24	0	M	3281
Cardinia	20-24	1	F	67
Cardinia	20-24	1	M	109
Cardinia	25-34		F	504
Cardinia	25-34		M	488
Cardinia	25-34	0	F	9008
Cardinia	25-34	0	M	8290
Cardinia	25-34	1	F	179
Cardinia	25-34	1	M	135
Cardinia	35-44		F	427
Cardinia	35-44		M	444
Cardinia	35-44	0	F	8220
Cardinia	35-44	0	M	8073
Cardinia	35-44	1	F	192
Cardinia	35-44	1	M	157
Cardinia	45-54		F	366
Cardinia	45-54		M	377
Cardinia	45-54	0	F	6770
Cardinia	45-54	0	M	6517
Cardinia	45-54	1	F	265
Cardinia	45-54	1	M	173
Cardinia	55-64		F	296
Cardinia	55-64		M	258
Cardinia	55-64	0	F	5409
Cardinia	55-64	0	M	5101
Cardinia	55-64	1	F	335
Cardinia	55-64	1	M	259
Cardinia	65-74		F	214
Cardinia	65-74		M	215
Cardinia	65-74	0	F	3938
Cardinia	65-74	0	M	3535
Cardinia	65-74	1	F	452
Cardinia	65-74	1	M	362
Cardinia	75-84		F	156
Cardinia	75-84		M	127
Cardinia	75-84	0	F	1725
Cardinia	75-84	0	M	1660
Cardinia	75-84	1	F	543
Cardinia	75-84	1	M	418
Cardinia	85+		F	102
Cardinia	85+		M	53
Cardinia	85+	0	F	321
Cardinia	85+	0	M	293
Cardinia	85+	1	F	479
Cardinia	85+	1	M	254
Casey	0-4		F	799
Casey	0-4		M	816
Casey	0-4	0	F	12595
Casey	0-4	0	M	13244
Casey	0-4	1	F	132
Casey	0-4	1	M	250
Casey	5-14		F	1417
Casey	5-14		M	1527
Casey	5-14	0	F	24755
Casey	5-14	0	M	25387
Casey	5-14	1	F	661
Casey	5-14	1	M	1465
Casey	15-19		F	529
Casey	15-19		M	589
Casey	15-19	0	F	10441
Casey	15-19	0	M	10838
Casey	15-19	1	F	311
Casey	15-19	1	M	451
Casey	20-24		F	559
Casey	20-24		M	695
Casey	20-24	0	F	10940
Casey	20-24	0	M	11507
Casey	20-24	1	F	245
Casey	20-24	1	M	360
Casey	25-34		F	1565
Casey	25-34		M	1570
Casey	25-34	0	F	26519
Casey	25-34	0	M	25061
Casey	25-34	1	F	460
Casey	25-34	1	M	505
Casey	35-44		F	1283
Casey	35-44		M	1391
Casey	35-44	0	F	27018
Casey	35-44	0	M	27160
Casey	35-44	1	F	604
Casey	35-44	1	M	536
Casey	45-54		F	979
Casey	45-54		M	1012
Casey	45-54	0	F	20870
Casey	45-54	0	M	20617
Casey	45-54	1	F	1018
Casey	45-54	1	M	756
Casey	55-64		F	746
Casey	55-64		M	785
Casey	55-64	0	F	16084
Casey	55-64	0	M	16074
Casey	55-64	1	F	1453
Casey	55-64	1	M	1075
Casey	65-74		F	548
Casey	65-74		M	486
Casey	65-74	0	F	10015
Casey	65-74	0	M	9474
Casey	65-74	1	F	1757
Casey	65-74	1	M	1381
Casey	75-84		F	352
Casey	75-84		M	291
Casey	75-84	0	F	3981
Casey	75-84	0	M	3837
Casey	75-84	1	F	1911
Casey	75-84	1	M	1338
Casey	85+		F	189
Casey	85+		M	103
Casey	85+	0	F	862
Casey	85+	0	M	730
Casey	85+	1	F	1593
Casey	85+	1	M	729
Central Goldfields	0-4		F	15
Central Goldfields	0-4		M	12
Central Goldfields	0-4	0	F	242
Central Goldfields	0-4	0	M	245
Central Goldfields	0-4	1	M	6
Central Goldfields	5-14		F	74
Central Goldfields	5-14		M	66
Central Goldfields	5-14	0	F	593
Central Goldfields	5-14	0	M	606
Central Goldfields	5-14	1	F	37
Central Goldfields	5-14	1	M	73
Central Goldfields	15-19		F	29
Central Goldfields	15-19		M	24
Central Goldfields	15-19	0	F	275
Central Goldfields	15-19	0	M	298
Central Goldfields	15-19	1	F	23
Central Goldfields	15-19	1	M	34
Central Goldfields	20-24		F	16
Central Goldfields	20-24		M	15
Central Goldfields	20-24	0	F	230
Central Goldfields	20-24	0	M	257
Central Goldfields	20-24	1	F	16
Central Goldfields	20-24	1	M	13
Central Goldfields	25-34		F	34
Central Goldfields	25-34		M	43
Central Goldfields	25-34	0	F	555
Central Goldfields	25-34	0	M	500
Central Goldfields	25-34	1	F	22
Central Goldfields	25-34	1	M	31
Central Goldfields	35-44		F	48
Central Goldfields	35-44		M	47
Central Goldfields	35-44	0	F	495
Central Goldfields	35-44	0	M	439
Central Goldfields	35-44	1	F	46
Central Goldfields	35-44	1	M	40
Central Goldfields	45-54		F	56
Central Goldfields	45-54		M	89
Central Goldfields	45-54	0	F	711
Central Goldfields	45-54	0	M	690
Central Goldfields	45-54	1	F	69
Central Goldfields	45-54	1	M	61
Central Goldfields	55-64		F	63
Central Goldfields	55-64		M	72
Central Goldfields	55-64	0	F	931
Central Goldfields	55-64	0	M	847
Central Goldfields	55-64	1	F	104
Central Goldfields	55-64	1	M	86
Central Goldfields	65-74		F	55
Central Goldfields	65-74		M	70
Central Goldfields	65-74	0	F	955
Central Goldfields	65-74	0	M	917
Central Goldfields	65-74	1	F	130
Central Goldfields	65-74	1	M	129
Central Goldfields	75-84		F	42
Central Goldfields	75-84		M	55
Central Goldfields	75-84	0	F	523
Central Goldfields	75-84	0	M	540
Central Goldfields	75-84	1	F	147
Central Goldfields	75-84	1	M	117
Central Goldfields	85+		F	28
Central Goldfields	85+		M	21
Central Goldfields	85+	0	F	124
Central Goldfields	85+	0	M	106
Central Goldfields	85+	1	F	144
Central Goldfields	85+	1	M	79
Colac Otway	0-4		F	38
Colac Otway	0-4		M	48
Colac Otway	0-4	0	F	503
Colac Otway	0-4	0	M	525
Colac Otway	0-4	1	M	9
Colac Otway	5-14		F	100
Colac Otway	5-14		M	103
Colac Otway	5-14	0	F	1105
Colac Otway	5-14	0	M	1186
Colac Otway	5-14	1	F	42
Colac Otway	5-14	1	M	80
Colac Otway	15-19		F	21
Colac Otway	15-19		M	36
Colac Otway	15-19	0	F	521
Colac Otway	15-19	0	M	591
Colac Otway	15-19	1	F	18
Colac Otway	15-19	1	M	25
Colac Otway	20-24		F	19
Colac Otway	20-24		M	29
Colac Otway	20-24	0	F	449
Colac Otway	20-24	0	M	508
Colac Otway	20-24	1	F	7
Colac Otway	20-24	1	M	14
Colac Otway	25-34		F	79
Colac Otway	25-34		M	102
Colac Otway	25-34	0	F	1154
Colac Otway	25-34	0	M	1152
Colac Otway	25-34	1	F	38
Colac Otway	25-34	1	M	45
Colac Otway	35-44		F	77
Colac Otway	35-44		M	84
Colac Otway	35-44	0	F	1117
Colac Otway	35-44	0	M	1102
Colac Otway	35-44	1	F	44
Colac Otway	35-44	1	M	45
Colac Otway	45-54		F	84
Colac Otway	45-54		M	100
Colac Otway	45-54	0	F	1276
Colac Otway	45-54	0	M	1215
Colac Otway	45-54	1	F	71
Colac Otway	45-54	1	M	68
Colac Otway	55-64		F	96
Colac Otway	55-64		M	122
Colac Otway	55-64	0	F	1430
Colac Otway	55-64	0	M	1401
Colac Otway	55-64	1	F	86
Colac Otway	55-64	1	M	93
Colac Otway	65-74		F	107
Colac Otway	65-74		M	98
Colac Otway	65-74	0	F	1344
Colac Otway	65-74	0	M	1293
Colac Otway	65-74	1	F	125
Colac Otway	65-74	1	M	110
Colac Otway	75-84		F	53
Colac Otway	75-84		M	53
Colac Otway	75-84	0	F	637
Colac Otway	75-84	0	M	610
Colac Otway	75-84	1	F	148
Colac Otway	75-84	1	M	143
Colac Otway	85+		F	36
Colac Otway	85+		M	20
Colac Otway	85+	0	F	157
Colac Otway	85+	0	M	122
Colac Otway	85+	1	F	225
Colac Otway	85+	1	M	96
Corangamite	0-4		F	20
Corangamite	0-4		M	25
Corangamite	0-4	0	F	333
Corangamite	0-4	0	M	364
Corangamite	0-4	1	F	6
Corangamite	5-14		F	70
Corangamite	5-14		M	72
Corangamite	5-14	0	F	839
Corangamite	5-14	0	M	857
Corangamite	5-14	1	F	32
Corangamite	5-14	1	M	62
Corangamite	15-19		F	40
Corangamite	15-19		M	48
Corangamite	15-19	0	F	384
Corangamite	15-19	0	M	427
Corangamite	15-19	1	F	13
Corangamite	15-19	1	M	26
Corangamite	20-24		F	27
Corangamite	20-24		M	26
Corangamite	20-24	0	F	297
Corangamite	20-24	0	M	370
Corangamite	20-24	1	F	5
Corangamite	20-24	1	M	13
Corangamite	25-34		F	53
Corangamite	25-34		M	60
Corangamite	25-34	0	F	685
Corangamite	25-34	0	M	725
Corangamite	25-34	1	F	16
Corangamite	25-34	1	M	26
Corangamite	35-44		F	62
Corangamite	35-44		M	64
Corangamite	35-44	0	F	719
Corangamite	35-44	0	M	694
Corangamite	35-44	1	F	37
Corangamite	35-44	1	M	24
Corangamite	45-54		F	63
Corangamite	45-54		M	87
Corangamite	45-54	0	F	933
Corangamite	45-54	0	M	892
Corangamite	45-54	1	F	39
Corangamite	45-54	1	M	42
Corangamite	55-64		F	60
Corangamite	55-64		M	81
Corangamite	55-64	0	F	1134
Corangamite	55-64	0	M	1095
Corangamite	55-64	1	F	84
Corangamite	55-64	1	M	78
Corangamite	65-74		F	53
Corangamite	65-74		M	73
Corangamite	65-74	0	F	895
Corangamite	65-74	0	M	961
Corangamite	65-74	1	F	75
Corangamite	65-74	1	M	94
Corangamite	75-84		F	47
Corangamite	75-84		M	40
Corangamite	75-84	0	F	542
Corangamite	75-84	0	M	480
Corangamite	75-84	1	F	121
Corangamite	75-84	1	M	95
Corangamite	85+		F	36
Corangamite	85+		M	26
Corangamite	85+	0	F	131
Corangamite	85+	0	M	120
Corangamite	85+	1	F	144
Corangamite	85+	1	M	68
Darebin	0-4		F	140
Darebin	0-4		M	172
Darebin	0-4	0	F	3657
Darebin	0-4	0	M	3834
Darebin	0-4	1	F	33
Darebin	0-4	1	M	52
Darebin	5-14		F	303
Darebin	5-14		M	304
Darebin	5-14	0	F	6568
Darebin	5-14	0	M	6767
Darebin	5-14	1	F	174
Darebin	5-14	1	M	346
Darebin	15-19		F	153
Darebin	15-19		M	142
Darebin	15-19	0	F	3118
Darebin	15-19	0	M	3120
Darebin	15-19	1	F	83
Darebin	15-19	1	M	115
Darebin	20-24		F	197
Darebin	20-24		M	287
Darebin	20-24	0	F	4360
Darebin	20-24	0	M	4371
Darebin	20-24	1	F	98
Darebin	20-24	1	M	108
Darebin	25-34		F	627
Darebin	25-34		M	671
Darebin	25-34	0	F	13826
Darebin	25-34	0	M	13039
Darebin	25-34	1	F	235
Darebin	25-34	1	M	185
Darebin	35-44		F	489
Darebin	35-44		M	539
Darebin	35-44	0	F	11464
Darebin	35-44	0	M	10929
Darebin	35-44	1	F	262
Darebin	35-44	1	M	207
Darebin	45-54		F	400
Darebin	45-54		M	413
Darebin	45-54	0	F	9678
Darebin	45-54	0	M	9204
Darebin	45-54	1	F	362
Darebin	45-54	1	M	339
Darebin	55-64		F	309
Darebin	55-64		M	333
Darebin	55-64	0	F	7085
Darebin	55-64	0	M	6587
Darebin	55-64	1	F	562
Darebin	55-64	1	M	444
Darebin	65-74		F	243
Darebin	65-74		M	242
Darebin	65-74	0	F	4658
Darebin	65-74	0	M	4049
Darebin	65-74	1	F	766
Darebin	65-74	1	M	609
Darebin	75-84		F	201
Darebin	75-84		M	181
Darebin	75-84	0	F	2375
Darebin	75-84	0	M	2083
Darebin	75-84	1	F	1565
Darebin	75-84	1	M	948
Darebin	85+		F	233
Darebin	85+		M	121
Darebin	85+	0	F	657
Darebin	85+	0	M	570
Darebin	85+	1	F	1516
Darebin	85+	1	M	849
East Gippsland	0-4		F	84
East Gippsland	0-4		M	91
East Gippsland	0-4	0	F	950
East Gippsland	0-4	0	M	1017
East Gippsland	0-4	1	F	9
East Gippsland	0-4	1	M	15
East Gippsland	5-14		F	226
East Gippsland	5-14		M	224
East Gippsland	5-14	0	F	2220
East Gippsland	5-14	0	M	2157
East Gippsland	5-14	1	F	92
East Gippsland	5-14	1	M	198
East Gippsland	15-19		F	84
East Gippsland	15-19		M	83
East Gippsland	15-19	0	F	973
East Gippsland	15-19	0	M	1054
East Gippsland	15-19	1	F	41
East Gippsland	15-19	1	M	72
East Gippsland	20-24		F	73
East Gippsland	20-24		M	75
East Gippsland	20-24	0	F	766
East Gippsland	20-24	0	M	810
East Gippsland	20-24	1	F	33
East Gippsland	20-24	1	M	57
East Gippsland	25-34		F	185
East Gippsland	25-34		M	167
East Gippsland	25-34	0	F	2037
East Gippsland	25-34	0	M	1851
East Gippsland	25-34	1	F	59
East Gippsland	25-34	1	M	83
East Gippsland	35-44		F	194
East Gippsland	35-44		M	194
East Gippsland	35-44	0	F	2088
East Gippsland	35-44	0	M	1847
East Gippsland	35-44	1	F	90
East Gippsland	35-44	1	M	75
East Gippsland	45-54		F	212
East Gippsland	45-54		M	218
East Gippsland	45-54	0	F	2631
East Gippsland	45-54	0	M	2269
East Gippsland	45-54	1	F	149
East Gippsland	45-54	1	M	140
East Gippsland	55-64		F	259
East Gippsland	55-64		M	279
East Gippsland	55-64	0	F	3533
East Gippsland	55-64	0	M	3184
East Gippsland	55-64	1	F	242
East Gippsland	55-64	1	M	262
East Gippsland	65-74		F	268
East Gippsland	65-74		M	292
East Gippsland	65-74	0	F	3644
East Gippsland	65-74	0	M	3754
East Gippsland	65-74	1	F	346
East Gippsland	65-74	1	M	365
East Gippsland	75-84		F	176
East Gippsland	75-84		M	191
East Gippsland	75-84	0	F	1803
East Gippsland	75-84	0	M	1881
East Gippsland	75-84	1	F	433
East Gippsland	75-84	1	M	395
East Gippsland	85+		F	133
East Gippsland	85+		M	78
East Gippsland	85+	0	F	362
East Gippsland	85+	0	M	344
East Gippsland	85+	1	F	378
East Gippsland	85+	1	M	220
Frankston	0-4		F	216
Frankston	0-4		M	225
Frankston	0-4	0	F	3986
Frankston	0-4	0	M	4010
Frankston	0-4	1	F	55
Frankston	0-4	1	M	107
Frankston	5-14		F	469
Frankston	5-14		M	473
Frankston	5-14	0	F	7526
Frankston	5-14	0	M	7699
Frankston	5-14	1	F	363
Frankston	5-14	1	M	701
Frankston	15-19		F	229
Frankston	15-19		M	204
Frankston	15-19	0	F	3324
Frankston	15-19	0	M	3704
Frankston	15-19	1	F	145
Frankston	15-19	1	M	222
Frankston	20-24		F	201
Frankston	20-24		M	198
Frankston	20-24	0	F	3536
Frankston	20-24	0	M	3538
Frankston	20-24	1	F	120
Frankston	20-24	1	M	158
Frankston	25-34		F	548
Frankston	25-34		M	539
Frankston	25-34	0	F	8986
Frankston	25-34	0	M	8525
Frankston	25-34	1	F	239
Frankston	25-34	1	M	242
Frankston	35-44		F	519
Frankston	35-44		M	538
Frankston	35-44	0	F	9342
Frankston	35-44	0	M	8747
Frankston	35-44	1	F	285
Frankston	35-44	1	M	263
Frankston	45-54		F	451
Frankston	45-54		M	562
Frankston	45-54	0	F	8785
Frankston	45-54	0	M	8423
Frankston	45-54	1	F	430
Frankston	45-54	1	M	337
Frankston	55-64		F	336
Frankston	55-64		M	444
Frankston	55-64	0	F	7806
Frankston	55-64	0	M	7312
Frankston	55-64	1	F	606
Frankston	55-64	1	M	426
