LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Scenic Rim	(Other)	3937	4
Scenic Rim	(Other)	5250	25
Scenic Rim	(Other)	7875	25
Scenic Rim	(Other)	10500	14
Scenic Rim	(Other)	11812	28
Scenic Rim	(Other)	14437	74
Scenic Rim	(Other)	18375	19
Scenic Rim	(Other)	23625	7
Scenic Rim	Co-op/church group etc	7875	3
Scenic Rim	Co-op/church group etc	10500	5
Scenic Rim	Co-op/church group etc	11812	19
Scenic Rim	Co-op/church group etc	14437	13
Scenic Rim	Person not in same household	52	12
Scenic Rim	Person not in same household	3937	5
Scenic Rim	Person not in same household	5250	39
Scenic Rim	Person not in same household	7875	73
Scenic Rim	Person not in same household	10500	89
Scenic Rim	Person not in same household	11812	156
Scenic Rim	Person not in same household	14437	252
Scenic Rim	Person not in same household	18375	166
Scenic Rim	Person not in same household	23625	67
Scenic Rim	Person not in same household	28875	25
Scenic Rim	Person not in same household	34125	9
Scenic Rim	Person not in same household	39375	4
Scenic Rim	Person not in same household	49875	5
Scenic Rim	Real estate agent	52	4
Scenic Rim	Real estate agent	5250	10
Scenic Rim	Real estate agent	7875	38
Scenic Rim	Real estate agent	10500	58
Scenic Rim	Real estate agent	11812	204
Scenic Rim	Real estate agent	14437	659
Scenic Rim	Real estate agent	18375	548
Scenic Rim	Real estate agent	23625	166
Scenic Rim	Real estate agent	28875	88
Scenic Rim	Real estate agent	34125	33
Scenic Rim	Real estate agent	39375	12
Scenic Rim	Real estate agent	44625	4
Scenic Rim	Real estate agent	49875	8
Scenic Rim	State or territory housing authority	52	9
Scenic Rim	State or territory housing authority	3937	8
Scenic Rim	State or territory housing authority	5250	50
Scenic Rim	State or territory housing authority	7875	16
Scenic Rim	State or territory housing authority	10500	9
Scenic Rim	State or territory housing authority	11812	14
Scenic Rim	State or territory housing authority	14437	15
Scenic Rim	State or territory housing authority	34125	3
Somerset		11812	3
Somerset		14437	3
Somerset	(Other)	52	10
Somerset	(Other)	3937	3
Somerset	(Other)	5250	14
Somerset	(Other)	7875	10
Somerset	(Other)	10500	5
Somerset	(Other)	11812	45
Somerset	(Other)	14437	20
Somerset	(Other)	18375	12
Somerset	(Other)	28875	3
Somerset	(Other)	49875	6
Somerset	Co-op/church group etc	7875	8
Somerset	Co-op/church group etc	10500	4
Somerset	Co-op/church group etc	11812	4
Somerset	Person not in same household	52	3
Somerset	Person not in same household	5250	32
Somerset	Person not in same household	7875	61
Somerset	Person not in same household	10500	69
Somerset	Person not in same household	11812	102
Somerset	Person not in same household	14437	141
Somerset	Person not in same household	18375	60
Somerset	Person not in same household	23625	12
Somerset	Person not in same household	28875	6
Somerset	Person not in same household	34125	6
Somerset	Person not in same household	49875	3
Somerset	Real estate agent	7875	17
Somerset	Real estate agent	10500	35
Somerset	Real estate agent	11812	155
Somerset	Real estate agent	14437	519
Somerset	Real estate agent	18375	339
Somerset	Real estate agent	23625	40
Somerset	Real estate agent	28875	11
Somerset	State or territory housing authority	52	5
Somerset	State or territory housing authority	5250	5
Somerset	State or territory housing authority	10500	10
South Burnett		5250	3
South Burnett		11812	10
South Burnett	(Other)	52	31
South Burnett	(Other)	3937	22
South Burnett	(Other)	5250	32
South Burnett	(Other)	7875	27
South Burnett	(Other)	10500	12
South Burnett	(Other)	11812	19
South Burnett	(Other)	14437	15
South Burnett	(Other)	18375	6
South Burnett	Co-op/church group etc	3937	4
South Burnett	Co-op/church group etc	5250	23
South Burnett	Co-op/church group etc	7875	15
South Burnett	Co-op/church group etc	10500	7
South Burnett	Co-op/church group etc	14437	8
South Burnett	Co-op/church group etc	18375	4
South Burnett	Person not in same household	52	22
South Burnett	Person not in same household	3937	7
South Burnett	Person not in same household	5250	72
South Burnett	Person not in same household	7875	116
South Burnett	Person not in same household	10500	154
South Burnett	Person not in same household	11812	190
South Burnett	Person not in same household	14437	132
South Burnett	Person not in same household	18375	37
South Burnett	Person not in same household	23625	4
South Burnett	Person not in same household	49875	6
South Burnett	Real estate agent	52	11
South Burnett	Real estate agent	5250	40
South Burnett	Real estate agent	7875	200
South Burnett	Real estate agent	10500	242
South Burnett	Real estate agent	11812	600
South Burnett	Real estate agent	14437	557
South Burnett	Real estate agent	18375	189
South Burnett	Real estate agent	23625	20
South Burnett	Real estate agent	28875	7
South Burnett	Real estate agent	49875	4
South Burnett	State or territory housing authority	52	14
South Burnett	State or territory housing authority	3937	20
South Burnett	State or territory housing authority	5250	68
South Burnett	State or territory housing authority	7875	38
South Burnett	State or territory housing authority	10500	15
South Burnett	State or territory housing authority	11812	11
South Burnett	State or territory housing authority	14437	4
Southern Downs		5250	8
Southern Downs		7875	4
Southern Downs		10500	4
Southern Downs		11812	4
Southern Downs		14437	5
Southern Downs	(Other)	52	13
Southern Downs	(Other)	3937	9
Southern Downs	(Other)	5250	37
Southern Downs	(Other)	7875	38
Southern Downs	(Other)	10500	19
Southern Downs	(Other)	11812	32
Southern Downs	(Other)	14437	31
Southern Downs	(Other)	23625	6
Southern Downs	(Other)	39375	3
Southern Downs	Co-op/church group etc	5250	8
Southern Downs	Co-op/church group etc	7875	28
Southern Downs	Co-op/church group etc	10500	4
Southern Downs	Co-op/church group etc	11812	4
Southern Downs	Person not in same household	52	13
Southern Downs	Person not in same household	3937	5
Southern Downs	Person not in same household	5250	76
Southern Downs	Person not in same household	7875	145
Southern Downs	Person not in same household	10500	150
Southern Downs	Person not in same household	11812	258
Southern Downs	Person not in same household	14437	203
Southern Downs	Person not in same household	18375	66
Southern Downs	Person not in same household	23625	14
Southern Downs	Person not in same household	28875	8
Southern Downs	Person not in same household	49875	3
Southern Downs	Real estate agent	52	3
Southern Downs	Real estate agent	3937	3
Southern Downs	Real estate agent	5250	21
Southern Downs	Real estate agent	7875	131
Southern Downs	Real estate agent	10500	214
Southern Downs	Real estate agent	11812	656
Southern Downs	Real estate agent	14437	752
Southern Downs	Real estate agent	18375	209
Southern Downs	Real estate agent	23625	32
Southern Downs	Real estate agent	28875	5
Southern Downs	Real estate agent	49875	6
Southern Downs	State or territory housing authority	52	16
Southern Downs	State or territory housing authority	3937	11
Southern Downs	State or territory housing authority	5250	48
Southern Downs	State or territory housing authority	7875	57
Southern Downs	State or territory housing authority	10500	16
Southern Downs	State or territory housing authority	11812	14
Sunshine Coast		5250	3
Sunshine Coast		7875	6
Sunshine Coast		10500	15
Sunshine Coast		11812	19
Sunshine Coast		14437	23
Sunshine Coast		18375	30
Sunshine Coast		23625	13
Sunshine Coast		28875	12
Sunshine Coast	(Other)	52	16
Sunshine Coast	(Other)	3937	32
Sunshine Coast	(Other)	5250	35
Sunshine Coast	(Other)	7875	129
Sunshine Coast	(Other)	10500	83
Sunshine Coast	(Other)	11812	167
Sunshine Coast	(Other)	14437	188
Sunshine Coast	(Other)	18375	299
Sunshine Coast	(Other)	23625	203
Sunshine Coast	(Other)	28875	57
Sunshine Coast	(Other)	34125	17
Sunshine Coast	(Other)	39375	6
Sunshine Coast	(Other)	49875	9
Sunshine Coast	Co-op/church group etc	52	5
Sunshine Coast	Co-op/church group etc	3937	15
Sunshine Coast	Co-op/church group etc	5250	36
Sunshine Coast	Co-op/church group etc	7875	96
Sunshine Coast	Co-op/church group etc	10500	51
Sunshine Coast	Co-op/church group etc	11812	56
Sunshine Coast	Co-op/church group etc	14437	76
Sunshine Coast	Co-op/church group etc	18375	43
Sunshine Coast	Co-op/church group etc	23625	11
Sunshine Coast	Co-op/church group etc	28875	3
Sunshine Coast	Person not in same household	52	45
Sunshine Coast	Person not in same household	3937	21
Sunshine Coast	Person not in same household	5250	122
Sunshine Coast	Person not in same household	7875	256
Sunshine Coast	Person not in same household	10500	304
Sunshine Coast	Person not in same household	11812	509
Sunshine Coast	Person not in same household	14437	1166
Sunshine Coast	Person not in same household	18375	2004
Sunshine Coast	Person not in same household	23625	1364
Sunshine Coast	Person not in same household	28875	470
Sunshine Coast	Person not in same household	34125	219
Sunshine Coast	Person not in same household	39375	86
Sunshine Coast	Person not in same household	44625	42
Sunshine Coast	Person not in same household	49875	71
Sunshine Coast	Real estate agent	52	18
Sunshine Coast	Real estate agent	3937	6
Sunshine Coast	Real estate agent	5250	31
Sunshine Coast	Real estate agent	7875	112
Sunshine Coast	Real estate agent	10500	110
Sunshine Coast	Real estate agent	11812	443
Sunshine Coast	Real estate agent	14437	2038
Sunshine Coast	Real estate agent	18375	6745
Sunshine Coast	Real estate agent	23625	8099
Sunshine Coast	Real estate agent	28875	3601
Sunshine Coast	Real estate agent	34125	1207
Sunshine Coast	Real estate agent	39375	483
Sunshine Coast	Real estate agent	44625	227
Sunshine Coast	Real estate agent	49875	197
Sunshine Coast	State or territory housing authority	52	119
Sunshine Coast	State or territory housing authority	3937	205
Sunshine Coast	State or territory housing authority	5250	909
Sunshine Coast	State or territory housing authority	7875	363
Sunshine Coast	State or territory housing authority	10500	152
Sunshine Coast	State or territory housing authority	11812	126
Sunshine Coast	State or territory housing authority	14437	131
Sunshine Coast	State or territory housing authority	18375	68
Sunshine Coast	State or territory housing authority	23625	16
Sunshine Coast	State or territory housing authority	28875	4
Tablelands		7875	3
Tablelands		10500	3
Tablelands		11812	3
Tablelands		14437	6
Tablelands	(Other)	52	29
Tablelands	(Other)	3937	14
Tablelands	(Other)	5250	11
Tablelands	(Other)	7875	25
Tablelands	(Other)	10500	16
Tablelands	(Other)	11812	38
Tablelands	(Other)	14437	28
Tablelands	(Other)	18375	20
Tablelands	(Other)	23625	4
Tablelands	Co-op/church group etc	52	3
Tablelands	Co-op/church group etc	5250	19
Tablelands	Co-op/church group etc	7875	58
Tablelands	Co-op/church group etc	10500	15
Tablelands	Co-op/church group etc	11812	13
Tablelands	Person not in same household	52	12
Tablelands	Person not in same household	3937	8
Tablelands	Person not in same household	5250	42
Tablelands	Person not in same household	7875	104
Tablelands	Person not in same household	10500	124
Tablelands	Person not in same household	11812	218
Tablelands	Person not in same household	14437	257
Tablelands	Person not in same household	18375	107
Tablelands	Person not in same household	23625	13
Tablelands	Person not in same household	28875	7
Tablelands	Person not in same household	34125	5
Tablelands	Person not in same household	49875	3
Tablelands	Real estate agent	52	6
Tablelands	Real estate agent	5250	7
Tablelands	Real estate agent	7875	32
Tablelands	Real estate agent	10500	60
Tablelands	Real estate agent	11812	190
Tablelands	Real estate agent	14437	323
Tablelands	Real estate agent	18375	260
Tablelands	Real estate agent	23625	33
Tablelands	Real estate agent	49875	3
Tablelands	State or territory housing authority	52	17
Tablelands	State or territory housing authority	3937	16
Tablelands	State or territory housing authority	5250	47
Tablelands	State or territory housing authority	7875	62
Tablelands	State or territory housing authority	10500	12
Tablelands	State or territory housing authority	11812	21
Tablelands	State or territory housing authority	14437	6
Toowoomba		5250	6
Toowoomba		7875	9
Toowoomba		10500	8
Toowoomba		11812	14
Toowoomba		14437	18
Toowoomba		18375	10
Toowoomba	(Other)	52	38
Toowoomba	(Other)	3937	28
Toowoomba	(Other)	5250	66
Toowoomba	(Other)	7875	74
Toowoomba	(Other)	10500	58
Toowoomba	(Other)	11812	198
Toowoomba	(Other)	14437	166
Toowoomba	(Other)	18375	67
Toowoomba	(Other)	23625	30
Toowoomba	(Other)	28875	3
Toowoomba	(Other)	39375	4
Toowoomba	(Other)	49875	7
Toowoomba	Co-op/church group etc	52	3
Toowoomba	Co-op/church group etc	3937	13
Toowoomba	Co-op/church group etc	5250	44
Toowoomba	Co-op/church group etc	7875	74
Toowoomba	Co-op/church group etc	10500	29
Toowoomba	Co-op/church group etc	11812	45
Toowoomba	Co-op/church group etc	14437	34
Toowoomba	Co-op/church group etc	18375	17
Toowoomba	Co-op/church group etc	23625	4
Toowoomba	Person not in same household	52	31
Toowoomba	Person not in same household	3937	31
Toowoomba	Person not in same household	5250	217
Toowoomba	Person not in same household	7875	327
Toowoomba	Person not in same household	10500	436
Toowoomba	Person not in same household	11812	773
Toowoomba	Person not in same household	14437	1101
Toowoomba	Person not in same household	18375	583
Toowoomba	Person not in same household	23625	122
Toowoomba	Person not in same household	28875	27
Toowoomba	Person not in same household	34125	10
Toowoomba	Person not in same household	39375	4
Toowoomba	Person not in same household	44625	5
Toowoomba	Person not in same household	49875	10
Toowoomba	Real estate agent	52	9
Toowoomba	Real estate agent	3937	10
Toowoomba	Real estate agent	5250	90
Toowoomba	Real estate agent	7875	345
Toowoomba	Real estate agent	10500	697
Toowoomba	Real estate agent	11812	2446
Toowoomba	Real estate agent	14437	5355
Toowoomba	Real estate agent	18375	3944
Toowoomba	Real estate agent	23625	794
Toowoomba	Real estate agent	28875	195
Toowoomba	Real estate agent	34125	38
Toowoomba	Real estate agent	39375	13
Toowoomba	Real estate agent	44625	9
Toowoomba	Real estate agent	49875	12
Toowoomba	State or territory housing authority	52	94
Toowoomba	State or territory housing authority	3937	130
Toowoomba	State or territory housing authority	5250	500
Toowoomba	State or territory housing authority	7875	219
Toowoomba	State or territory housing authority	10500	96
Toowoomba	State or territory housing authority	11812	102
Toowoomba	State or territory housing authority	14437	58
Toowoomba	State or territory housing authority	18375	24
Toowoomba	State or territory housing authority	28875	3
Toowoomba	State or territory housing authority	39375	3
Torres	(Other)	52	91
Torres	(Other)	3937	8
Torres	(Other)	5250	21
Torres	(Other)	7875	25
Torres	(Other)	10500	11
Torres	(Other)	11812	5
Torres	(Other)	14437	11
Torres	(Other)	23625	3
Torres	(Other)	39375	3
Torres	Co-op/church group etc	7875	11
Torres	Co-op/church group etc	11812	11
Torres	Co-op/church group etc	14437	9
Torres	Co-op/church group etc	23625	3
Torres	Person not in same household	52	4
Torres	Person not in same household	5250	3
Torres	Person not in same household	7875	8
Torres	Person not in same household	10500	4
Torres	Person not in same household	11812	7
Torres	Person not in same household	14437	3
Torres	Person not in same household	18375	9
Torres	Person not in same household	23625	10
Torres	Person not in same household	28875	7
Torres	Person not in same household	34125	4
Torres	Person not in same household	49875	5
Torres	Real estate agent	11812	8
Torres	State or territory housing authority	52	25
Torres	State or territory housing authority	3937	9
Torres	State or territory housing authority	5250	39
Torres	State or territory housing authority	7875	36
Torres	State or territory housing authority	10500	21
Torres	State or territory housing authority	11812	57
Torres	State or territory housing authority	14437	61
Torres	State or territory housing authority	18375	31
Torres	State or territory housing authority	23625	3
Torres Strait Island		3937	4
Torres Strait Island		5250	8
Torres Strait Island		7875	3
Torres Strait Island	(Other)	52	26
Torres Strait Island	(Other)	5250	5
Torres Strait Island	(Other)	7875	5
Torres Strait Island	Co-op/church group etc	52	20
Torres Strait Island	Co-op/church group etc	3937	25
Torres Strait Island	Co-op/church group etc	5250	92
Torres Strait Island	Co-op/church group etc	7875	108
Torres Strait Island	State or territory housing authority	52	45
Torres Strait Island	State or territory housing authority	3937	56
Torres Strait Island	State or territory housing authority	5250	242
Torres Strait Island	State or territory housing authority	7875	206
Torres Strait Island	State or territory housing authority	10500	8
Torres Strait Island	State or territory housing authority	11812	9
Torres Strait Island	State or territory housing authority	14437	4
Townsville		3937	5
Townsville		5250	6
Townsville		7875	12
Townsville		10500	16
Townsville		11812	18
Townsville		14437	25
Townsville		18375	15
Townsville		23625	9
Townsville	(Other)	52	21
Townsville	(Other)	3937	7
Townsville	(Other)	5250	77
Townsville	(Other)	7875	51
Townsville	(Other)	10500	77
Townsville	(Other)	11812	875
Townsville	(Other)	14437	336
Townsville	(Other)	18375	201
Townsville	(Other)	23625	42
Townsville	(Other)	28875	6
Townsville	(Other)	39375	3
Townsville	Co-op/church group etc	52	9
Townsville	Co-op/church group etc	3937	21
Townsville	Co-op/church group etc	5250	50
Townsville	Co-op/church group etc	7875	100
Townsville	Co-op/church group etc	10500	41
Townsville	Co-op/church group etc	11812	73
Townsville	Co-op/church group etc	14437	35
Townsville	Co-op/church group etc	18375	35
Townsville	Person not in same household	52	21
Townsville	Person not in same household	3937	17
Townsville	Person not in same household	5250	172
Townsville	Person not in same household	7875	337
Townsville	Person not in same household	10500	472
Townsville	Person not in same household	11812	832
Townsville	Person not in same household	14437	1376
Townsville	Person not in same household	18375	941
Townsville	Person not in same household	23625	204
Townsville	Person not in same household	28875	65
Townsville	Person not in same household	34125	30
Townsville	Person not in same household	44625	14
Townsville	Person not in same household	49875	15
Townsville	Real estate agent	52	17
Townsville	Real estate agent	3937	9
Townsville	Real estate agent	5250	85
Townsville	Real estate agent	7875	317
Townsville	Real estate agent	10500	710
Townsville	Real estate agent	11812	2486
Townsville	Real estate agent	14437	4718
Townsville	Real estate agent	18375	5775
Townsville	Real estate agent	23625	1165
Townsville	Real estate agent	28875	296
Townsville	Real estate agent	34125	89
Townsville	Real estate agent	39375	24
Townsville	Real estate agent	44625	14
Townsville	Real estate agent	49875	20
Townsville	State or territory housing authority	52	190
Townsville	State or territory housing authority	3937	213
Townsville	State or territory housing authority	5250	828
Townsville	State or territory housing authority	7875	501
Townsville	State or territory housing authority	10500	178
Townsville	State or territory housing authority	11812	281
Townsville	State or territory housing authority	14437	126
Townsville	State or territory housing authority	18375	36
Townsville	State or territory housing authority	23625	22
Weipa	(Other)	52	117
Weipa	(Other)	3937	12
Weipa	(Other)	5250	13
Weipa	(Other)	7875	10
Weipa	(Other)	11812	19
Weipa	(Other)	14437	17
Weipa	(Other)	18375	9
Weipa	(Other)	23625	29
Weipa	(Other)	28875	11
Weipa	(Other)	34125	17
Weipa	(Other)	39375	9
Weipa	(Other)	44625	3
Weipa	Person not in same household	11812	5
Weipa	Person not in same household	14437	3
Weipa	Person not in same household	18375	7
Weipa	Person not in same household	23625	9
Weipa	Person not in same household	28875	10
Weipa	Person not in same household	34125	5
Weipa	Person not in same household	39375	7
Weipa	Real estate agent	52	9
Weipa	Real estate agent	11812	12
Weipa	Real estate agent	14437	13
Weipa	Real estate agent	18375	13
Weipa	Real estate agent	23625	65
Weipa	Real estate agent	28875	85
Weipa	Real estate agent	34125	92
Weipa	Real estate agent	39375	45
Weipa	Real estate agent	44625	17
Weipa	Real estate agent	49875	7
Weipa	State or territory housing authority	52	21
Western Downs		5250	9
Western Downs		7875	10
Western Downs		10500	3
Western Downs		14437	5
Western Downs	(Other)	52	41
Western Downs	(Other)	3937	25
Western Downs	(Other)	5250	78
Western Downs	(Other)	7875	37
Western Downs	(Other)	10500	27
Western Downs	(Other)	11812	34
Western Downs	(Other)	14437	27
Western Downs	(Other)	18375	12
Western Downs	(Other)	23625	7
Western Downs	Co-op/church group etc	52	7
Western Downs	Co-op/church group etc	5250	40
Western Downs	Co-op/church group etc	7875	32
Western Downs	Co-op/church group etc	10500	16
Western Downs	Co-op/church group etc	11812	9
Western Downs	Co-op/church group etc	14437	3
Western Downs	Person not in same household	52	22
Western Downs	Person not in same household	3937	18
Western Downs	Person not in same household	5250	98
Western Downs	Person not in same household	7875	164
Western Downs	Person not in same household	10500	223
Western Downs	Person not in same household	11812	206
Western Downs	Person not in same household	14437	130
Western Downs	Person not in same household	18375	47
Western Downs	Person not in same household	23625	3
Western Downs	Person not in same household	49875	3
Western Downs	Real estate agent	52	10
Western Downs	Real estate agent	3937	3
Western Downs	Real estate agent	5250	62
Western Downs	Real estate agent	7875	188
Western Downs	Real estate agent	10500	247
Western Downs	Real estate agent	11812	714
Western Downs	Real estate agent	14437	673
Western Downs	Real estate agent	18375	151
Western Downs	Real estate agent	23625	21
Western Downs	State or territory housing authority	52	18
Western Downs	State or territory housing authority	3937	11
Western Downs	State or territory housing authority	5250	71
Western Downs	State or territory housing authority	7875	53
Western Downs	State or territory housing authority	10500	7
Western Downs	State or territory housing authority	11812	15
Western Downs	State or territory housing authority	14437	3
Whitsunday		7875	5
Whitsunday		10500	4
Whitsunday		11812	5
Whitsunday		18375	3
Whitsunday	(Other)	52	32
Whitsunday	(Other)	3937	22
Whitsunday	(Other)	5250	36
Whitsunday	(Other)	7875	55
Whitsunday	(Other)	10500	31
Whitsunday	(Other)	11812	38
Whitsunday	(Other)	14437	35
Whitsunday	(Other)	18375	49
Whitsunday	(Other)	23625	16
Whitsunday	(Other)	28875	7
Whitsunday	(Other)	34125	12
Whitsunday	(Other)	39375	3
Whitsunday	Co-op/church group etc	5250	28
Whitsunday	Co-op/church group etc	7875	76
Whitsunday	Co-op/church group etc	10500	20
Whitsunday	Co-op/church group etc	11812	31
Whitsunday	Co-op/church group etc	14437	14
Whitsunday	Co-op/church group etc	18375	8
Whitsunday	Person not in same household	52	6
Whitsunday	Person not in same household	5250	48
Whitsunday	Person not in same household	7875	102
Whitsunday	Person not in same household	10500	83
Whitsunday	Person not in same household	11812	121
Whitsunday	Person not in same household	14437	215
Whitsunday	Person not in same household	18375	168
Whitsunday	Person not in same household	23625	80
Whitsunday	Person not in same household	28875	27
Whitsunday	Person not in same household	34125	6
Whitsunday	Person not in same household	39375	3
Whitsunday	Person not in same household	49875	6
Whitsunday	Real estate agent	52	7
Whitsunday	Real estate agent	3937	3
Whitsunday	Real estate agent	5250	23
Whitsunday	Real estate agent	7875	76
Whitsunday	Real estate agent	10500	109
Whitsunday	Real estate agent	11812	339
Whitsunday	Real estate agent	14437	637
Whitsunday	Real estate agent	18375	703
Whitsunday	Real estate agent	23625	336
Whitsunday	Real estate agent	28875	93
Whitsunday	Real estate agent	34125	42
Whitsunday	Real estate agent	39375	8
Whitsunday	Real estate agent	44625	6
Whitsunday	Real estate agent	49875	5
Whitsunday	State or territory housing authority	52	28
Whitsunday	State or territory housing authority	3937	25
Whitsunday	State or territory housing authority	5250	106
Whitsunday	State or territory housing authority	7875	84
Whitsunday	State or territory housing authority	10500	25
Whitsunday	State or territory housing authority	11812	36
Whitsunday	State or territory housing authority	14437	11
Whitsunday	State or territory housing authority	18375	4
Whitsunday	State or territory housing authority	23625	3
Winton	(Other)	52	9
Winton	(Other)	5250	6
Winton	(Other)	7875	4
Winton	(Other)	10500	4
Winton	Co-op/church group etc	3937	3
Winton	Co-op/church group etc	5250	3
Winton	Co-op/church group etc	7875	8
Winton	Person not in same household	5250	8
Winton	Person not in same household	7875	11
Winton	Person not in same household	10500	10
Winton	Person not in same household	11812	8
Winton	Real estate agent	7875	3
Winton	Real estate agent	10500	4
Winton	State or territory housing authority	52	5
Winton	State or territory housing authority	3937	3
Winton	State or territory housing authority	5250	4
Woorabinda	(Other)	52	12
Woorabinda	(Other)	3937	4
Woorabinda	Co-op/church group etc	3937	4
Woorabinda	Co-op/church group etc	7875	4
Woorabinda	Co-op/church group etc	11812	4
Woorabinda	State or territory housing authority	52	32
Woorabinda	State or territory housing authority	3937	32
Woorabinda	State or territory housing authority	5250	110
Woorabinda	State or territory housing authority	7875	51
Woorabinda	State or territory housing authority	10500	4
Woorabinda	State or territory housing authority	11812	6
Wujal Wujal	Co-op/church group etc	52	28
Wujal Wujal	Co-op/church group etc	3937	8
Wujal Wujal	Co-op/church group etc	5250	13
Wujal Wujal	Co-op/church group etc	7875	4
Wujal Wujal	State or territory housing authority	52	5
Wujal Wujal	State or territory housing authority	5250	5
Wujal Wujal	State or territory housing authority	7875	5
Yarrabah	(Other)	52	8
Yarrabah	Co-op/church group etc	52	20
Yarrabah	Co-op/church group etc	3937	35
Yarrabah	Co-op/church group etc	5250	89
Yarrabah	Co-op/church group etc	7875	166
Yarrabah	Co-op/church group etc	10500	7
Yarrabah	Co-op/church group etc	11812	7
Yarrabah	State or territory housing authority	52	6
Yarrabah	State or territory housing authority	3937	6
Yarrabah	State or territory housing authority	5250	19
Yarrabah	State or territory housing authority	7875	26
Adelaide		5250	4
Adelaide		11812	3
Adelaide	(Other)	5250	5
Adelaide	(Other)	7875	15
Adelaide	(Other)	10500	8
Adelaide	(Other)	11812	9
Adelaide	(Other)	14437	19
Adelaide	(Other)	18375	40
Adelaide	(Other)	23625	24
Adelaide	(Other)	28875	7
Adelaide	(Other)	34125	6
Adelaide	(Other)	49875	3
Adelaide	Co-op/church group etc	52	6
Adelaide	Co-op/church group etc	3937	21
Adelaide	Co-op/church group etc	5250	65
Adelaide	Co-op/church group etc	7875	151
Adelaide	Co-op/church group etc	10500	40
Adelaide	Co-op/church group etc	11812	33
Adelaide	Co-op/church group etc	14437	33
Adelaide	Co-op/church group etc	18375	19
Adelaide	Co-op/church group etc	23625	4
Adelaide	Co-op/church group etc	28875	6
Adelaide	Co-op/church group etc	34125	4
Adelaide	Person not in same household	52	8
Adelaide	Person not in same household	5250	26
Adelaide	Person not in same household	7875	58
Adelaide	Person not in same household	10500	56
Adelaide	Person not in same household	11812	81
Adelaide	Person not in same household	14437	161
Adelaide	Person not in same household	18375	329
Adelaide	Person not in same household	23625	198
Adelaide	Person not in same household	28875	68
Adelaide	Person not in same household	34125	28
Adelaide	Person not in same household	39375	11
Adelaide	Person not in same household	44625	12
Adelaide	Person not in same household	49875	12
Adelaide	Real estate agent	52	5
Adelaide	Real estate agent	5250	12
Adelaide	Real estate agent	7875	60
Adelaide	Real estate agent	10500	68
Adelaide	Real estate agent	11812	151
Adelaide	Real estate agent	14437	637
Adelaide	Real estate agent	18375	1783
Adelaide	Real estate agent	23625	1160
Adelaide	Real estate agent	28875	419
Adelaide	Real estate agent	34125	122
Adelaide	Real estate agent	39375	57
Adelaide	Real estate agent	44625	36
Adelaide	Real estate agent	49875	39
Adelaide	State or territory housing authority	52	11
Adelaide	State or territory housing authority	3937	28
Adelaide	State or territory housing authority	5250	154
Adelaide	State or territory housing authority	7875	81
Adelaide	State or territory housing authority	10500	19
Adelaide	State or territory housing authority	11812	26
Adelaide	State or territory housing authority	14437	19
Adelaide	State or territory housing authority	18375	12
Adelaide Hills		14437	4
Adelaide Hills	(Other)	7875	5
Adelaide Hills	(Other)	10500	5
Adelaide Hills	(Other)	11812	7
Adelaide Hills	(Other)	14437	9
Adelaide Hills	(Other)	18375	15
Adelaide Hills	Co-op/church group etc	3937	4
Adelaide Hills	Co-op/church group etc	5250	8
Adelaide Hills	Co-op/church group etc	7875	19
Adelaide Hills	Co-op/church group etc	10500	18
Adelaide Hills	Co-op/church group etc	11812	12
Adelaide Hills	Co-op/church group etc	14437	3
Adelaide Hills	Co-op/church group etc	23625	4
Adelaide Hills	Person not in same household	52	6
Adelaide Hills	Person not in same household	3937	5
Adelaide Hills	Person not in same household	5250	18
Adelaide Hills	Person not in same household	7875	57
Adelaide Hills	Person not in same household	10500	55
Adelaide Hills	Person not in same household	11812	63
Adelaide Hills	Person not in same household	14437	160
Adelaide Hills	Person not in same household	18375	122
Adelaide Hills	Person not in same household	23625	42
Adelaide Hills	Person not in same household	28875	25
Adelaide Hills	Person not in same household	34125	5
Adelaide Hills	Person not in same household	39375	4
Adelaide Hills	Person not in same household	44625	3
Adelaide Hills	Person not in same household	49875	5
Adelaide Hills	Real estate agent	52	3
Adelaide Hills	Real estate agent	5250	4
Adelaide Hills	Real estate agent	7875	8
Adelaide Hills	Real estate agent	10500	3
Adelaide Hills	Real estate agent	11812	32
Adelaide Hills	Real estate agent	14437	179
Adelaide Hills	Real estate agent	18375	288
Adelaide Hills	Real estate agent	23625	155
Adelaide Hills	Real estate agent	28875	64
Adelaide Hills	Real estate agent	34125	26
Adelaide Hills	Real estate agent	39375	7
Adelaide Hills	Real estate agent	44625	7
Adelaide Hills	Real estate agent	49875	10
Adelaide Hills	State or territory housing authority	3937	4
Adelaide Hills	State or territory housing authority	5250	5
Adelaide Hills	State or territory housing authority	7875	3
Adelaide Hills	State or territory housing authority	10500	4
Adelaide Hills	State or territory housing authority	11812	10
Adelaide Plains		14437	4
Adelaide Plains	(Other)	7875	3
Adelaide Plains	(Other)	11812	3
Adelaide Plains	(Other)	14437	9
Adelaide Plains	(Other)	18375	6
Adelaide Plains	Person not in same household	52	3
Adelaide Plains	Person not in same household	3937	5
Adelaide Plains	Person not in same household	5250	11
Adelaide Plains	Person not in same household	7875	18
Adelaide Plains	Person not in same household	10500	16
Adelaide Plains	Person not in same household	11812	38
Adelaide Plains	Person not in same household	14437	54
