LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
The Hills Shire	1	3	11583
The Hills Shire	1	4	15183
The Hills Shire	1	5	6339
The Hills Shire	1	6	3042
Tweed	0	1	10812
Tweed	0	2	1107
Tweed	0	3	190
Tweed	0	4	38
Tweed	0	5	14
Tweed	0	6	8
Tweed	1	2	12839
Tweed	1	3	4869
Tweed	1	4	4766
Tweed	1	5	2008
Tweed	1	6	962
Upper Hunter Shire	0	1	1581
Upper Hunter Shire	0	2	117
Upper Hunter Shire	0	3	21
Upper Hunter Shire	0	4	3
Upper Hunter Shire	1	2	1921
Upper Hunter Shire	1	3	686
Upper Hunter Shire	1	4	666
Upper Hunter Shire	1	5	358
Upper Hunter Shire	1	6	128
Upper Lachlan Shire	0	1	894
Upper Lachlan Shire	0	2	38
Upper Lachlan Shire	1	2	1261
Upper Lachlan Shire	1	3	384
Upper Lachlan Shire	1	4	369
Upper Lachlan Shire	1	5	174
Upper Lachlan Shire	1	6	111
Uralla	0	1	604
Uralla	0	2	52
Uralla	1	2	874
Uralla	1	3	280
Uralla	1	4	281
Uralla	1	5	130
Uralla	1	6	63
Wagga Wagga	0	1	6859
Wagga Wagga	0	2	658
Wagga Wagga	0	3	185
Wagga Wagga	0	4	70
Wagga Wagga	0	5	28
Wagga Wagga	0	6	11
Wagga Wagga	1	2	7648
Wagga Wagga	1	3	3511
Wagga Wagga	1	4	3312
Wagga Wagga	1	5	1657
Wagga Wagga	1	6	836
Walcha	0	1	358
Walcha	0	2	15
Walcha	1	2	487
Walcha	1	3	134
Walcha	1	4	102
Walcha	1	5	66
Walcha	1	6	23
Walgett	0	1	621
Walgett	0	2	54
Walgett	0	3	9
Walgett	1	2	514
Walgett	1	3	185
Walgett	1	4	128
Walgett	1	5	81
Walgett	1	6	70
Warren	0	1	303
Warren	0	2	25
Warren	1	2	310
Warren	1	3	105
Warren	1	4	98
Warren	1	5	61
Warren	1	6	37
Warrumbungle Shire	0	1	1114
Warrumbungle Shire	0	2	79
Warrumbungle Shire	0	4	5
Warrumbungle Shire	1	2	1211
Warrumbungle Shire	1	3	394
Warrumbungle Shire	1	4	317
Warrumbungle Shire	1	5	182
Warrumbungle Shire	1	6	108
Waverley	0	1	8216
Waverley	0	2	1826
Waverley	0	3	609
Waverley	0	4	162
Waverley	0	5	42
Waverley	0	6	12
Waverley	1	2	8059
Waverley	1	3	3499
Waverley	1	4	3497
Waverley	1	5	1210
Waverley	1	6	325
Weddin	0	1	514
Weddin	0	2	22
Weddin	1	2	565
Weddin	1	3	162
Weddin	1	4	137
Weddin	1	5	64
Weddin	1	6	36
Wentworth	0	1	631
Wentworth	0	2	31
Wentworth	0	3	3
Wentworth	1	2	923
Wentworth	1	3	354
Wentworth	1	4	350
Wentworth	1	5	182
Wentworth	1	6	70
Willoughby	0	1	6320
Willoughby	0	2	749
Willoughby	0	3	204
Willoughby	0	4	80
Willoughby	0	5	21
Willoughby	0	6	13
Willoughby	1	2	7988
Willoughby	1	3	4725
Willoughby	1	4	5253
Willoughby	1	5	1677
Willoughby	1	6	570
Wingecarribee	0	1	5280
Wingecarribee	0	2	347
Wingecarribee	0	3	51
Wingecarribee	0	4	15
Wingecarribee	0	5	7
Wingecarribee	0	6	4
Wingecarribee	1	2	7470
Wingecarribee	1	3	2591
Wingecarribee	1	4	2640
Wingecarribee	1	5	1216
Wingecarribee	1	6	559
Wollondilly	0	1	2911
Wollondilly	0	2	217
Wollondilly	0	3	26
Wollondilly	0	4	7
Wollondilly	0	5	4
Wollondilly	1	2	5181
Wollondilly	1	3	2733
Wollondilly	1	4	3344
Wollondilly	1	5	1825
Wollondilly	1	6	1067
Wollongong	0	1	21265
Wollongong	0	2	2239
Wollongong	0	3	833
Wollongong	0	4	349
Wollongong	0	5	112
Wollongong	0	6	69
Wollongong	1	2	24616
Wollongong	1	3	11829
Wollongong	1	4	12283
Wollongong	1	5	4943
Wollongong	1	6	2124
Woollahra	0	1	6946
Woollahra	0	2	908
Woollahra	0	3	331
Woollahra	0	4	88
Woollahra	0	5	18
Woollahra	0	6	5
Woollahra	1	2	7101
Woollahra	1	3	2708
Woollahra	1	4	2533
Woollahra	1	5	1000
Woollahra	1	6	267
Yass Valley	0	1	1186
Yass Valley	0	2	75
Yass Valley	0	3	12
Yass Valley	1	2	2020
Yass Valley	1	3	917
Yass Valley	1	4	982
Yass Valley	1	5	503
Yass Valley	1	6	239
Unincorporated NSW	0	1	91
Unincorporated NSW	0	2	12
Unincorporated NSW	0	3	3
Unincorporated NSW	1	2	119
Unincorporated NSW	1	3	49
Unincorporated NSW	1	4	41
Unincorporated NSW	1	5	20
Unincorporated NSW	1	6	11
Alpine	0	1	1528
Alpine	0	2	98
Alpine	0	3	19
Alpine	0	4	4
Alpine	1	2	2053
Alpine	1	3	590
Alpine	1	4	582
Alpine	1	5	265
Alpine	1	6	76
Ararat	0	1	1473
Ararat	0	2	97
Ararat	0	3	22
Ararat	0	4	6
Ararat	0	5	4
Ararat	1	2	1627
Ararat	1	3	528
Ararat	1	4	470
Ararat	1	5	228
Ararat	1	6	83
Ballarat	0	1	13525
Ballarat	0	2	1240
Ballarat	0	3	321
Ballarat	0	4	115
Ballarat	0	5	31
Ballarat	0	6	22
Ballarat	1	2	14019
Ballarat	1	3	6045
Ballarat	1	4	5845
Ballarat	1	5	2535
Ballarat	1	6	949
Banyule	0	1	11903
Banyule	0	2	955
Banyule	0	3	321
Banyule	0	4	143
Banyule	0	5	45
Banyule	0	6	26
Banyule	1	2	14735
Banyule	1	3	7548
Banyule	1	4	8435
Banyule	1	5	2700
Banyule	1	6	859
Bass Coast	0	1	5347
Bass Coast	0	2	343
Bass Coast	0	3	55
Bass Coast	0	4	9
Bass Coast	1	2	6373
Bass Coast	1	3	1838
Bass Coast	1	4	1662
Bass Coast	1	5	753
Bass Coast	1	6	279
Baw Baw	0	1	5467
Baw Baw	0	2	351
Baw Baw	0	3	46
Baw Baw	0	4	21
Baw Baw	0	5	7
Baw Baw	0	6	4
Baw Baw	1	2	7546
Baw Baw	1	3	3006
Baw Baw	1	4	2927
Baw Baw	1	5	1425
Baw Baw	1	6	639
Bayside (Vic.)	0	1	9581
Bayside (Vic.)	0	2	530
Bayside (Vic.)	0	3	90
Bayside (Vic.)	0	4	35
Bayside (Vic.)	0	5	22
Bayside (Vic.)	0	6	6
Bayside (Vic.)	1	2	11847
Bayside (Vic.)	1	3	5691
Bayside (Vic.)	1	4	7106
Bayside (Vic.)	1	5	2514
Bayside (Vic.)	1	6	511
Benalla	0	1	1999
Benalla	0	2	143
Benalla	0	3	13
Benalla	0	4	5
Benalla	1	2	2276
Benalla	1	3	666
Benalla	1	4	558
Benalla	1	5	256
Benalla	1	6	110
Boroondara	0	1	16223
Boroondara	0	2	1663
Boroondara	0	3	564
Boroondara	0	4	260
Boroondara	0	5	88
Boroondara	0	6	37
Boroondara	1	2	18251
Boroondara	1	3	9186
Boroondara	1	4	11190
Boroondara	1	5	4112
Boroondara	1	6	1150
Brimbank	0	1	13077
Brimbank	0	2	1339
Brimbank	0	3	525
Brimbank	0	4	295
Brimbank	0	5	130
Brimbank	0	6	65
Brimbank	1	2	17045
Brimbank	1	3	11412
Brimbank	1	4	11346
Brimbank	1	5	5115
Brimbank	1	6	3617
Buloke	0	1	884
Buloke	0	2	57
Buloke	0	3	4
Buloke	1	2	942
Buloke	1	3	272
Buloke	1	4	219
Buloke	1	5	122
Buloke	1	6	53
Campaspe	0	1	4455
Campaspe	0	2	287
Campaspe	0	3	43
Campaspe	0	4	17
Campaspe	0	5	3
Campaspe	0	6	3
Campaspe	1	2	5423
Campaspe	1	3	1854
Campaspe	1	4	1716
Campaspe	1	5	876
Campaspe	1	6	410
Cardinia	0	1	7656
Cardinia	0	2	714
Cardinia	0	3	116
Cardinia	0	4	36
Cardinia	0	5	14
Cardinia	1	2	11366
Cardinia	1	3	6837
Cardinia	1	4	7708
Cardinia	1	5	3350
Cardinia	1	6	1805
Casey	0	1	17639
Casey	0	2	1919
Casey	0	3	524
Casey	0	4	234
Casey	0	5	70
Casey	0	6	31
Casey	1	2	28143
Casey	1	3	21562
Casey	1	4	24973
Casey	1	5	10926
Casey	1	6	7340
Central Goldfields	0	1	2136
Central Goldfields	0	2	144
Central Goldfields	0	3	8
Central Goldfields	0	4	3
Central Goldfields	1	2	1999
Central Goldfields	1	3	629
Central Goldfields	1	4	515
Central Goldfields	1	5	228
Central Goldfields	1	6	113
Colac Otway	0	1	2864
Colac Otway	0	2	208
Colac Otway	0	3	38
Colac Otway	0	4	26
Colac Otway	0	5	13
Colac Otway	0	6	4
Colac Otway	1	2	2974
Colac Otway	1	3	1032
Colac Otway	1	4	972
Colac Otway	1	5	503
Colac Otway	1	6	217
Corangamite	0	1	1930
Corangamite	0	2	141
Corangamite	0	3	18
Corangamite	0	4	6
Corangamite	1	2	2331
Corangamite	1	3	724
Corangamite	1	4	625
Corangamite	1	5	385
Corangamite	1	6	182
Darebin	0	1	18201
Darebin	0	2	2361
Darebin	0	3	1129
Darebin	0	4	507
Darebin	0	5	145
Darebin	0	6	69
Darebin	1	2	16917
Darebin	1	3	8510
Darebin	1	4	8190
Darebin	1	5	2450
Darebin	1	6	1001
East Gippsland	0	1	6212
East Gippsland	0	2	417
East Gippsland	0	3	52
East Gippsland	0	4	18
East Gippsland	0	6	9
East Gippsland	1	2	7688
East Gippsland	1	3	2219
East Gippsland	1	4	1881
East Gippsland	1	5	891
East Gippsland	1	6	391
Frankston	0	1	14700
Frankston	0	2	1305
Frankston	0	3	214
Frankston	0	4	34
Frankston	0	5	18
Frankston	0	6	9
Frankston	1	2	15680
Frankston	1	3	8679
Frankston	1	4	8085
Frankston	1	5	3099
Frankston	1	6	1194
Gannawarra	0	1	1447
Gannawarra	0	2	95
Gannawarra	0	3	4
Gannawarra	1	2	1633
Gannawarra	1	3	483
Gannawarra	1	4	382
Gannawarra	1	5	209
Gannawarra	1	6	106
Glen Eira	0	1	16293
Glen Eira	0	2	1751
Glen Eira	0	3	487
Glen Eira	0	4	246
Glen Eira	0	5	85
Glen Eira	0	6	34
Glen Eira	1	2	16754
Glen Eira	1	3	8622
Glen Eira	1	4	9546
Glen Eira	1	5	3180
Glen Eira	1	6	974
Glenelg	0	1	2588
Glenelg	0	2	183
Glenelg	0	3	12
Glenelg	0	4	6
Glenelg	1	2	3011
Glenelg	1	3	1038
Glenelg	1	4	856
Glenelg	1	5	352
Glenelg	1	6	145
Golden Plains	0	1	1369
Golden Plains	0	2	103
Golden Plains	0	3	15
Golden Plains	0	4	3
Golden Plains	1	2	2727
Golden Plains	1	3	1274
Golden Plains	1	4	1619
Golden Plains	1	5	802
Golden Plains	1	6	376
Greater Bendigo	0	1	13374
Greater Bendigo	0	2	1180
Greater Bendigo	0	3	264
Greater Bendigo	0	4	80
Greater Bendigo	0	5	20
Greater Bendigo	0	6	12
Greater Bendigo	1	2	15099
Greater Bendigo	1	3	6522
Greater Bendigo	1	4	6102
Greater Bendigo	1	5	2700
Greater Bendigo	1	6	1251
Greater Dandenong	0	1	11502
Greater Dandenong	0	2	1356
Greater Dandenong	0	3	583
Greater Dandenong	0	4	343
Greater Dandenong	0	5	162
Greater Dandenong	0	6	97
Greater Dandenong	1	2	12697
Greater Dandenong	1	3	9102
Greater Dandenong	1	4	8309
Greater Dandenong	1	5	4133
Greater Dandenong	1	6	3383
Greater Geelong	0	1	28649
Greater Geelong	0	2	2477
Greater Geelong	0	3	833
Greater Geelong	0	4	422
Greater Geelong	0	5	127
Greater Geelong	0	6	74
Greater Geelong	1	2	33449
Greater Geelong	1	3	14897
Greater Geelong	1	4	14599
Greater Geelong	1	5	5816
Greater Geelong	1	6	2177
Greater Shepparton	0	1	6901
Greater Shepparton	0	2	551
Greater Shepparton	0	3	154
Greater Shepparton	0	4	51
Greater Shepparton	0	5	14
Greater Shepparton	0	6	16
Greater Shepparton	1	2	7787
Greater Shepparton	1	3	3463
Greater Shepparton	1	4	3354
Greater Shepparton	1	5	1589
Greater Shepparton	1	6	908
Hepburn	0	1	2232
Hepburn	0	2	162
Hepburn	0	3	15
Hepburn	0	4	4
Hepburn	0	5	3
Hepburn	1	2	2618
Hepburn	1	3	770
Hepburn	1	4	638
Hepburn	1	5	285
Hepburn	1	6	117
Hindmarsh	0	1	794
Hindmarsh	0	2	64
Hindmarsh	0	3	8
Hindmarsh	1	2	873
Hindmarsh	1	3	262
Hindmarsh	1	4	209
Hindmarsh	1	5	112
Hindmarsh	1	6	50
Hobsons Bay	0	1	9118
Hobsons Bay	0	2	745
Hobsons Bay	0	3	156
Hobsons Bay	0	4	70
Hobsons Bay	0	5	24
Hobsons Bay	0	6	11
Hobsons Bay	1	2	10474
Hobsons Bay	1	3	5722
Hobsons Bay	1	4	5740
Hobsons Bay	1	5	1880
Hobsons Bay	1	6	729
Horsham	0	1	2597
Horsham	0	2	186
Horsham	0	3	34
Horsham	0	4	9
Horsham	0	5	4
Horsham	1	2	2710
Horsham	1	3	1096
Horsham	1	4	959
Horsham	1	5	478
Horsham	1	6	152
Hume	0	1	12954
Hume	0	2	1225
Hume	0	3	302
Hume	0	4	164
Hume	0	5	71
Hume	0	6	33
Hume	1	2	18512
Hume	1	3	14080
Hume	1	4	15486
Hume	1	5	7562
Hume	1	6	5364
Indigo	0	1	1725
Indigo	0	2	104
Indigo	0	3	13
Indigo	1	2	2539
Indigo	1	3	824
Indigo	1	4	856
Indigo	1	5	400
Indigo	1	6	148
Kingston (Vic.)	0	1	16388
Kingston (Vic.)	0	2	1200
Kingston (Vic.)	0	3	292
Kingston (Vic.)	0	4	133
Kingston (Vic.)	0	5	50
Kingston (Vic.)	0	6	24
Kingston (Vic.)	1	2	18121
Kingston (Vic.)	1	3	9925
Kingston (Vic.)	1	4	10429
Kingston (Vic.)	1	5	3343
Kingston (Vic.)	1	6	1037
Knox	0	1	12185
Knox	0	2	1095
Knox	0	3	195
Knox	0	4	74
Knox	0	5	30
Knox	0	6	10
Knox	1	2	17260
Knox	1	3	10445
Knox	1	4	10827
Knox	1	5	3810
Knox	1	6	1507
Latrobe (Vic.)	0	1	9859
Latrobe (Vic.)	0	2	699
Latrobe (Vic.)	0	3	85
Latrobe (Vic.)	0	4	18
Latrobe (Vic.)	0	5	11
Latrobe (Vic.)	0	6	9
Latrobe (Vic.)	1	2	9982
Latrobe (Vic.)	1	3	4047
Latrobe (Vic.)	1	4	3668
Latrobe (Vic.)	1	5	1518
Latrobe (Vic.)	1	6	706
Loddon	0	1	1022
Loddon	0	2	80
Loddon	0	3	3
Loddon	0	4	4
Loddon	1	2	1109
Loddon	1	3	317
Loddon	1	4	294
Loddon	1	5	140
Loddon	1	6	88
Macedon Ranges	0	1	3610
Macedon Ranges	0	2	251
Macedon Ranges	0	3	38
Macedon Ranges	0	5	5
Macedon Ranges	0	6	8
Macedon Ranges	1	2	6171
Macedon Ranges	1	3	2739
Macedon Ranges	1	4	3366
Macedon Ranges	1	5	1386
Macedon Ranges	1	6	483
Manningham	0	1	9008
Manningham	0	2	573
Manningham	0	3	157
Manningham	0	4	85
Manningham	0	5	43
Manningham	0	6	24
Manningham	1	2	14016
Manningham	1	3	7895
Manningham	1	4	8480
Manningham	1	5	3107
Manningham	1	6	1176
Mansfield	0	1	1129
Mansfield	0	2	56
Mansfield	0	3	13
Mansfield	0	4	3
Mansfield	1	2	1527
Mansfield	1	3	407
Mansfield	1	4	410
Mansfield	1	5	216
Mansfield	1	6	66
Maribyrnong	0	1	9996
Maribyrnong	0	2	1520
Maribyrnong	0	3	612
Maribyrnong	0	4	218
Maribyrnong	0	5	86
Maribyrnong	0	6	50
Maribyrnong	1	2	9688
Maribyrnong	1	3	4989
Maribyrnong	1	4	4555
Maribyrnong	1	5	1406
Maribyrnong	1	6	570
Maroondah	0	1	10719
Maroondah	0	2	849
Maroondah	0	3	168
Maroondah	0	4	56
Maroondah	0	5	31
Maroondah	0	6	7
Maroondah	1	2	12998
Maroondah	1	3	7079
Maroondah	1	4	7402
Maroondah	1	5	2709
Maroondah	1	6	1008
Melbourne	0	1	30524
Melbourne	0	2	6909
Melbourne	0	3	1922
Melbourne	0	4	676
Melbourne	0	5	169
Melbourne	0	6	62
Melbourne	1	2	21064
Melbourne	1	3	5737
Melbourne	1	4	2830
Melbourne	1	5	616
Melbourne	1	6	264
Melton	0	1	9052
Melton	0	2	903
Melton	0	3	141
Melton	0	4	40
Melton	0	5	15
Melton	0	6	7
Melton	1	2	12993
Melton	1	3	10524
Melton	1	4	12378
Melton	1	5	5492
Melton	1	6	3357
Mildura	0	1	6177
Mildura	0	2	471
Mildura	0	3	120
Mildura	0	4	47
Mildura	0	5	26
Mildura	0	6	26
Mildura	1	2	6909
Mildura	1	3	2905
Mildura	1	4	2650
Mildura	1	5	1289
Mildura	1	6	659
Mitchell	0	1	3780
Mitchell	0	2	280
Mitchell	0	3	46
Mitchell	0	4	11
Mitchell	0	6	7
Mitchell	1	2	5357
Mitchell	1	3	2793
Mitchell	1	4	2857
Mitchell	1	5	1317
Mitchell	1	6	681
Moira	0	1	3579
Moira	0	2	263
Moira	0	3	35
Moira	0	4	10
Moira	0	5	4
Moira	0	6	10
Moira	1	2	4443
Moira	1	3	1334
Moira	1	4	1247
Moira	1	5	661
Moira	1	6	324
Monash	0	1	14109
Monash	0	2	1809
Monash	0	3	1021
Monash	0	4	629
Monash	0	5	253
Monash	0	6	161
Monash	1	2	19229
Monash	1	3	11636
Monash	1	4	12455
Monash	1	5	4042
Monash	1	6	1630
Moonee Valley	0	1	13958
Moonee Valley	0	2	1297
Moonee Valley	0	3	418
Moonee Valley	0	4	137
Moonee Valley	0	5	37
Moonee Valley	0	6	19
Moonee Valley	1	2	13924
Moonee Valley	1	3	7126
Moonee Valley	1	4	7521
Moonee Valley	1	5	2631
Moonee Valley	1	6	739
Moorabool	0	1	3085
Moorabool	0	2	221
Moorabool	0	3	27
Moorabool	0	4	9
Moorabool	1	2	4323
Moorabool	1	3	2156
Moorabool	1	4	2251
Moorabool	1	5	1022
Moorabool	1	6	407
Moreland	0	1	20051
Moreland	0	2	2906
Moreland	0	3	1532
Moreland	0	4	751
Moreland	0	5	211
Moreland	0	6	71
Moreland	1	2	19365
Moreland	1	3	9525
Moreland	1	4	9172
Moreland	1	5	2941
Moreland	1	6	1347
Mornington Peninsula	0	1	17727
Mornington Peninsula	0	2	1004
Mornington Peninsula	0	3	126
Mornington Peninsula	0	4	36
Mornington Peninsula	0	5	18
Mornington Peninsula	0	6	3
Mornington Peninsula	1	2	23197
Mornington Peninsula	1	3	8621
Mornington Peninsula	1	4	9079
Mornington Peninsula	1	5	3610
Mornington Peninsula	1	6	1231
Mount Alexander	0	1	2785
Mount Alexander	0	2	204
Mount Alexander	0	3	36
Mount Alexander	0	4	3
Mount Alexander	1	2	3055
Mount Alexander	1	3	1016
Mount Alexander	1	4	867
Mount Alexander	1	5	293
Mount Alexander	1	6	133
Moyne	0	1	1629
Moyne	0	2	93
Moyne	0	3	13
Moyne	1	2	2377
Moyne	1	3	821
Moyne	1	4	853
Moyne	1	5	456
Moyne	1	6	203
Murrindindi	0	1	1825
Murrindindi	0	2	129
Murrindindi	0	3	15
Murrindindi	0	4	8
Murrindindi	0	5	3
Murrindindi	1	2	2277
Murrindindi	1	3	692
Murrindindi	1	4	653
Murrindindi	1	5	284
Murrindindi	1	6	120
Nillumbik	0	1	3078
Nillumbik	0	2	182
Nillumbik	0	3	24
Nillumbik	0	4	13
Nillumbik	0	5	6
Nillumbik	0	6	3
Nillumbik	1	2	6462
Nillumbik	1	3	3784
Nillumbik	1	4	4849
Nillumbik	1	5	1936
Nillumbik	1	6	569
Northern Grampians	0	1	1724
Northern Grampians	0	2	104
Northern Grampians	0	3	23
Northern Grampians	0	4	6
Northern Grampians	1	2	1723
Northern Grampians	1	3	540
Northern Grampians	1	4	471
Northern Grampians	1	5	211
Northern Grampians	1	6	89
Port Phillip	0	1	21347
Port Phillip	0	2	2464
Port Phillip	0	3	609
Port Phillip	0	4	147
Port Phillip	0	5	32
Port Phillip	0	6	12
Port Phillip	1	2	14730
Port Phillip	1	3	4646
Port Phillip	1	4	3532
Port Phillip	1	5	973
Port Phillip	1	6	238
Pyrenees	0	1	938
Pyrenees	0	2	60
Pyrenees	0	3	7
Pyrenees	1	2	1155
Pyrenees	1	3	315
Pyrenees	1	4	285
Pyrenees	1	5	140
Pyrenees	1	6	74
Queenscliffe	0	1	486
Queenscliffe	0	2	17
Queenscliffe	1	2	641
Queenscliffe	1	3	133
Queenscliffe	1	4	110
Queenscliffe	1	5	42
Queenscliffe	1	6	11
South Gippsland	0	1	3585
South Gippsland	0	2	215
South Gippsland	0	3	21
South Gippsland	0	4	3
South Gippsland	0	6	3
South Gippsland	1	2	4449
South Gippsland	1	3	1404
South Gippsland	1	4	1319
South Gippsland	1	5	698
South Gippsland	1	6	307
Southern Grampians	0	1	2334
Southern Grampians	0	2	121
Southern Grampians	0	3	17
Southern Grampians	1	2	2355
Southern Grampians	1	3	806
Southern Grampians	1	4	707
Southern Grampians	1	5	361
Southern Grampians	1	6	140
Stonnington	0	1	18524
Stonnington	0	2	2360
Stonnington	0	3	767
Stonnington	0	4	216
Stonnington	0	5	56
Stonnington	0	6	12
Stonnington	1	2	14265
Stonnington	1	3	4721
Stonnington	1	4	4412
Stonnington	1	5	1556
Stonnington	1	6	347
Strathbogie	0	1	1559
Strathbogie	0	2	95
Strathbogie	0	3	10
Strathbogie	1	2	1844
Strathbogie	1	3	539
Strathbogie	1	4	410
Strathbogie	1	5	189
Strathbogie	1	6	89
Surf Coast	0	1	2828
Surf Coast	0	2	246
Surf Coast	0	3	95
Surf Coast	0	4	45
Surf Coast	0	5	13
Surf Coast	0	6	11
Surf Coast	1	2	4587
Surf Coast	1	3	1841
Surf Coast	1	4	2382
Surf Coast	1	5	976
Surf Coast	1	6	247
Swan Hill	0	1	2150
Swan Hill	0	2	217
Swan Hill	0	3	56
Swan Hill	0	4	36
Swan Hill	0	5	11
Swan Hill	0	6	19
Swan Hill	1	2	2532
Swan Hill	1	3	1013
Swan Hill	1	4	907
Swan Hill	1	5	523
Swan Hill	1	6	260
Towong	0	1	712
Towong	0	2	40
Towong	0	3	3
Towong	1	2	984
Towong	1	3	271
Towong	1	4	235
Towong	1	5	118
Towong	1	6	49
Wangaratta	0	1	3645
Wangaratta	0	2	219
Wangaratta	0	3	38
Wangaratta	0	4	10
Wangaratta	0	5	3
Wangaratta	0	6	7
Wangaratta	1	2	4139
Wangaratta	1	3	1457
Wangaratta	1	4	1413
Wangaratta	1	5	678
Wangaratta	1	6	257
Warrnambool	0	1	4229
Warrnambool	0	2	319
Warrnambool	0	3	84
Warrnambool	0	4	29
Warrnambool	0	5	11
Warrnambool	0	6	4
Warrnambool	1	2	4649
Warrnambool	1	3	1906
Warrnambool	1	4	1721
Warrnambool	1	5	771
Warrnambool	1	6	269
Wellington	0	1	5321
Wellington	0	2	358
Wellington	0	3	44
Wellington	0	4	4
Wellington	0	5	5
Wellington	1	2	6305
Wellington	1	3	2129
Wellington	1	4	1998
Wellington	1	5	949
Wellington	1	6	420
West Wimmera	0	1	576
West Wimmera	0	2	39
West Wimmera	1	2	583
West Wimmera	1	3	170
West Wimmera	1	4	148
West Wimmera	1	5	91
West Wimmera	1	6	29
Whitehorse	0	1	15879
Whitehorse	0	2	1709
Whitehorse	0	3	675
Whitehorse	0	4	382
Whitehorse	0	5	147
Whitehorse	0	6	84
Whitehorse	1	2	18145
Whitehorse	1	3	10199
Whitehorse	1	4	10962
Whitehorse	1	5	3656
Whitehorse	1	6	1258
Whittlesea	0	1	13808
Whittlesea	0	2	1305
Whittlesea	0	3	372
Whittlesea	0	4	178
Whittlesea	0	5	75
Whittlesea	0	6	50
Whittlesea	1	2	20130
Whittlesea	1	3	14310
Whittlesea	1	4	15785
Whittlesea	1	5	6648
Whittlesea	1	6	3304
Wodonga	0	1	4605
Wodonga	0	2	355
Wodonga	0	3	61
Wodonga	0	4	14
Wodonga	0	5	8
Wodonga	1	2	5244
Wodonga	1	3	2388
Wodonga	1	4	2282
Wodonga	1	5	987
Wodonga	1	6	424
Wyndham	0	1	13668
Wyndham	0	2	1777
Wyndham	0	3	585
Wyndham	0	4	364
Wyndham	0	5	162
Wyndham	0	6	82
Wyndham	1	2	20403
Wyndham	1	3	18838
Wyndham	1	4	20506
Wyndham	1	5	8053
Wyndham	1	6	5376
Yarra	0	1	15019
Yarra	0	2	2521
Yarra	0	3	1545
Yarra	0	4	545
Yarra	0	5	126
Yarra	0	6	26
Yarra	1	2	12645
Yarra	1	3	4099
Yarra	1	4	3047
Yarra	1	5	842
Yarra	1	6	240
Yarra Ranges	0	1	11893
Yarra Ranges	0	2	922
Yarra Ranges	0	3	143
Yarra Ranges	0	4	52
Yarra Ranges	0	5	14
Yarra Ranges	0	6	10
Yarra Ranges	1	2	17945
Yarra Ranges	1	3	9189
Yarra Ranges	1	4	9931
Yarra Ranges	1	5	3955
Yarra Ranges	1	6	1782
Yarriambiack	0	1	996
Yarriambiack	0	2	53
Yarriambiack	1	2	986
Yarriambiack	1	3	293
Yarriambiack	1	4	213
Yarriambiack	1	5	132
Yarriambiack	1	6	64
Unincorporated Vic	0	1	58
Unincorporated Vic	0	2	11
Unincorporated Vic	0	3	6
Unincorporated Vic	0	6	3
Unincorporated Vic	1	2	50
Unincorporated Vic	1	3	14
Unincorporated Vic	1	4	8
Unincorporated Vic	1	5	3
Aurukun	0	1	39
Aurukun	1	2	39
Aurukun	1	3	50
Aurukun	1	4	27
Aurukun	1	5	19
Aurukun	1	6	61
Balonne	0	1	484
Balonne	0	2	31
Balonne	0	3	3
Balonne	1	2	508
Balonne	1	3	206
Balonne	1	4	196
Balonne	1	5	99
Balonne	1	6	59
Banana	0	1	1342
Banana	0	2	113
Banana	0	3	12
Banana	1	2	1667
Banana	1	3	644
Banana	1	4	691
Banana	1	5	358
Banana	1	6	170
Barcaldine	0	1	357
Barcaldine	0	2	21
Barcaldine	1	2	341
Barcaldine	1	3	117
Barcaldine	1	4	122
Barcaldine	1	5	58
Barcaldine	1	6	35
Barcoo	0	1	40
Barcoo	1	2	37
Barcoo	1	3	8
Barcoo	1	4	13
Barcoo	1	5	3
Barcoo	1	6	9
Blackall Tambo	0	1	233
Blackall Tambo	0	2	10
Blackall Tambo	0	3	3
Blackall Tambo	1	2	288
Blackall Tambo	1	3	84
Blackall Tambo	1	4	85
Blackall Tambo	1	5	34
Blackall Tambo	1	6	14
Boulia	0	1	49
Boulia	1	2	37
Boulia	1	3	20
Boulia	1	4	7
Boulia	1	5	8
Boulia	1	6	13
Brisbane	0	1	119025
Brisbane	0	2	19472
Brisbane	0	3	6188
Brisbane	0	4	2194
Brisbane	0	5	743
Brisbane	0	6	303
Brisbane	1	2	135953
Brisbane	1	3	71262
Brisbane	1	4	71551
Brisbane	1	5	26722
Brisbane	1	6	11698
Bulloo	0	1	38
Bulloo	0	2	6
Bulloo	1	2	32
Bulloo	1	3	13
Bulloo	1	4	15
Bulloo	1	5	8
Bulloo	1	6	5
Bundaberg	0	1	10672
Bundaberg	0	2	1085
Bundaberg	0	3	146
Bundaberg	0	4	56
Bundaberg	0	5	9
Bundaberg	0	6	14
Bundaberg	1	2	14347
Bundaberg	1	3	4904
Bundaberg	1	4	4201
Bundaberg	1	5	1888
Bundaberg	1	6	1152
Burdekin	0	1	1896
Burdekin	0	2	130
Burdekin	0	3	15
Burdekin	0	4	4
Burdekin	1	2	2351
Burdekin	1	3	786
Burdekin	1	4	742
Burdekin	1	5	340
Burdekin	1	6	123
Burke	0	1	51
Burke	0	2	4
Burke	1	2	38
Burke	1	3	9
Burke	1	4	8
