LGA_NAME16	Age	persons
Wujal Wujal	45-54	35
Wujal Wujal	55-64	36
Wujal Wujal	65-74	10
Wujal Wujal	75-84	8
Yarrabah	0-4	232
Yarrabah	5-14	515
Yarrabah	15-19	267
Yarrabah	20-24	212
Yarrabah	25-34	393
Yarrabah	35-44	277
Yarrabah	45-54	253
Yarrabah	55-64	213
Yarrabah	65-74	92
Yarrabah	75-84	31
Yarrabah	85+	5
No usual address (Qld)	0-4	504
No usual address (Qld)	5-14	932
No usual address (Qld)	15-19	566
No usual address (Qld)	20-24	934
No usual address (Qld)	25-34	2649
No usual address (Qld)	35-44	2077
No usual address (Qld)	45-54	1929
No usual address (Qld)	55-64	2468
No usual address (Qld)	65-74	2124
No usual address (Qld)	75-84	444
No usual address (Qld)	85+	44
Migratory - Offshore - Shipping (Qld)	20-24	16
Migratory - Offshore - Shipping (Qld)	25-34	49
Migratory - Offshore - Shipping (Qld)	35-44	64
Migratory - Offshore - Shipping (Qld)	45-54	45
Migratory - Offshore - Shipping (Qld)	55-64	5
Migratory - Offshore - Shipping (Qld)	65-74	3
Adelaide	0-4	503
Adelaide	5-14	954
Adelaide	15-19	1410
Adelaide	20-24	4551
Adelaide	25-34	6094
Adelaide	35-44	3161
Adelaide	45-54	2282
Adelaide	55-64	2284
Adelaide	65-74	2239
Adelaide	75-84	1140
Adelaide	85+	425
Adelaide Hills	0-4	1978
Adelaide Hills	5-14	5370
Adelaide Hills	15-19	2743
Adelaide Hills	20-24	2051
Adelaide Hills	25-34	3461
Adelaide Hills	35-44	4858
Adelaide Hills	45-54	6128
Adelaide Hills	55-64	6085
Adelaide Hills	65-74	5053
Adelaide Hills	75-84	2391
Adelaide Hills	85+	768
Adelaide Plains	0-4	564
Adelaide Plains	5-14	1284
Adelaide Plains	15-19	637
Adelaide Plains	20-24	521
Adelaide Plains	25-34	1253
Adelaide Plains	35-44	1203
Adelaide Plains	45-54	1474
Adelaide Plains	55-64	1488
Adelaide Plains	65-74	912
Adelaide Plains	75-84	405
Adelaide Plains	85+	98
Alexandrina	0-4	1120
Alexandrina	5-14	2939
Alexandrina	15-19	1428
Alexandrina	20-24	1043
Alexandrina	25-34	2224
Alexandrina	35-44	2624
Alexandrina	45-54	3470
Alexandrina	55-64	4470
Alexandrina	65-74	5343
Alexandrina	75-84	3130
Alexandrina	85+	941
Anangu Pitjantjatjara Yunkunytjatjara	0-4	197
Anangu Pitjantjatjara Yunkunytjatjara	5-14	362
Anangu Pitjantjatjara Yunkunytjatjara	15-19	213
Anangu Pitjantjatjara Yunkunytjatjara	20-24	225
Anangu Pitjantjatjara Yunkunytjatjara	25-34	477
Anangu Pitjantjatjara Yunkunytjatjara	35-44	302
Anangu Pitjantjatjara Yunkunytjatjara	45-54	269
Anangu Pitjantjatjara Yunkunytjatjara	55-64	187
Anangu Pitjantjatjara Yunkunytjatjara	65-74	62
Anangu Pitjantjatjara Yunkunytjatjara	75-84	24
Anangu Pitjantjatjara Yunkunytjatjara	85+	17
Barossa	0-4	1182
Barossa	5-14	3210
Barossa	15-19	1468
Barossa	20-24	1116
Barossa	25-34	2332
Barossa	35-44	3007
Barossa	45-54	3455
Barossa	55-64	3609
Barossa	65-74	3258
Barossa	75-84	1760
Barossa	85+	671
Barunga West	0-4	115
Barunga West	5-14	257
Barunga West	15-19	89
Barunga West	20-24	77
Barunga West	25-34	182
Barunga West	35-44	184
Barunga West	45-54	296
Barunga West	55-64	474
Barunga West	65-74	529
Barunga West	75-84	309
Barunga West	85+	107
Berri Barmera	0-4	444
Berri Barmera	5-14	1219
Berri Barmera	15-19	619
Berri Barmera	20-24	550
Berri Barmera	25-34	1136
Berri Barmera	35-44	1116
Berri Barmera	45-54	1334
Berri Barmera	55-64	1497
Berri Barmera	65-74	1463
Berri Barmera	75-84	748
Berri Barmera	85+	358
Burnside	0-4	1830
Burnside	5-14	5920
Burnside	15-19	3175
Burnside	20-24	2550
Burnside	25-34	4192
Burnside	35-44	5638
Burnside	45-54	6223
Burnside	55-64	5725
Burnside	65-74	5543
Burnside	75-84	3628
Burnside	85+	1609
Campbelltown (SA)	0-4	2736
Campbelltown (SA)	5-14	6163
Campbelltown (SA)	15-19	2903
Campbelltown (SA)	20-24	3559
Campbelltown (SA)	25-34	7522
Campbelltown (SA)	35-44	7439
Campbelltown (SA)	45-54	6988
Campbelltown (SA)	55-64	6305
Campbelltown (SA)	65-74	5151
Campbelltown (SA)	75-84	4101
Campbelltown (SA)	85+	1929
Ceduna	0-4	234
Ceduna	5-14	480
Ceduna	15-19	178
Ceduna	20-24	180
Ceduna	25-34	470
Ceduna	35-44	378
Ceduna	45-54	472
Ceduna	55-64	471
Ceduna	65-74	406
Ceduna	75-84	192
Ceduna	85+	53
Charles Sturt	0-4	6264
Charles Sturt	5-14	12188
Charles Sturt	15-19	5994
Charles Sturt	20-24	7891
Charles Sturt	25-34	18414
Charles Sturt	35-44	15820
Charles Sturt	45-54	15751
Charles Sturt	55-64	15528
Charles Sturt	65-74	12512
Charles Sturt	75-84	7749
Charles Sturt	85+	3732
Clare and Gilbert Valleys	0-4	444
Clare and Gilbert Valleys	5-14	1082
Clare and Gilbert Valleys	15-19	457
Clare and Gilbert Valleys	20-24	381
Clare and Gilbert Valleys	25-34	888
Clare and Gilbert Valleys	35-44	947
Clare and Gilbert Valleys	45-54	1189
Clare and Gilbert Valleys	55-64	1444
Clare and Gilbert Valleys	65-74	1354
Clare and Gilbert Valleys	75-84	741
Clare and Gilbert Valleys	85+	260
Cleve	0-4	106
Cleve	5-14	235
Cleve	15-19	75
Cleve	20-24	62
Cleve	25-34	188
Cleve	35-44	172
Cleve	45-54	211
Cleve	55-64	285
Cleve	65-74	222
Cleve	75-84	127
Cleve	85+	58
Coober Pedy	0-4	67
Coober Pedy	5-14	122
Coober Pedy	15-19	73
Coober Pedy	20-24	48
Coober Pedy	25-34	216
Coober Pedy	35-44	168
Coober Pedy	45-54	194
Coober Pedy	55-64	232
Coober Pedy	65-74	246
Coober Pedy	75-84	171
Coober Pedy	85+	29
Copper Coast	0-4	626
Copper Coast	5-14	1494
Copper Coast	15-19	659
Copper Coast	20-24	556
Copper Coast	25-34	1264
Copper Coast	35-44	1353
Copper Coast	45-54	1708
Copper Coast	55-64	2468
Copper Coast	65-74	2787
Copper Coast	75-84	1599
Copper Coast	85+	527
Elliston	0-4	63
Elliston	5-14	145
Elliston	15-19	47
Elliston	20-24	33
Elliston	25-34	112
Elliston	35-44	118
Elliston	45-54	109
Elliston	55-64	192
Elliston	65-74	127
Elliston	75-84	56
Elliston	85+	20
Flinders Ranges	0-4	95
Flinders Ranges	5-14	143
Flinders Ranges	15-19	66
Flinders Ranges	20-24	65
Flinders Ranges	25-34	165
Flinders Ranges	35-44	144
Flinders Ranges	45-54	191
Flinders Ranges	55-64	276
Flinders Ranges	65-74	308
Flinders Ranges	75-84	149
Flinders Ranges	85+	52
Franklin Harbour	0-4	48
Franklin Harbour	5-14	156
Franklin Harbour	15-19	50
Franklin Harbour	20-24	40
Franklin Harbour	25-34	122
Franklin Harbour	35-44	123
Franklin Harbour	45-54	166
Franklin Harbour	55-64	212
Franklin Harbour	65-74	243
Franklin Harbour	75-84	103
Franklin Harbour	85+	35
Gawler	0-4	1347
Gawler	5-14	3026
Gawler	15-19	1414
Gawler	20-24	1503
Gawler	25-34	3129
Gawler	35-44	2845
Gawler	45-54	3010
Gawler	55-64	3368
Gawler	65-74	2667
Gawler	75-84	1852
Gawler	85+	831
Goyder	0-4	170
Goyder	5-14	466
Goyder	15-19	219
Goyder	20-24	141
Goyder	25-34	347
Goyder	35-44	374
Goyder	45-54	494
Goyder	55-64	745
Goyder	65-74	664
Goyder	75-84	334
Goyder	85+	107
Grant	0-4	386
Grant	5-14	1075
Grant	15-19	513
Grant	20-24	394
Grant	25-34	780
Grant	35-44	1131
Grant	45-54	1318
Grant	55-64	1373
Grant	65-74	1093
Grant	75-84	438
Grant	85+	133
Holdfast Bay	0-4	1412
Holdfast Bay	5-14	3521
Holdfast Bay	15-19	1954
Holdfast Bay	20-24	1933
Holdfast Bay	25-34	3979
Holdfast Bay	35-44	4400
Holdfast Bay	45-54	4769
Holdfast Bay	55-64	5466
Holdfast Bay	65-74	5444
Holdfast Bay	75-84	3105
Holdfast Bay	85+	1548
Kangaroo Island	0-4	255
Kangaroo Island	5-14	526
Kangaroo Island	15-19	191
Kangaroo Island	20-24	169
Kangaroo Island	25-34	480
Kangaroo Island	35-44	488
Kangaroo Island	45-54	603
Kangaroo Island	55-64	851
Kangaroo Island	65-74	804
Kangaroo Island	75-84	403
Kangaroo Island	85+	119
Karoonda East Murray	0-4	42
Karoonda East Murray	5-14	115
Karoonda East Murray	15-19	50
Karoonda East Murray	20-24	43
Karoonda East Murray	25-34	95
Karoonda East Murray	35-44	90
Karoonda East Murray	45-54	134
Karoonda East Murray	55-64	177
Karoonda East Murray	65-74	151
Karoonda East Murray	75-84	75
Karoonda East Murray	85+	41
Kimba	0-4	46
Kimba	5-14	173
Kimba	15-19	37
Kimba	20-24	43
Kimba	25-34	111
Kimba	35-44	135
Kimba	45-54	113
Kimba	55-64	152
Kimba	65-74	116
Kimba	75-84	82
Kimba	85+	39
Kingston (SA)	0-4	102
Kingston (SA)	5-14	221
Kingston (SA)	15-19	99
Kingston (SA)	20-24	100
Kingston (SA)	25-34	202
Kingston (SA)	35-44	225
Kingston (SA)	45-54	251
Kingston (SA)	55-64	369
Kingston (SA)	65-74	444
Kingston (SA)	75-84	236
Kingston (SA)	85+	86
Light	0-4	834
Light	5-14	2344
Light	15-19	1149
Light	20-24	924
Light	25-34	1584
Light	35-44	1907
Light	45-54	2297
Light	55-64	2292
Light	65-74	1550
Light	75-84	697
Light	85+	211
Lower Eyre Peninsula	0-4	337
Lower Eyre Peninsula	5-14	844
Lower Eyre Peninsula	15-19	321
Lower Eyre Peninsula	20-24	167
Lower Eyre Peninsula	25-34	542
Lower Eyre Peninsula	35-44	772
Lower Eyre Peninsula	45-54	872
Lower Eyre Peninsula	55-64	913
Lower Eyre Peninsula	65-74	735
Lower Eyre Peninsula	75-84	315
Lower Eyre Peninsula	85+	83
Loxton Waikerie	0-4	611
Loxton Waikerie	5-14	1403
Loxton Waikerie	15-19	622
Loxton Waikerie	20-24	477
Loxton Waikerie	25-34	1177
Loxton Waikerie	35-44	1157
Loxton Waikerie	45-54	1481
Loxton Waikerie	55-64	1625
Loxton Waikerie	65-74	1739
Loxton Waikerie	75-84	992
Loxton Waikerie	85+	392
Maralinga Tjarutja	0-4	3
Maralinga Tjarutja	5-14	16
Maralinga Tjarutja	15-19	9
Maralinga Tjarutja	20-24	5
Maralinga Tjarutja	25-34	12
Maralinga Tjarutja	35-44	14
Maralinga Tjarutja	45-54	20
Maralinga Tjarutja	55-64	11
Maralinga Tjarutja	65-74	7
Maralinga Tjarutja	75-84	4
Marion	0-4	5089
Marion	5-14	10185
Marion	15-19	4839
Marion	20-24	6340
Marion	25-34	14278
Marion	35-44	13378
Marion	45-54	11337
Marion	55-64	11310
Marion	65-74	9935
Marion	75-84	5294
Marion	85+	2729
Mid Murray	0-4	340
Mid Murray	5-14	839
Mid Murray	15-19	403
Mid Murray	20-24	305
Mid Murray	25-34	734
Mid Murray	35-44	825
Mid Murray	45-54	1228
Mid Murray	55-64	1736
Mid Murray	65-74	1748
Mid Murray	75-84	799
Mid Murray	85+	214
Mitcham	0-4	3277
Mitcham	5-14	8370
Mitcham	15-19	4299
Mitcham	20-24	4086
Mitcham	25-34	7125
Mitcham	35-44	8664
Mitcham	45-54	9313
Mitcham	55-64	8335
Mitcham	65-74	7283
Mitcham	75-84	4648
Mitcham	85+	2220
Mount Barker	0-4	2494
Mount Barker	5-14	5158
Mount Barker	15-19	2339
Mount Barker	20-24	2277
Mount Barker	25-34	4916
Mount Barker	35-44	5055
Mount Barker	45-54	5297
Mount Barker	55-64	4737
Mount Barker	65-74	4156
Mount Barker	75-84	2042
Mount Barker	85+	740
Mount Gambier	0-4	1506
Mount Gambier	5-14	3390
Mount Gambier	15-19	1666
Mount Gambier	20-24	1483
Mount Gambier	25-34	3399
Mount Gambier	35-44	3035
Mount Gambier	45-54	3287
Mount Gambier	55-64	3384
Mount Gambier	65-74	3058
Mount Gambier	75-84	1874
Mount Gambier	85+	802
Mount Remarkable	0-4	116
Mount Remarkable	5-14	277
Mount Remarkable	15-19	138
Mount Remarkable	20-24	75
Mount Remarkable	25-34	202
Mount Remarkable	35-44	235
Mount Remarkable	45-54	347
Mount Remarkable	55-64	615
Mount Remarkable	65-74	511
Mount Remarkable	75-84	271
Mount Remarkable	85+	83
Murray Bridge	0-4	1146
Murray Bridge	5-14	2515
Murray Bridge	15-19	1212
Murray Bridge	20-24	1217
Murray Bridge	25-34	2642
Murray Bridge	35-44	2388
Murray Bridge	45-54	2707
Murray Bridge	55-64	2969
Murray Bridge	65-74	2566
Murray Bridge	75-84	1664
Murray Bridge	85+	615
Naracoorte Lucindale	0-4	500
Naracoorte Lucindale	5-14	1129
Naracoorte Lucindale	15-19	441
Naracoorte Lucindale	20-24	434
Naracoorte Lucindale	25-34	1041
Naracoorte Lucindale	35-44	1142
Naracoorte Lucindale	45-54	1070
Naracoorte Lucindale	55-64	1139
Naracoorte Lucindale	65-74	978
Naracoorte Lucindale	75-84	587
Naracoorte Lucindale	85+	220
Northern Areas	0-4	249
Northern Areas	5-14	570
Northern Areas	15-19	204
Northern Areas	20-24	194
Northern Areas	25-34	389
Northern Areas	35-44	473
Northern Areas	45-54	534
Northern Areas	55-64	747
Northern Areas	65-74	681
Northern Areas	75-84	379
Northern Areas	85+	130
Norwood Payneham and St Peters	0-4	1602
Norwood Payneham and St Peters	5-14	3745
Norwood Payneham and St Peters	15-19	2007
Norwood Payneham and St Peters	20-24	2480
Norwood Payneham and St Peters	25-34	5758
Norwood Payneham and St Peters	35-44	4924
Norwood Payneham and St Peters	45-54	4568
Norwood Payneham and St Peters	55-64	4528
Norwood Payneham and St Peters	65-74	3885
Norwood Payneham and St Peters	75-84	2611
Norwood Payneham and St Peters	85+	1377
Onkaparinga	0-4	9400
Onkaparinga	5-14	21651
Onkaparinga	15-19	10218
Onkaparinga	20-24	9881
Onkaparinga	25-34	21451
Onkaparinga	35-44	22544
Onkaparinga	45-54	22741
Onkaparinga	55-64	22395
Onkaparinga	65-74	20330
Onkaparinga	75-84	10711
Onkaparinga	85+	3887
Orroroo Carrieton	0-4	55
Orroroo Carrieton	5-14	90
Orroroo Carrieton	15-19	47
Orroroo Carrieton	20-24	21
Orroroo Carrieton	25-34	78
Orroroo Carrieton	35-44	77
Orroroo Carrieton	45-54	94
Orroroo Carrieton	55-64	155
Orroroo Carrieton	65-74	149
Orroroo Carrieton	75-84	68
Orroroo Carrieton	85+	49
Peterborough	0-4	57
Peterborough	5-14	150
Peterborough	15-19	71
Peterborough	20-24	60
Peterborough	25-34	122
Peterborough	35-44	156
Peterborough	45-54	209
Peterborough	55-64	312
Peterborough	65-74	300
Peterborough	75-84	157
Peterborough	85+	49
Playford	0-4	7480
Playford	5-14	15202
Playford	15-19	6151
Playford	20-24	6970
Playford	25-34	15770
Playford	35-44	12715
Playford	45-54	11319
Playford	55-64	10878
Playford	65-74	7214
Playford	75-84	3912
Playford	85+	1574
Port Adelaide Enfield	0-4	8015
Port Adelaide Enfield	5-14	14285
Port Adelaide Enfield	15-19	6526
Port Adelaide Enfield	20-24	8939
Port Adelaide Enfield	25-34	22399
Port Adelaide Enfield	35-44	19793
Port Adelaide Enfield	45-54	16214
Port Adelaide Enfield	55-64	15389
Port Adelaide Enfield	65-74	11653
Port Adelaide Enfield	75-84	6188
Port Adelaide Enfield	85+	2988
Port Augusta	0-4	797
Port Augusta	5-14	1746
Port Augusta	15-19	773
Port Augusta	20-24	762
Port Augusta	25-34	2096
Port Augusta	35-44	1653
Port Augusta	45-54	1682
Port Augusta	55-64	1870
Port Augusta	65-74	1406
Port Augusta	75-84	799
Port Augusta	85+	250
Port Lincoln	0-4	826
Port Lincoln	5-14	1772
Port Lincoln	15-19	841
Port Lincoln	20-24	798
Port Lincoln	25-34	1806
Port Lincoln	35-44	1626
Port Lincoln	45-54	1783
Port Lincoln	55-64	1907
Port Lincoln	65-74	1656
Port Lincoln	75-84	959
Port Lincoln	85+	432
Port Pirie	0-4	921
Port Pirie	5-14	2128
Port Pirie	15-19	1017
Port Pirie	20-24	1002
Port Pirie	25-34	1904
Port Pirie	35-44	1743
Port Pirie	45-54	2198
Port Pirie	55-64	2380
Port Pirie	65-74	2093
Port Pirie	75-84	1371
Port Pirie	85+	521
Prospect	0-4	1155
Prospect	5-14	2701
Prospect	15-19	1143
Prospect	20-24	1614
Prospect	25-34	3572
Prospect	35-44	3265
Prospect	45-54	2763
Prospect	55-64	2748
Prospect	65-74	1953
Prospect	75-84	883
Prospect	85+	474
Renmark Paringa	0-4	517
Renmark Paringa	5-14	1075
Renmark Paringa	15-19	552
Renmark Paringa	20-24	536
Renmark Paringa	25-34	1226
Renmark Paringa	35-44	1063
Renmark Paringa	45-54	1232
Renmark Paringa	55-64	1343
Renmark Paringa	65-74	1287
Renmark Paringa	75-84	682
Renmark Paringa	85+	275
Robe	0-4	66
Robe	5-14	149
Robe	15-19	62
Robe	20-24	58
Robe	25-34	142
Robe	35-44	145
Robe	45-54	192
Robe	55-64	291
Robe	65-74	270
Robe	75-84	141
Robe	85+	30
Roxby Downs	0-4	365
Roxby Downs	5-14	657
Roxby Downs	15-19	195
Roxby Downs	20-24	242
Roxby Downs	25-34	856
Roxby Downs	35-44	746
Roxby Downs	45-54	510
Roxby Downs	55-64	346
Roxby Downs	65-74	53
Roxby Downs	75-84	14
Roxby Downs	85+	3
Salisbury	0-4	9166
Salisbury	5-14	19202
Salisbury	15-19	8820
Salisbury	20-24	10107
Salisbury	25-34	21328
Salisbury	35-44	20462
Salisbury	45-54	17641
Salisbury	55-64	16489
Salisbury	65-74	12831
Salisbury	75-84	7146
Salisbury	85+	2607
Southern Mallee	0-4	92
Southern Mallee	5-14	240
Southern Mallee	15-19	116
Southern Mallee	20-24	73
Southern Mallee	25-34	236
Southern Mallee	35-44	234
Southern Mallee	45-54	241
Southern Mallee	55-64	288
Southern Mallee	65-74	254
Southern Mallee	75-84	146
Southern Mallee	85+	69
Streaky Bay	0-4	126
Streaky Bay	5-14	291
Streaky Bay	15-19	82
Streaky Bay	20-24	64
Streaky Bay	25-34	224
Streaky Bay	35-44	231
Streaky Bay	45-54	281
Streaky Bay	55-64	334
Streaky Bay	65-74	354
Streaky Bay	75-84	134
Streaky Bay	85+	59
Tatiara	0-4	372
Tatiara	5-14	870
Tatiara	15-19	363
Tatiara	20-24	394
Tatiara	25-34	861
Tatiara	35-44	824
Tatiara	45-54	944
Tatiara	55-64	921
Tatiara	65-74	745
Tatiara	75-84	431
Tatiara	85+	172
Tea Tree Gully	0-4	5265
Tea Tree Gully	5-14	12203
Tea Tree Gully	15-19	5846
Tea Tree Gully	20-24	5898
Tea Tree Gully	25-34	12098
Tea Tree Gully	35-44	13462
Tea Tree Gully	45-54	13156
Tea Tree Gully	55-64	12550
Tea Tree Gully	65-74	11374
Tea Tree Gully	75-84	6842
Tea Tree Gully	85+	2482
Coorong	0-4	245
Coorong	5-14	637
Coorong	15-19	267
Coorong	20-24	242
Coorong	25-34	596
Coorong	35-44	554
Coorong	45-54	640
Coorong	55-64	915
Coorong	65-74	744
Coorong	75-84	486
Coorong	85+	142
Tumby Bay	0-4	163
Tumby Bay	5-14	312
Tumby Bay	15-19	111
Tumby Bay	20-24	73
Tumby Bay	25-34	236
Tumby Bay	35-44	277
Tumby Bay	45-54	324
Tumby Bay	55-64	449
Tumby Bay	65-74	461
Tumby Bay	75-84	289
Tumby Bay	85+	117
Unley	0-4	1681
Unley	5-14	4315
Unley	15-19	2090
Unley	20-24	2386
Unley	25-34	4792
Unley	35-44	5040
Unley	45-54	5084
Unley	55-64	4688
Unley	65-74	4401
Unley	75-84	2599
Unley	85+	1572
Victor Harbor	0-4	525
Victor Harbor	5-14	1469
Victor Harbor	15-19	653
Victor Harbor	20-24	478
Victor Harbor	25-34	998
Victor Harbor	35-44	1290
Victor Harbor	45-54	1572
Victor Harbor	55-64	2337
Victor Harbor	65-74	3537
Victor Harbor	75-84	2363
Victor Harbor	85+	909
Wakefield	0-4	375
Wakefield	5-14	908
Wakefield	15-19	410
Wakefield	20-24	308
Wakefield	25-34	666
Wakefield	35-44	714
Wakefield	45-54	869
Wakefield	55-64	1014
Wakefield	65-74	874
Wakefield	75-84	453
Wakefield	85+	184
Walkerville	0-4	325
Walkerville	5-14	865
Walkerville	15-19	491
Walkerville	20-24	493
Walkerville	25-34	886
Walkerville	35-44	946
Walkerville	45-54	1056
Walkerville	55-64	993
Walkerville	65-74	980
Walkerville	75-84	647
Walkerville	85+	339
Wattle Range	0-4	527
Wattle Range	5-14	1392
Wattle Range	15-19	733
Wattle Range	20-24	475
Wattle Range	25-34	1032
Wattle Range	35-44	1242
Wattle Range	45-54	1625
Wattle Range	55-64	1901
Wattle Range	65-74	1778
Wattle Range	75-84	874
Wattle Range	85+	305
West Torrens	0-4	3027
West Torrens	5-14	5924
West Torrens	15-19	2923
West Torrens	20-24	4808
West Torrens	25-34	11172
West Torrens	35-44	8656
West Torrens	45-54	7332
West Torrens	55-64	6793
West Torrens	65-74	5118
West Torrens	75-84	3626
West Torrens	85+	2317
Whyalla	0-4	1149
Whyalla	5-14	2645
Whyalla	15-19	1221
Whyalla	20-24	1221
Whyalla	25-34	2714
Whyalla	35-44	2359
Whyalla	45-54	2943
Whyalla	55-64	2981
Whyalla	65-74	2132
Whyalla	75-84	1433
Whyalla	85+	451
Wudinna	0-4	60
Wudinna	5-14	181
Wudinna	15-19	59
Wudinna	20-24	40
Wudinna	25-34	116
Wudinna	35-44	128
Wudinna	45-54	146
Wudinna	55-64	170
Wudinna	65-74	124
Wudinna	75-84	61
Wudinna	85+	48
Yankalilla	0-4	234
Yankalilla	5-14	567
Yankalilla	15-19	243
Yankalilla	20-24	181
Yankalilla	25-34	375
Yankalilla	35-44	490
Yankalilla	45-54	693
Yankalilla	55-64	1080
Yankalilla	65-74	1227
Yankalilla	75-84	575
Yankalilla	85+	174
Yorke Peninsula	0-4	476
Yorke Peninsula	5-14	1086
Yorke Peninsula	15-19	400
Yorke Peninsula	20-24	375
Yorke Peninsula	25-34	838
Yorke Peninsula	35-44	947
Yorke Peninsula	45-54	1221
Yorke Peninsula	55-64	2112
Yorke Peninsula	65-74	2412
Yorke Peninsula	75-84	1306
Yorke Peninsula	85+	427
Unincorporated SA	0-4	134
Unincorporated SA	5-14	292
Unincorporated SA	15-19	153
Unincorporated SA	20-24	213
Unincorporated SA	25-34	433
Unincorporated SA	35-44	345
Unincorporated SA	45-54	499
Unincorporated SA	55-64	518
Unincorporated SA	65-74	306
Unincorporated SA	75-84	88
Unincorporated SA	85+	25
No usual address (SA)	0-4	140
No usual address (SA)	5-14	262
No usual address (SA)	15-19	186
No usual address (SA)	20-24	206
No usual address (SA)	25-34	627
No usual address (SA)	35-44	534
No usual address (SA)	45-54	478
No usual address (SA)	55-64	513
No usual address (SA)	65-74	359
No usual address (SA)	75-84	64
No usual address (SA)	85+	11
Migratory - Offshore - Shipping (SA)	35-44	3
Migratory - Offshore - Shipping (SA)	45-54	5
Albany	0-4	1932
Albany	5-14	4864
Albany	15-19	2404
Albany	20-24	1726
Albany	25-34	4150
Albany	35-44	4231
Albany	45-54	4976
Albany	55-64	5440
Albany	65-74	4990
Albany	75-84	2890
Albany	85+	1164
Armadale	0-4	7505
Armadale	5-14	14584
Armadale	15-19	5404
Armadale	20-24	5350
Armadale	25-34	14140
Armadale	35-44	15526
Armadale	45-54	11039
Armadale	55-64	9336
Armadale	65-74	7019
Armadale	75-84	3289
Armadale	85+	1006
Ashburton	0-4	651
Ashburton	5-14	1073
Ashburton	15-19	258
Ashburton	20-24	381
Ashburton	25-34	1511
Ashburton	35-44	1494
Ashburton	45-54	1021
Ashburton	55-64	744
Ashburton	65-74	200
Ashburton	75-84	54
Ashburton	85+	10
Augusta Margaret River	0-4	985
Augusta Margaret River	5-14	2439
Augusta Margaret River	15-19	806
Augusta Margaret River	20-24	467
Augusta Margaret River	25-34	1734
Augusta Margaret River	35-44	2673
Augusta Margaret River	45-54	2511
Augusta Margaret River	55-64	2214
Augusta Margaret River	65-74	1925
Augusta Margaret River	75-84	746
Augusta Margaret River	85+	286
Bassendean	0-4	1002
Bassendean	5-14	1799
Bassendean	15-19	736
Bassendean	20-24	867
Bassendean	25-34	2231
Bassendean	35-44	2389
Bassendean	45-54	2165
Bassendean	55-64	1971
Bassendean	65-74	1574
Bassendean	75-84	839
Bassendean	85+	360
Bayswater	0-4	4052
Bayswater	5-14	6976
Bayswater	15-19	3159
Bayswater	20-24	4175
Bayswater	25-34	11640
Bayswater	35-44	10678
Bayswater	45-54	8739
Bayswater	55-64	7799
Bayswater	65-74	6607
Bayswater	75-84	3832
Bayswater	85+	1634
Belmont	0-4	2487
Belmont	5-14	4239
Belmont	15-19	1827
Belmont	20-24	3044
Belmont	25-34	8528
Belmont	35-44	6610
Belmont	45-54	5019
Belmont	55-64	4498
Belmont	65-74	3282
Belmont	75-84	1827
Belmont	85+	902
Beverley	0-4	73
Beverley	5-14	132
Beverley	15-19	75
Beverley	20-24	47
Beverley	25-34	124
Beverley	35-44	161
Beverley	45-54	220
Beverley	55-64	292
Beverley	65-74	349
Beverley	75-84	165
Beverley	85+	58
Boddington	0-4	121
Boddington	5-14	256
Boddington	15-19	70
Boddington	20-24	54
Boddington	25-34	183
Boddington	35-44	208
Boddington	45-54	242
Boddington	55-64	266
Boddington	65-74	197
Boddington	75-84	86
Boddington	85+	20
Boyup Brook	0-4	110
Boyup Brook	5-14	250
Boyup Brook	15-19	72
Boyup Brook	20-24	75
Boyup Brook	25-34	129
Boyup Brook	35-44	220
Boyup Brook	45-54	243
Boyup Brook	55-64	295
Boyup Brook	65-74	245
Boyup Brook	75-84	158
Boyup Brook	85+	35
Bridgetown-Greenbushes	0-4	223
Bridgetown-Greenbushes	5-14	646
Bridgetown-Greenbushes	15-19	250
Bridgetown-Greenbushes	20-24	160
Bridgetown-Greenbushes	25-34	381
Bridgetown-Greenbushes	35-44	537
Bridgetown-Greenbushes	45-54	699
Bridgetown-Greenbushes	55-64	896
Bridgetown-Greenbushes	65-74	922
Bridgetown-Greenbushes	75-84	426
Bridgetown-Greenbushes	85+	104
Brookton	0-4	57
Brookton	5-14	103
Brookton	15-19	29
Brookton	20-24	35
Brookton	25-34	67
Brookton	35-44	102
Brookton	45-54	137
Brookton	55-64	134
Brookton	65-74	133
Brookton	75-84	90
Brookton	85+	41
Broome	0-4	1233
Broome	5-14	2762
Broome	15-19	961
Broome	20-24	917
Broome	25-34	2890
Broome	35-44	2707
Broome	45-54	2353
Broome	55-64	1828
Broome	65-74	953
Broome	75-84	289
Broome	85+	75
Broomehill-Tambellup	0-4	63
Broomehill-Tambellup	5-14	168
Broomehill-Tambellup	15-19	55
Broomehill-Tambellup	20-24	44
Broomehill-Tambellup	25-34	114
Broomehill-Tambellup	35-44	125
Broomehill-Tambellup	45-54	129
Broomehill-Tambellup	55-64	179
Broomehill-Tambellup	65-74	104
Broomehill-Tambellup	75-84	52
Broomehill-Tambellup	85+	13
Bruce Rock	0-4	54
Bruce Rock	5-14	127
Bruce Rock	15-19	40
Bruce Rock	20-24	45
Bruce Rock	25-34	88
Bruce Rock	35-44	111
Bruce Rock	45-54	123
Bruce Rock	55-64	143
Bruce Rock	65-74	155
Bruce Rock	75-84	72
Bruce Rock	85+	26
Bunbury	0-4	1693
Bunbury	5-14	3752
Bunbury	15-19	1764
