LGA_NAME16	CountryOfBirth	Sex	persons
Bourke	IND	F	11
Bourke	IND	M	11
Bourke	IRL	F	4
Bourke	MYS	M	4
Bourke	NPL	F	7
Bourke	NPL	M	12
Bourke	NZL	F	6
Bourke	PAK	M	4
Bourke	PHL	F	6
Bourke	USA	F	3
Brewarrina		F	121
Brewarrina		M	116
Brewarrina	AUS	F	539
Brewarrina	AUS	M	536
Brewarrina	GBR	F	4
Brewarrina	IND	F	11
Brewarrina	IND	M	7
Brewarrina	NZL	M	4
Brewarrina	ZAF	F	6
Broken Hill		F	835
Broken Hill		M	813
Broken Hill	AUS	F	7726
Broken Hill	AUS	M	7393
Broken Hill	BGD	F	4
Broken Hill	BIH	F	3
Broken Hill	BIH	M	3
Broken Hill	CAN	F	3
Broken Hill	CAN	M	6
Broken Hill	CHN	F	6
Broken Hill	CHN	M	8
Broken Hill	DEU	F	21
Broken Hill	DEU	M	13
Broken Hill	EGY	M	3
Broken Hill	FJI	F	8
Broken Hill	FJI	M	3
Broken Hill	FRA	F	6
Broken Hill	FRA	M	7
Broken Hill	GBR	F	73
Broken Hill	GBR	M	89
Broken Hill	GRC	F	6
Broken Hill	HRV	M	3
Broken Hill	IDN	F	3
Broken Hill	IDN	M	4
Broken Hill	IND	F	40
Broken Hill	IND	M	33
Broken Hill	IRL	F	4
Broken Hill	IRL	M	3
Broken Hill	IRN	M	5
Broken Hill	ITA	F	18
Broken Hill	ITA	M	5
Broken Hill	JPN	M	4
Broken Hill	LKA	F	4
Broken Hill	LKA	M	4
Broken Hill	MLT	F	13
Broken Hill	MLT	M	6
Broken Hill	MMR	F	5
Broken Hill	MYS	F	8
Broken Hill	MYS	M	5
Broken Hill	NLD	F	10
Broken Hill	NLD	M	4
Broken Hill	NPL	F	3
Broken Hill	NPL	M	4
Broken Hill	NZL	F	29
Broken Hill	NZL	M	41
Broken Hill	PHL	F	128
Broken Hill	PHL	M	69
Broken Hill	PNG	F	8
Broken Hill	PNG	M	7
Broken Hill	THA	F	10
Broken Hill	THA	M	4
Broken Hill	USA	F	20
Broken Hill	USA	M	7
Broken Hill	VNM	F	3
Broken Hill	ZAF	F	9
Broken Hill	ZAF	M	10
Broken Hill	ZWE	F	7
Broken Hill	ZWE	M	3
Burwood		F	1681
Burwood		M	1644
Burwood	AFG	M	3
Burwood	AUS	F	7458
Burwood	AUS	M	7435
Burwood	BGD	F	32
Burwood	BGD	M	40
Burwood	BIH	F	15
Burwood	BIH	M	16
Burwood	BRA	F	45
Burwood	BRA	M	32
Burwood	CAN	F	16
Burwood	CAN	M	33
Burwood	CHL	F	24
Burwood	CHL	M	33
Burwood	CHN	F	4115
Burwood	CHN	M	3172
Burwood	DEU	F	37
Burwood	DEU	M	41
Burwood	EGY	F	48
Burwood	EGY	M	56
Burwood	FJI	F	67
Burwood	FJI	M	56
Burwood	FRA	F	25
Burwood	FRA	M	30
Burwood	GBR	F	169
Burwood	GBR	M	267
Burwood	GRC	F	187
Burwood	GRC	M	158
Burwood	HKG	F	455
Burwood	HKG	M	372
Burwood	HRV	F	82
Burwood	HRV	M	75
Burwood	IDN	F	209
Burwood	IDN	M	208
Burwood	IND	F	578
Burwood	IND	M	675
Burwood	IRL	F	44
Burwood	IRL	M	83
Burwood	IRN	F	21
Burwood	IRN	M	34
Burwood	IRQ	F	12
Burwood	IRQ	M	18
Burwood	ITA	F	478
Burwood	ITA	M	417
Burwood	JPN	F	86
Burwood	JPN	M	38
Burwood	KHM	F	45
Burwood	KHM	M	45
Burwood	KOR	F	558
Burwood	KOR	M	429
Burwood	LBN	F	308
Burwood	LBN	M	295
Burwood	LKA	F	111
Burwood	LKA	M	110
Burwood	MKD	F	8
Burwood	MKD	M	6
Burwood	MLT	F	27
Burwood	MLT	M	9
Burwood	MMR	F	59
Burwood	MMR	M	40
Burwood	MUS	F	13
Burwood	MUS	M	9
Burwood	MYS	F	326
Burwood	MYS	M	445
Burwood	NLD	F	5
Burwood	NLD	M	16
Burwood	NPL	F	1242
Burwood	NPL	M	1817
Burwood	NZL	F	164
Burwood	NZL	M	196
Burwood	PAK	F	23
Burwood	PAK	M	53
Burwood	PHL	F	377
Burwood	PHL	M	222
Burwood	PNG	F	30
Burwood	PNG	M	16
Burwood	POL	F	42
Burwood	POL	M	35
Burwood	SGP	F	82
Burwood	SGP	M	58
Burwood	THA	F	237
Burwood	THA	M	109
Burwood	TUR	F	46
Burwood	TUR	M	40
Burwood	TWN	F	228
Burwood	TWN	M	235
Burwood	USA	F	61
Burwood	USA	M	44
Burwood	VNM	F	640
Burwood	VNM	M	437
Burwood	WSM	F	9
Burwood	WSM	M	4
Burwood	ZAF	F	37
Burwood	ZAF	M	33
Burwood	ZWE	F	3
Burwood	ZWE	M	3
Byron		F	2636
Byron		M	2446
Byron	AFG	M	3
Byron	AUS	F	12670
Byron	AUS	M	11776
Byron	BRA	F	152
Byron	BRA	M	137
Byron	CAN	F	153
Byron	CAN	M	83
Byron	CHL	F	47
Byron	CHL	M	41
Byron	CHN	F	30
Byron	CHN	M	7
Byron	DEU	F	268
Byron	DEU	M	203
Byron	EGY	F	10
Byron	EGY	M	8
Byron	FJI	F	7
Byron	FJI	M	16
Byron	FRA	F	137
Byron	FRA	M	140
Byron	GBR	F	1043
Byron	GBR	M	1041
Byron	GRC	F	7
Byron	GRC	M	10
Byron	HKG	F	16
Byron	HKG	M	9
Byron	HRV	F	6
Byron	HRV	M	13
Byron	IDN	F	34
Byron	IDN	M	22
Byron	IND	F	38
Byron	IND	M	57
Byron	IRL	F	47
Byron	IRL	M	67
Byron	IRN	F	6
Byron	IRN	M	6
Byron	ITA	F	93
Byron	ITA	M	149
Byron	JPN	F	135
Byron	JPN	M	59
Byron	KHM	F	6
Byron	KHM	M	4
Byron	KOR	F	12
Byron	KOR	M	9
Byron	LBN	F	4
Byron	LBN	M	8
Byron	LKA	F	11
Byron	LKA	M	15
Byron	MKD	M	3
Byron	MLT	F	11
Byron	MUS	F	3
Byron	MUS	M	5
Byron	MYS	F	29
Byron	MYS	M	12
Byron	NLD	F	112
Byron	NLD	M	63
Byron	NPL	F	10
Byron	NPL	M	9
Byron	NZL	F	440
Byron	NZL	M	415
Byron	PAK	M	5
Byron	PHL	F	73
Byron	PHL	M	26
Byron	PNG	F	26
Byron	PNG	M	20
Byron	POL	F	20
Byron	POL	M	15
Byron	SGP	F	20
Byron	SGP	M	14
Byron	THA	F	73
Byron	THA	M	21
Byron	TUR	F	4
Byron	TUR	M	6
Byron	TWN	F	11
Byron	TWN	M	10
Byron	USA	F	263
Byron	USA	M	214
Byron	VNM	F	20
Byron	VNM	M	11
Byron	WSM	F	4
Byron	ZAF	F	118
Byron	ZAF	M	111
Byron	ZWE	F	14
Byron	ZWE	M	19
Cabonne		F	606
Cabonne		M	622
Cabonne	AUS	F	5918
Cabonne	AUS	M	5861
Cabonne	CAN	F	7
Cabonne	CAN	M	7
Cabonne	CHN	F	11
Cabonne	CHN	M	3
Cabonne	DEU	F	22
Cabonne	DEU	M	11
Cabonne	FRA	F	4
Cabonne	FRA	M	6
Cabonne	GBR	F	129
Cabonne	GBR	M	136
Cabonne	HKG	M	5
Cabonne	IDN	F	4
Cabonne	IND	F	22
Cabonne	IND	M	19
Cabonne	IRL	M	9
Cabonne	IRN	M	3
Cabonne	ITA	F	8
Cabonne	ITA	M	10
Cabonne	JPN	F	5
Cabonne	KHM	F	3
Cabonne	KOR	F	3
Cabonne	LBN	M	3
Cabonne	MYS	F	9
Cabonne	MYS	M	4
Cabonne	NLD	F	5
Cabonne	NLD	M	11
Cabonne	NPL	F	4
Cabonne	NPL	M	3
Cabonne	NZL	F	61
Cabonne	NZL	M	66
Cabonne	PAK	M	4
Cabonne	PHL	F	17
Cabonne	PHL	M	11
Cabonne	PNG	M	3
Cabonne	POL	F	5
Cabonne	SGP	F	3
Cabonne	SGP	M	3
Cabonne	THA	F	11
Cabonne	TWN	F	3
Cabonne	USA	F	15
Cabonne	USA	M	17
Cabonne	VNM	F	3
Cabonne	ZAF	F	19
Cabonne	ZAF	M	23
Cabonne	ZWE	F	3
Cabonne	ZWE	M	4
Camden		F	3627
Camden		M	3398
Camden	AFG	F	82
Camden	AFG	M	89
Camden	AUS	F	44947
Camden	AUS	M	43513
Camden	BGD	F	290
Camden	BGD	M	308
Camden	BIH	F	123
Camden	BIH	M	115
Camden	BRA	F	44
Camden	BRA	M	30
Camden	CAN	F	74
Camden	CAN	M	42
Camden	CHL	F	221
Camden	CHL	M	227
Camden	CHN	F	501
Camden	CHN	M	378
Camden	DEU	F	170
Camden	DEU	M	131
Camden	EGY	F	179
Camden	EGY	M	201
Camden	FJI	F	641
Camden	FJI	M	555
Camden	FRA	F	24
Camden	FRA	M	25
Camden	GBR	F	1620
Camden	GBR	M	1652
Camden	GRC	F	78
Camden	GRC	M	79
Camden	HKG	F	71
Camden	HKG	M	52
Camden	HRV	F	171
Camden	HRV	M	151
Camden	IDN	F	148
Camden	IDN	M	92
Camden	IND	F	1362
Camden	IND	M	1498
Camden	IRL	F	192
Camden	IRL	M	205
Camden	IRN	F	94
Camden	IRN	M	112
Camden	IRQ	F	655
Camden	IRQ	M	631
Camden	ITA	F	338
Camden	ITA	M	417
Camden	JPN	F	36
Camden	JPN	M	4
Camden	KHM	F	81
Camden	KHM	M	65
Camden	KOR	F	59
Camden	KOR	M	29
Camden	LBN	F	189
Camden	LBN	M	251
Camden	LKA	F	151
Camden	LKA	M	146
Camden	MKD	F	93
Camden	MKD	M	80
Camden	MLT	F	197
Camden	MLT	M	172
Camden	MMR	F	16
Camden	MMR	M	18
Camden	MUS	F	107
Camden	MUS	M	105
Camden	MYS	F	110
Camden	MYS	M	104
Camden	NLD	F	79
Camden	NLD	M	70
Camden	NPL	F	394
Camden	NPL	M	408
Camden	NZL	F	846
Camden	NZL	M	923
Camden	PAK	F	337
Camden	PAK	M	346
Camden	PHL	F	860
Camden	PHL	M	645
Camden	PNG	F	33
Camden	PNG	M	17
Camden	POL	F	111
Camden	POL	M	89
Camden	SGP	F	54
Camden	SGP	M	38
Camden	THA	F	217
Camden	THA	M	95
Camden	TUR	F	57
Camden	TUR	M	68
Camden	TWN	F	61
Camden	TWN	M	28
Camden	USA	F	108
Camden	USA	M	153
Camden	VNM	F	272
Camden	VNM	M	173
Camden	WSM	F	158
Camden	WSM	M	182
Camden	ZAF	F	307
Camden	ZAF	M	308
Camden	ZWE	F	179
Camden	ZWE	M	156
Campbelltown (NSW)		F	8639
Campbelltown (NSW)		M	8217
Campbelltown (NSW)	AFG	F	159
Campbelltown (NSW)	AFG	M	162
Campbelltown (NSW)	AUS	F	53001
Campbelltown (NSW)	AUS	M	52088
Campbelltown (NSW)	BGD	F	2734
Campbelltown (NSW)	BGD	M	2768
Campbelltown (NSW)	BIH	F	115
Campbelltown (NSW)	BIH	M	122
Campbelltown (NSW)	BRA	F	48
Campbelltown (NSW)	BRA	M	32
Campbelltown (NSW)	CAN	F	61
Campbelltown (NSW)	CAN	M	67
Campbelltown (NSW)	CHL	F	411
Campbelltown (NSW)	CHL	M	405
Campbelltown (NSW)	CHN	F	1129
Campbelltown (NSW)	CHN	M	892
Campbelltown (NSW)	DEU	F	229
Campbelltown (NSW)	DEU	M	204
Campbelltown (NSW)	EGY	F	423
Campbelltown (NSW)	EGY	M	463
Campbelltown (NSW)	FJI	F	1609
Campbelltown (NSW)	FJI	M	1357
Campbelltown (NSW)	FRA	F	36
Campbelltown (NSW)	FRA	M	48
Campbelltown (NSW)	GBR	F	2134
Campbelltown (NSW)	GBR	M	2122
Campbelltown (NSW)	GRC	F	158
Campbelltown (NSW)	GRC	M	185
Campbelltown (NSW)	HKG	F	170
Campbelltown (NSW)	HKG	M	158
Campbelltown (NSW)	HRV	F	214
Campbelltown (NSW)	HRV	M	196
Campbelltown (NSW)	IDN	F	492
Campbelltown (NSW)	IDN	M	361
Campbelltown (NSW)	IND	F	3330
Campbelltown (NSW)	IND	M	3506
Campbelltown (NSW)	IRL	F	118
Campbelltown (NSW)	IRL	M	163
Campbelltown (NSW)	IRN	F	130
Campbelltown (NSW)	IRN	M	162
Campbelltown (NSW)	IRQ	F	672
Campbelltown (NSW)	IRQ	M	705
Campbelltown (NSW)	ITA	F	226
Campbelltown (NSW)	ITA	M	271
Campbelltown (NSW)	JPN	F	76
Campbelltown (NSW)	JPN	M	34
Campbelltown (NSW)	KHM	F	269
Campbelltown (NSW)	KHM	M	204
Campbelltown (NSW)	KOR	F	107
Campbelltown (NSW)	KOR	M	87
Campbelltown (NSW)	LBN	F	664
Campbelltown (NSW)	LBN	M	771
Campbelltown (NSW)	LKA	F	349
Campbelltown (NSW)	LKA	M	329
Campbelltown (NSW)	MKD	F	130
Campbelltown (NSW)	MKD	M	117
Campbelltown (NSW)	MLT	F	111
Campbelltown (NSW)	MLT	M	114
Campbelltown (NSW)	MMR	F	65
Campbelltown (NSW)	MMR	M	66
Campbelltown (NSW)	MUS	F	231
Campbelltown (NSW)	MUS	M	194
Campbelltown (NSW)	MYS	F	263
Campbelltown (NSW)	MYS	M	212
Campbelltown (NSW)	NLD	F	86
Campbelltown (NSW)	NLD	M	111
Campbelltown (NSW)	NPL	F	1795
Campbelltown (NSW)	NPL	M	1868
Campbelltown (NSW)	NZL	F	2228
Campbelltown (NSW)	NZL	M	2068
Campbelltown (NSW)	PAK	F	781
Campbelltown (NSW)	PAK	M	962
Campbelltown (NSW)	PHL	F	2965
Campbelltown (NSW)	PHL	M	2040
Campbelltown (NSW)	PNG	F	58
Campbelltown (NSW)	PNG	M	40
Campbelltown (NSW)	POL	F	256
Campbelltown (NSW)	POL	M	216
Campbelltown (NSW)	SGP	F	86
Campbelltown (NSW)	SGP	M	77
Campbelltown (NSW)	THA	F	565
Campbelltown (NSW)	THA	M	261
Campbelltown (NSW)	TUR	F	70
Campbelltown (NSW)	TUR	M	86
Campbelltown (NSW)	TWN	F	65
Campbelltown (NSW)	TWN	M	36
Campbelltown (NSW)	USA	F	169
Campbelltown (NSW)	USA	M	164
Campbelltown (NSW)	VNM	F	714
Campbelltown (NSW)	VNM	M	504
Campbelltown (NSW)	WSM	F	940
Campbelltown (NSW)	WSM	M	916
Campbelltown (NSW)	ZAF	F	456
Campbelltown (NSW)	ZAF	M	420
Campbelltown (NSW)	ZWE	F	118
Campbelltown (NSW)	ZWE	M	92
Canada Bay		F	3484
Canada Bay		M	3251
Canada Bay	AFG	F	20
Canada Bay	AFG	M	15
Canada Bay	AUS	F	25439
Canada Bay	AUS	M	24499
Canada Bay	BGD	F	51
Canada Bay	BGD	M	55
Canada Bay	BIH	F	34
Canada Bay	BIH	M	36
Canada Bay	BRA	F	177
Canada Bay	BRA	M	136
Canada Bay	CAN	F	80
Canada Bay	CAN	M	83
Canada Bay	CHL	F	88
Canada Bay	CHL	M	86
Canada Bay	CHN	F	4090
Canada Bay	CHN	M	2903
Canada Bay	DEU	F	142
Canada Bay	DEU	M	125
Canada Bay	EGY	F	210
Canada Bay	EGY	M	177
Canada Bay	FJI	F	121
Canada Bay	FJI	M	92
Canada Bay	FRA	F	73
Canada Bay	FRA	M	77
Canada Bay	GBR	F	1157
Canada Bay	GBR	M	1288
Canada Bay	GRC	F	328
Canada Bay	GRC	M	307
Canada Bay	HKG	F	705
Canada Bay	HKG	M	604
Canada Bay	HRV	F	94
Canada Bay	HRV	M	78
Canada Bay	IDN	F	297
Canada Bay	IDN	M	199
Canada Bay	IND	F	1002
Canada Bay	IND	M	1107
Canada Bay	IRL	F	250
Canada Bay	IRL	M	329
Canada Bay	IRN	F	218
Canada Bay	IRN	M	246
Canada Bay	IRQ	F	41
Canada Bay	IRQ	M	33
Canada Bay	ITA	F	1775
Canada Bay	ITA	M	1661
Canada Bay	JPN	F	158
Canada Bay	JPN	M	67
Canada Bay	KHM	F	43
Canada Bay	KHM	M	35
Canada Bay	KOR	F	1357
Canada Bay	KOR	M	1175
Canada Bay	LBN	F	263
Canada Bay	LBN	M	283
Canada Bay	LKA	F	215
Canada Bay	LKA	M	197
Canada Bay	MKD	F	36
Canada Bay	MKD	M	31
Canada Bay	MLT	F	67
Canada Bay	MLT	M	56
Canada Bay	MMR	F	37
Canada Bay	MMR	M	37
Canada Bay	MUS	F	51
Canada Bay	MUS	M	34
Canada Bay	MYS	F	431
Canada Bay	MYS	M	372
Canada Bay	NLD	F	53
Canada Bay	NLD	M	58
Canada Bay	NPL	F	444
Canada Bay	NPL	M	663
Canada Bay	NZL	F	564
Canada Bay	NZL	M	581
Canada Bay	PAK	F	91
Canada Bay	PAK	M	125
Canada Bay	PHL	F	607
Canada Bay	PHL	M	390
Canada Bay	PNG	F	28
Canada Bay	PNG	M	26
Canada Bay	POL	F	109
Canada Bay	POL	M	78
Canada Bay	SGP	F	169
Canada Bay	SGP	M	109
Canada Bay	THA	F	281
Canada Bay	THA	M	100
Canada Bay	TUR	F	164
Canada Bay	TUR	M	173
Canada Bay	TWN	F	183
Canada Bay	TWN	M	133
Canada Bay	USA	F	219
Canada Bay	USA	M	206
Canada Bay	VNM	F	464
Canada Bay	VNM	M	358
Canada Bay	WSM	F	12
Canada Bay	WSM	M	4
Canada Bay	ZAF	F	265
Canada Bay	ZAF	M	245
Canada Bay	ZWE	F	29
Canada Bay	ZWE	M	23
Canterbury-Bankstown		F	21027
Canterbury-Bankstown		M	21667
Canterbury-Bankstown	AFG	F	304
Canterbury-Bankstown	AFG	M	418
Canterbury-Bankstown	AUS	F	90841
Canterbury-Bankstown	AUS	M	91696
Canterbury-Bankstown	BGD	F	3252
Canterbury-Bankstown	BGD	M	4080
Canterbury-Bankstown	BIH	F	203
Canterbury-Bankstown	BIH	M	174
Canterbury-Bankstown	BRA	F	425
Canterbury-Bankstown	BRA	M	435
Canterbury-Bankstown	CAN	F	135
Canterbury-Bankstown	CAN	M	97
Canterbury-Bankstown	CHL	F	280
Canterbury-Bankstown	CHL	M	277
Canterbury-Bankstown	CHN	F	10305
Canterbury-Bankstown	CHN	M	9204
Canterbury-Bankstown	DEU	F	357
Canterbury-Bankstown	DEU	M	302
Canterbury-Bankstown	EGY	F	1375
Canterbury-Bankstown	EGY	M	1560
Canterbury-Bankstown	FJI	F	1236
Canterbury-Bankstown	FJI	M	1043
Canterbury-Bankstown	FRA	F	111
Canterbury-Bankstown	FRA	M	128
Canterbury-Bankstown	GBR	F	1401
Canterbury-Bankstown	GBR	M	1727
Canterbury-Bankstown	GRC	F	3829
Canterbury-Bankstown	GRC	M	3243
Canterbury-Bankstown	HKG	F	1257
Canterbury-Bankstown	HKG	M	1138
Canterbury-Bankstown	HRV	F	306
Canterbury-Bankstown	HRV	M	276
Canterbury-Bankstown	IDN	F	2296
Canterbury-Bankstown	IDN	M	1887
Canterbury-Bankstown	IND	F	2546
Canterbury-Bankstown	IND	M	3959
Canterbury-Bankstown	IRL	F	255
Canterbury-Bankstown	IRL	M	356
Canterbury-Bankstown	IRN	F	248
Canterbury-Bankstown	IRN	M	381
Canterbury-Bankstown	IRQ	F	890
Canterbury-Bankstown	IRQ	M	1012
Canterbury-Bankstown	ITA	F	1731
Canterbury-Bankstown	ITA	M	1689
Canterbury-Bankstown	JPN	F	294
Canterbury-Bankstown	JPN	M	119
Canterbury-Bankstown	KHM	F	286
Canterbury-Bankstown	KHM	M	242
Canterbury-Bankstown	KOR	F	1551
Canterbury-Bankstown	KOR	M	1304
Canterbury-Bankstown	LBN	F	10498
Canterbury-Bankstown	LBN	M	10929
Canterbury-Bankstown	LKA	F	284
Canterbury-Bankstown	LKA	M	314
Canterbury-Bankstown	MKD	F	959
Canterbury-Bankstown	MKD	M	949
Canterbury-Bankstown	MLT	F	250
Canterbury-Bankstown	MLT	M	210
Canterbury-Bankstown	MMR	F	468
Canterbury-Bankstown	MMR	M	953
Canterbury-Bankstown	MUS	F	288
Canterbury-Bankstown	MUS	M	242
Canterbury-Bankstown	MYS	F	1260
Canterbury-Bankstown	MYS	M	1815
Canterbury-Bankstown	NLD	F	88
Canterbury-Bankstown	NLD	M	78
Canterbury-Bankstown	NPL	F	1874
Canterbury-Bankstown	NPL	M	2396
Canterbury-Bankstown	NZL	F	1941
Canterbury-Bankstown	NZL	M	2030
Canterbury-Bankstown	PAK	F	1981
Canterbury-Bankstown	PAK	M	3311
Canterbury-Bankstown	PHL	F	2992
Canterbury-Bankstown	PHL	M	1915
Canterbury-Bankstown	PNG	F	74
Canterbury-Bankstown	PNG	M	70
Canterbury-Bankstown	POL	F	317
Canterbury-Bankstown	POL	M	230
Canterbury-Bankstown	SGP	F	259
Canterbury-Bankstown	SGP	M	216
Canterbury-Bankstown	THA	F	969
Canterbury-Bankstown	THA	M	425
Canterbury-Bankstown	TUR	F	363
Canterbury-Bankstown	TUR	M	432
Canterbury-Bankstown	TWN	F	293
Canterbury-Bankstown	TWN	M	241
Canterbury-Bankstown	USA	F	299
Canterbury-Bankstown	USA	M	319
Canterbury-Bankstown	VNM	F	12122
Canterbury-Bankstown	VNM	M	9842
Canterbury-Bankstown	WSM	F	305
Canterbury-Bankstown	WSM	M	303
Canterbury-Bankstown	ZAF	F	300
Canterbury-Bankstown	ZAF	M	286
Canterbury-Bankstown	ZWE	F	77
Canterbury-Bankstown	ZWE	M	76
Carrathool		F	184
Carrathool		M	240
Carrathool	AUS	F	996
Carrathool	AUS	M	1104
Carrathool	CHN	F	4
Carrathool	EGY	F	5
Carrathool	FJI	F	9
Carrathool	FJI	M	14
Carrathool	FRA	M	3
Carrathool	GBR	F	10
Carrathool	GBR	M	20
Carrathool	IDN	M	3
Carrathool	IND	F	28
Carrathool	IND	M	45
Carrathool	IRL	F	4
Carrathool	IRL	M	4
Carrathool	ITA	F	5
Carrathool	ITA	M	3
Carrathool	JPN	F	4
Carrathool	KOR	F	9
Carrathool	KOR	M	7
Carrathool	MLT	M	3
Carrathool	MYS	F	14
Carrathool	MYS	M	28
Carrathool	NZL	F	10
Carrathool	NZL	M	6
Carrathool	PHL	F	17
Carrathool	PHL	M	13
Carrathool	USA	M	4
Carrathool	ZAF	F	13
Carrathool	ZAF	M	14
Carrathool	ZWE	F	3
Carrathool	ZWE	M	4
Central Coast (NSW)		F	11980
Central Coast (NSW)		M	10916
Central Coast (NSW)	AFG	F	11
Central Coast (NSW)	AFG	M	14
Central Coast (NSW)	AUS	F	140344
Central Coast (NSW)	AUS	M	133374
Central Coast (NSW)	BGD	F	64
Central Coast (NSW)	BGD	M	69
Central Coast (NSW)	BIH	F	32
Central Coast (NSW)	BIH	M	38
Central Coast (NSW)	BRA	F	248
Central Coast (NSW)	BRA	M	160
Central Coast (NSW)	CAN	F	361
Central Coast (NSW)	CAN	M	317
Central Coast (NSW)	CHL	F	206
Central Coast (NSW)	CHL	M	189
Central Coast (NSW)	CHN	F	1184
Central Coast (NSW)	CHN	M	709
Central Coast (NSW)	DEU	F	682
Central Coast (NSW)	DEU	M	538
Central Coast (NSW)	EGY	F	195
Central Coast (NSW)	EGY	M	229
Central Coast (NSW)	FJI	F	246
Central Coast (NSW)	FJI	M	195
Central Coast (NSW)	FRA	F	170
Central Coast (NSW)	FRA	M	175
Central Coast (NSW)	GBR	F	9097
Central Coast (NSW)	GBR	M	8999
Central Coast (NSW)	GRC	F	166
Central Coast (NSW)	GRC	M	179
Central Coast (NSW)	HKG	F	187
Central Coast (NSW)	HKG	M	180
Central Coast (NSW)	HRV	F	145
Central Coast (NSW)	HRV	M	161
Central Coast (NSW)	IDN	F	305
Central Coast (NSW)	IDN	M	229
Central Coast (NSW)	IND	F	1128
Central Coast (NSW)	IND	M	1237
Central Coast (NSW)	IRL	F	593
Central Coast (NSW)	IRL	M	574
Central Coast (NSW)	IRN	F	106
Central Coast (NSW)	IRN	M	115
Central Coast (NSW)	IRQ	F	25
Central Coast (NSW)	IRQ	M	28
Central Coast (NSW)	ITA	F	375
Central Coast (NSW)	ITA	M	569
Central Coast (NSW)	JPN	F	255
Central Coast (NSW)	JPN	M	99
Central Coast (NSW)	KHM	F	58
Central Coast (NSW)	KHM	M	39
Central Coast (NSW)	KOR	F	458
Central Coast (NSW)	KOR	M	347
Central Coast (NSW)	LBN	F	99
Central Coast (NSW)	LBN	M	137
Central Coast (NSW)	LKA	F	141
Central Coast (NSW)	LKA	M	162
Central Coast (NSW)	MKD	F	16
Central Coast (NSW)	MKD	M	29
Central Coast (NSW)	MLT	F	300
Central Coast (NSW)	MLT	M	366
Central Coast (NSW)	MMR	F	39
Central Coast (NSW)	MMR	M	26
Central Coast (NSW)	MUS	F	100
Central Coast (NSW)	MUS	M	81
Central Coast (NSW)	MYS	F	292
Central Coast (NSW)	MYS	M	227
Central Coast (NSW)	NLD	F	507
Central Coast (NSW)	NLD	M	446
Central Coast (NSW)	NPL	F	253
Central Coast (NSW)	NPL	M	282
Central Coast (NSW)	NZL	F	2917
Central Coast (NSW)	NZL	M	2946
Central Coast (NSW)	PAK	F	88
Central Coast (NSW)	PAK	M	115
Central Coast (NSW)	PHL	F	1750
Central Coast (NSW)	PHL	M	746
Central Coast (NSW)	PNG	F	161
Central Coast (NSW)	PNG	M	136
Central Coast (NSW)	POL	F	246
Central Coast (NSW)	POL	M	188
Central Coast (NSW)	SGP	F	136
Central Coast (NSW)	SGP	M	103
Central Coast (NSW)	THA	F	654
Central Coast (NSW)	THA	M	199
Central Coast (NSW)	TUR	F	59
Central Coast (NSW)	TUR	M	75
Central Coast (NSW)	TWN	F	75
Central Coast (NSW)	TWN	M	42
Central Coast (NSW)	USA	F	645
Central Coast (NSW)	USA	M	614
Central Coast (NSW)	VNM	F	271
Central Coast (NSW)	VNM	M	161
Central Coast (NSW)	WSM	F	27
Central Coast (NSW)	WSM	M	35
Central Coast (NSW)	ZAF	F	1084
Central Coast (NSW)	ZAF	M	1017
Central Coast (NSW)	ZWE	F	164
Central Coast (NSW)	ZWE	M	163
Central Darling		F	175
Central Darling		M	195
Central Darling	AUS	F	643
Central Darling	AUS	M	654
Central Darling	DEU	F	3
Central Darling	DEU	M	5
Central Darling	FJI	M	3
Central Darling	GBR	F	9
Central Darling	GBR	M	4
Central Darling	IND	M	3
Central Darling	MLT	M	3
Central Darling	NLD	F	4
Central Darling	NZL	F	10
Cessnock		F	1737
Cessnock		M	1797
Cessnock	AUS	F	27753
Cessnock	AUS	M	28168
Cessnock	BGD	F	3
Cessnock	BGD	M	7
Cessnock	BRA	F	8
Cessnock	CAN	F	25
Cessnock	CAN	M	23
Cessnock	CHL	F	3
Cessnock	CHL	M	6
Cessnock	CHN	F	40
Cessnock	CHN	M	48
Cessnock	DEU	F	83
Cessnock	DEU	M	72
Cessnock	EGY	F	8
Cessnock	EGY	M	10
Cessnock	FJI	F	22
Cessnock	FJI	M	35
Cessnock	FRA	F	14
Cessnock	FRA	M	18
Cessnock	GBR	F	731
Cessnock	GBR	M	741
Cessnock	GRC	M	10
Cessnock	HKG	F	13
Cessnock	HKG	M	18
Cessnock	HRV	F	4
Cessnock	HRV	M	10
Cessnock	IDN	F	11
Cessnock	IND	F	80
Cessnock	IND	M	91
Cessnock	IRL	F	27
Cessnock	IRL	M	34
Cessnock	IRN	F	3
Cessnock	IRN	M	3
Cessnock	IRQ	M	10
Cessnock	ITA	F	9
Cessnock	ITA	M	31
Cessnock	JPN	F	6
Cessnock	JPN	M	5
Cessnock	KHM	M	7
Cessnock	KOR	F	16
Cessnock	KOR	M	15
Cessnock	LBN	F	5
Cessnock	LBN	M	28
Cessnock	LKA	F	12
Cessnock	LKA	M	16
Cessnock	MKD	M	4
Cessnock	MLT	F	16
Cessnock	MLT	M	18
Cessnock	MMR	M	6
Cessnock	MUS	M	7
Cessnock	MYS	F	28
Cessnock	MYS	M	23
Cessnock	NLD	F	44
Cessnock	NLD	M	48
