LGA_NAME21	AgeStudent	Sex	students
Queanbeyan-Palerang Regional	0-4	M	596
Queanbeyan-Palerang Regional	5-14	F	3635
Queanbeyan-Palerang Regional	5-14	M	4045
Queanbeyan-Palerang Regional	15-19	F	1299
Queanbeyan-Palerang Regional	15-19	M	1382
Queanbeyan-Palerang Regional	20-24	F	618
Queanbeyan-Palerang Regional	20-24	M	565
Queanbeyan-Palerang Regional	25+	F	1756
Queanbeyan-Palerang Regional	25+	M	1209
Randwick	0-4	F	1054
Randwick	0-4	M	1106
Randwick	5-14	F	6476
Randwick	5-14	M	6680
Randwick	15-19	F	2873
Randwick	15-19	M	2958
Randwick	20-24	F	2812
Randwick	20-24	M	2809
Randwick	25+	F	4578
Randwick	25+	M	3501
Richmond Valley	0-4	F	170
Richmond Valley	0-4	M	174
Richmond Valley	5-14	F	1367
Richmond Valley	5-14	M	1337
Richmond Valley	15-19	F	402
Richmond Valley	15-19	M	416
Richmond Valley	20-24	F	142
Richmond Valley	20-24	M	88
Richmond Valley	25+	F	394
Richmond Valley	25+	M	167
Ryde	0-4	F	1092
Ryde	0-4	M	1174
Ryde	5-14	F	6319
Ryde	5-14	M	6819
Ryde	15-19	F	2560
Ryde	15-19	M	2755
Ryde	20-24	F	2499
Ryde	20-24	M	2536
Ryde	25+	F	4643
Ryde	25+	M	3347
Shellharbour	0-4	F	745
Shellharbour	0-4	M	803
Shellharbour	5-14	F	4511
Shellharbour	5-14	M	4885
Shellharbour	15-19	F	1785
Shellharbour	15-19	M	1718
Shellharbour	20-24	F	746
Shellharbour	20-24	M	581
Shellharbour	25+	F	1528
Shellharbour	25+	M	794
Shoalhaven	0-4	F	790
Shoalhaven	0-4	M	927
Shoalhaven	5-14	F	5309
Shoalhaven	5-14	M	5528
Shoalhaven	15-19	F	1804
Shoalhaven	15-19	M	1872
Shoalhaven	20-24	F	615
Shoalhaven	20-24	M	511
Shoalhaven	25+	F	2023
Shoalhaven	25+	M	984
Singleton	0-4	F	227
Singleton	0-4	M	203
Singleton	5-14	F	1617
Singleton	5-14	M	1707
Singleton	15-19	F	528
Singleton	15-19	M	557
Singleton	20-24	F	177
Singleton	20-24	M	155
Singleton	25+	F	480
Singleton	25+	M	228
Snowy Monaro Regional	0-4	F	157
Snowy Monaro Regional	0-4	M	164
Snowy Monaro Regional	5-14	F	1093
Snowy Monaro Regional	5-14	M	1269
Snowy Monaro Regional	15-19	F	395
Snowy Monaro Regional	15-19	M	410
Snowy Monaro Regional	20-24	F	157
Snowy Monaro Regional	20-24	M	117
Snowy Monaro Regional	25+	F	522
Snowy Monaro Regional	25+	M	252
Snowy Valleys	0-4	F	149
Snowy Valleys	0-4	M	111
Snowy Valleys	5-14	F	823
Snowy Valleys	5-14	M	889
Snowy Valleys	15-19	F	300
Snowy Valleys	15-19	M	274
Snowy Valleys	20-24	F	77
Snowy Valleys	20-24	M	54
Snowy Valleys	25+	F	269
Snowy Valleys	25+	M	92
Strathfield	0-4	F	323
Strathfield	0-4	M	339
Strathfield	5-14	F	2043
Strathfield	5-14	M	2071
Strathfield	15-19	F	891
Strathfield	15-19	M	920
Strathfield	20-24	F	1210
Strathfield	20-24	M	1529
Strathfield	25+	F	1642
Strathfield	25+	M	1729
Sutherland Shire	0-4	F	2289
Sutherland Shire	0-4	M	2394
Sutherland Shire	5-14	F	13593
Sutherland Shire	5-14	M	14626
Sutherland Shire	15-19	F	5942
Sutherland Shire	15-19	M	6133
Sutherland Shire	20-24	F	2872
Sutherland Shire	20-24	M	2677
Sutherland Shire	25+	F	4556
Sutherland Shire	25+	M	2852
Sydney	0-4	F	933
Sydney	0-4	M	1005
Sydney	5-14	F	3880
Sydney	5-14	M	3994
Sydney	15-19	F	2391
Sydney	15-19	M	2026
Sydney	20-24	F	6636
Sydney	20-24	M	5783
Sydney	25+	F	12137
Sydney	25+	M	10325
Tamworth Regional	0-4	F	505
Tamworth Regional	0-4	M	598
Tamworth Regional	5-14	F	3905
Tamworth Regional	5-14	M	4177
Tamworth Regional	15-19	F	1252
Tamworth Regional	15-19	M	1419
Tamworth Regional	20-24	F	432
Tamworth Regional	20-24	M	269
Tamworth Regional	25+	F	1298
Tamworth Regional	25+	M	585
Temora	0-4	F	51
Temora	0-4	M	53
Temora	5-14	F	353
Temora	5-14	M	371
Temora	15-19	F	109
Temora	15-19	M	114
Temora	20-24	F	35
Temora	20-24	M	27
Temora	25+	F	89
Temora	25+	M	44
Tenterfield	0-4	F	32
Tenterfield	0-4	M	28
Tenterfield	5-14	F	310
Tenterfield	5-14	M	294
Tenterfield	15-19	F	114
Tenterfield	15-19	M	87
Tenterfield	20-24	F	23
Tenterfield	20-24	M	19
Tenterfield	25+	F	109
Tenterfield	25+	M	35
The Hills Shire	0-4	F	1938
The Hills Shire	0-4	M	1971
The Hills Shire	5-14	F	13850
The Hills Shire	5-14	M	14792
The Hills Shire	15-19	F	5689
The Hills Shire	15-19	M	5923
The Hills Shire	20-24	F	3060
The Hills Shire	20-24	M	3014
The Hills Shire	25+	F	4213
The Hills Shire	25+	M	2754
Tweed	0-4	F	710
Tweed	0-4	M	699
Tweed	5-14	F	5037
Tweed	5-14	M	5442
Tweed	15-19	F	1869
Tweed	15-19	M	1761
Tweed	20-24	F	733
Tweed	20-24	M	538
Tweed	25+	F	2145
Tweed	25+	M	1001
Upper Hunter Shire	0-4	F	109
Upper Hunter Shire	0-4	M	108
Upper Hunter Shire	5-14	F	825
Upper Hunter Shire	5-14	M	923
Upper Hunter Shire	15-19	F	308
Upper Hunter Shire	15-19	M	297
Upper Hunter Shire	20-24	F	93
Upper Hunter Shire	20-24	M	54
Upper Hunter Shire	25+	F	255
Upper Hunter Shire	25+	M	110
Upper Lachlan Shire	0-4	F	65
Upper Lachlan Shire	0-4	M	64
Upper Lachlan Shire	5-14	F	396
Upper Lachlan Shire	5-14	M	455
Upper Lachlan Shire	15-19	F	165
Upper Lachlan Shire	15-19	M	157
Upper Lachlan Shire	20-24	F	50
Upper Lachlan Shire	20-24	M	32
Upper Lachlan Shire	25+	F	133
Upper Lachlan Shire	25+	M	75
Uralla	0-4	F	44
Uralla	0-4	M	49
Uralla	5-14	F	360
Uralla	5-14	M	338
Uralla	15-19	F	143
Uralla	15-19	M	121
Uralla	20-24	F	45
Uralla	20-24	M	24
Uralla	25+	F	140
Uralla	25+	M	59
Wagga Wagga	0-4	F	662
Wagga Wagga	0-4	M	710
Wagga Wagga	5-14	F	4170
Wagga Wagga	5-14	M	4380
Wagga Wagga	15-19	F	1622
Wagga Wagga	15-19	M	1572
Wagga Wagga	20-24	F	1165
Wagga Wagga	20-24	M	691
Wagga Wagga	25+	F	1757
Wagga Wagga	25+	M	1082
Walcha	0-4	F	28
Walcha	0-4	M	30
Walcha	5-14	F	147
Walcha	5-14	M	152
Walcha	15-19	F	44
Walcha	15-19	M	48
Walcha	20-24	F	7
Walcha	20-24	M	11
Walcha	25+	F	38
Walcha	25+	M	16
Walgett	0-4	F	42
Walgett	0-4	M	30
Walgett	5-14	F	224
Walgett	5-14	M	219
Walgett	15-19	F	74
Walgett	15-19	M	54
Walgett	20-24	F	20
Walgett	20-24	M	5
Walgett	25+	F	70
Walgett	25+	M	11
Warren	0-4	F	18
Warren	0-4	M	24
Warren	5-14	F	147
Warren	5-14	M	142
Warren	15-19	F	53
Warren	15-19	M	32
Warren	20-24	F	15
Warren	20-24	M	12
Warren	25+	F	54
Warren	25+	M	4
Warrumbungle Shire	0-4	F	73
Warrumbungle Shire	0-4	M	62
Warrumbungle Shire	5-14	F	448
Warrumbungle Shire	5-14	M	476
Warrumbungle Shire	15-19	F	177
Warrumbungle Shire	15-19	M	161
Warrumbungle Shire	20-24	F	35
Warrumbungle Shire	20-24	M	28
Warrumbungle Shire	25+	F	150
Warrumbungle Shire	25+	M	45
Waverley	0-4	F	617
Waverley	0-4	M	620
Waverley	5-14	F	3236
Waverley	5-14	M	3437
Waverley	15-19	F	1291
Waverley	15-19	M	1270
Waverley	20-24	F	933
Waverley	20-24	M	732
Waverley	25+	F	2432
Waverley	25+	M	1604
Weddin	0-4	F	26
Weddin	0-4	M	26
Weddin	5-14	F	181
Weddin	5-14	M	182
Weddin	15-19	F	70
Weddin	15-19	M	72
Weddin	20-24	F	21
Weddin	20-24	M	13
Weddin	25+	F	57
Weddin	25+	M	21
Wentworth	0-4	F	59
Wentworth	0-4	M	75
Wentworth	5-14	F	384
Wentworth	5-14	M	440
Wentworth	15-19	F	127
Wentworth	15-19	M	135
Wentworth	20-24	F	38
Wentworth	20-24	M	32
Wentworth	25+	F	115
Wentworth	25+	M	57
Willoughby	0-4	F	698
Willoughby	0-4	M	774
Willoughby	5-14	F	4904
Willoughby	5-14	M	5043
Willoughby	15-19	F	1905
Willoughby	15-19	M	1993
Willoughby	20-24	F	1206
Willoughby	20-24	M	1225
Willoughby	25+	F	2261
Willoughby	25+	M	1444
Wingecarribee	0-4	F	426
Wingecarribee	0-4	M	396
Wingecarribee	5-14	F	2876
Wingecarribee	5-14	M	3005
Wingecarribee	15-19	F	1183
Wingecarribee	15-19	M	1108
Wingecarribee	20-24	F	423
Wingecarribee	20-24	M	323
Wingecarribee	25+	F	1055
Wingecarribee	25+	M	542
Wollondilly	0-4	F	574
Wollondilly	0-4	M	670
Wollondilly	5-14	F	3609
Wollondilly	5-14	M	3930
Wollondilly	15-19	F	1370
Wollondilly	15-19	M	1376
Wollondilly	20-24	F	547
Wollondilly	20-24	M	395
Wollondilly	25+	F	846
Wollondilly	25+	M	442
Wollongong	0-4	F	1970
Wollongong	0-4	M	2025
Wollongong	5-14	F	11795
Wollongong	5-14	M	12482
Wollongong	15-19	F	5212
Wollongong	15-19	M	5087
Wollongong	20-24	F	3822
Wollongong	20-24	M	3431
Wollongong	25+	F	5426
Wollongong	25+	M	3669
Woollahra	0-4	F	406
Woollahra	0-4	M	411
Woollahra	5-14	F	2630
Woollahra	5-14	M	2601
Woollahra	15-19	F	1170
Woollahra	15-19	M	1211
Woollahra	20-24	F	818
Woollahra	20-24	M	697
Woollahra	25+	F	1367
Woollahra	25+	M	852
Yass Valley	0-4	F	142
Yass Valley	0-4	M	144
Yass Valley	5-14	F	1168
Yass Valley	5-14	M	1205
Yass Valley	15-19	F	456
Yass Valley	15-19	M	452
Yass Valley	20-24	F	154
Yass Valley	20-24	M	123
Yass Valley	25+	F	411
Yass Valley	25+	M	206
Unincorporated NSW	0-4	M	8
Unincorporated NSW	5-14	F	53
Unincorporated NSW	5-14	M	60
Unincorporated NSW	15-19	F	8
Unincorporated NSW	15-19	M	13
Unincorporated NSW	25+	F	16
Unincorporated NSW	25+	M	7
No usual address (NSW)	0-4	F	29
No usual address (NSW)	0-4	M	33
No usual address (NSW)	5-14	F	218
No usual address (NSW)	5-14	M	210
No usual address (NSW)	15-19	F	108
No usual address (NSW)	15-19	M	78
No usual address (NSW)	20-24	F	75
No usual address (NSW)	20-24	M	59
No usual address (NSW)	25+	F	208
No usual address (NSW)	25+	M	121
Alpine	0-4	F	76
Alpine	0-4	M	90
Alpine	5-14	F	664
Alpine	5-14	M	717
Alpine	15-19	F	254
Alpine	15-19	M	265
Alpine	20-24	F	80
Alpine	20-24	M	61
Alpine	25+	F	290
Alpine	25+	M	126
Ararat	0-4	F	76
Ararat	0-4	M	101
Ararat	5-14	F	536
Ararat	5-14	M	582
Ararat	15-19	F	186
Ararat	15-19	M	165
Ararat	20-24	F	44
Ararat	20-24	M	41
Ararat	25+	F	169
Ararat	25+	M	82
Ballarat	0-4	F	993
Ballarat	0-4	M	1004
Ballarat	5-14	F	6742
Ballarat	5-14	M	7123
Ballarat	15-19	F	2663
Ballarat	15-19	M	2585
Ballarat	20-24	F	1461
Ballarat	20-24	M	1087
Ballarat	25+	F	2828
Ballarat	25+	M	1622
Banyule	0-4	F	1158
Banyule	0-4	M	1261
Banyule	5-14	F	7290
Banyule	5-14	M	7530
Banyule	15-19	F	2870
Banyule	15-19	M	3110
Banyule	20-24	F	1863
Banyule	20-24	M	1712
Banyule	25+	F	3077
Banyule	25+	M	2134
Bass Coast	0-4	F	250
Bass Coast	0-4	M	260
Bass Coast	5-14	F	1890
Bass Coast	5-14	M	2063
Bass Coast	15-19	F	686
Bass Coast	15-19	M	661
Bass Coast	20-24	F	211
Bass Coast	20-24	M	171
Bass Coast	25+	F	673
Bass Coast	25+	M	302
Baw Baw	0-4	F	447
Baw Baw	0-4	M	498
Baw Baw	5-14	F	3326
Baw Baw	5-14	M	3571
Baw Baw	15-19	F	1298
Baw Baw	15-19	M	1178
Baw Baw	20-24	F	493
Baw Baw	20-24	M	341
Baw Baw	25+	F	1212
Baw Baw	25+	M	504
Bayside (Vic.)	0-4	F	848
Bayside (Vic.)	0-4	M	817
Bayside (Vic.)	5-14	F	6176
Bayside (Vic.)	5-14	M	6442
Bayside (Vic.)	15-19	F	3121
Bayside (Vic.)	15-19	M	3266
Bayside (Vic.)	20-24	F	1524
Bayside (Vic.)	20-24	M	1684
Bayside (Vic.)	25+	F	1918
Bayside (Vic.)	25+	M	1081
Benalla	0-4	F	77
Benalla	0-4	M	64
Benalla	5-14	F	608
Benalla	5-14	M	623
Benalla	15-19	F	244
Benalla	15-19	M	261
Benalla	20-24	F	67
Benalla	20-24	M	51
Benalla	25+	F	219
Benalla	25+	M	110
Boroondara	0-4	F	1228
Boroondara	0-4	M	1263
Boroondara	5-14	F	9607
Boroondara	5-14	M	10029
Boroondara	15-19	F	5518
Boroondara	15-19	M	5689
Boroondara	20-24	F	3893
Boroondara	20-24	M	4009
Boroondara	25+	F	4282
Boroondara	25+	M	3296
Brimbank	0-4	F	1346
Brimbank	0-4	M	1463
Brimbank	5-14	F	10012
Brimbank	5-14	M	10726
Brimbank	15-19	F	4674
Brimbank	15-19	M	4527
Brimbank	20-24	F	3146
Brimbank	20-24	M	3169
Brimbank	25+	F	4651
Brimbank	25+	M	3707
Buloke	0-4	F	39
Buloke	0-4	M	38
Buloke	5-14	F	290
Buloke	5-14	M	299
Buloke	15-19	F	102
Buloke	15-19	M	147
Buloke	20-24	F	33
Buloke	20-24	M	19
Buloke	25+	F	83
Buloke	25+	M	26
Campaspe	0-4	F	248
Campaspe	0-4	M	270
Campaspe	5-14	F	2133
Campaspe	5-14	M	2180
Campaspe	15-19	F	787
Campaspe	15-19	M	822
Campaspe	20-24	F	250
Campaspe	20-24	M	175
Campaspe	25+	F	658
Campaspe	25+	M	239
Cardinia	0-4	F	1301
Cardinia	0-4	M	1365
Cardinia	5-14	F	8024
Cardinia	5-14	M	8461
Cardinia	15-19	F	2803
Cardinia	15-19	M	2888
Cardinia	20-24	F	1332
Cardinia	20-24	M	1119
Cardinia	25+	F	2961
Cardinia	25+	M	1531
Casey	0-4	F	3468
Casey	0-4	M	3888
Casey	5-14	F	25041
Casey	5-14	M	26450
Casey	15-19	F	9470
Casey	15-19	M	9451
Casey	20-24	F	5192
Casey	20-24	M	4781
Casey	25+	F	9436
Casey	25+	M	5886
Central Goldfields	0-4	F	72
Central Goldfields	0-4	M	74
Central Goldfields	5-14	F	622
Central Goldfields	5-14	M	676
Central Goldfields	15-19	F	214
Central Goldfields	15-19	M	226
Central Goldfields	20-24	F	60
Central Goldfields	20-24	M	41
Central Goldfields	25+	F	174
Central Goldfields	25+	M	71
Colac Otway	0-4	F	172
Colac Otway	0-4	M	171
Colac Otway	5-14	F	1129
Colac Otway	5-14	M	1251
Colac Otway	15-19	F	433
Colac Otway	15-19	M	458
Colac Otway	20-24	F	120
Colac Otway	20-24	M	86
Colac Otway	25+	F	344
Colac Otway	25+	M	175
Corangamite	0-4	F	108
Corangamite	0-4	M	114
Corangamite	5-14	F	860
Corangamite	5-14	M	904
Corangamite	15-19	F	328
Corangamite	15-19	M	330
Corangamite	20-24	F	86
Corangamite	20-24	M	67
Corangamite	25+	F	209
Corangamite	25+	M	98
Darebin	0-4	F	1191
Darebin	0-4	M	1240
Darebin	5-14	F	6720
Darebin	5-14	M	7030
Darebin	15-19	F	2932
Darebin	15-19	M	2878
Darebin	20-24	F	2554
Darebin	20-24	M	2388
Darebin	25+	F	5455
Darebin	25+	M	3963
East Gippsland	0-4	F	297
East Gippsland	0-4	M	319
East Gippsland	5-14	F	2289
East Gippsland	5-14	M	2315
East Gippsland	15-19	F	757
East Gippsland	15-19	M	777
East Gippsland	20-24	F	223
East Gippsland	20-24	M	128
East Gippsland	25+	F	855
East Gippsland	25+	M	324
Frankston	0-4	F	1315
Frankston	0-4	M	1353
Frankston	5-14	F	7849
Frankston	5-14	M	8322
Frankston	15-19	F	2946
Frankston	15-19	M	3142
Frankston	20-24	F	1543
Frankston	20-24	M	1226
Frankston	25+	F	3197
Frankston	25+	M	1716
Gannawarra	0-4	F	65
Gannawarra	0-4	M	57
Gannawarra	5-14	F	523
Gannawarra	5-14	M	531
Gannawarra	15-19	F	171
Gannawarra	15-19	M	164
Gannawarra	20-24	F	40
Gannawarra	20-24	M	35
Gannawarra	25+	F	111
Gannawarra	25+	M	48
Glen Eira	0-4	F	1356
Glen Eira	0-4	M	1452
Glen Eira	5-14	F	8537
Glen Eira	5-14	M	9011
Glen Eira	15-19	F	3725
Glen Eira	15-19	M	3903
Glen Eira	20-24	F	2864
Glen Eira	20-24	M	2753
Glen Eira	25+	F	4003
Glen Eira	25+	M	3023
Glenelg	0-4	F	121
Glenelg	0-4	M	121
Glenelg	5-14	F	969
Glenelg	5-14	M	1010
Glenelg	15-19	F	372
Glenelg	15-19	M	382
Glenelg	20-24	F	84
Glenelg	20-24	M	85
Glenelg	25+	F	343
Glenelg	25+	M	136
Golden Plains	0-4	F	241
Golden Plains	0-4	M	222
Golden Plains	5-14	F	1752
Golden Plains	5-14	M	1957
Golden Plains	15-19	F	632
Golden Plains	15-19	M	648
Golden Plains	20-24	F	193
Golden Plains	20-24	M	175
Golden Plains	25+	F	432
Golden Plains	25+	M	178
Greater Bendigo	0-4	F	978
Greater Bendigo	0-4	M	1004
Greater Bendigo	5-14	F	7005
Greater Bendigo	5-14	M	7499
Greater Bendigo	15-19	F	2645
Greater Bendigo	15-19	M	2549
Greater Bendigo	20-24	F	1390
Greater Bendigo	20-24	M	1030
Greater Bendigo	25+	F	2563
Greater Bendigo	25+	M	1375
Greater Dandenong	0-4	F	1122
Greater Dandenong	0-4	M	1165
Greater Dandenong	5-14	F	7986
Greater Dandenong	5-14	M	8340
Greater Dandenong	15-19	F	3575
Greater Dandenong	15-19	M	3624
Greater Dandenong	20-24	F	2791
Greater Dandenong	20-24	M	2831
Greater Dandenong	25+	F	4455
Greater Dandenong	25+	M	3486
Greater Geelong	0-4	F	2242
Greater Geelong	0-4	M	2439
Greater Geelong	5-14	F	14834
Greater Geelong	5-14	M	15576
Greater Geelong	15-19	F	5995
Greater Geelong	15-19	M	5933
Greater Geelong	20-24	F	3836
Greater Geelong	20-24	M	3294
Greater Geelong	25+	F	6462
Greater Geelong	25+	M	4210
Greater Shepparton	0-4	F	506
Greater Shepparton	0-4	M	575
Greater Shepparton	5-14	F	3983
Greater Shepparton	5-14	M	4296
Greater Shepparton	15-19	F	1456
Greater Shepparton	15-19	M	1550
Greater Shepparton	20-24	F	608
Greater Shepparton	20-24	M	433
Greater Shepparton	25+	F	1382
Greater Shepparton	25+	M	717
Hepburn	0-4	F	87
Hepburn	0-4	M	106
Hepburn	5-14	F	724
Hepburn	5-14	M	788
Hepburn	15-19	F	269
Hepburn	15-19	M	264
Hepburn	20-24	F	74
Hepburn	20-24	M	41
Hepburn	25+	F	365
Hepburn	25+	M	184
Hindmarsh	0-4	F	44
Hindmarsh	0-4	M	35
Hindmarsh	5-14	F	260
Hindmarsh	5-14	M	255
Hindmarsh	15-19	F	98
Hindmarsh	15-19	M	116
Hindmarsh	20-24	F	30
Hindmarsh	20-24	M	13
Hindmarsh	25+	F	85
Hindmarsh	25+	M	41
Hobsons Bay	0-4	F	839
Hobsons Bay	0-4	M	949
Hobsons Bay	5-14	F	5225
Hobsons Bay	5-14	M	5305
Hobsons Bay	15-19	F	1876
Hobsons Bay	15-19	M	1872
Hobsons Bay	20-24	F	1063
Hobsons Bay	20-24	M	1061
Hobsons Bay	25+	F	2320
Hobsons Bay	25+	M	1467
Horsham	0-4	F	183
Horsham	0-4	M	141
Horsham	5-14	F	1141
Horsham	5-14	M	1266
Horsham	15-19	F	407
Horsham	15-19	M	445
Horsham	20-24	F	140
Horsham	20-24	M	106
Horsham	25+	F	390
Horsham	25+	M	177
Hume	0-4	F	2336
Hume	0-4	M	2487
Hume	5-14	F	15998
Hume	5-14	M	17021
Hume	15-19	F	6190
Hume	15-19	M	5999
Hume	20-24	F	3588
Hume	20-24	M	3385
Hume	25+	F	6613
Hume	25+	M	4323
Indigo	0-4	F	123
Indigo	0-4	M	133
Indigo	5-14	F	1007
Indigo	5-14	M	1024
Indigo	15-19	F	382
Indigo	15-19	M	363
Indigo	20-24	F	107
Indigo	20-24	M	67
Indigo	25+	F	359
Indigo	25+	M	161
Kingston (Vic.)	0-4	F	1455
Kingston (Vic.)	0-4	M	1432
Kingston (Vic.)	5-14	F	8720
Kingston (Vic.)	5-14	M	9184
Kingston (Vic.)	15-19	F	3755
Kingston (Vic.)	15-19	M	3756
Kingston (Vic.)	20-24	F	2094
Kingston (Vic.)	20-24	M	2125
Kingston (Vic.)	25+	F	3611
Kingston (Vic.)	25+	M	2434
Knox	0-4	F	1308
Knox	0-4	M	1356
Knox	5-14	F	8521
Knox	5-14	M	9366
Knox	15-19	F	3888
Knox	15-19	M	4070
Knox	20-24	F	2244
Knox	20-24	M	2180
Knox	25+	F	3493
Knox	25+	M	2303
Latrobe (Vic.)	0-4	F	567
Latrobe (Vic.)	0-4	M	568
Latrobe (Vic.)	5-14	F	4068
Latrobe (Vic.)	5-14	M	4425
Latrobe (Vic.)	15-19	F	1519
Latrobe (Vic.)	15-19	M	1482
Latrobe (Vic.)	20-24	F	607
Latrobe (Vic.)	20-24	M	451
Latrobe (Vic.)	25+	F	1512
Latrobe (Vic.)	25+	M	762
Loddon	0-4	F	39
Loddon	0-4	M	36
Loddon	5-14	F	388
Loddon	5-14	M	364
Loddon	15-19	F	152
Loddon	15-19	M	126
Loddon	20-24	F	37
Loddon	20-24	M	18
Loddon	25+	F	107
Loddon	25+	M	35
Macedon Ranges	0-4	F	433
Macedon Ranges	0-4	M	464
Macedon Ranges	5-14	F	3411
Macedon Ranges	5-14	M	3557
Macedon Ranges	15-19	F	1289
Macedon Ranges	15-19	M	1365
Macedon Ranges	20-24	F	419
Macedon Ranges	20-24	M	406
Macedon Ranges	25+	F	980
Macedon Ranges	25+	M	461
Manningham	0-4	F	948
Manningham	0-4	M	972
Manningham	5-14	F	6815
Manningham	5-14	M	7234
Manningham	15-19	F	3172
Manningham	15-19	M	3502
Manningham	20-24	F	2042
Manningham	20-24	M	2163
Manningham	25+	F	2800
Manningham	25+	M	2014
Mansfield	0-4	F	64
Mansfield	0-4	M	59
Mansfield	5-14	F	623
Mansfield	5-14	M	618
Mansfield	15-19	F	231
Mansfield	15-19	M	190
Mansfield	20-24	F	41
Mansfield	20-24	M	39
Mansfield	25+	F	169
Mansfield	25+	M	72
Maribyrnong	0-4	F	730
Maribyrnong	0-4	M	734
Maribyrnong	5-14	F	3724
Maribyrnong	5-14	M	4118
Maribyrnong	15-19	F	1499
Maribyrnong	15-19	M	1458
Maribyrnong	20-24	F	1377
Maribyrnong	20-24	M	1430
Maribyrnong	25+	F	3255
Maribyrnong	25+	M	2707
Maroondah	0-4	F	1102
Maroondah	0-4	M	1199
Maroondah	5-14	F	6608
Maroondah	5-14	M	7038
Maroondah	15-19	F	2666
Maroondah	15-19	M	2881
Maroondah	20-24	F	1392
Maroondah	20-24	M	1407
Maroondah	25+	F	2773
Maroondah	25+	M	1725
Melbourne	0-4	F	503
Melbourne	0-4	M	563
Melbourne	5-14	F	2506
Melbourne	5-14	M	2642
Melbourne	15-19	F	3018
Melbourne	15-19	M	2388
Melbourne	20-24	F	8732
Melbourne	20-24	M	7549
Melbourne	25+	F	9983
Melbourne	25+	M	8360
Melton	0-4	F	2010
Melton	0-4	M	1939
Melton	5-14	F	13335
Melton	5-14	M	13663
Melton	15-19	F	4661
Melton	15-19	M	4559
Melton	20-24	F	2139
Melton	20-24	M	2055
Melton	25+	F	4188
Melton	25+	M	2379
Mildura	0-4	F	457
Mildura	0-4	M	474
Mildura	5-14	F	3189
Mildura	5-14	M	3329
Mildura	15-19	F	1129
Mildura	15-19	M	1082
Mildura	20-24	F	390
Mildura	20-24	M	305
Mildura	25+	F	1112
Mildura	25+	M	531
Mitchell	0-4	F	457
Mitchell	0-4	M	539
Mitchell	5-14	F	3018
Mitchell	5-14	M	3271
Mitchell	15-19	F	1060
Mitchell	15-19	M	1105
Mitchell	20-24	F	403
Mitchell	20-24	M	409
Mitchell	25+	F	1077
Mitchell	25+	M	504
Moira	0-4	F	204
Moira	0-4	M	207
Moira	5-14	F	1555
Moira	5-14	M	1666
Moira	15-19	F	602
Moira	15-19	M	568
Moira	20-24	F	163
Moira	20-24	M	123
Moira	25+	F	498
Moira	25+	M	212
Monash	0-4	F	1386
Monash	0-4	M	1520
Monash	5-14	F	9726
Monash	5-14	M	10454
Monash	15-19	F	4968
Monash	15-19	M	5119
Monash	20-24	F	4782
Monash	20-24	M	5464
Monash	25+	F	5415
Monash	25+	M	5006
Moonee Valley	0-4	F	1023
Moonee Valley	0-4	M	990
Moonee Valley	5-14	F	6236
Moonee Valley	5-14	M	6624
Moonee Valley	15-19	F	2821
Moonee Valley	15-19	M	2927
Moonee Valley	20-24	F	1969
Moonee Valley	20-24	M	1938
Moonee Valley	25+	F	3129
Moonee Valley	25+	M	2216
Moorabool	0-4	F	393
Moorabool	0-4	M	341
Moorabool	5-14	F	2350
Moorabool	5-14	M	2544
Moorabool	15-19	F	820
Moorabool	15-19	M	819
Moorabool	20-24	F	342
Moorabool	20-24	M	280
Moorabool	25+	F	827
Moorabool	25+	M	370
Moreland	0-4	F	1404
Moreland	0-4	M	1490
Moreland	5-14	F	7758
Moreland	5-14	M	8105
Moreland	15-19	F	3044
Moreland	15-19	M	3037
Moreland	20-24	F	3355
Moreland	20-24	M	3099
Moreland	25+	F	6547
Moreland	25+	M	4800
Mornington Peninsula	0-4	F	1223
Mornington Peninsula	0-4	M	1346
Mornington Peninsula	5-14	F	8924
Mornington Peninsula	5-14	M	9389
Mornington Peninsula	15-19	F	3634
Mornington Peninsula	15-19	M	3773
Mornington Peninsula	20-24	F	1438
Mornington Peninsula	20-24	M	1404
Mornington Peninsula	25+	F	2941
Mornington Peninsula	25+	M	1435
Mount Alexander	0-4	F	92
Mount Alexander	0-4	M	120
Mount Alexander	5-14	F	897
Mount Alexander	5-14	M	986
Mount Alexander	15-19	F	329
Mount Alexander	15-19	M	365
Mount Alexander	20-24	F	82
Mount Alexander	20-24	M	74
Mount Alexander	25+	F	479
Mount Alexander	25+	M	219
Moyne	0-4	F	127
Moyne	0-4	M	128
Moyne	5-14	F	1052
Moyne	5-14	M	1122
Moyne	15-19	F	416
Moyne	15-19	M	369
Moyne	20-24	F	111
Moyne	20-24	M	72
Moyne	25+	F	304
Moyne	25+	M	130
Murrindindi	0-4	F	78
Murrindindi	0-4	M	102
Murrindindi	5-14	F	653
Murrindindi	5-14	M	727
Murrindindi	15-19	F	267
Murrindindi	15-19	M	295
Murrindindi	20-24	F	88
Murrindindi	20-24	M	61
Murrindindi	25+	F	268
Murrindindi	25+	M	109
Nillumbik	0-4	F	575
Nillumbik	0-4	M	566
Nillumbik	5-14	F	3986
Nillumbik	5-14	M	4186
Nillumbik	15-19	F	1945
Nillumbik	15-19	M	1986
Nillumbik	20-24	F	942
Nillumbik	20-24	M	968
