LGA_NAME21	Age5yr	Indigenous	Sex	persons
Shoalhaven	40-44	0	F	2440
Shoalhaven	40-44	0	M	2398
Shoalhaven	40-44	1	F	160
Shoalhaven	40-44	1	M	154
Shoalhaven	45-49		F	168
Shoalhaven	45-49		M	208
Shoalhaven	45-49	0	F	2631
Shoalhaven	45-49	0	M	2577
Shoalhaven	45-49	1	F	163
Shoalhaven	45-49	1	M	161
Shoalhaven	50-54		F	172
Shoalhaven	50-54		M	182
Shoalhaven	50-54	0	F	2994
Shoalhaven	50-54	0	M	2717
Shoalhaven	50-54	1	F	173
Shoalhaven	50-54	1	M	155
Shoalhaven	55-59		F	178
Shoalhaven	55-59		M	176
Shoalhaven	55-59	0	F	3469
Shoalhaven	55-59	0	M	3235
Shoalhaven	55-59	1	F	159
Shoalhaven	55-59	1	M	146
Shoalhaven	60-64		F	198
Shoalhaven	60-64		M	228
Shoalhaven	60-64	0	F	4206
Shoalhaven	60-64	0	M	3792
Shoalhaven	60-64	1	F	152
Shoalhaven	60-64	1	M	142
Shoalhaven	65+		F	754
Shoalhaven	65+		M	686
Shoalhaven	65+	0	F	14726
Shoalhaven	65+	0	M	13672
Shoalhaven	65+	1	F	290
Shoalhaven	65+	1	M	290
Singleton	0-4		F	32
Singleton	0-4		M	39
Singleton	0-4	0	F	604
Singleton	0-4	0	M	641
Singleton	0-4	1	F	105
Singleton	0-4	1	M	100
Singleton	5-9		F	44
Singleton	5-9		M	44
Singleton	5-9	0	F	695
Singleton	5-9	0	M	725
Singleton	5-9	1	F	120
Singleton	5-9	1	M	149
Singleton	10-14		F	42
Singleton	10-14		M	49
Singleton	10-14	0	F	696
Singleton	10-14	0	M	729
Singleton	10-14	1	F	130
Singleton	10-14	1	M	129
Singleton	15-19		F	50
Singleton	15-19		M	98
Singleton	15-19	0	F	597
Singleton	15-19	0	M	772
Singleton	15-19	1	F	96
Singleton	15-19	1	M	139
Singleton	20-24		F	30
Singleton	20-24		M	114
Singleton	20-24	0	F	531
Singleton	20-24	0	M	718
Singleton	20-24	1	F	90
Singleton	20-24	1	M	68
Singleton	25-29		F	36
Singleton	25-29		M	68
Singleton	25-29	0	F	628
Singleton	25-29	0	M	699
Singleton	25-29	1	F	69
Singleton	25-29	1	M	60
Singleton	30-34		F	39
Singleton	30-34		M	53
Singleton	30-34	0	F	709
Singleton	30-34	0	M	711
Singleton	30-34	1	F	75
Singleton	30-34	1	M	62
Singleton	35-39		F	36
Singleton	35-39		M	49
Singleton	35-39	0	F	719
Singleton	35-39	0	M	652
Singleton	35-39	1	F	51
Singleton	35-39	1	M	53
Singleton	40-44		F	28
Singleton	40-44		M	49
Singleton	40-44	0	F	632
Singleton	40-44	0	M	648
Singleton	40-44	1	F	52
Singleton	40-44	1	M	57
Singleton	45-49		F	44
Singleton	45-49		M	41
Singleton	45-49	0	F	740
Singleton	45-49	0	M	701
Singleton	45-49	1	F	59
Singleton	45-49	1	M	45
Singleton	50-54		F	37
Singleton	50-54		M	46
Singleton	50-54	0	F	778
Singleton	50-54	0	M	755
Singleton	50-54	1	F	45
Singleton	50-54	1	M	44
Singleton	55-59		F	43
Singleton	55-59		M	57
Singleton	55-59	0	F	713
Singleton	55-59	0	M	739
Singleton	55-59	1	F	31
Singleton	55-59	1	M	40
Singleton	60-64		F	32
Singleton	60-64		M	50
Singleton	60-64	0	F	619
Singleton	60-64	0	M	685
Singleton	60-64	1	F	43
Singleton	60-64	1	M	33
Singleton	65+		F	92
Singleton	65+		M	100
Singleton	65+	0	F	1643
Singleton	65+	0	M	1607
Singleton	65+	1	F	57
Singleton	65+	1	M	41
Snowy Monaro Regional	0-4		F	28
Snowy Monaro Regional	0-4		M	13
Snowy Monaro Regional	0-4	0	F	460
Snowy Monaro Regional	0-4	0	M	442
Snowy Monaro Regional	0-4	1	F	23
Snowy Monaro Regional	0-4	1	M	39
Snowy Monaro Regional	5-9		F	27
Snowy Monaro Regional	5-9		M	45
Snowy Monaro Regional	5-9	0	F	483
Snowy Monaro Regional	5-9	0	M	543
Snowy Monaro Regional	5-9	1	F	23
Snowy Monaro Regional	5-9	1	M	38
Snowy Monaro Regional	10-14		F	37
Snowy Monaro Regional	10-14		M	55
Snowy Monaro Regional	10-14	0	F	570
Snowy Monaro Regional	10-14	0	M	654
Snowy Monaro Regional	10-14	1	F	30
Snowy Monaro Regional	10-14	1	M	49
Snowy Monaro Regional	15-19		F	47
Snowy Monaro Regional	15-19		M	40
Snowy Monaro Regional	15-19	0	F	509
Snowy Monaro Regional	15-19	0	M	550
Snowy Monaro Regional	15-19	1	F	27
Snowy Monaro Regional	15-19	1	M	35
Snowy Monaro Regional	20-24		F	40
Snowy Monaro Regional	20-24		M	46
Snowy Monaro Regional	20-24	0	F	486
Snowy Monaro Regional	20-24	0	M	525
Snowy Monaro Regional	20-24	1	F	27
Snowy Monaro Regional	20-24	1	M	32
Snowy Monaro Regional	25-29		F	56
Snowy Monaro Regional	25-29		M	62
Snowy Monaro Regional	25-29	0	F	596
Snowy Monaro Regional	25-29	0	M	685
Snowy Monaro Regional	25-29	1	F	17
Snowy Monaro Regional	25-29	1	M	40
Snowy Monaro Regional	30-34		F	53
Snowy Monaro Regional	30-34		M	48
Snowy Monaro Regional	30-34	0	F	599
Snowy Monaro Regional	30-34	0	M	609
Snowy Monaro Regional	30-34	1	F	4
Snowy Monaro Regional	30-34	1	M	30
Snowy Monaro Regional	35-39		F	42
Snowy Monaro Regional	35-39		M	60
Snowy Monaro Regional	35-39	0	F	575
Snowy Monaro Regional	35-39	0	M	567
Snowy Monaro Regional	35-39	1	F	22
Snowy Monaro Regional	35-39	1	M	31
Snowy Monaro Regional	40-44		F	39
Snowy Monaro Regional	40-44		M	36
Snowy Monaro Regional	40-44	0	F	534
Snowy Monaro Regional	40-44	0	M	524
Snowy Monaro Regional	40-44	1	F	22
Snowy Monaro Regional	40-44	1	M	24
Snowy Monaro Regional	45-49		F	50
Snowy Monaro Regional	45-49		M	40
Snowy Monaro Regional	45-49	0	F	645
Snowy Monaro Regional	45-49	0	M	666
Snowy Monaro Regional	45-49	1	F	19
Snowy Monaro Regional	45-49	1	M	24
Snowy Monaro Regional	50-54		F	47
Snowy Monaro Regional	50-54		M	63
Snowy Monaro Regional	50-54	0	F	708
Snowy Monaro Regional	50-54	0	M	721
Snowy Monaro Regional	50-54	1	F	13
Snowy Monaro Regional	50-54	1	M	18
Snowy Monaro Regional	55-59		F	54
Snowy Monaro Regional	55-59		M	53
Snowy Monaro Regional	55-59	0	F	703
Snowy Monaro Regional	55-59	0	M	724
Snowy Monaro Regional	55-59	1	F	9
Snowy Monaro Regional	55-59	1	M	18
Snowy Monaro Regional	60-64		F	48
Snowy Monaro Regional	60-64		M	64
Snowy Monaro Regional	60-64	0	F	709
Snowy Monaro Regional	60-64	0	M	765
Snowy Monaro Regional	60-64	1	F	13
Snowy Monaro Regional	60-64	1	M	20
Snowy Monaro Regional	65+		F	132
Snowy Monaro Regional	65+		M	154
Snowy Monaro Regional	65+	0	F	1938
Snowy Monaro Regional	65+	0	M	2003
Snowy Monaro Regional	65+	1	F	19
Snowy Monaro Regional	65+	1	M	28
Snowy Valleys	0-4		F	31
Snowy Valleys	0-4		M	21
Snowy Valleys	0-4	0	F	359
Snowy Valleys	0-4	0	M	311
Snowy Valleys	0-4	1	F	57
Snowy Valleys	0-4	1	M	51
Snowy Valleys	5-9		F	38
Snowy Valleys	5-9		M	56
Snowy Valleys	5-9	0	F	357
Snowy Valleys	5-9	0	M	368
Snowy Valleys	5-9	1	F	53
Snowy Valleys	5-9	1	M	63
Snowy Valleys	10-14		F	39
Snowy Valleys	10-14		M	46
Snowy Valleys	10-14	0	F	381
Snowy Valleys	10-14	0	M	396
Snowy Valleys	10-14	1	F	60
Snowy Valleys	10-14	1	M	66
Snowy Valleys	15-19		F	30
Snowy Valleys	15-19		M	25
Snowy Valleys	15-19	0	F	344
Snowy Valleys	15-19	0	M	344
Snowy Valleys	15-19	1	F	42
Snowy Valleys	15-19	1	M	43
Snowy Valleys	20-24		F	18
Snowy Valleys	20-24		M	19
Snowy Valleys	20-24	0	F	252
Snowy Valleys	20-24	0	M	309
Snowy Valleys	20-24	1	F	33
Snowy Valleys	20-24	1	M	32
Snowy Valleys	25-29		F	27
Snowy Valleys	25-29		M	28
Snowy Valleys	25-29	0	F	314
Snowy Valleys	25-29	0	M	299
Snowy Valleys	25-29	1	F	19
Snowy Valleys	25-29	1	M	26
Snowy Valleys	30-34		F	34
Snowy Valleys	30-34		M	17
Snowy Valleys	30-34	0	F	314
Snowy Valleys	30-34	0	M	343
Snowy Valleys	30-34	1	F	23
Snowy Valleys	30-34	1	M	20
Snowy Valleys	35-39		F	40
Snowy Valleys	35-39		M	29
Snowy Valleys	35-39	0	F	381
Snowy Valleys	35-39	0	M	349
Snowy Valleys	35-39	1	F	42
Snowy Valleys	35-39	1	M	22
Snowy Valleys	40-44		F	28
Snowy Valleys	40-44		M	36
Snowy Valleys	40-44	0	F	342
Snowy Valleys	40-44	0	M	382
Snowy Valleys	40-44	1	F	31
Snowy Valleys	40-44	1	M	16
Snowy Valleys	45-49		F	30
Snowy Valleys	45-49		M	36
Snowy Valleys	45-49	0	F	385
Snowy Valleys	45-49	0	M	401
Snowy Valleys	45-49	1	F	26
Snowy Valleys	45-49	1	M	32
Snowy Valleys	50-54		F	29
Snowy Valleys	50-54		M	36
Snowy Valleys	50-54	0	F	410
Snowy Valleys	50-54	0	M	403
Snowy Valleys	50-54	1	F	29
Snowy Valleys	50-54	1	M	24
Snowy Valleys	55-59		F	26
Snowy Valleys	55-59		M	39
Snowy Valleys	55-59	0	F	413
Snowy Valleys	55-59	0	M	533
Snowy Valleys	55-59	1	F	24
Snowy Valleys	55-59	1	M	12
Snowy Valleys	60-64		F	35
Snowy Valleys	60-64		M	36
Snowy Valleys	60-64	0	F	534
Snowy Valleys	60-64	0	M	513
Snowy Valleys	60-64	1	F	14
Snowy Valleys	60-64	1	M	18
Snowy Valleys	65+		F	125
Snowy Valleys	65+		M	105
Snowy Valleys	65+	0	F	1590
Snowy Valleys	65+	0	M	1570
Snowy Valleys	65+	1	F	36
Snowy Valleys	65+	1	M	35
Strathfield	0-4		F	50
Strathfield	0-4		M	51
Strathfield	0-4	0	F	1093
Strathfield	0-4	0	M	1130
Strathfield	0-4	1	F	8
Strathfield	0-4	1	M	9
Strathfield	5-9		F	54
Strathfield	5-9		M	60
Strathfield	5-9	0	F	1066
Strathfield	5-9	0	M	1132
Strathfield	5-9	1	M	4
Strathfield	10-14		F	30
Strathfield	10-14		M	39
Strathfield	10-14	0	F	1010
Strathfield	10-14	0	M	989
Strathfield	10-14	1	F	8
Strathfield	10-14	1	M	4
Strathfield	15-19		F	43
Strathfield	15-19		M	55
Strathfield	15-19	0	F	949
Strathfield	15-19	0	M	994
Strathfield	15-19	1	F	14
Strathfield	15-19	1	M	10
Strathfield	20-24		F	109
Strathfield	20-24		M	165
Strathfield	20-24	0	F	1937
Strathfield	20-24	0	M	2354
Strathfield	20-24	1	F	17
Strathfield	20-24	1	M	20
Strathfield	25-29		F	134
Strathfield	25-29		M	202
Strathfield	25-29	0	F	2421
Strathfield	25-29	0	M	3065
Strathfield	25-29	1	F	10
Strathfield	25-29	1	M	12
Strathfield	30-34		F	105
Strathfield	30-34		M	136
Strathfield	30-34	0	F	2362
Strathfield	30-34	0	M	2623
Strathfield	30-34	1	F	9
Strathfield	30-34	1	M	11
Strathfield	35-39		F	88
Strathfield	35-39		M	111
Strathfield	35-39	0	F	1740
Strathfield	35-39	0	M	2018
Strathfield	35-39	1	F	6
Strathfield	35-39	1	M	5
Strathfield	40-44		F	58
Strathfield	40-44		M	57
Strathfield	40-44	0	F	1256
Strathfield	40-44	0	M	1295
Strathfield	40-44	1	F	4
Strathfield	45-49		F	47
Strathfield	45-49		M	48
Strathfield	45-49	0	F	1168
Strathfield	45-49	0	M	1066
Strathfield	45-49	1	F	3
Strathfield	45-49	1	M	7
Strathfield	50-54		F	48
Strathfield	50-54		M	35
Strathfield	50-54	0	F	1116
Strathfield	50-54	0	M	984
Strathfield	50-54	1	F	3
Strathfield	50-54	1	M	5
Strathfield	55-59		F	38
Strathfield	55-59		M	40
Strathfield	55-59	0	F	1168
Strathfield	55-59	0	M	1058
Strathfield	55-59	1	F	4
Strathfield	60-64		F	32
Strathfield	60-64		M	35
Strathfield	60-64	0	F	1021
Strathfield	60-64	0	M	985
Strathfield	60-64	1	M	3
Strathfield	65+		F	108
Strathfield	65+		M	87
Strathfield	65+	0	F	2863
Strathfield	65+	0	M	2444
Strathfield	65+	1	M	7
Sutherland Shire	0-4		F	168
Sutherland Shire	0-4		M	166
Sutherland Shire	0-4	0	F	6175
Sutherland Shire	0-4	0	M	6493
Sutherland Shire	0-4	1	F	148
Sutherland Shire	0-4	1	M	162
Sutherland Shire	5-9		F	181
Sutherland Shire	5-9		M	205
Sutherland Shire	5-9	0	F	6588
Sutherland Shire	5-9	0	M	7120
Sutherland Shire	5-9	1	F	129
Sutherland Shire	5-9	1	M	173
Sutherland Shire	10-14		F	135
Sutherland Shire	10-14		M	182
Sutherland Shire	10-14	0	F	6840
Sutherland Shire	10-14	0	M	7302
Sutherland Shire	10-14	1	F	174
Sutherland Shire	10-14	1	M	184
Sutherland Shire	15-19		F	124
Sutherland Shire	15-19		M	152
Sutherland Shire	15-19	0	F	6473
Sutherland Shire	15-19	0	M	6901
Sutherland Shire	15-19	1	F	185
Sutherland Shire	15-19	1	M	194
Sutherland Shire	20-24		F	140
Sutherland Shire	20-24		M	175
Sutherland Shire	20-24	0	F	6034
Sutherland Shire	20-24	0	M	6326
Sutherland Shire	20-24	1	F	139
Sutherland Shire	20-24	1	M	138
Sutherland Shire	25-29		F	180
Sutherland Shire	25-29		M	211
Sutherland Shire	25-29	0	F	5983
Sutherland Shire	25-29	0	M	6015
Sutherland Shire	25-29	1	F	122
Sutherland Shire	25-29	1	M	112
Sutherland Shire	30-34		F	236
Sutherland Shire	30-34		M	230
Sutherland Shire	30-34	0	F	6876
Sutherland Shire	30-34	0	M	6242
Sutherland Shire	30-34	1	F	99
Sutherland Shire	30-34	1	M	104
Sutherland Shire	35-39		F	222
Sutherland Shire	35-39		M	233
Sutherland Shire	35-39	0	F	7652
Sutherland Shire	35-39	0	M	6938
Sutherland Shire	35-39	1	F	94
Sutherland Shire	35-39	1	M	92
Sutherland Shire	40-44		F	189
Sutherland Shire	40-44		M	212
Sutherland Shire	40-44	0	F	7636
Sutherland Shire	40-44	0	M	7135
Sutherland Shire	40-44	1	F	100
Sutherland Shire	40-44	1	M	77
Sutherland Shire	45-49		F	204
Sutherland Shire	45-49		M	204
Sutherland Shire	45-49	0	F	8205
Sutherland Shire	45-49	0	M	7683
Sutherland Shire	45-49	1	F	91
Sutherland Shire	45-49	1	M	99
Sutherland Shire	50-54		F	171
Sutherland Shire	50-54		M	217
Sutherland Shire	50-54	0	F	7699
Sutherland Shire	50-54	0	M	7141
Sutherland Shire	50-54	1	F	80
Sutherland Shire	50-54	1	M	102
Sutherland Shire	55-59		F	143
Sutherland Shire	55-59		M	194
Sutherland Shire	55-59	0	F	7270
Sutherland Shire	55-59	0	M	6866
Sutherland Shire	55-59	1	F	67
Sutherland Shire	55-59	1	M	70
Sutherland Shire	60-64		F	144
Sutherland Shire	60-64		M	147
Sutherland Shire	60-64	0	F	7006
Sutherland Shire	60-64	0	M	6544
Sutherland Shire	60-64	1	F	54
Sutherland Shire	60-64	1	M	60
Sutherland Shire	65+		F	839
Sutherland Shire	65+		M	600
Sutherland Shire	65+	0	F	22540
Sutherland Shire	65+	0	M	19027
Sutherland Shire	65+	1	F	112
Sutherland Shire	65+	1	M	115
Sydney	0-4		F	161
Sydney	0-4		M	163
Sydney	0-4	0	F	3355
Sydney	0-4	0	M	3608
Sydney	0-4	1	F	84
Sydney	0-4	1	M	82
Sydney	5-9		F	155
Sydney	5-9		M	153
Sydney	5-9	0	F	2127
Sydney	5-9	0	M	2143
Sydney	5-9	1	F	81
Sydney	5-9	1	M	103
Sydney	10-14		F	115
Sydney	10-14		M	119
Sydney	10-14	0	F	1659
Sydney	10-14	0	M	1737
Sydney	10-14	1	F	78
Sydney	10-14	1	M	100
Sydney	15-19		F	180
Sydney	15-19		M	159
Sydney	15-19	0	F	2525
Sydney	15-19	0	M	2218
Sydney	15-19	1	F	102
Sydney	15-19	1	M	109
Sydney	20-24		F	751
Sydney	20-24		M	798
Sydney	20-24	0	F	10309
Sydney	20-24	0	M	9383
Sydney	20-24	1	F	178
Sydney	20-24	1	M	153
Sydney	25-29		F	1055
Sydney	25-29		M	1234
Sydney	25-29	0	F	16054
Sydney	25-29	0	M	15751
Sydney	25-29	1	F	182
Sydney	25-29	1	M	195
Sydney	30-34		F	914
Sydney	30-34		M	1067
Sydney	30-34	0	F	14923
Sydney	30-34	0	M	16464
Sydney	30-34	1	F	108
Sydney	30-34	1	M	161
Sydney	35-39		F	618
Sydney	35-39		M	778
Sydney	35-39	0	F	10100
Sydney	35-39	0	M	11901
Sydney	35-39	1	F	97
Sydney	35-39	1	M	125
Sydney	40-44		F	407
Sydney	40-44		M	595
Sydney	40-44	0	F	6425
Sydney	40-44	0	M	8210
Sydney	40-44	1	F	100
Sydney	40-44	1	M	106
Sydney	45-49		F	302
Sydney	45-49		M	482
Sydney	45-49	0	F	4897
Sydney	45-49	0	M	6179
Sydney	45-49	1	F	74
Sydney	45-49	1	M	108
Sydney	50-54		F	272
Sydney	50-54		M	438
Sydney	50-54	0	F	4256
Sydney	50-54	0	M	5618
Sydney	50-54	1	F	109
Sydney	50-54	1	M	95
Sydney	55-59		F	227
Sydney	55-59		M	393
Sydney	55-59	0	F	3902
Sydney	55-59	0	M	4925
Sydney	55-59	1	F	83
Sydney	55-59	1	M	68
Sydney	60-64		F	226
Sydney	60-64		M	324
Sydney	60-64	0	F	3629
Sydney	60-64	0	M	4047
Sydney	60-64	1	F	50
Sydney	60-64	1	M	74
Sydney	65+		F	673
Sydney	65+		M	741
Sydney	65+	0	F	9357
Sydney	65+	0	M	9407
Sydney	65+	1	F	115
Sydney	65+	1	M	90
Tamworth Regional	0-4		F	107
Tamworth Regional	0-4		M	112
Tamworth Regional	0-4	0	F	1247
Tamworth Regional	0-4	0	M	1437
Tamworth Regional	0-4	1	F	406
Tamworth Regional	0-4	1	M	519
Tamworth Regional	5-9		F	173
Tamworth Regional	5-9		M	149
Tamworth Regional	5-9	0	F	1481
Tamworth Regional	5-9	0	M	1515
Tamworth Regional	5-9	1	F	475
Tamworth Regional	5-9	1	M	541
Tamworth Regional	10-14		F	152
Tamworth Regional	10-14		M	163
Tamworth Regional	10-14	0	F	1548
Tamworth Regional	10-14	0	M	1694
Tamworth Regional	10-14	1	F	462
Tamworth Regional	10-14	1	M	522
Tamworth Regional	15-19		F	141
Tamworth Regional	15-19		M	158
Tamworth Regional	15-19	0	F	1360
Tamworth Regional	15-19	0	M	1588
Tamworth Regional	15-19	1	F	425
Tamworth Regional	15-19	1	M	434
Tamworth Regional	20-24		F	121
Tamworth Regional	20-24		M	119
Tamworth Regional	20-24	0	F	1212
Tamworth Regional	20-24	0	M	1195
Tamworth Regional	20-24	1	F	350
Tamworth Regional	20-24	1	M	329
Tamworth Regional	25-29		F	135
Tamworth Regional	25-29		M	138
Tamworth Regional	25-29	0	F	1563
Tamworth Regional	25-29	0	M	1551
Tamworth Regional	25-29	1	F	299
Tamworth Regional	25-29	1	M	246
Tamworth Regional	30-34		F	129
Tamworth Regional	30-34		M	122
Tamworth Regional	30-34	0	F	1783
Tamworth Regional	30-34	0	M	1573
Tamworth Regional	30-34	1	F	242
Tamworth Regional	30-34	1	M	216
Tamworth Regional	35-39		F	145
Tamworth Regional	35-39		M	139
Tamworth Regional	35-39	0	F	1591
Tamworth Regional	35-39	0	M	1526
Tamworth Regional	35-39	1	F	209
Tamworth Regional	35-39	1	M	221
Tamworth Regional	40-44		F	129
Tamworth Regional	40-44		M	110
Tamworth Regional	40-44	0	F	1550
Tamworth Regional	40-44	0	M	1365
Tamworth Regional	40-44	1	F	204
Tamworth Regional	40-44	1	M	164
Tamworth Regional	45-49		F	116
Tamworth Regional	45-49		M	130
Tamworth Regional	45-49	0	F	1546
Tamworth Regional	45-49	0	M	1508
Tamworth Regional	45-49	1	F	210
Tamworth Regional	45-49	1	M	179
Tamworth Regional	50-54		F	100
Tamworth Regional	50-54		M	123
Tamworth Regional	50-54	0	F	1646
Tamworth Regional	50-54	0	M	1574
Tamworth Regional	50-54	1	F	176
Tamworth Regional	50-54	1	M	139
Tamworth Regional	55-59		F	102
Tamworth Regional	55-59		M	107
Tamworth Regional	55-59	0	F	1725
Tamworth Regional	55-59	0	M	1554
Tamworth Regional	55-59	1	F	168
Tamworth Regional	55-59	1	M	147
Tamworth Regional	60-64		F	98
Tamworth Regional	60-64		M	111
Tamworth Regional	60-64	0	F	1791
Tamworth Regional	60-64	0	M	1561
Tamworth Regional	60-64	1	F	154
Tamworth Regional	60-64	1	M	117
Tamworth Regional	65+		F	401
Tamworth Regional	65+		M	347
Tamworth Regional	65+	0	F	6067
Tamworth Regional	65+	0	M	5226
Tamworth Regional	65+	1	F	238
Tamworth Regional	65+	1	M	248
Temora	0-4		F	12
Temora	0-4		M	9
Temora	0-4	0	F	140
Temora	0-4	0	M	150
Temora	0-4	1	F	11
Temora	0-4	1	M	3
Temora	5-9		F	5
Temora	5-9		M	13
Temora	5-9	0	F	144
Temora	5-9	0	M	170
Temora	5-9	1	F	14
Temora	5-9	1	M	8
Temora	10-14		F	13
Temora	10-14		M	8
Temora	10-14	0	F	187
Temora	10-14	0	M	187
Temora	10-14	1	F	18
Temora	10-14	1	M	15
Temora	15-19		F	13
Temora	15-19		M	13
Temora	15-19	0	F	139
Temora	15-19	0	M	168
Temora	15-19	1	F	8
Temora	15-19	1	M	21
Temora	20-24		F	5
Temora	20-24		M	11
Temora	20-24	0	F	119
Temora	20-24	0	M	142
Temora	20-24	1	F	3
Temora	20-24	1	M	7
Temora	25-29		F	4
Temora	25-29		M	4
Temora	25-29	0	F	100
Temora	25-29	0	M	100
Temora	25-29	1	F	4
Temora	25-29	1	M	6
Temora	30-34		F	8
Temora	30-34		M	8
Temora	30-34	0	F	141
Temora	30-34	0	M	142
Temora	30-34	1	F	7
Temora	30-34	1	M	5
Temora	35-39		F	4
Temora	35-39		M	3
Temora	35-39	0	F	131
Temora	35-39	0	M	129
Temora	35-39	1	F	10
Temora	40-44		F	12
Temora	40-44		M	5
Temora	40-44	0	F	138
Temora	40-44	0	M	120
Temora	40-44	1	F	6
Temora	40-44	1	M	5
Temora	45-49		F	9
Temora	45-49		M	7
Temora	45-49	0	F	180
Temora	45-49	0	M	148
Temora	45-49	1	F	5
Temora	45-49	1	M	3
Temora	50-54		F	12
Temora	50-54		M	7
Temora	50-54	0	F	164
Temora	50-54	0	M	163
Temora	50-54	1	F	4
Temora	50-54	1	M	9
Temora	55-59		F	16
Temora	55-59		M	15
Temora	55-59	0	F	223
Temora	55-59	0	M	167
Temora	55-59	1	M	6
Temora	60-64		F	10
Temora	60-64		M	10
Temora	60-64	0	F	201
Temora	60-64	0	M	208
Temora	60-64	1	F	5
Temora	60-64	1	M	5
Temora	65+		F	44
Temora	65+		M	35
Temora	65+	0	F	811
Temora	65+	0	M	725
Temora	65+	1	F	9
Temora	65+	1	M	11
Tenterfield	0-4		F	15
Tenterfield	0-4		M	11
Tenterfield	0-4	0	F	89
Tenterfield	0-4	0	M	98
Tenterfield	0-4	1	F	25
Tenterfield	0-4	1	M	31
Tenterfield	5-9		F	12
Tenterfield	5-9		M	10
Tenterfield	5-9	0	F	111
Tenterfield	5-9	0	M	105
Tenterfield	5-9	1	F	40
Tenterfield	5-9	1	M	29
Tenterfield	10-14		F	24
Tenterfield	10-14		M	22
Tenterfield	10-14	0	F	145
Tenterfield	10-14	0	M	138
Tenterfield	10-14	1	F	27
Tenterfield	10-14	1	M	33
Tenterfield	15-19		F	14
Tenterfield	15-19		M	14
Tenterfield	15-19	0	F	127
Tenterfield	15-19	0	M	116
Tenterfield	15-19	1	F	25
Tenterfield	15-19	1	M	17
Tenterfield	20-24		F	12
Tenterfield	20-24		M	12
Tenterfield	20-24	0	F	90
Tenterfield	20-24	0	M	90
Tenterfield	20-24	1	F	23
Tenterfield	20-24	1	M	18
Tenterfield	25-29		F	13
Tenterfield	25-29		M	8
Tenterfield	25-29	0	F	88
Tenterfield	25-29	0	M	86
Tenterfield	25-29	1	F	10
Tenterfield	25-29	1	M	9
Tenterfield	30-34		F	12
Tenterfield	30-34		M	4
Tenterfield	30-34	0	F	106
Tenterfield	30-34	0	M	101
Tenterfield	30-34	1	F	14
Tenterfield	30-34	1	M	17
Tenterfield	35-39		F	16
Tenterfield	35-39		M	20
Tenterfield	35-39	0	F	103
Tenterfield	35-39	0	M	92
Tenterfield	35-39	1	F	15
Tenterfield	35-39	1	M	9
Tenterfield	40-44		F	18
Tenterfield	40-44		M	17
Tenterfield	40-44	0	F	140
Tenterfield	40-44	0	M	115
Tenterfield	40-44	1	F	16
Tenterfield	40-44	1	M	12
Tenterfield	45-49		F	28
Tenterfield	45-49		M	14
Tenterfield	45-49	0	F	180
Tenterfield	45-49	0	M	158
Tenterfield	45-49	1	F	15
Tenterfield	45-49	1	M	13
Tenterfield	50-54		F	21
Tenterfield	50-54		M	27
Tenterfield	50-54	0	F	162
Tenterfield	50-54	0	M	175
Tenterfield	50-54	1	F	25
Tenterfield	50-54	1	M	6
Tenterfield	55-59		F	23
Tenterfield	55-59		M	24
Tenterfield	55-59	0	F	202
Tenterfield	55-59	0	M	224
Tenterfield	55-59	1	F	14
Tenterfield	55-59	1	M	9
Tenterfield	60-64		F	28
Tenterfield	60-64		M	37
Tenterfield	60-64	0	F	332
Tenterfield	60-64	0	M	273
Tenterfield	60-64	1	F	18
Tenterfield	60-64	1	M	15
Tenterfield	65+		F	79
Tenterfield	65+		M	90
Tenterfield	65+	0	F	1003
Tenterfield	65+	0	M	1027
Tenterfield	65+	1	F	15
Tenterfield	65+	1	M	19
The Hills Shire	0-4		F	94
The Hills Shire	0-4		M	108
The Hills Shire	0-4	0	F	5233
The Hills Shire	0-4	0	M	5523
The Hills Shire	0-4	1	F	59
The Hills Shire	0-4	1	M	45
The Hills Shire	5-9		F	151
The Hills Shire	5-9		M	169
The Hills Shire	5-9	0	F	7026
The Hills Shire	5-9	0	M	7268
The Hills Shire	5-9	1	F	59
The Hills Shire	5-9	1	M	67
The Hills Shire	10-14		F	134
The Hills Shire	10-14		M	144
The Hills Shire	10-14	0	F	6856
The Hills Shire	10-14	0	M	7577
The Hills Shire	10-14	1	F	70
The Hills Shire	10-14	1	M	60
The Hills Shire	15-19		F	102
The Hills Shire	15-19		M	146
The Hills Shire	15-19	0	F	6147
The Hills Shire	15-19	0	M	6544
The Hills Shire	15-19	1	F	66
The Hills Shire	15-19	1	M	72
The Hills Shire	20-24		F	108
The Hills Shire	20-24		M	126
The Hills Shire	20-24	0	F	5288
The Hills Shire	20-24	0	M	5807
The Hills Shire	20-24	1	F	62
The Hills Shire	20-24	1	M	49
The Hills Shire	25-29		F	136
The Hills Shire	25-29		M	119
The Hills Shire	25-29	0	F	4152
The Hills Shire	25-29	0	M	4339
The Hills Shire	25-29	1	F	35
The Hills Shire	25-29	1	M	45
The Hills Shire	30-34		F	130
The Hills Shire	30-34		M	103
The Hills Shire	30-34	0	F	5551
The Hills Shire	30-34	0	M	4634
The Hills Shire	30-34	1	F	28
The Hills Shire	30-34	1	M	43
The Hills Shire	35-39		F	186
The Hills Shire	35-39		M	144
The Hills Shire	35-39	0	F	7943
The Hills Shire	35-39	0	M	6886
