LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Liverpool Plains	Year 10	F	991
Liverpool Plains	Year 10	M	1045
Liverpool Plains	Year 11	F	246
Liverpool Plains	Year 11	M	221
Liverpool Plains	Year 12	F	1057
Liverpool Plains	Year 12	M	846
Lockhart	Did not go to school	F	5
Lockhart	Did not go to school	M	4
Lockhart	Year 8	F	60
Lockhart	Year 8	M	97
Lockhart	Year 9	F	113
Lockhart	Year 9	M	110
Lockhart	Year 10	F	386
Lockhart	Year 10	M	489
Lockhart	Year 11	F	113
Lockhart	Year 11	M	103
Lockhart	Year 12	F	522
Lockhart	Year 12	M	364
Maitland	Did not go to school	F	109
Maitland	Did not go to school	M	135
Maitland	Year 8	F	1400
Maitland	Year 8	M	1374
Maitland	Year 9	F	3275
Maitland	Year 9	M	2895
Maitland	Year 10	F	11220
Maitland	Year 10	M	11155
Maitland	Year 11	F	2740
Maitland	Year 11	M	3035
Maitland	Year 12	F	16480
Maitland	Year 12	M	13786
Mid-Coast	Did not go to school	F	110
Mid-Coast	Did not go to school	M	108
Mid-Coast	Year 8	F	2035
Mid-Coast	Year 8	M	2381
Mid-Coast	Year 9	F	4510
Mid-Coast	Year 9	M	4417
Mid-Coast	Year 10	F	14574
Mid-Coast	Year 10	M	13901
Mid-Coast	Year 11	F	2831
Mid-Coast	Year 11	M	2817
Mid-Coast	Year 12	F	14752
Mid-Coast	Year 12	M	12783
Mid-Western Regional	Did not go to school	F	27
Mid-Western Regional	Did not go to school	M	32
Mid-Western Regional	Year 8	F	439
Mid-Western Regional	Year 8	M	567
Mid-Western Regional	Year 9	F	809
Mid-Western Regional	Year 9	M	947
Mid-Western Regional	Year 10	F	3054
Mid-Western Regional	Year 10	M	3569
Mid-Western Regional	Year 11	F	658
Mid-Western Regional	Year 11	M	813
Mid-Western Regional	Year 12	F	4442
Mid-Western Regional	Year 12	M	3436
Moree Plains	Did not go to school	F	24
Moree Plains	Did not go to school	M	35
Moree Plains	Year 8	F	187
Moree Plains	Year 8	M	290
Moree Plains	Year 9	F	306
Moree Plains	Year 9	M	388
Moree Plains	Year 10	F	1159
Moree Plains	Year 10	M	1334
Moree Plains	Year 11	F	348
Moree Plains	Year 11	M	319
Moree Plains	Year 12	F	1966
Moree Plains	Year 12	M	1504
Mosman	Did not go to school	F	28
Mosman	Did not go to school	M	18
Mosman	Year 8	F	112
Mosman	Year 8	M	101
Mosman	Year 9	F	285
Mosman	Year 9	M	240
Mosman	Year 10	F	1133
Mosman	Year 10	M	685
Mosman	Year 11	F	585
Mosman	Year 11	M	411
Mosman	Year 12	F	10302
Mosman	Year 12	M	8824
Murray River	Did not go to school	F	22
Murray River	Did not go to school	M	17
Murray River	Year 8	F	288
Murray River	Year 8	M	386
Murray River	Year 9	F	438
Murray River	Year 9	M	587
Murray River	Year 10	F	1131
Murray River	Year 10	M	1301
Murray River	Year 11	F	871
Murray River	Year 11	M	884
Murray River	Year 12	F	2155
Murray River	Year 12	M	1602
Murrumbidgee	Did not go to school	M	9
Murrumbidgee	Year 8	F	59
Murrumbidgee	Year 8	M	107
Murrumbidgee	Year 9	F	104
Murrumbidgee	Year 9	M	137
Murrumbidgee	Year 10	F	358
Murrumbidgee	Year 10	M	477
Murrumbidgee	Year 11	F	131
Murrumbidgee	Year 11	M	138
Murrumbidgee	Year 12	F	542
Murrumbidgee	Year 12	M	409
Muswellbrook	Did not go to school	F	16
Muswellbrook	Did not go to school	M	22
Muswellbrook	Year 8	F	342
Muswellbrook	Year 8	M	371
Muswellbrook	Year 9	F	574
Muswellbrook	Year 9	M	676
Muswellbrook	Year 10	F	2086
Muswellbrook	Year 10	M	2329
Muswellbrook	Year 11	F	536
Muswellbrook	Year 11	M	623
Muswellbrook	Year 12	F	2308
Muswellbrook	Year 12	M	1811
Nambucca Valley	Did not go to school	F	23
Nambucca Valley	Did not go to school	M	31
Nambucca Valley	Year 8	F	425
Nambucca Valley	Year 8	M	485
Nambucca Valley	Year 9	F	863
Nambucca Valley	Year 9	M	919
Nambucca Valley	Year 10	F	2850
Nambucca Valley	Year 10	M	2762
Nambucca Valley	Year 11	F	620
Nambucca Valley	Year 11	M	628
Nambucca Valley	Year 12	F	3312
Nambucca Valley	Year 12	M	2709
Narrabri	Did not go to school	F	17
Narrabri	Did not go to school	M	20
Narrabri	Year 8	F	217
Narrabri	Year 8	M	356
Narrabri	Year 9	F	436
Narrabri	Year 9	M	536
Narrabri	Year 10	F	1458
Narrabri	Year 10	M	1583
Narrabri	Year 11	F	351
Narrabri	Year 11	M	345
Narrabri	Year 12	F	1974
Narrabri	Year 12	M	1599
Narrandera	Did not go to school	F	8
Narrandera	Did not go to school	M	6
Narrandera	Year 8	F	159
Narrandera	Year 8	M	180
Narrandera	Year 9	F	221
Narrandera	Year 9	M	260
Narrandera	Year 10	F	686
Narrandera	Year 10	M	715
Narrandera	Year 11	F	195
Narrandera	Year 11	M	169
Narrandera	Year 12	F	811
Narrandera	Year 12	M	636
Narromine	Did not go to school	F	11
Narromine	Did not go to school	M	17
Narromine	Year 8	F	112
Narromine	Year 8	M	161
Narromine	Year 9	F	201
Narromine	Year 9	M	235
Narromine	Year 10	F	653
Narromine	Year 10	M	829
Narromine	Year 11	F	168
Narromine	Year 11	M	168
Narromine	Year 12	F	1014
Narromine	Year 12	M	717
Newcastle	Did not go to school	F	394
Newcastle	Did not go to school	M	328
Newcastle	Year 8	F	2343
Newcastle	Year 8	M	2165
Newcastle	Year 9	F	4688
Newcastle	Year 9	M	4249
Newcastle	Year 10	F	15725
Newcastle	Year 10	M	15599
Newcastle	Year 11	F	3936
Newcastle	Year 11	M	4503
Newcastle	Year 12	F	41254
Newcastle	Year 12	M	37917
North Sydney	Did not go to school	F	93
North Sydney	Did not go to school	M	64
North Sydney	Year 8	F	240
North Sydney	Year 8	M	201
North Sydney	Year 9	F	464
North Sydney	Year 9	M	425
North Sydney	Year 10	F	2212
North Sydney	Year 10	M	1623
North Sydney	Year 11	F	1048
North Sydney	Year 11	M	861
North Sydney	Year 12	F	26598
North Sydney	Year 12	M	23516
Northern Beaches	Did not go to school	F	510
Northern Beaches	Did not go to school	M	421
Northern Beaches	Year 8	F	2040
Northern Beaches	Year 8	M	1888
Northern Beaches	Year 9	F	3987
Northern Beaches	Year 9	M	3768
Northern Beaches	Year 10	F	16797
Northern Beaches	Year 10	M	15102
Northern Beaches	Year 11	F	5488
Northern Beaches	Year 11	M	5774
Northern Beaches	Year 12	F	77322
Northern Beaches	Year 12	M	72668
Oberon	Did not go to school	F	14
Oberon	Did not go to school	M	13
Oberon	Year 8	F	91
Oberon	Year 8	M	127
Oberon	Year 9	F	155
Oberon	Year 9	M	188
Oberon	Year 10	F	662
Oberon	Year 10	M	812
Oberon	Year 11	F	131
Oberon	Year 11	M	146
Oberon	Year 12	F	887
Oberon	Year 12	M	745
Orange	Did not go to school	F	74
Orange	Did not go to school	M	103
Orange	Year 8	F	727
Orange	Year 8	M	815
Orange	Year 9	F	1258
Orange	Year 9	M	1288
Orange	Year 10	F	4701
Orange	Year 10	M	4628
Orange	Year 11	F	1153
Orange	Year 11	M	1205
Orange	Year 12	F	8795
Orange	Year 12	M	7088
Parkes	Did not go to school	F	18
Parkes	Did not go to school	M	23
Parkes	Year 8	F	305
Parkes	Year 8	M	374
Parkes	Year 9	F	469
Parkes	Year 9	M	529
Parkes	Year 10	F	1816
Parkes	Year 10	M	1933
Parkes	Year 11	F	423
Parkes	Year 11	M	418
Parkes	Year 12	F	2268
Parkes	Year 12	M	1811
Parramatta	Did not go to school	F	1296
Parramatta	Did not go to school	M	1026
Parramatta	Year 8	F	2575
Parramatta	Year 8	M	2140
Parramatta	Year 9	F	3283
Parramatta	Year 9	M	2873
Parramatta	Year 10	F	10829
Parramatta	Year 10	M	10470
Parramatta	Year 11	F	3650
Parramatta	Year 11	M	4123
Parramatta	Year 12	F	77900
Parramatta	Year 12	M	77389
Penrith	Did not go to school	F	705
Penrith	Did not go to school	M	579
Penrith	Year 8	F	3339
Penrith	Year 8	M	3199
Penrith	Year 9	F	5611
Penrith	Year 9	M	5868
Penrith	Year 10	F	22028
Penrith	Year 10	M	23646
Penrith	Year 11	F	5622
Penrith	Year 11	M	6160
Penrith	Year 12	F	44392
Penrith	Year 12	M	38348
Port Macquarie-Hastings	Did not go to school	F	87
Port Macquarie-Hastings	Did not go to school	M	86
Port Macquarie-Hastings	Year 8	F	1510
Port Macquarie-Hastings	Year 8	M	1664
Port Macquarie-Hastings	Year 9	F	3289
Port Macquarie-Hastings	Year 9	M	3239
Port Macquarie-Hastings	Year 10	F	11647
Port Macquarie-Hastings	Year 10	M	10535
Port Macquarie-Hastings	Year 11	F	2754
Port Macquarie-Hastings	Year 11	M	2733
Port Macquarie-Hastings	Year 12	F	16933
Port Macquarie-Hastings	Year 12	M	14101
Port Stephens	Did not go to school	F	92
Port Stephens	Did not go to school	M	103
Port Stephens	Year 8	F	1235
Port Stephens	Year 8	M	1391
Port Stephens	Year 9	F	2985
Port Stephens	Year 9	M	2836
Port Stephens	Year 10	F	10334
Port Stephens	Year 10	M	10249
Port Stephens	Year 11	F	2345
Port Stephens	Year 11	M	2618
Port Stephens	Year 12	F	12907
Port Stephens	Year 12	M	11269
Queanbeyan-Palerang Regional	Did not go to school	F	113
Queanbeyan-Palerang Regional	Did not go to school	M	95
Queanbeyan-Palerang Regional	Year 8	F	775
Queanbeyan-Palerang Regional	Year 8	M	793
Queanbeyan-Palerang Regional	Year 9	F	1056
Queanbeyan-Palerang Regional	Year 9	M	1200
Queanbeyan-Palerang Regional	Year 10	F	4468
Queanbeyan-Palerang Regional	Year 10	M	4984
Queanbeyan-Palerang Regional	Year 11	F	1476
Queanbeyan-Palerang Regional	Year 11	M	1617
Queanbeyan-Palerang Regional	Year 12	F	16234
Queanbeyan-Palerang Regional	Year 12	M	15273
Randwick	Did not go to school	F	430
Randwick	Did not go to school	M	320
Randwick	Year 8	F	1523
Randwick	Year 8	M	1199
Randwick	Year 9	F	1676
Randwick	Year 9	M	1552
Randwick	Year 10	F	5829
Randwick	Year 10	M	5720
Randwick	Year 11	F	2088
Randwick	Year 11	M	2349
Randwick	Year 12	F	43545
Randwick	Year 12	M	39255
Richmond Valley	Did not go to school	F	23
Richmond Valley	Did not go to school	M	29
Richmond Valley	Year 8	F	534
Richmond Valley	Year 8	M	692
Richmond Valley	Year 9	F	892
Richmond Valley	Year 9	M	1032
Richmond Valley	Year 10	F	3310
Richmond Valley	Year 10	M	3329
Richmond Valley	Year 11	F	696
Richmond Valley	Year 11	M	757
Richmond Valley	Year 12	F	3294
Richmond Valley	Year 12	M	2554
Ryde	Did not go to school	F	684
Ryde	Did not go to school	M	470
Ryde	Year 8	F	1552
Ryde	Year 8	M	1186
Ryde	Year 9	F	1578
Ryde	Year 9	M	1420
Ryde	Year 10	F	5640
Ryde	Year 10	M	5042
Ryde	Year 11	F	1804
Ryde	Year 11	M	1933
Ryde	Year 12	F	41999
Ryde	Year 12	M	39726
Shellharbour	Did not go to school	F	211
Shellharbour	Did not go to school	M	191
Shellharbour	Year 8	F	1556
Shellharbour	Year 8	M	1462
Shellharbour	Year 9	F	2749
Shellharbour	Year 9	M	2426
Shellharbour	Year 10	F	10089
Shellharbour	Year 10	M	10140
Shellharbour	Year 11	F	2338
Shellharbour	Year 11	M	2547
Shellharbour	Year 12	F	13327
Shellharbour	Year 12	M	11209
Shoalhaven	Did not go to school	F	133
Shoalhaven	Did not go to school	M	172
Shoalhaven	Year 8	F	2084
Shoalhaven	Year 8	M	2245
Shoalhaven	Year 9	F	4181
Shoalhaven	Year 9	M	4260
Shoalhaven	Year 10	F	14306
Shoalhaven	Year 10	M	14134
Shoalhaven	Year 11	F	3038
Shoalhaven	Year 11	M	3255
Shoalhaven	Year 12	F	19315
Shoalhaven	Year 12	M	16710
Singleton	Did not go to school	F	24
Singleton	Did not go to school	M	35
Singleton	Year 8	F	340
Singleton	Year 8	M	436
Singleton	Year 9	F	824
Singleton	Year 9	M	826
Singleton	Year 10	F	3127
Singleton	Year 10	M	3501
Singleton	Year 11	F	758
Singleton	Year 11	M	1038
Singleton	Year 12	F	3833
Singleton	Year 12	M	3425
Snowy Monaro Regional	Did not go to school	F	27
Snowy Monaro Regional	Did not go to school	M	37
Snowy Monaro Regional	Year 8	F	289
Snowy Monaro Regional	Year 8	M	396
Snowy Monaro Regional	Year 9	F	515
Snowy Monaro Regional	Year 9	M	574
Snowy Monaro Regional	Year 10	F	2010
Snowy Monaro Regional	Year 10	M	2473
Snowy Monaro Regional	Year 11	F	601
Snowy Monaro Regional	Year 11	M	641
Snowy Monaro Regional	Year 12	F	4666
Snowy Monaro Regional	Year 12	M	4202
Snowy Valleys	Did not go to school	F	9
Snowy Valleys	Did not go to school	M	35
Snowy Valleys	Year 8	F	249
Snowy Valleys	Year 8	M	407
Snowy Valleys	Year 9	F	508
Snowy Valleys	Year 9	M	591
Snowy Valleys	Year 10	F	1791
Snowy Valleys	Year 10	M	2008
Snowy Valleys	Year 11	F	512
Snowy Valleys	Year 11	M	518
Snowy Valleys	Year 12	F	2380
Snowy Valleys	Year 12	M	1867
Strathfield	Did not go to school	F	308
Strathfield	Did not go to school	M	222
Strathfield	Year 8	F	548
Strathfield	Year 8	M	415
Strathfield	Year 9	F	424
Strathfield	Year 9	M	439
Strathfield	Year 10	F	1457
Strathfield	Year 10	M	1379
Strathfield	Year 11	F	599
Strathfield	Year 11	M	697
Strathfield	Year 12	F	14480
Strathfield	Year 12	M	15476
Sutherland Shire	Did not go to school	F	377
Sutherland Shire	Did not go to school	M	343
Sutherland Shire	Year 8	F	2231
Sutherland Shire	Year 8	M	1950
Sutherland Shire	Year 9	F	5023
Sutherland Shire	Year 9	M	4284
Sutherland Shire	Year 10	F	21084
Sutherland Shire	Year 10	M	20728
Sutherland Shire	Year 11	F	4826
Sutherland Shire	Year 11	M	5853
Sutherland Shire	Year 12	F	59637
Sutherland Shire	Year 12	M	53946
Sydney	Did not go to school	F	792
Sydney	Did not go to school	M	671
Sydney	Year 8	F	1306
Sydney	Year 8	M	1199
Sydney	Year 9	F	1343
Sydney	Year 9	M	1490
Sydney	Year 10	F	4886
Sydney	Year 10	M	5859
Sydney	Year 11	F	2792
Sydney	Year 11	M	3473
Sydney	Year 12	F	75196
Sydney	Year 12	M	81420
Tamworth Regional	Did not go to school	F	103
Tamworth Regional	Did not go to school	M	112
Tamworth Regional	Year 8	F	1076
Tamworth Regional	Year 8	M	1407
Tamworth Regional	Year 9	F	2212
Tamworth Regional	Year 9	M	2328
Tamworth Regional	Year 10	F	7606
Tamworth Regional	Year 10	M	7713
Tamworth Regional	Year 11	F	1922
Tamworth Regional	Year 11	M	1851
Tamworth Regional	Year 12	F	11164
Tamworth Regional	Year 12	M	8818
Temora	Did not go to school	F	10
Temora	Did not go to school	M	6
Temora	Year 8	F	117
Temora	Year 8	M	143
Temora	Year 9	F	246
Temora	Year 9	M	297
Temora	Year 10	F	868
Temora	Year 10	M	895
Temora	Year 11	F	172
Temora	Year 11	M	175
Temora	Year 12	F	945
Temora	Year 12	M	701
Tenterfield	Did not go to school	F	15
Tenterfield	Did not go to school	M	12
Tenterfield	Year 8	F	147
Tenterfield	Year 8	M	213
Tenterfield	Year 9	F	258
Tenterfield	Year 9	M	297
Tenterfield	Year 10	F	948
Tenterfield	Year 10	M	891
Tenterfield	Year 11	F	225
Tenterfield	Year 11	M	194
Tenterfield	Year 12	F	1075
Tenterfield	Year 12	M	921
The Hills Shire	Did not go to school	F	461
The Hills Shire	Did not go to school	M	312
The Hills Shire	Year 8	F	1609
The Hills Shire	Year 8	M	1321
The Hills Shire	Year 9	F	2835
The Hills Shire	Year 9	M	2774
The Hills Shire	Year 10	F	11389
The Hills Shire	Year 10	M	10662
The Hills Shire	Year 11	F	3392
The Hills Shire	Year 11	M	3700
The Hills Shire	Year 12	F	55518
The Hills Shire	Year 12	M	52712
Tweed	Did not go to school	F	118
Tweed	Did not go to school	M	111
Tweed	Year 8	F	1749
Tweed	Year 8	M	1648
Tweed	Year 9	F	3017
Tweed	Year 9	M	2887
Tweed	Year 10	F	11717
Tweed	Year 10	M	10856
Tweed	Year 11	F	3148
Tweed	Year 11	M	3149
Tweed	Year 12	F	19539
Tweed	Year 12	M	16634
Upper Hunter Shire	Did not go to school	F	19
Upper Hunter Shire	Did not go to school	M	39
Upper Hunter Shire	Year 8	F	251
Upper Hunter Shire	Year 8	M	341
Upper Hunter Shire	Year 9	F	483
Upper Hunter Shire	Year 9	M	562
Upper Hunter Shire	Year 10	F	1725
Upper Hunter Shire	Year 10	M	2034
Upper Hunter Shire	Year 11	F	443
Upper Hunter Shire	Year 11	M	417
Upper Hunter Shire	Year 12	F	2479
Upper Hunter Shire	Year 12	M	1832
Upper Lachlan Shire	Did not go to school	F	3
Upper Lachlan Shire	Did not go to school	M	19
Upper Lachlan Shire	Year 8	F	137
Upper Lachlan Shire	Year 8	M	204
Upper Lachlan Shire	Year 9	F	260
Upper Lachlan Shire	Year 9	M	332
Upper Lachlan Shire	Year 10	F	953
Upper Lachlan Shire	Year 10	M	1212
Upper Lachlan Shire	Year 11	F	254
Upper Lachlan Shire	Year 11	M	210
Upper Lachlan Shire	Year 12	F	1614
Upper Lachlan Shire	Year 12	M	1269
Uralla	Did not go to school	F	3
Uralla	Did not go to school	M	13
Uralla	Year 8	F	110
Uralla	Year 8	M	145
Uralla	Year 9	F	172
Uralla	Year 9	M	223
Uralla	Year 10	F	693
Uralla	Year 10	M	731
Uralla	Year 11	F	164
Uralla	Year 11	M	144
Uralla	Year 12	F	1229
Uralla	Year 12	M	926
Wagga Wagga	Did not go to school	F	248
Wagga Wagga	Did not go to school	M	175
Wagga Wagga	Year 8	F	1024
Wagga Wagga	Year 8	M	1251
Wagga Wagga	Year 9	F	1846
Wagga Wagga	Year 9	M	1919
Wagga Wagga	Year 10	F	7021
Wagga Wagga	Year 10	M	7052
Wagga Wagga	Year 11	F	2030
Wagga Wagga	Year 11	M	2111
Wagga Wagga	Year 12	F	14046
Wagga Wagga	Year 12	M	11578
Walcha	Did not go to school	F	6
Walcha	Did not go to school	M	6
Walcha	Year 8	F	54
Walcha	Year 8	M	93
Walcha	Year 9	F	103
Walcha	Year 9	M	121
Walcha	Year 10	F	349
Walcha	Year 10	M	400
Walcha	Year 11	F	78
Walcha	Year 11	M	75
Walcha	Year 12	F	529
Walcha	Year 12	M	425
Walgett	Did not go to school	F	16
Walgett	Did not go to school	M	22
Walgett	Year 8	F	88
Walgett	Year 8	M	174
Walgett	Year 9	F	182
Walgett	Year 9	M	193
Walgett	Year 10	F	436
Walgett	Year 10	M	538
Walgett	Year 11	F	140
Walgett	Year 11	M	107
Walgett	Year 12	F	670
Walgett	Year 12	M	589
Warren	Did not go to school	F	4
Warren	Did not go to school	M	6
Warren	Year 8	F	37
Warren	Year 8	M	65
Warren	Year 9	F	91
Warren	Year 9	M	105
Warren	Year 10	F	246
Warren	Year 10	M	309
Warren	Year 11	F	65
Warren	Year 11	M	57
Warren	Year 12	F	455
Warren	Year 12	M	356
Warrumbungle Shire	Did not go to school	F	6
Warrumbungle Shire	Did not go to school	M	16
Warrumbungle Shire	Year 8	F	190
Warrumbungle Shire	Year 8	M	315
Warrumbungle Shire	Year 9	F	289
Warrumbungle Shire	Year 9	M	403
Warrumbungle Shire	Year 10	F	1123
Warrumbungle Shire	Year 10	M	1182
Warrumbungle Shire	Year 11	F	259
Warrumbungle Shire	Year 11	M	235
Warrumbungle Shire	Year 12	F	1404
Warrumbungle Shire	Year 12	M	1070
Waverley	Did not go to school	F	91
Waverley	Did not go to school	M	71
Waverley	Year 8	F	389
Waverley	Year 8	M	331
Waverley	Year 9	F	533
Waverley	Year 9	M	575
Waverley	Year 10	F	1963
Waverley	Year 10	M	1888
Waverley	Year 11	F	988
Waverley	Year 11	M	1046
Waverley	Year 12	F	24021
Waverley	Year 12	M	21901
Weddin	Did not go to school	F	6
Weddin	Did not go to school	M	6
Weddin	Year 8	F	60
Weddin	Year 8	M	103
Weddin	Year 9	F	152
Weddin	Year 9	M	193
Weddin	Year 10	F	474
Weddin	Year 10	M	545
Weddin	Year 11	F	106
Weddin	Year 11	M	122
Weddin	Year 12	F	563
Weddin	Year 12	M	470
Wentworth	Did not go to school	F	9
Wentworth	Did not go to school	M	7
Wentworth	Year 8	F	153
Wentworth	Year 8	M	230
Wentworth	Year 9	F	223
Wentworth	Year 9	M	315
Wentworth	Year 10	F	593
Wentworth	Year 10	M	767
Wentworth	Year 11	F	424
Wentworth	Year 11	M	458
Wentworth	Year 12	F	1137
Wentworth	Year 12	M	876
Willoughby	Did not go to school	F	310
Willoughby	Did not go to school	M	179
Willoughby	Year 8	F	663
Willoughby	Year 8	M	500
Willoughby	Year 9	F	848
Willoughby	Year 9	M	764
Willoughby	Year 10	F	2453
Willoughby	Year 10	M	1931
Willoughby	Year 11	F	1118
Willoughby	Year 11	M	1111
Willoughby	Year 12	F	25487
Willoughby	Year 12	M	23492
Wingecarribee	Did not go to school	F	56
Wingecarribee	Did not go to school	M	69
Wingecarribee	Year 8	F	545
Wingecarribee	Year 8	M	609
Wingecarribee	Year 9	F	1378
Wingecarribee	Year 9	M	1346
Wingecarribee	Year 10	F	5555
Wingecarribee	Year 10	M	5397
Wingecarribee	Year 11	F	1574
Wingecarribee	Year 11	M	1428
Wingecarribee	Year 12	F	12518
Wingecarribee	Year 12	M	10724
Wollondilly	Did not go to school	F	63
Wollondilly	Did not go to school	M	67
Wollondilly	Year 8	F	639
Wollondilly	Year 8	M	801
Wollondilly	Year 9	F	1554
Wollondilly	Year 9	M	1750
Wollondilly	Year 10	F	6385
Wollondilly	Year 10	M	7777
Wollondilly	Year 11	F	1491
Wollondilly	Year 11	M	1700
Wollondilly	Year 12	F	9997
Wollondilly	Year 12	M	7661
Wollongong	Did not go to school	F	866
Wollongong	Did not go to school	M	616
Wollongong	Year 8	F	4313
Wollongong	Year 8	M	3631
Wollongong	Year 9	F	6143
Wollongong	Year 9	M	5648
Wollongong	Year 10	F	21408
Wollongong	Year 10	M	21897
Wollongong	Year 11	F	5105
Wollongong	Year 11	M	6036
Wollongong	Year 12	F	47854
Wollongong	Year 12	M	43822
Woollahra	Did not go to school	F	44
Woollahra	Did not go to school	M	47
Woollahra	Year 8	F	240
Woollahra	Year 8	M	190
Woollahra	Year 9	F	464
Woollahra	Year 9	M	421
Woollahra	Year 10	F	1616
Woollahra	Year 10	M	1165
Woollahra	Year 11	F	840
Woollahra	Year 11	M	741
Woollahra	Year 12	F	19875
Woollahra	Year 12	M	17208
Yass Valley	Did not go to school	F	18
Yass Valley	Did not go to school	M	22
Yass Valley	Year 8	F	200
Yass Valley	Year 8	M	222
Yass Valley	Year 9	F	338
Yass Valley	Year 9	M	398
Yass Valley	Year 10	F	1453
Yass Valley	Year 10	M	1537
Yass Valley	Year 11	F	438
Yass Valley	Year 11	M	466
Yass Valley	Year 12	F	4292
Yass Valley	Year 12	M	3721
Unincorporated NSW	Did not go to school	F	4
Unincorporated NSW	Year 8	F	4
Unincorporated NSW	Year 8	M	18
Unincorporated NSW	Year 9	F	19
Unincorporated NSW	Year 9	M	35
Unincorporated NSW	Year 10	F	85
Unincorporated NSW	Year 10	M	130
Unincorporated NSW	Year 11	F	39
Unincorporated NSW	Year 11	M	32
Unincorporated NSW	Year 12	F	218
Unincorporated NSW	Year 12	M	162
No usual address (NSW)	Did not go to school	F	28
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	103
No usual address (NSW)	Year 8	M	225
No usual address (NSW)	Year 9	F	226
No usual address (NSW)	Year 9	M	351
No usual address (NSW)	Year 10	F	798
No usual address (NSW)	Year 10	M	1083
No usual address (NSW)	Year 11	F	234
No usual address (NSW)	Year 11	M	293
No usual address (NSW)	Year 12	F	1674
No usual address (NSW)	Year 12	M	1648
Alpine	Did not go to school	F	26
Alpine	Did not go to school	M	20
Alpine	Year 8	F	251
Alpine	Year 8	M	266
Alpine	Year 9	F	325
Alpine	Year 9	M	400
Alpine	Year 10	F	868
Alpine	Year 10	M	1094
Alpine	Year 11	F	865
Alpine	Year 11	M	876
Alpine	Year 12	F	2881
Alpine	Year 12	M	2382
Ararat	Did not go to school	F	27
Ararat	Did not go to school	M	48
Ararat	Year 8	F	269
Ararat	Year 8	M	313
Ararat	Year 9	F	390
Ararat	Year 9	M	450
Ararat	Year 10	F	791
Ararat	Year 10	M	1473
Ararat	Year 11	F	822
Ararat	Year 11	M	880
Ararat	Year 12	F	2057
Ararat	Year 12	M	1627
Ballarat	Did not go to school	F	163
Ballarat	Did not go to school	M	185
Ballarat	Year 8	F	2329
Ballarat	Year 8	M	2094
Ballarat	Year 9	F	3368
Ballarat	Year 9	M	3503
Ballarat	Year 10	F	7370
Ballarat	Year 10	M	7867
Ballarat	Year 11	F	6780
Ballarat	Year 11	M	6339
Ballarat	Year 12	F	25648
Ballarat	Year 12	M	21089
Banyule	Did not go to school	F	511
Banyule	Did not go to school	M	408
Banyule	Year 8	F	2505
Banyule	Year 8	M	1805
Banyule	Year 9	F	2350
Banyule	Year 9	M	2406
Banyule	Year 10	F	5064
Banyule	Year 10	M	5254
Banyule	Year 11	F	5127
Banyule	Year 11	M	5381
Banyule	Year 12	F	36271
Banyule	Year 12	M	32683
Bass Coast	Did not go to school	F	77
Bass Coast	Did not go to school	M	85
Bass Coast	Year 8	F	885
Bass Coast	Year 8	M	783
Bass Coast	Year 9	F	1366
Bass Coast	Year 9	M	1464
Bass Coast	Year 10	F	3098
Bass Coast	Year 10	M	3504
Bass Coast	Year 11	F	2662
Bass Coast	Year 11	M	2809
Bass Coast	Year 12	F	8333
Bass Coast	Year 12	M	6628
Baw Baw	Did not go to school	F	86
Baw Baw	Did not go to school	M	92
Baw Baw	Year 8	F	1159
Baw Baw	Year 8	M	1248
Baw Baw	Year 9	F	1748
Baw Baw	Year 9	M	2106
Baw Baw	Year 10	F	4214
Baw Baw	Year 10	M	4988
Baw Baw	Year 11	F	3741
Baw Baw	Year 11	M	3788
Baw Baw	Year 12	F	11711
Baw Baw	Year 12	M	8688
Bayside (Vic.)	Did not go to school	F	170
Bayside (Vic.)	Did not go to school	M	135
Bayside (Vic.)	Year 8	F	1110
Bayside (Vic.)	Year 8	M	857
Bayside (Vic.)	Year 9	F	1376
Bayside (Vic.)	Year 9	M	1290
Bayside (Vic.)	Year 10	F	3600
Bayside (Vic.)	Year 10	M	3044
Bayside (Vic.)	Year 11	F	4157
Bayside (Vic.)	Year 11	M	3606
Bayside (Vic.)	Year 12	F	31857
Bayside (Vic.)	Year 12	M	28934
Benalla	Did not go to school	F	14
Benalla	Did not go to school	M	19
Benalla	Year 8	F	364
Benalla	Year 8	M	407
Benalla	Year 9	F	504
Benalla	Year 9	M	560
Benalla	Year 10	F	1152
Benalla	Year 10	M	1212
Benalla	Year 11	F	1070
Benalla	Year 11	M	1092
Benalla	Year 12	F	2722
Benalla	Year 12	M	2122
Boroondara	Did not go to school	F	459
Boroondara	Did not go to school	M	349
Boroondara	Year 8	F	1940
Boroondara	Year 8	M	1375
Boroondara	Year 9	F	2005
Boroondara	Year 9	M	1886
Boroondara	Year 10	F	4151
Boroondara	Year 10	M	3661
Boroondara	Year 11	F	5067
Boroondara	Year 11	M	4319
Boroondara	Year 12	F	57822
Boroondara	Year 12	M	52750
Brimbank	Did not go to school	F	3483
Brimbank	Did not go to school	M	2628
Brimbank	Year 8	F	7918
Brimbank	Year 8	M	5979
Brimbank	Year 9	F	4240
Brimbank	Year 9	M	4176
Brimbank	Year 10	F	8037
Brimbank	Year 10	M	9244
Brimbank	Year 11	F	6477
Brimbank	Year 11	M	7406
