LGA_NAME21	PrivateDwelling	Sex	persons
Mount Isa	0	F	1707
Mount Isa	0	M	2642
Mount Isa	1	F	8284
Mount Isa	1	M	8498
Murweh	0	F	475
Murweh	0	M	476
Murweh	1	F	1748
Murweh	1	M	1634
Napranum	0	F	55
Napranum	0	M	58
Napranum	1	F	369
Napranum	1	M	368
Noosa	0	F	3386
Noosa	0	M	3250
Noosa	1	F	26767
Noosa	1	M	24965
North Burnett	0	F	762
North Burnett	0	M	837
North Burnett	1	F	4328
North Burnett	1	M	4449
Northern Peninsula Area	0	F	323
Northern Peninsula Area	0	M	377
Northern Peninsula Area	1	F	1290
Northern Peninsula Area	1	M	1216
Palm Island	0	F	104
Palm Island	0	M	67
Palm Island	1	F	982
Palm Island	1	M	914
Paroo	0	F	233
Paroo	0	M	238
Paroo	1	F	782
Paroo	1	M	778
Pormpuraaw	0	F	44
Pormpuraaw	0	M	160
Pormpuraaw	1	F	275
Pormpuraaw	1	M	251
Quilpie	0	F	115
Quilpie	0	M	139
Quilpie	1	F	300
Quilpie	1	M	318
Redland	0	F	3451
Redland	0	M	2883
Redland	1	F	77623
Redland	1	M	73698
Richmond	0	F	136
Richmond	0	M	164
Richmond	1	F	300
Richmond	1	M	300
Rockhampton	0	F	3923
Rockhampton	0	M	4188
Rockhampton	1	F	37795
Rockhampton	1	M	35678
Scenic Rim	0	F	1842
Scenic Rim	0	M	2067
Scenic Rim	1	F	20090
Scenic Rim	1	M	19245
Somerset	0	F	822
Somerset	0	M	1003
Somerset	1	F	11616
Somerset	1	M	11598
South Burnett	0	F	1718
South Burnett	0	M	1852
South Burnett	1	F	14763
South Burnett	1	M	14607
Southern Downs	0	F	1732
Southern Downs	0	M	1765
Southern Downs	1	F	16674
Southern Downs	1	M	16052
Sunshine Coast	0	F	13646
Sunshine Coast	0	M	12474
Sunshine Coast	1	F	165700
Sunshine Coast	1	M	151640
Tablelands	0	F	2218
Tablelands	0	M	2195
Tablelands	1	F	11878
Tablelands	1	M	11420
Toowoomba	0	F	6771
Toowoomba	0	M	6864
Toowoomba	1	F	82625
Toowoomba	1	M	76255
Torres	0	F	299
Torres	0	M	427
Torres	1	F	1540
Torres	1	M	1463
Torres Strait Island	0	F	98
Torres Strait Island	0	M	138
Torres Strait Island	1	F	1865
Torres Strait Island	1	M	1833
Townsville	0	F	9684
Townsville	0	M	11653
Townsville	1	F	88609
Townsville	1	M	84301
Weipa	0	F	389
Weipa	0	M	657
Weipa	1	F	1689
Weipa	1	M	1801
Western Downs	0	F	2139
Western Downs	0	M	3993
Western Downs	1	F	14799
Western Downs	1	M	14778
Whitsunday	0	F	5492
Whitsunday	0	M	6913
Whitsunday	1	F	15084
Whitsunday	1	M	15262
Winton	0	F	424
Winton	0	M	427
Winton	1	F	468
Winton	1	M	431
Woorabinda	0	F	35
Woorabinda	0	M	44
Woorabinda	1	F	499
Woorabinda	1	M	426
Wujal Wujal	0	F	3
Wujal Wujal	0	M	7
Wujal Wujal	1	F	146
Wujal Wujal	1	M	125
Yarrabah	0	F	44
Yarrabah	0	M	47
Yarrabah	1	F	1238
Yarrabah	1	M	1163
Migratory - Offshore - Shipping (Qld)	0	F	54
Migratory - Offshore - Shipping (Qld)	0	M	303
Migratory - Offshore - Shipping (Qld)	1	M	3
Adelaide	0	F	4298
Adelaide	0	M	4734
Adelaide	1	F	9896
Adelaide	1	M	10064
Adelaide Hills	0	F	852
Adelaide Hills	0	M	899
Adelaide Hills	1	F	19354
Adelaide Hills	1	M	18704
Adelaide Plains	0	F	221
Adelaide Plains	0	M	287
Adelaide Plains	1	F	4426
Adelaide Plains	1	M	4698
Alexandrina	0	F	1027
Alexandrina	0	M	876
Alexandrina	1	F	13501
Alexandrina	1	M	12737
Anangu Pitjantjatjara Yunkunytjatjara	0	F	94
Anangu Pitjantjatjara Yunkunytjatjara	0	M	77
Anangu Pitjantjatjara Yunkunytjatjara	1	F	1201
Anangu Pitjantjatjara Yunkunytjatjara	1	M	1047
Barossa	0	F	704
Barossa	0	M	582
Barossa	1	F	11890
Barossa	1	M	11539
Barunga West	0	F	159
Barunga West	0	M	145
Barunga West	1	F	1131
Barunga West	1	M	1177
Berri Barmera	0	F	430
Berri Barmera	0	M	444
Berri Barmera	1	F	4855
Berri Barmera	1	M	4815
Burnside	0	F	992
Burnside	0	M	778
Burnside	1	F	22920
Burnside	1	M	20951
Campbelltown (SA)	0	F	988
Campbelltown (SA)	0	M	746
Campbelltown (SA)	1	F	27020
Campbelltown (SA)	1	M	25563
Ceduna	0	F	272
Ceduna	0	M	281
Ceduna	1	F	1569
Ceduna	1	M	1597
Charles Sturt	0	F	2814
Charles Sturt	0	M	2425
Charles Sturt	1	F	59104
Charles Sturt	1	M	56281
Clare and Gilbert Valleys	0	F	441
Clare and Gilbert Valleys	0	M	402
Clare and Gilbert Valleys	1	F	4232
Clare and Gilbert Valleys	1	M	4130
Cleve	0	F	94
Cleve	0	M	127
Cleve	1	F	749
Cleve	1	M	795
Coober Pedy	0	F	385
Coober Pedy	0	M	515
Coober Pedy	1	F	529
Coober Pedy	1	M	710
Copper Coast	0	F	671
Copper Coast	0	M	681
Copper Coast	1	F	6891
Copper Coast	1	M	6632
Elliston	0	F	126
Elliston	0	M	160
Elliston	1	F	405
Elliston	1	M	460
Flinders Ranges	0	F	231
Flinders Ranges	0	M	227
Flinders Ranges	1	F	720
Flinders Ranges	1	M	676
Franklin Harbour	0	F	82
Franklin Harbour	0	M	140
Franklin Harbour	1	F	521
Franklin Harbour	1	M	551
Gawler	0	F	666
Gawler	0	M	601
Gawler	1	F	12158
Gawler	1	M	11321
Goyder	0	F	224
Goyder	0	M	229
Goyder	1	F	1782
Goyder	1	M	1826
Grant	0	F	351
Grant	0	M	966
Grant	1	F	3469
Grant	1	M	3656
Holdfast Bay	0	F	1269
Holdfast Bay	0	M	1139
Holdfast Bay	1	F	18199
Holdfast Bay	1	M	16526
Kangaroo Island	0	F	399
Kangaroo Island	0	M	447
Kangaroo Island	1	F	2039
Kangaroo Island	1	M	2142
Karoonda East Murray	0	F	42
Karoonda East Murray	0	M	45
Karoonda East Murray	1	F	407
Karoonda East Murray	1	M	469
Kimba	0	F	73
Kimba	0	M	88
Kimba	1	F	425
Kimba	1	M	449
Kingston (SA)	0	F	96
Kingston (SA)	0	M	105
Kingston (SA)	1	F	1019
Kingston (SA)	1	M	1026
Light	0	F	458
Light	0	M	370
Light	1	F	7329
Light	1	M	7392
Lower Eyre Peninsula	0	F	254
Lower Eyre Peninsula	0	M	447
Lower Eyre Peninsula	1	F	2536
Lower Eyre Peninsula	1	M	2643
Loxton Waikerie	0	F	521
Loxton Waikerie	0	M	555
Loxton Waikerie	1	F	5248
Loxton Waikerie	1	M	5312
Maralinga Tjarutja	0	F	3
Maralinga Tjarutja	0	M	8
Maralinga Tjarutja	1	F	44
Maralinga Tjarutja	1	M	40
Marion	0	F	1815
Marion	0	M	1444
Marion	1	F	46856
Marion	1	M	43355
Mid Murray	0	F	518
Mid Murray	0	M	764
Mid Murray	1	F	3845
Mid Murray	1	M	4091
Mitcham	0	F	1940
Mitcham	0	M	1442
Mitcham	1	F	32700
Mitcham	1	M	31118
Mount Barker	0	F	919
Mount Barker	0	M	784
Mount Barker	1	F	18945
Mount Barker	1	M	17834
Mount Gambier	0	F	968
Mount Gambier	0	M	972
Mount Gambier	1	F	12786
Mount Gambier	1	M	11925
Mount Remarkable	0	F	291
Mount Remarkable	0	M	294
Mount Remarkable	1	F	1257
Mount Remarkable	1	M	1274
Murray Bridge	0	F	690
Murray Bridge	0	M	1130
Murray Bridge	1	F	9999
Murray Bridge	1	M	9574
Naracoorte Lucindale	0	F	351
Naracoorte Lucindale	0	M	390
Naracoorte Lucindale	1	F	3745
Naracoorte Lucindale	1	M	4071
Northern Areas	0	F	175
Northern Areas	0	M	193
Northern Areas	1	F	2053
Northern Areas	1	M	2074
Norwood Payneham and St Peters	0	F	973
Norwood Payneham and St Peters	0	M	1051
Norwood Payneham and St Peters	1	F	18262
Norwood Payneham and St Peters	1	M	16890
Onkaparinga	0	F	3806
Onkaparinga	0	M	3279
Onkaparinga	1	F	84492
Onkaparinga	1	M	80740
Orroroo Carrieton	0	F	77
Orroroo Carrieton	0	M	81
Orroroo Carrieton	1	F	370
Orroroo Carrieton	1	M	373
Peterborough	0	F	170
Peterborough	0	M	163
Peterborough	1	F	667
Peterborough	1	M	685
Playford	0	F	2900
Playford	0	M	2625
Playford	1	F	47137
Playford	1	M	46069
Port Adelaide Enfield	0	F	3145
Port Adelaide Enfield	0	M	3615
Port Adelaide Enfield	1	F	62787
Port Adelaide Enfield	1	M	61903
Port Augusta	0	F	838
Port Augusta	0	M	1682
Port Augusta	1	F	6045
Port Augusta	1	M	5742
Port Lincoln	0	F	662
Port Lincoln	0	M	697
Port Lincoln	1	F	6602
Port Lincoln	1	M	6290
Port Pirie	0	F	662
Port Pirie	0	M	710
Port Pirie	1	F	8093
Port Pirie	1	M	7841
Prospect	0	F	351
Prospect	0	M	301
Prospect	1	F	10668
Prospect	1	M	10686
Renmark Paringa	0	F	486
Renmark Paringa	0	M	557
Renmark Paringa	1	F	4438
Renmark Paringa	1	M	4473
Robe	0	F	129
Robe	0	M	127
Robe	1	F	694
Robe	1	M	681
Roxby Downs	0	F	695
Roxby Downs	0	M	2790
Roxby Downs	1	F	1556
Roxby Downs	1	M	1696
Salisbury	0	F	3097
Salisbury	0	M	3166
Salisbury	1	F	69233
Salisbury	1	M	69144
Southern Mallee	0	F	108
Southern Mallee	0	M	150
Southern Mallee	1	F	826
Southern Mallee	1	M	909
Streaky Bay	0	F	193
Streaky Bay	0	M	219
Streaky Bay	1	F	891
Streaky Bay	1	M	938
Tatiara	0	F	318
Tatiara	0	M	451
Tatiara	1	F	2931
Tatiara	1	M	3158
Tea Tree Gully	0	F	1542
Tea Tree Gully	0	M	1355
Tea Tree Gully	1	F	49403
Tea Tree Gully	1	M	47580
Coorong	0	F	270
Coorong	0	M	343
Coorong	1	F	2323
Coorong	1	M	2469
Tumby Bay	0	F	141
Tumby Bay	0	M	153
Tumby Bay	1	F	1290
Tumby Bay	1	M	1238
Unley	0	F	1222
Unley	0	M	851
Unley	1	F	18928
Unley	1	M	17179
Victor Harbor	0	F	598
Victor Harbor	0	M	473
Victor Harbor	1	F	7880
Victor Harbor	1	M	6961
Wakefield	0	F	229
Wakefield	0	M	248
Wakefield	1	F	3100
Wakefield	1	M	3168
Walkerville	0	F	363
Walkerville	0	M	249
Walkerville	1	F	3962
Walkerville	1	M	3502
Wattle Range	0	F	469
Wattle Range	0	M	462
Wattle Range	1	F	5250
Wattle Range	1	M	5379
West Torrens	0	F	1546
West Torrens	0	M	1307
West Torrens	1	F	29677
West Torrens	1	M	28658
Whyalla	0	F	841
Whyalla	0	M	1128
Whyalla	1	F	9735
Whyalla	1	M	9781
Wudinna	0	F	97
Wudinna	0	M	110
Wudinna	1	F	490
Wudinna	1	M	478
Yankalilla	0	F	269
Yankalilla	0	M	242
Yankalilla	1	F	2654
Yankalilla	1	M	2645
Yorke Peninsula	0	F	694
Yorke Peninsula	0	M	776
Yorke Peninsula	1	F	4967
Yorke Peninsula	1	M	5246
Unincorporated SA	0	F	1131
Unincorporated SA	0	M	2932
Unincorporated SA	1	F	1019
Unincorporated SA	1	M	1181
Migratory - Offshore - Shipping (SA)	0	M	34
Albany	0	F	1573
Albany	0	M	1919
Albany	1	F	17906
Albany	1	M	16656
Armadale	0	F	2001
Armadale	0	M	1916
Armadale	1	F	45070
Armadale	1	M	43247
Ashburton	0	F	2912
Ashburton	0	M	8247
Ashburton	1	F	2070
Ashburton	1	M	2207
Augusta Margaret River	0	F	1087
Augusta Margaret River	0	M	1081
Augusta Margaret River	1	F	7297
Augusta Margaret River	1	M	6956
Bassendean	0	F	355
Bassendean	0	M	383
Bassendean	1	F	7636
Bassendean	1	M	7145
Bayswater	0	F	1474
Bayswater	0	M	1472
Bayswater	1	F	32892
Bayswater	1	M	32006
Belmont	0	F	1474
Belmont	0	M	1829
Belmont	1	F	19196
Belmont	1	M	19303
Beverley	0	F	97
Beverley	0	M	106
Beverley	1	F	709
Beverley	1	M	703
Boddington	0	F	138
Boddington	0	M	428
Boddington	1	F	711
Boddington	1	M	731
Boyup Brook	0	F	113
Boyup Brook	0	M	123
Boyup Brook	1	F	780
Boyup Brook	1	M	767
Bridgetown-Greenbushes	0	F	215
Bridgetown-Greenbushes	0	M	360
Bridgetown-Greenbushes	1	F	2363
Bridgetown-Greenbushes	1	M	2230
Brookton	0	F	74
Brookton	0	M	67
Brookton	1	F	372
Brookton	1	M	389
Broome	0	F	5542
Broome	0	M	5287
Broome	1	F	7556
Broome	1	M	7006
Broomehill-Tambellup	0	F	52
Broomehill-Tambellup	0	M	52
Broomehill-Tambellup	1	F	444
Broomehill-Tambellup	1	M	471
Bruce Rock	0	F	70
Bruce Rock	0	M	123
Bruce Rock	1	F	370
Bruce Rock	1	M	399
Bunbury	0	F	1299
Bunbury	0	M	1924
Bunbury	1	F	15253
Bunbury	1	M	13940
Busselton	0	F	2176
Busselton	0	M	1941
Busselton	1	F	18776
Busselton	1	M	17156
Cambridge	0	F	814
Cambridge	0	M	546
Cambridge	1	F	13834
Cambridge	1	M	13225
Canning	0	F	1626
Canning	0	M	1622
Canning	1	F	45638
Canning	1	M	45178
Capel	0	F	367
Capel	0	M	330
Capel	1	F	8683
Capel	1	M	8068
Carnamah	0	F	58
Carnamah	0	M	80
Carnamah	1	F	204
Carnamah	1	M	225
Carnarvon	0	F	1926
Carnarvon	0	M	2089
Carnarvon	1	F	2012
Carnarvon	1	M	2132
Chapman Valley	0	F	113
Chapman Valley	0	M	109
Chapman Valley	1	F	645
Chapman Valley	1	M	666
Chittering	0	F	216
Chittering	0	M	255
Chittering	1	F	2650
Chittering	1	M	2584
Christmas Island	0	F	314
Christmas Island	0	M	617
Christmas Island	1	F	495
Christmas Island	1	M	552
Claremont	0	F	440
Claremont	0	M	529
Claremont	1	F	5308
Claremont	1	M	4673
Cockburn	0	F	2287
Cockburn	0	M	2103
Cockburn	1	F	56876
Cockburn	1	M	54102
Cocos Islands	0	F	106
Cocos Islands	0	M	113
Cocos Islands	1	F	238
Cocos Islands	1	M	247
Collie	0	F	315
Collie	0	M	440
Collie	1	F	3902
Collie	1	M	3930
Coolgardie	0	F	509
Coolgardie	0	M	1385
Coolgardie	1	F	1242
Coolgardie	1	M	1346
Coorow	0	F	95
Coorow	0	M	101
Coorow	1	F	390
Coorow	1	M	465
Corrigin	0	F	51
Corrigin	0	M	52
Corrigin	1	F	432
Corrigin	1	M	427
Cottesloe	0	F	183
Cottesloe	0	M	161
Cottesloe	1	F	3716
Cottesloe	1	M	3583
Cranbrook	0	F	56
Cranbrook	0	M	72
Cranbrook	1	F	435
Cranbrook	1	M	481
Cuballing	0	F	38
Cuballing	0	M	48
Cuballing	1	F	375
Cuballing	1	M	403
Cue	0	F	105
Cue	0	M	343
Cue	1	F	51
Cue	1	M	62
Cunderdin	0	F	89
Cunderdin	0	M	149
Cunderdin	1	F	539
Cunderdin	1	M	547
Dalwallinu	0	F	127
Dalwallinu	0	M	157
Dalwallinu	1	F	527
Dalwallinu	1	M	574
Dandaragan	0	F	350
Dandaragan	0	M	567
Dandaragan	1	F	1334
Dandaragan	1	M	1399
Dardanup	0	F	371
Dardanup	0	M	367
Dardanup	1	F	6850
Dardanup	1	M	6505
Denmark	0	F	524
Denmark	0	M	539
Denmark	1	F	2751
Denmark	1	M	2512
Derby-West Kimberley	0	F	1718
Derby-West Kimberley	0	M	2041
Derby-West Kimberley	1	F	2772
Derby-West Kimberley	1	M	2705
Donnybrook-Balingup	0	F	211
Donnybrook-Balingup	0	M	256
Donnybrook-Balingup	1	F	2798
Donnybrook-Balingup	1	M	2664
Dowerin	0	F	25
Dowerin	0	M	43
Dowerin	1	F	301
Dowerin	1	M	318
Dumbleyung	0	F	51
Dumbleyung	0	M	88
Dumbleyung	1	F	250
Dumbleyung	1	M	281
Dundas	0	F	191
Dundas	0	M	382
Dundas	1	F	220
Dundas	1	M	253
East Fremantle	0	F	241
East Fremantle	0	M	210
East Fremantle	1	F	3761
East Fremantle	1	M	3388
East Pilbara	0	F	3196
East Pilbara	0	M	12650
East Pilbara	1	F	2318
East Pilbara	1	M	2450
Esperance	0	F	1009
Esperance	0	M	1193
Esperance	1	F	5860
Esperance	1	M	5787
Exmouth	0	F	1769
Exmouth	0	M	1868
Exmouth	1	F	1396
Exmouth	1	M	1432
Fremantle	0	F	1324
Fremantle	0	M	1640
Fremantle	1	F	14882
Fremantle	1	M	13686
Gingin	0	F	309
Gingin	0	M	333
Gingin	1	F	2298
Gingin	1	M	2398
Gnowangerup	0	F	64
Gnowangerup	0	M	68
Gnowangerup	1	F	496
Gnowangerup	1	M	577
Goomalling	0	F	54
Goomalling	0	M	49
Goomalling	1	F	419
Goomalling	1	M	423
Gosnells	0	F	2751
Gosnells	0	M	3423
Gosnells	1	F	59578
Gosnells	1	M	58624
Greater Geraldton	0	F	2336
Greater Geraldton	0	M	2540
Greater Geraldton	1	F	17783
Greater Geraldton	1	M	16652
Halls Creek	0	F	783
Halls Creek	0	M	957
Halls Creek	1	F	1606
Halls Creek	1	M	1530
Harvey	0	F	579
Harvey	0	M	795
Harvey	1	F	13338
Harvey	1	M	12842
Irwin	0	F	326
Irwin	0	M	434
Irwin	1	F	1616
Irwin	1	M	1518
Jerramungup	0	F	83
Jerramungup	0	M	99
Jerramungup	1	F	448
Jerramungup	1	M	511
Joondalup	0	F	2386
Joondalup	0	M	2122
Joondalup	1	F	77313
Joondalup	1	M	74131
Kalamunda	0	F	1100
Kalamunda	0	M	1094
Kalamunda	1	F	28082
Kalamunda	1	M	26909
Kalgoorlie-Boulder	0	F	1867
Kalgoorlie-Boulder	0	M	3449
Kalgoorlie-Boulder	1	F	12206
Kalgoorlie-Boulder	1	M	13052
Karratha	0	F	2766
Karratha	0	M	7072
Karratha	1	F	8511
Karratha	1	M	9186
Katanning	0	F	224
Katanning	0	M	251
Katanning	1	F	1741
Katanning	1	M	1834
Kellerberrin	0	F	84
Kellerberrin	0	M	92
Kellerberrin	1	F	459
Kellerberrin	1	M	477
Kent	0	F	29
Kent	0	M	34
Kent	1	F	190
Kent	1	M	226
Kojonup	0	F	81
Kojonup	0	M	97
Kojonup	1	F	813
Kojonup	1	M	860
Kondinin	0	F	97
Kondinin	0	M	346
Kondinin	1	F	303
Kondinin	1	M	349
Koorda	0	F	3
Koorda	0	M	15
Koorda	1	F	146
Koorda	1	M	184
Kulin	0	F	35
Kulin	0	M	44
Kulin	1	F	310
Kulin	1	M	329
Kwinana	0	F	900
Kwinana	0	M	2164
Kwinana	1	F	21190
Kwinana	1	M	20490
Lake Grace	0	F	63
Lake Grace	0	M	107
Lake Grace	1	F	494
Lake Grace	1	M	590
Laverton	0	F	601
Laverton	0	M	2821
Laverton	1	F	245
Laverton	1	M	239
Leonora	0	F	585
Leonora	0	M	2351
Leonora	1	F	405
Leonora	1	M	382
Mandurah	0	F	2362
Mandurah	0	M	1926
Mandurah	1	F	43148
Mandurah	1	M	38429
Manjimup	0	F	545
Manjimup	0	M	596
Manjimup	1	F	3941
Manjimup	1	M	3947
Meekatharra	0	F	393
Meekatharra	0	M	1283
Meekatharra	1	F	347
Meekatharra	1	M	361
Melville	0	F	2847
Melville	0	M	1901
Melville	1	F	50761
Melville	1	M	46383
Menzies	0	F	204
Menzies	0	M	1021
Menzies	1	F	71
Menzies	1	M	78
Merredin	0	F	216
Merredin	0	M	303
Merredin	1	F	1286
Merredin	1	M	1325
Mingenew	0	F	86
Mingenew	0	M	104
Mingenew	1	F	152
Mingenew	1	M	187
Moora	0	F	186
Moora	0	M	244
Moora	1	F	941
Moora	1	M	943
Morawa	0	F	105
Morawa	0	M	123
Morawa	1	F	243
Morawa	1	M	264
Mosman Park	0	F	366
Mosman Park	0	M	251
Mosman Park	1	F	4353
Mosman Park	1	M	3925
Mount Magnet	0	F	307
Mount Magnet	0	M	782
Mount Magnet	1	F	139
Mount Magnet	1	M	134
Mount Marshall	0	F	26
Mount Marshall	0	M	33
Mount Marshall	1	F	178
Mount Marshall	1	M	200
Mukinbudin	0	F	40
Mukinbudin	0	M	54
Mukinbudin	1	F	241
Mukinbudin	1	M	263
Mundaring	0	F	656
Mundaring	0	M	2421
Mundaring	1	F	17782
Mundaring	1	M	16863
Murchison	0	F	45
Murchison	0	M	34
Murchison	1	F	49
Murchison	1	M	42
Murray	0	F	568
Murray	0	M	540
Murray	1	F	8286
Murray	1	M	7826
Nannup	0	F	137
Nannup	0	M	143
Nannup	1	F	631
Nannup	1	M	650
Narembeen	0	F	70
Narembeen	0	M	95
Narembeen	1	F	289
Narembeen	1	M	320
Narrogin	0	F	369
Narrogin	0	M	422
Narrogin	1	F	2059
Narrogin	1	M	1951
Nedlands	0	F	673
Nedlands	0	M	627
Nedlands	1	F	10547
Nedlands	1	M	10228
Ngaanyatjarraku	0	F	80
Ngaanyatjarraku	0	M	122
Ngaanyatjarraku	1	F	649
Ngaanyatjarraku	1	M	594
Northam	0	F	581
Northam	0	M	938
Northam	1	F	4979
Northam	1	M	4642
Northampton	0	F	841
Northampton	0	M	876
Northampton	1	F	1257
Northampton	1	M	1370
Nungarin	0	F	35
Nungarin	0	M	25
Nungarin	1	F	92
Nungarin	1	M	102
Peppermint Grove	0	F	166
Peppermint Grove	0	M	16
Peppermint Grove	1	F	766
Peppermint Grove	1	M	628
Perenjori	0	F	155
Perenjori	0	M	616
Perenjori	1	F	155
Perenjori	1	M	161
Perth	0	F	4460
Perth	0	M	5868
Perth	1	F	10691
Perth	1	M	11325
Pingelly	0	F	32
Pingelly	0	M	30
Pingelly	1	F	453
Pingelly	1	M	480
Plantagenet	0	F	247
Plantagenet	0	M	339
Plantagenet	1	F	2295
Plantagenet	1	M	2337
Port Hedland	0	F	1765
Port Hedland	0	M	4075
Port Hedland	1	F	6260
Port Hedland	1	M	6634
Quairading	0	F	133
Quairading	0	M	128
Quairading	1	F	355
Quairading	1	M	320
Ravensthorpe	0	F	179
Ravensthorpe	0	M	697
Ravensthorpe	1	F	825
Ravensthorpe	1	M	882
Rockingham	0	F	3032
Rockingham	0	M	3547
Rockingham	1	F	64374
Rockingham	1	M	60053
Sandstone	0	F	56
Sandstone	0	M	167
Sandstone	1	F	22
Sandstone	1	M	36
Serpentine-Jarrahdale	0	F	501
Serpentine-Jarrahdale	0	M	837
Serpentine-Jarrahdale	1	F	15334
Serpentine-Jarrahdale	1	M	14447
Shark Bay	0	F	1030
Shark Bay	0	M	1149
Shark Bay	1	F	389
Shark Bay	1	M	384
South Perth	0	F	1601
South Perth	0	M	1617
South Perth	1	F	20268
South Perth	1	M	19154
Stirling	0	F	5877
Stirling	0	M	5181
Stirling	1	F	108894
Stirling	1	M	101425
Subiaco	0	F	604
Subiaco	0	M	590
Subiaco	1	F	8401
Subiaco	1	M	7533
Swan	0	F	3661
Swan	0	M	3536
Swan	1	F	72747
Swan	1	M	70138
Tammin	0	F	26
Tammin	0	M	31
Tammin	1	F	135
Tammin	1	M	178
Three Springs	0	F	66
Three Springs	0	M	85
Three Springs	1	F	221
Three Springs	1	M	244
Toodyay	0	F	228
Toodyay	0	M	272
Toodyay	1	F	1950
Toodyay	1	M	1953
Trayning	0	F	24
Trayning	0	M	18
Trayning	1	F	107
Trayning	1	M	128
Upper Gascoyne	0	F	73
Upper Gascoyne	0	M	77
Upper Gascoyne	1	F	76
Upper Gascoyne	1	M	93
Victoria Park	0	F	2013
Victoria Park	0	M	1812
Victoria Park	1	F	16640
Victoria Park	1	M	16443
Victoria Plains	0	F	64
Victoria Plains	0	M	65
Victoria Plains	1	F	307
Victoria Plains	1	M	335
Vincent	0	F	1148
Vincent	0	M	1153
Vincent	1	F	16742
Vincent	1	M	16411
Wagin	0	F	99
Wagin	0	M	93
Wagin	1	F	725
Wagin	1	M	735
Wandering	0	F	47
Wandering	0	M	53
Wandering	1	F	206
Wandering	1	M	215
Wanneroo	0	F	3430
Wanneroo	0	M	3077
Wanneroo	1	F	101340
Wanneroo	1	M	95552
Waroona	0	F	153
Waroona	0	M	228
Waroona	1	F	1907
Waroona	1	M	1808
West Arthur	0	F	56
West Arthur	0	M	58
West Arthur	1	F	291
West Arthur	1	M	346
Westonia	0	F	31
Westonia	0	M	149
Westonia	1	F	109
Westonia	1	M	104
Wickepin	0	F	50
Wickepin	0	M	73
Wickepin	1	F	259
Wickepin	1	M	281
Williams	0	F	62
Williams	0	M	53
Williams	1	F	433
Williams	1	M	446
Wiluna	0	F	217
Wiluna	0	M	854
Wiluna	1	F	117
Wiluna	1	M	118
Wongan-Ballidu	0	F	59
Wongan-Ballidu	0	M	79
Wongan-Ballidu	1	F	533
Wongan-Ballidu	1	M	603
Woodanilling	0	F	17
Woodanilling	0	M	17
Woodanilling	1	F	186
Woodanilling	1	M	205
Wyalkatchem	0	F	28
Wyalkatchem	0	M	31
Wyalkatchem	1	F	183
Wyalkatchem	1	M	212
Wyndham-East Kimberley	0	F	2252
Wyndham-East Kimberley	0	M	2811
Wyndham-East Kimberley	1	F	3052
Wyndham-East Kimberley	1	M	2872
Yalgoo	0	F	205
Yalgoo	0	M	742
Yalgoo	1	F	57
Yalgoo	1	M	57
Yilgarn	0	F	206
Yilgarn	0	M	948
Yilgarn	1	F	334
Yilgarn	1	M	404
York	0	F	184
York	0	M	220
York	1	F	1537
York	1	M	1474
Migratory - Offshore - Shipping (WA)	0	F	390
Migratory - Offshore - Shipping (WA)	0	M	2846
Migratory - Offshore - Shipping (WA)	1	F	4
Migratory - Offshore - Shipping (WA)	1	M	10
Break O'Day	0	F	367
Break O'Day	0	M	401
Break O'Day	1	F	2964
Break O'Day	1	M	3075
Brighton	0	F	469
Brighton	0	M	425
Brighton	1	F	9245
Brighton	1	M	8680
Burnie	0	F	690
Burnie	0	M	626
Burnie	1	F	9600
Burnie	1	M	8940
Central Coast (Tas.)	0	F	668
Central Coast (Tas.)	0	M	605
Central Coast (Tas.)	1	F	10879
Central Coast (Tas.)	1	M	10113
Central Highlands (Tas.)	0	F	153
Central Highlands (Tas.)	0	M	241
Central Highlands (Tas.)	1	F	1005
Central Highlands (Tas.)	1	M	1164
Circular Head	0	F	421
Circular Head	0	M	494
Circular Head	1	F	3510
Circular Head	1	M	3673
Clarence	0	F	1487
Clarence	0	M	1847
Clarence	1	F	29597
Clarence	1	M	27723
Derwent Valley	0	F	367
Derwent Valley	0	M	401
Derwent Valley	1	F	5046
Derwent Valley	1	M	5075
Devonport	0	F	737
Devonport	0	M	691
Devonport	1	F	12666
Devonport	1	M	11733
Dorset	0	F	284
Dorset	0	M	287
Dorset	1	F	3099
Dorset	1	M	3066
Flinders (Tas.)	0	F	56
Flinders (Tas.)	0	M	65
Flinders (Tas.)	1	F	392
Flinders (Tas.)	1	M	414
George Town	0	F	227
George Town	0	M	252
George Town	1	F	3225
George Town	1	M	3260
Glamorgan-Spring Bay	0	F	435
Glamorgan-Spring Bay	0	M	477
Glamorgan-Spring Bay	1	F	2063
Glamorgan-Spring Bay	1	M	2177
Glenorchy	0	F	1221
Glenorchy	0	M	1190
Glenorchy	1	F	24115
Glenorchy	1	M	23537
Hobart	0	F	3237
Hobart	0	M	3060
Hobart	1	F	25680
Hobart	1	M	24279
Huon Valley	0	F	671
Huon Valley	0	M	661
Huon Valley	1	F	8375
Huon Valley	1	M	8339
Kentish	0	F	440
Kentish	0	M	442
Kentish	1	F	2851
Kentish	1	M	2967
King Island	0	F	83
King Island	0	M	95
King Island	1	F	636
King Island	1	M	708
Kingborough	0	F	744
Kingborough	0	M	652
Kingborough	1	F	19542
Kingborough	1	M	18324
