LGA_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Armidale Regional	15-19	0			M	855
Armidale Regional	15-19	1	0	1	F	89
Armidale Regional	15-19	1	0	1	M	36
Armidale Regional	15-19	1	1	0	F	5
Armidale Regional	15-19	1	1	0	M	10
Armidale Regional	20-24				F	202
Armidale Regional	20-24				M	195
Armidale Regional	20-24	0			F	841
Armidale Regional	20-24	0			M	890
Armidale Regional	20-24	1	0	1	F	54
Armidale Regional	20-24	1	0	1	M	14
Armidale Regional	20-24	1	1	0	F	79
Armidale Regional	20-24	1	1	0	M	39
Armidale Regional	20-24	1	1	1	F	4
Armidale Regional	20-24	1	1	1	M	5
Armidale Regional	25-34				F	198
Armidale Regional	25-34				M	205
Armidale Regional	25-34	0			F	966
Armidale Regional	25-34	0			M	1143
Armidale Regional	25-34	1	0	1	F	71
Armidale Regional	25-34	1	0	1	M	47
Armidale Regional	25-34	1	1	0	F	650
Armidale Regional	25-34	1	1	0	M	402
Armidale Regional	25-34	1	1	1	F	35
Armidale Regional	25-34	1	1	1	M	11
Armidale Regional	35-44				F	144
Armidale Regional	35-44				M	129
Armidale Regional	35-44	0			F	482
Armidale Regional	35-44	0			M	651
Armidale Regional	35-44	1	0	1	F	47
Armidale Regional	35-44	1	0	1	M	34
Armidale Regional	35-44	1	1	0	F	909
Armidale Regional	35-44	1	1	0	M	731
Armidale Regional	35-44	1	1	1	F	40
Armidale Regional	35-44	1	1	1	M	20
Armidale Regional	45-54				F	132
Armidale Regional	45-54				M	113
Armidale Regional	45-54	0			F	965
Armidale Regional	45-54	0			M	880
Armidale Regional	45-54	1	0	1	F	115
Armidale Regional	45-54	1	0	1	M	43
Armidale Regional	45-54	1	1	0	F	452
Armidale Regional	45-54	1	1	0	M	459
Armidale Regional	45-54	1	1	1	F	24
Armidale Regional	45-54	1	1	1	M	15
Armidale Regional	55-64				F	110
Armidale Regional	55-64				M	129
Armidale Regional	55-64	0			F	1408
Armidale Regional	55-64	0			M	1385
Armidale Regional	55-64	1	0	1	F	264
Armidale Regional	55-64	1	0	1	M	116
Armidale Regional	55-64	1	1	0	F	41
Armidale Regional	55-64	1	1	0	M	113
Armidale Regional	55-64	1	1	1	M	5
Armidale Regional	65-74				F	104
Armidale Regional	65-74				M	92
Armidale Regional	65-74	0			F	1159
Armidale Regional	65-74	0			M	1148
Armidale Regional	65-74	1	0	1	F	212
Armidale Regional	65-74	1	0	1	M	135
Armidale Regional	65-74	1	1	0	F	7
Armidale Regional	65-74	1	1	0	M	21
Armidale Regional	75-84				F	118
Armidale Regional	75-84				M	98
Armidale Regional	75-84	0			F	899
Armidale Regional	75-84	0			M	736
Armidale Regional	75-84	1	0	1	F	40
Armidale Regional	75-84	1	0	1	M	28
Armidale Regional	75-84	1	1	0	F	3
Armidale Regional	85+				F	97
Armidale Regional	85+				M	42
Armidale Regional	85+	0			F	343
Armidale Regional	85+	0			M	223
Ballina	15-19				F	68
Ballina	15-19				M	109
Ballina	15-19	0			F	996
Ballina	15-19	0			M	1111
Ballina	15-19	1	0	1	F	71
Ballina	15-19	1	0	1	M	49
Ballina	15-19	1	1	0	F	11
Ballina	15-19	1	1	0	M	6
Ballina	20-24				F	58
Ballina	20-24				M	67
Ballina	20-24	0			F	726
Ballina	20-24	0			M	858
Ballina	20-24	1	0	1	F	60
Ballina	20-24	1	0	1	M	30
Ballina	20-24	1	1	0	F	56
Ballina	20-24	1	1	0	M	25
Ballina	20-24	1	1	1	F	8
Ballina	25-34				F	156
Ballina	25-34				M	148
Ballina	25-34	0			F	1137
Ballina	25-34	0			M	1238
Ballina	25-34	1	0	1	F	98
Ballina	25-34	1	0	1	M	54
Ballina	25-34	1	1	0	F	847
Ballina	25-34	1	1	0	M	528
Ballina	25-34	1	1	1	F	29
Ballina	25-34	1	1	1	M	17
Ballina	35-44				F	142
Ballina	35-44				M	160
Ballina	35-44	0			F	710
Ballina	35-44	0			M	907
Ballina	35-44	1	0	1	F	89
Ballina	35-44	1	0	1	M	53
Ballina	35-44	1	1	0	F	1702
Ballina	35-44	1	1	0	M	1356
Ballina	35-44	1	1	1	F	88
Ballina	35-44	1	1	1	M	53
Ballina	45-54				F	156
Ballina	45-54				M	136
Ballina	45-54	0			F	1766
Ballina	45-54	0			M	1584
Ballina	45-54	1	0	1	F	185
Ballina	45-54	1	0	1	M	64
Ballina	45-54	1	1	0	F	979
Ballina	45-54	1	1	0	M	956
Ballina	45-54	1	1	1	F	46
Ballina	45-54	1	1	1	M	26
Ballina	55-64				F	154
Ballina	55-64				M	161
Ballina	55-64	0			F	2659
Ballina	55-64	0			M	2482
Ballina	55-64	1	0	1	F	527
Ballina	55-64	1	0	1	M	230
Ballina	55-64	1	1	0	F	77
Ballina	55-64	1	1	0	M	204
Ballina	55-64	1	1	1	F	8
Ballina	55-64	1	1	1	M	9
Ballina	65-74				F	168
Ballina	65-74				M	158
Ballina	65-74	0			F	2745
Ballina	65-74	0			M	2661
Ballina	65-74	1	0	1	F	589
Ballina	65-74	1	0	1	M	341
Ballina	65-74	1	1	0	F	21
Ballina	65-74	1	1	0	M	30
Ballina	65-74	1	1	1	F	3
Ballina	75-84				F	163
Ballina	75-84				M	113
Ballina	75-84	0			F	1884
Ballina	75-84	0			M	1636
Ballina	75-84	1	0	1	F	84
Ballina	75-84	1	0	1	M	64
Ballina	75-84	1	1	0	F	8
Ballina	75-84	1	1	0	M	19
Ballina	85+				F	185
Ballina	85+				M	82
Ballina	85+	0			F	954
Ballina	85+	0			M	606
Ballina	85+	1	0	1	F	4
Ballina	85+	1	1	0	M	5
Balranald	15-19				F	10
Balranald	15-19				M	8
Balranald	15-19	0			F	36
Balranald	15-19	0			M	51
Balranald	15-19	1	0	1	F	5
Balranald	15-19	1	0	1	M	3
Balranald	20-24				F	5
Balranald	20-24				M	9
Balranald	20-24	0			F	29
Balranald	20-24	0			M	51
Balranald	20-24	1	1	0	M	4
Balranald	25-34				F	19
Balranald	25-34				M	19
Balranald	25-34	0			F	55
Balranald	25-34	0			M	70
Balranald	25-34	1	0	1	F	3
Balranald	25-34	1	1	0	F	60
Balranald	25-34	1	1	0	M	37
Balranald	25-34	1	1	1	F	4
Balranald	35-44				F	18
Balranald	35-44				M	17
Balranald	35-44	0			F	23
Balranald	35-44	0			M	43
Balranald	35-44	1	1	0	F	59
Balranald	35-44	1	1	0	M	50
Balranald	45-54				F	20
Balranald	45-54				M	25
Balranald	45-54	0			F	87
Balranald	45-54	0			M	78
Balranald	45-54	1	0	1	F	11
Balranald	45-54	1	1	0	F	23
Balranald	45-54	1	1	0	M	37
Balranald	55-64				F	22
Balranald	55-64				M	15
Balranald	55-64	0			F	108
Balranald	55-64	0			M	134
Balranald	55-64	1	0	1	F	33
Balranald	55-64	1	0	1	M	16
Balranald	55-64	1	1	0	M	4
Balranald	65-74				F	26
Balranald	65-74				M	26
Balranald	65-74	0			F	95
Balranald	65-74	0			M	107
Balranald	65-74	1	0	1	F	12
Balranald	65-74	1	0	1	M	9
Balranald	65-74	1	1	0	F	3
Balranald	65-74	1	1	0	M	6
Balranald	75-84				F	15
Balranald	75-84				M	6
Balranald	75-84	0			F	49
Balranald	75-84	0			M	39
Balranald	85+				F	8
Balranald	85+				M	4
Balranald	85+	0			F	24
Balranald	85+	0			M	14
Bathurst Regional	15-19				F	75
Bathurst Regional	15-19				M	105
Bathurst Regional	15-19	0			F	1180
Bathurst Regional	15-19	0			M	1341
Bathurst Regional	15-19	1	0	1	F	119
Bathurst Regional	15-19	1	0	1	M	56
Bathurst Regional	15-19	1	1	0	F	15
Bathurst Regional	15-19	1	1	0	M	3
Bathurst Regional	20-24				F	85
Bathurst Regional	20-24				M	210
Bathurst Regional	20-24	0			F	1077
Bathurst Regional	20-24	0			M	1185
Bathurst Regional	20-24	1	0	1	F	81
Bathurst Regional	20-24	1	0	1	M	49
Bathurst Regional	20-24	1	1	0	F	121
Bathurst Regional	20-24	1	1	0	M	68
Bathurst Regional	20-24	1	1	1	F	9
Bathurst Regional	20-24	1	1	1	M	4
Bathurst Regional	25-34				F	144
Bathurst Regional	25-34				M	473
Bathurst Regional	25-34	0			F	1233
Bathurst Regional	25-34	0			M	1598
Bathurst Regional	25-34	1	0	1	F	117
Bathurst Regional	25-34	1	0	1	M	77
Bathurst Regional	25-34	1	1	0	F	1168
Bathurst Regional	25-34	1	1	0	M	762
Bathurst Regional	25-34	1	1	1	F	85
Bathurst Regional	25-34	1	1	1	M	33
Bathurst Regional	35-44				F	120
Bathurst Regional	35-44				M	407
Bathurst Regional	35-44	0			F	641
Bathurst Regional	35-44	0			M	854
Bathurst Regional	35-44	1	0	1	F	80
Bathurst Regional	35-44	1	0	1	M	52
Bathurst Regional	35-44	1	1	0	F	1564
Bathurst Regional	35-44	1	1	0	M	1275
Bathurst Regional	35-44	1	1	1	F	87
Bathurst Regional	35-44	1	1	1	M	37
Bathurst Regional	45-54				F	162
Bathurst Regional	45-54				M	260
Bathurst Regional	45-54	0			F	1596
Bathurst Regional	45-54	0			M	1459
Bathurst Regional	45-54	1	0	1	F	236
Bathurst Regional	45-54	1	0	1	M	110
Bathurst Regional	45-54	1	1	0	F	746
Bathurst Regional	45-54	1	1	0	M	771
Bathurst Regional	45-54	1	1	1	F	26
Bathurst Regional	45-54	1	1	1	M	28
Bathurst Regional	55-64				F	133
Bathurst Regional	55-64				M	193
Bathurst Regional	55-64	0			F	1976
Bathurst Regional	55-64	0			M	2070
Bathurst Regional	55-64	1	0	1	F	549
Bathurst Regional	55-64	1	0	1	M	212
Bathurst Regional	55-64	1	1	0	F	58
Bathurst Regional	55-64	1	1	0	M	137
Bathurst Regional	55-64	1	1	1	F	5
Bathurst Regional	55-64	1	1	1	M	6
Bathurst Regional	65-74				F	111
Bathurst Regional	65-74				M	134
Bathurst Regional	65-74	0			F	1727
Bathurst Regional	65-74	0			M	1804
Bathurst Regional	65-74	1	0	1	F	409
Bathurst Regional	65-74	1	0	1	M	270
Bathurst Regional	65-74	1	1	0	F	10
Bathurst Regional	65-74	1	1	0	M	25
Bathurst Regional	75-84				F	85
Bathurst Regional	75-84				M	84
Bathurst Regional	75-84	0			F	1158
Bathurst Regional	75-84	0			M	1079
Bathurst Regional	75-84	1	0	1	F	66
Bathurst Regional	75-84	1	0	1	M	50
Bathurst Regional	75-84	1	1	0	F	6
Bathurst Regional	75-84	1	1	0	M	4
Bathurst Regional	85+				F	57
Bathurst Regional	85+				M	26
Bathurst Regional	85+	0			F	622
Bathurst Regional	85+	0			M	339
Bathurst Regional	85+	1	0	1	F	7
Bathurst Regional	85+	1	0	1	M	3
Bayside (NSW)	15-19				F	208
Bayside (NSW)	15-19				M	270
Bayside (NSW)	15-19	0			F	3302
Bayside (NSW)	15-19	0			M	3708
Bayside (NSW)	15-19	1	0	1	F	174
Bayside (NSW)	15-19	1	0	1	M	99
Bayside (NSW)	15-19	1	1	0	F	9
Bayside (NSW)	15-19	1	1	0	M	6
Bayside (NSW)	15-19	1	1	1	F	3
Bayside (NSW)	20-24				F	478
Bayside (NSW)	20-24				M	526
Bayside (NSW)	20-24	0			F	5752
Bayside (NSW)	20-24	0			M	6513
Bayside (NSW)	20-24	1	0	1	F	155
Bayside (NSW)	20-24	1	0	1	M	88
Bayside (NSW)	20-24	1	1	0	F	150
Bayside (NSW)	20-24	1	1	0	M	47
Bayside (NSW)	20-24	1	1	1	F	6
Bayside (NSW)	25-34				F	1296
Bayside (NSW)	25-34				M	1443
Bayside (NSW)	25-34	0			F	12717
Bayside (NSW)	25-34	0			M	14508
Bayside (NSW)	25-34	1	0	1	F	253
Bayside (NSW)	25-34	1	0	1	M	148
Bayside (NSW)	25-34	1	1	0	F	3807
Bayside (NSW)	25-34	1	1	0	M	2298
Bayside (NSW)	25-34	1	1	1	F	40
Bayside (NSW)	25-34	1	1	1	M	18
Bayside (NSW)	35-44				F	736
Bayside (NSW)	35-44				M	887
Bayside (NSW)	35-44	0			F	5130
Bayside (NSW)	35-44	0			M	6665
Bayside (NSW)	35-44	1	0	1	F	191
Bayside (NSW)	35-44	1	0	1	M	124
Bayside (NSW)	35-44	1	1	0	F	6909
Bayside (NSW)	35-44	1	1	0	M	5804
Bayside (NSW)	35-44	1	1	1	F	72
Bayside (NSW)	35-44	1	1	1	M	24
Bayside (NSW)	45-54				F	537
Bayside (NSW)	45-54				M	566
Bayside (NSW)	45-54	0			F	6316
Bayside (NSW)	45-54	0			M	5999
Bayside (NSW)	45-54	1	0	1	F	268
Bayside (NSW)	45-54	1	0	1	M	89
Bayside (NSW)	45-54	1	1	0	F	3435
Bayside (NSW)	45-54	1	1	0	M	3360
Bayside (NSW)	45-54	1	1	1	F	34
Bayside (NSW)	45-54	1	1	1	M	25
Bayside (NSW)	55-64				F	432
Bayside (NSW)	55-64				M	496
Bayside (NSW)	55-64	0			F	7392
Bayside (NSW)	55-64	0			M	7032
Bayside (NSW)	55-64	1	0	1	F	752
Bayside (NSW)	55-64	1	0	1	M	256
Bayside (NSW)	55-64	1	1	0	F	349
Bayside (NSW)	55-64	1	1	0	M	762
Bayside (NSW)	55-64	1	1	1	F	19
Bayside (NSW)	55-64	1	1	1	M	11
Bayside (NSW)	65-74				F	370
Bayside (NSW)	65-74				M	412
Bayside (NSW)	65-74	0			F	5809
Bayside (NSW)	65-74	0			M	5475
Bayside (NSW)	65-74	1	0	1	F	785
Bayside (NSW)	65-74	1	0	1	M	435
Bayside (NSW)	65-74	1	1	0	F	77
Bayside (NSW)	65-74	1	1	0	M	114
Bayside (NSW)	65-74	1	1	1	F	8
Bayside (NSW)	65-74	1	1	1	M	3
Bayside (NSW)	75-84				F	406
Bayside (NSW)	75-84				M	364
Bayside (NSW)	75-84	0			F	4141
Bayside (NSW)	75-84	0			M	3454
Bayside (NSW)	75-84	1	0	1	F	174
Bayside (NSW)	75-84	1	0	1	M	122
Bayside (NSW)	75-84	1	1	0	F	20
Bayside (NSW)	75-84	1	1	0	M	15
Bayside (NSW)	75-84	1	1	1	F	3
Bayside (NSW)	85+				F	428
Bayside (NSW)	85+				M	281
Bayside (NSW)	85+	0			F	1801
Bayside (NSW)	85+	0			M	1257
Bayside (NSW)	85+	1	0	1	F	17
Bayside (NSW)	85+	1	0	1	M	10
Bayside (NSW)	85+	1	1	0	F	5
Bayside (NSW)	85+	1	1	0	M	6
Bega Valley	15-19				F	87
Bega Valley	15-19				M	111
Bega Valley	15-19	0			F	671
Bega Valley	15-19	0			M	784
Bega Valley	15-19	1	0	1	F	62
Bega Valley	15-19	1	0	1	M	34
Bega Valley	15-19	1	1	0	F	5
Bega Valley	15-19	1	1	0	M	5
Bega Valley	15-19	1	1	1	F	3
Bega Valley	20-24				F	53
Bega Valley	20-24				M	47
Bega Valley	20-24	0			F	434
Bega Valley	20-24	0			M	549
Bega Valley	20-24	1	0	1	F	40
Bega Valley	20-24	1	0	1	M	31
Bega Valley	20-24	1	1	0	F	84
Bega Valley	20-24	1	1	0	M	43
Bega Valley	25-34				F	109
Bega Valley	25-34				M	130
Bega Valley	25-34	0			F	668
Bega Valley	25-34	0			M	853
Bega Valley	25-34	1	0	1	F	71
Bega Valley	25-34	1	0	1	M	44
Bega Valley	25-34	1	1	0	F	654
Bega Valley	25-34	1	1	0	M	443
Bega Valley	25-34	1	1	1	F	50
Bega Valley	25-34	1	1	1	M	12
Bega Valley	35-44				F	106
Bega Valley	35-44				M	105
Bega Valley	35-44	0			F	465
Bega Valley	35-44	0			M	587
Bega Valley	35-44	1	0	1	F	65
Bega Valley	35-44	1	0	1	M	34
Bega Valley	35-44	1	1	0	F	1054
Bega Valley	35-44	1	1	0	M	796
Bega Valley	35-44	1	1	1	F	79
Bega Valley	35-44	1	1	1	M	45
Bega Valley	45-54				F	149
Bega Valley	45-54				M	153
Bega Valley	45-54	0			F	1347
Bega Valley	45-54	0			M	1221
Bega Valley	45-54	1	0	1	F	165
Bega Valley	45-54	1	0	1	M	59
Bega Valley	45-54	1	1	0	F	592
Bega Valley	45-54	1	1	0	M	611
Bega Valley	45-54	1	1	1	F	28
Bega Valley	45-54	1	1	1	M	19
Bega Valley	55-64				F	210
Bega Valley	55-64				M	194
Bega Valley	55-64	0			F	2619
Bega Valley	55-64	0			M	2368
Bega Valley	55-64	1	0	1	F	476
Bega Valley	55-64	1	0	1	M	208
Bega Valley	55-64	1	1	0	F	79
Bega Valley	55-64	1	1	0	M	173
Bega Valley	55-64	1	1	1	F	8
Bega Valley	55-64	1	1	1	M	5
Bega Valley	65-74				F	177
Bega Valley	65-74				M	210
Bega Valley	65-74	0			F	2506
Bega Valley	65-74	0			M	2678
Bega Valley	65-74	1	0	1	F	348
Bega Valley	65-74	1	0	1	M	236
Bega Valley	65-74	1	1	0	F	21
Bega Valley	65-74	1	1	0	M	38
Bega Valley	65-74	1	1	1	F	3
Bega Valley	65-74	1	1	1	M	3
Bega Valley	75-84				F	133
Bega Valley	75-84				M	125
Bega Valley	75-84	0			F	1370
Bega Valley	75-84	0			M	1353
Bega Valley	75-84	1	0	1	F	60
Bega Valley	75-84	1	0	1	M	51
Bega Valley	75-84	1	1	0	F	5
Bega Valley	75-84	1	1	0	M	4
Bega Valley	85+				F	124
Bega Valley	85+				M	84
Bega Valley	85+	0			F	492
Bega Valley	85+	0			M	379
Bega Valley	85+	1	0	1	F	6
Bega Valley	85+	1	0	1	M	3
Bega Valley	85+	1	1	0	M	3
Bellingen	15-19				F	48
Bellingen	15-19				M	35
Bellingen	15-19	0			F	279
Bellingen	15-19	0			M	304
Bellingen	15-19	1	0	1	F	24
Bellingen	15-19	1	0	1	M	15
Bellingen	15-19	1	1	0	F	3
Bellingen	15-19	1	1	0	M	3
Bellingen	20-24				F	14
Bellingen	20-24				M	11
Bellingen	20-24	0			F	144
Bellingen	20-24	0			M	170
Bellingen	20-24	1	0	1	F	20
Bellingen	20-24	1	0	1	M	7
Bellingen	20-24	1	1	0	F	15
Bellingen	20-24	1	1	0	M	13
Bellingen	20-24	1	1	1	F	3
Bellingen	25-34				F	38
Bellingen	25-34				M	40
Bellingen	25-34	0			F	207
Bellingen	25-34	0			M	298
Bellingen	25-34	1	0	1	F	25
Bellingen	25-34	1	0	1	M	20
Bellingen	25-34	1	1	0	F	245
Bellingen	25-34	1	1	0	M	150
Bellingen	25-34	1	1	1	F	21
Bellingen	25-34	1	1	1	M	9
Bellingen	35-44				F	59
Bellingen	35-44				M	62
Bellingen	35-44	0			F	147
Bellingen	35-44	0			M	196
Bellingen	35-44	1	0	1	F	22
Bellingen	35-44	1	0	1	M	12
Bellingen	35-44	1	1	0	F	416
Bellingen	35-44	1	1	0	M	324
Bellingen	35-44	1	1	1	F	41
Bellingen	35-44	1	1	1	M	16
Bellingen	45-54				F	64
Bellingen	45-54				M	74
Bellingen	45-54	0			F	501
Bellingen	45-54	0			M	435
Bellingen	45-54	1	0	1	F	57
Bellingen	45-54	1	0	1	M	22
Bellingen	45-54	1	1	0	F	321
Bellingen	45-54	1	1	0	M	260
Bellingen	45-54	1	1	1	F	19
Bellingen	45-54	1	1	1	M	17
Bellingen	55-64				F	68
Bellingen	55-64				M	62
Bellingen	55-64	0			F	939
Bellingen	55-64	0			M	850
Bellingen	55-64	1	0	1	F	177
Bellingen	55-64	1	0	1	M	63
Bellingen	55-64	1	1	0	F	28
Bellingen	55-64	1	1	0	M	70
Bellingen	55-64	1	1	1	F	5
Bellingen	65-74				F	77
Bellingen	65-74				M	79
Bellingen	65-74	0			F	808
Bellingen	65-74	0			M	906
Bellingen	65-74	1	0	1	F	135
Bellingen	65-74	1	0	1	M	86
Bellingen	65-74	1	1	0	F	5
Bellingen	65-74	1	1	0	M	8
Bellingen	65-74	1	1	1	F	4
Bellingen	75-84				F	57
Bellingen	75-84				M	42
Bellingen	75-84	0			F	461
Bellingen	75-84	0			M	448
Bellingen	75-84	1	0	1	F	26
Bellingen	75-84	1	0	1	M	12
Bellingen	75-84	1	1	0	F	3
Bellingen	75-84	1	1	0	M	4
Bellingen	85+				F	29
Bellingen	85+				M	13
Bellingen	85+	0			F	205
Bellingen	85+	0			M	139
Berrigan	15-19				F	19
Berrigan	15-19				M	29
Berrigan	15-19	0			F	162
Berrigan	15-19	0			M	197
Berrigan	15-19	1	0	1	F	17
Berrigan	15-19	1	0	1	M	9
Berrigan	15-19	1	1	0	F	11
Berrigan	20-24				F	17
Berrigan	20-24				M	20
Berrigan	20-24	0			F	98
Berrigan	20-24	0			M	116
Berrigan	20-24	1	0	1	F	18
Berrigan	20-24	1	1	0	F	18
Berrigan	20-24	1	1	0	M	10
Berrigan	25-34				F	41
Berrigan	25-34				M	30
Berrigan	25-34	0			F	151
Berrigan	25-34	0			M	202
Berrigan	25-34	1	0	1	F	16
Berrigan	25-34	1	0	1	M	8
Berrigan	25-34	1	1	0	F	163
Berrigan	25-34	1	1	0	M	120
Berrigan	25-34	1	1	1	F	7
Berrigan	35-44				F	29
Berrigan	35-44				M	42
Berrigan	35-44	0			F	96
Berrigan	35-44	0			M	120
Berrigan	35-44	1	0	1	F	14
Berrigan	35-44	1	0	1	M	10
Berrigan	35-44	1	1	0	F	270
Berrigan	35-44	1	1	0	M	193
Berrigan	35-44	1	1	1	F	25
Berrigan	35-44	1	1	1	M	6
Berrigan	45-54				F	59
Berrigan	45-54				M	40
Berrigan	45-54	0			F	277
Berrigan	45-54	0			M	281
Berrigan	45-54	1	0	1	F	34
Berrigan	45-54	1	0	1	M	11
Berrigan	45-54	1	1	0	F	112
Berrigan	45-54	1	1	0	M	145
Berrigan	45-54	1	1	1	M	6
Berrigan	55-64				F	52
Berrigan	55-64				M	59
Berrigan	55-64	0			F	488
Berrigan	55-64	0			M	474
Berrigan	55-64	1	0	1	F	118
Berrigan	55-64	1	0	1	M	50
Berrigan	55-64	1	1	0	F	14
Berrigan	55-64	1	1	0	M	22
Berrigan	55-64	1	1	1	F	3
Berrigan	65-74				F	85
Berrigan	65-74				M	86
Berrigan	65-74	0			F	613
Berrigan	65-74	0			M	680
Berrigan	65-74	1	0	1	F	71
Berrigan	65-74	1	0	1	M	57
Berrigan	65-74	1	1	0	F	5
Berrigan	65-74	1	1	0	M	4
Berrigan	75-84				F	59
Berrigan	75-84				M	46
Berrigan	75-84	0			F	393
Berrigan	75-84	0			M	385
Berrigan	75-84	1	0	1	F	9
Berrigan	75-84	1	0	1	M	13
Berrigan	85+				F	40
Berrigan	85+				M	36
Berrigan	85+	0			F	138
Berrigan	85+	0			M	124
Blacktown	15-19				F	747
Blacktown	15-19				M	869
Blacktown	15-19	0			F	10201
Blacktown	15-19	0			M	11376
Blacktown	15-19	1	0	1	F	698
Blacktown	15-19	1	0	1	M	353
Blacktown	15-19	1	1	0	F	81
Blacktown	15-19	1	1	0	M	44
Blacktown	15-19	1	1	1	F	6
Blacktown	15-19	1	1	1	M	3
Blacktown	20-24				F	850
Blacktown	20-24				M	1182
Blacktown	20-24	0			F	10164
Blacktown	20-24	0			M	11938
Blacktown	20-24	1	0	1	F	653
Blacktown	20-24	1	0	1	M	354
Blacktown	20-24	1	1	0	F	881
Blacktown	20-24	1	1	0	M	363
Blacktown	20-24	1	1	1	F	34
Blacktown	20-24	1	1	1	M	19
Blacktown	25-34				F	2103
Blacktown	25-34				M	2725
Blacktown	25-34	0			F	15202
Blacktown	25-34	0			M	18749
Blacktown	25-34	1	0	1	F	676
Blacktown	25-34	1	0	1	M	492
Blacktown	25-34	1	1	0	F	12322
Blacktown	25-34	1	1	0	M	6712
Blacktown	25-34	1	1	1	F	202
Blacktown	25-34	1	1	1	M	89
Blacktown	35-44				F	2004
Blacktown	35-44				M	2368
Blacktown	35-44	0			F	9344
Blacktown	35-44	0			M	12343
Blacktown	35-44	1	0	1	F	428
Blacktown	35-44	1	0	1	M	314
Blacktown	35-44	1	1	0	F	21539
Blacktown	35-44	1	1	0	M	18653
Blacktown	35-44	1	1	1	F	237
Blacktown	35-44	1	1	1	M	159
Blacktown	45-54				F	1226
Blacktown	45-54				M	1518
Blacktown	45-54	0			F	14700
Blacktown	45-54	0			M	14252
Blacktown	45-54	1	0	1	F	919
Blacktown	45-54	1	0	1	M	352
Blacktown	45-54	1	1	0	F	6700
Blacktown	45-54	1	1	0	M	7719
Blacktown	45-54	1	1	1	F	110
Blacktown	45-54	1	1	1	M	69
Blacktown	55-64				F	874
Blacktown	55-64				M	1009
Blacktown	55-64	0			F	15511
Blacktown	55-64	0			M	15487
Blacktown	55-64	1	0	1	F	2167
Blacktown	55-64	1	0	1	M	772
Blacktown	55-64	1	1	0	F	698
Blacktown	55-64	1	1	0	M	1287
Blacktown	55-64	1	1	1	F	48
Blacktown	55-64	1	1	1	M	25
Blacktown	65-74				F	750
Blacktown	65-74				M	665
Blacktown	65-74	0			F	11640
Blacktown	65-74	0			M	10858
Blacktown	65-74	1	0	1	F	1627
Blacktown	65-74	1	0	1	M	948
Blacktown	65-74	1	1	0	F	227
Blacktown	65-74	1	1	0	M	265
