LGA_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Maitland	35-44	1	1	1	M	113
Maitland	45-54				F	181
Maitland	45-54				M	207
Maitland	45-54	0			F	3438
Maitland	45-54	0			M	3244
Maitland	45-54	1	0	1	F	464
Maitland	45-54	1	0	1	M	181
Maitland	45-54	1	1	0	F	1561
Maitland	45-54	1	1	0	M	1598
Maitland	45-54	1	1	1	F	74
Maitland	45-54	1	1	1	M	50
Maitland	55-64				F	168
Maitland	55-64				M	181
Maitland	55-64	0			F	3692
Maitland	55-64	0			M	3799
Maitland	55-64	1	0	1	F	1238
Maitland	55-64	1	0	1	M	485
Maitland	55-64	1	1	0	F	118
Maitland	55-64	1	1	0	M	241
Maitland	55-64	1	1	1	F	11
Maitland	55-64	1	1	1	M	10
Maitland	65-74				F	156
Maitland	65-74				M	153
Maitland	65-74	0			F	3252
Maitland	65-74	0			M	3133
Maitland	65-74	1	0	1	F	857
Maitland	65-74	1	0	1	M	567
Maitland	65-74	1	1	0	F	31
Maitland	65-74	1	1	0	M	23
Maitland	65-74	1	1	1	F	4
Maitland	65-74	1	1	1	M	5
Maitland	75-84				F	157
Maitland	75-84				M	110
Maitland	75-84	0			F	2097
Maitland	75-84	0			M	1765
Maitland	75-84	1	0	1	F	90
Maitland	75-84	1	0	1	M	99
Maitland	75-84	1	1	0	F	8
Maitland	75-84	1	1	0	M	7
Maitland	85+				F	135
Maitland	85+				M	69
Maitland	85+	0			F	822
Maitland	85+	0			M	458
Maitland	85+	1	0	1	F	9
Mid-Coast	15-19				F	227
Mid-Coast	15-19				M	259
Mid-Coast	15-19	0			F	1822
Mid-Coast	15-19	0			M	2067
Mid-Coast	15-19	1	0	1	F	171
Mid-Coast	15-19	1	0	1	M	82
Mid-Coast	15-19	1	1	0	F	28
Mid-Coast	15-19	1	1	0	M	13
Mid-Coast	15-19	1	1	1	F	5
Mid-Coast	20-24				F	127
Mid-Coast	20-24				M	160
Mid-Coast	20-24	0			F	1138
Mid-Coast	20-24	0			M	1509
Mid-Coast	20-24	1	0	1	F	115
Mid-Coast	20-24	1	0	1	M	51
Mid-Coast	20-24	1	1	0	F	225
Mid-Coast	20-24	1	1	0	M	99
Mid-Coast	20-24	1	1	1	F	15
Mid-Coast	20-24	1	1	1	M	3
Mid-Coast	25-34				F	343
Mid-Coast	25-34				M	289
Mid-Coast	25-34	0			F	1583
Mid-Coast	25-34	0			M	2052
Mid-Coast	25-34	1	0	1	F	155
Mid-Coast	25-34	1	0	1	M	99
Mid-Coast	25-34	1	1	0	F	1821
Mid-Coast	25-34	1	1	0	M	1115
Mid-Coast	25-34	1	1	1	F	94
Mid-Coast	25-34	1	1	1	M	45
Mid-Coast	35-44				F	334
Mid-Coast	35-44				M	318
Mid-Coast	35-44	0			F	1225
Mid-Coast	35-44	0			M	1566
Mid-Coast	35-44	1	0	1	F	122
Mid-Coast	35-44	1	0	1	M	76
Mid-Coast	35-44	1	1	0	F	2599
Mid-Coast	35-44	1	1	0	M	1929
Mid-Coast	35-44	1	1	1	F	150
Mid-Coast	35-44	1	1	1	M	73
Mid-Coast	45-54				F	352
Mid-Coast	45-54				M	392
Mid-Coast	45-54	0			F	3544
Mid-Coast	45-54	0			M	3344
Mid-Coast	45-54	1	0	1	F	394
Mid-Coast	45-54	1	0	1	M	175
Mid-Coast	45-54	1	1	0	F	1321
Mid-Coast	45-54	1	1	0	M	1316
Mid-Coast	45-54	1	1	1	F	49
Mid-Coast	45-54	1	1	1	M	39
Mid-Coast	55-64				F	423
Mid-Coast	55-64				M	499
Mid-Coast	55-64	0			F	6356
Mid-Coast	55-64	0			M	6035
Mid-Coast	55-64	1	0	1	F	1177
Mid-Coast	55-64	1	0	1	M	480
Mid-Coast	55-64	1	1	0	F	130
Mid-Coast	55-64	1	1	0	M	301
Mid-Coast	55-64	1	1	1	F	11
Mid-Coast	55-64	1	1	1	M	3
Mid-Coast	65-74				F	549
Mid-Coast	65-74				M	597
Mid-Coast	65-74	0			F	7406
Mid-Coast	65-74	0			M	7548
Mid-Coast	65-74	1	0	1	F	846
Mid-Coast	65-74	1	0	1	M	585
Mid-Coast	65-74	1	1	0	F	33
Mid-Coast	65-74	1	1	0	M	66
Mid-Coast	65-74	1	1	1	F	3
Mid-Coast	65-74	1	1	1	M	6
Mid-Coast	75-84				F	534
Mid-Coast	75-84				M	438
Mid-Coast	75-84	0			F	4655
Mid-Coast	75-84	0			M	4622
Mid-Coast	75-84	1	0	1	F	145
Mid-Coast	75-84	1	0	1	M	117
Mid-Coast	75-84	1	1	0	F	12
Mid-Coast	75-84	1	1	0	M	14
Mid-Coast	85+				F	430
Mid-Coast	85+				M	227
Mid-Coast	85+	0			F	1896
Mid-Coast	85+	0			M	1321
Mid-Coast	85+	1	0	1	F	8
Mid-Coast	85+	1	0	1	M	5
Mid-Coast	85+	1	1	0	F	4
Mid-Western Regional	15-19				F	55
Mid-Western Regional	15-19				M	82
Mid-Western Regional	15-19	0			F	535
Mid-Western Regional	15-19	0			M	674
Mid-Western Regional	15-19	1	0	1	F	61
Mid-Western Regional	15-19	1	0	1	M	22
Mid-Western Regional	15-19	1	1	0	F	5
Mid-Western Regional	15-19	1	1	0	M	3
Mid-Western Regional	20-24				F	41
Mid-Western Regional	20-24				M	38
Mid-Western Regional	20-24	0			F	356
Mid-Western Regional	20-24	0			M	489
Mid-Western Regional	20-24	1	0	1	F	37
Mid-Western Regional	20-24	1	0	1	M	13
Mid-Western Regional	20-24	1	1	0	F	68
Mid-Western Regional	20-24	1	1	0	M	28
Mid-Western Regional	20-24	1	1	1	F	6
Mid-Western Regional	20-24	1	1	1	M	3
Mid-Western Regional	25-34				F	104
Mid-Western Regional	25-34				M	115
Mid-Western Regional	25-34	0			F	582
Mid-Western Regional	25-34	0			M	760
Mid-Western Regional	25-34	1	0	1	F	59
Mid-Western Regional	25-34	1	0	1	M	36
Mid-Western Regional	25-34	1	1	0	F	710
Mid-Western Regional	25-34	1	1	0	M	515
Mid-Western Regional	25-34	1	1	1	F	50
Mid-Western Regional	25-34	1	1	1	M	15
Mid-Western Regional	35-44				F	113
Mid-Western Regional	35-44				M	133
Mid-Western Regional	35-44	0			F	387
Mid-Western Regional	35-44	0			M	488
Mid-Western Regional	35-44	1	0	1	F	44
Mid-Western Regional	35-44	1	0	1	M	36
Mid-Western Regional	35-44	1	1	0	F	912
Mid-Western Regional	35-44	1	1	0	M	803
Mid-Western Regional	35-44	1	1	1	F	47
Mid-Western Regional	35-44	1	1	1	M	24
Mid-Western Regional	45-54				F	117
Mid-Western Regional	45-54				M	134
Mid-Western Regional	45-54	0			F	1010
Mid-Western Regional	45-54	0			M	1020
Mid-Western Regional	45-54	1	0	1	F	134
Mid-Western Regional	45-54	1	0	1	M	54
Mid-Western Regional	45-54	1	1	0	F	396
Mid-Western Regional	45-54	1	1	0	M	434
Mid-Western Regional	45-54	1	1	1	F	16
Mid-Western Regional	45-54	1	1	1	M	6
Mid-Western Regional	55-64				F	133
Mid-Western Regional	55-64				M	139
Mid-Western Regional	55-64	0			F	1287
Mid-Western Regional	55-64	0			M	1403
Mid-Western Regional	55-64	1	0	1	F	295
Mid-Western Regional	55-64	1	0	1	M	132
Mid-Western Regional	55-64	1	1	0	F	25
Mid-Western Regional	55-64	1	1	0	M	93
Mid-Western Regional	55-64	1	1	1	F	3
Mid-Western Regional	55-64	1	1	1	M	6
Mid-Western Regional	65-74				F	107
Mid-Western Regional	65-74				M	128
Mid-Western Regional	65-74	0			F	1128
Mid-Western Regional	65-74	0			M	1278
Mid-Western Regional	65-74	1	0	1	F	170
Mid-Western Regional	65-74	1	0	1	M	100
Mid-Western Regional	65-74	1	1	0	F	5
Mid-Western Regional	65-74	1	1	0	M	10
Mid-Western Regional	75-84				F	101
Mid-Western Regional	75-84				M	86
Mid-Western Regional	75-84	0			F	779
Mid-Western Regional	75-84	0			M	752
Mid-Western Regional	75-84	1	0	1	F	39
Mid-Western Regional	75-84	1	0	1	M	29
Mid-Western Regional	85+				F	51
Mid-Western Regional	85+				M	25
Mid-Western Regional	85+	0			F	320
Mid-Western Regional	85+	0			M	199
Mid-Western Regional	85+	1	0	1	M	4
Moree Plains	15-19				F	84
Moree Plains	15-19				M	75
Moree Plains	15-19	0			F	229
Moree Plains	15-19	0			M	234
Moree Plains	15-19	1	0	1	F	33
Moree Plains	15-19	1	0	1	M	13
Moree Plains	15-19	1	1	0	F	10
Moree Plains	15-19	1	1	0	M	3
Moree Plains	20-24				F	93
Moree Plains	20-24				M	99
Moree Plains	20-24	0			F	244
Moree Plains	20-24	0			M	255
Moree Plains	20-24	1	0	1	F	14
Moree Plains	20-24	1	0	1	M	9
Moree Plains	20-24	1	1	0	F	49
Moree Plains	20-24	1	1	0	M	27
Moree Plains	20-24	1	1	1	F	4
Moree Plains	25-34				F	182
Moree Plains	25-34				M	176
Moree Plains	25-34	0			F	344
Moree Plains	25-34	0			M	424
Moree Plains	25-34	1	0	1	F	32
Moree Plains	25-34	1	0	1	M	12
Moree Plains	25-34	1	1	0	F	292
Moree Plains	25-34	1	1	0	M	210
Moree Plains	25-34	1	1	1	F	21
Moree Plains	25-34	1	1	1	M	8
Moree Plains	35-44				F	177
Moree Plains	35-44				M	193
Moree Plains	35-44	0			F	242
Moree Plains	35-44	0			M	271
Moree Plains	35-44	1	0	1	F	25
Moree Plains	35-44	1	0	1	M	10
Moree Plains	35-44	1	1	0	F	321
Moree Plains	35-44	1	1	0	M	238
Moree Plains	35-44	1	1	1	F	22
Moree Plains	35-44	1	1	1	M	9
Moree Plains	45-54				F	165
Moree Plains	45-54				M	171
Moree Plains	45-54	0			F	434
Moree Plains	45-54	0			M	447
Moree Plains	45-54	1	0	1	F	60
Moree Plains	45-54	1	0	1	M	30
Moree Plains	45-54	1	1	0	F	136
Moree Plains	45-54	1	1	0	M	158
Moree Plains	45-54	1	1	1	F	3
Moree Plains	55-64				F	168
Moree Plains	55-64				M	189
Moree Plains	55-64	0			F	545
Moree Plains	55-64	0			M	607
Moree Plains	55-64	1	0	1	F	112
Moree Plains	55-64	1	0	1	M	54
Moree Plains	55-64	1	1	0	F	17
Moree Plains	55-64	1	1	0	M	34
Moree Plains	65-74				F	106
Moree Plains	65-74				M	136
Moree Plains	65-74	0			F	413
Moree Plains	65-74	0			M	453
Moree Plains	65-74	1	0	1	F	73
Moree Plains	65-74	1	0	1	M	48
Moree Plains	65-74	1	1	0	F	4
Moree Plains	65-74	1	1	0	M	8
Moree Plains	75-84				F	63
Moree Plains	75-84				M	70
Moree Plains	75-84	0			F	247
Moree Plains	75-84	0			M	263
Moree Plains	75-84	1	0	1	F	26
Moree Plains	75-84	1	0	1	M	17
Moree Plains	75-84	1	1	0	M	3
Moree Plains	85+				F	29
Moree Plains	85+				M	14
Moree Plains	85+	0			F	79
Moree Plains	85+	0			M	68
Mosman	15-19				F	38
Mosman	15-19				M	32
Mosman	15-19	0			F	745
Mosman	15-19	0			M	764
Mosman	15-19	1	0	1	F	21
Mosman	15-19	1	0	1	M	24
Mosman	15-19	1	1	0	F	4
Mosman	15-19	1	1	0	M	5
Mosman	20-24				F	22
Mosman	20-24				M	26
Mosman	20-24	0			F	648
Mosman	20-24	0			M	605
Mosman	20-24	1	0	1	F	21
Mosman	20-24	1	0	1	M	9
Mosman	20-24	1	1	0	F	4
Mosman	25-34				F	51
Mosman	25-34				M	51
Mosman	25-34	0			F	1237
Mosman	25-34	0			M	1112
Mosman	25-34	1	0	1	F	37
Mosman	25-34	1	0	1	M	19
Mosman	25-34	1	1	0	F	264
Mosman	25-34	1	1	0	M	161
Mosman	25-34	1	1	1	F	7
Mosman	35-44				F	61
Mosman	35-44				M	62
Mosman	35-44	0			F	739
Mosman	35-44	0			M	685
Mosman	35-44	1	0	1	F	33
Mosman	35-44	1	0	1	M	19
Mosman	35-44	1	1	0	F	1169
Mosman	35-44	1	1	0	M	861
Mosman	35-44	1	1	1	F	18
Mosman	35-44	1	1	1	M	3
Mosman	45-54				F	76
Mosman	45-54				M	61
Mosman	45-54	0			F	1118
Mosman	45-54	0			M	824
Mosman	45-54	1	0	1	F	29
Mosman	45-54	1	0	1	M	7
Mosman	45-54	1	1	0	F	1104
Mosman	45-54	1	1	0	M	1012
Mosman	45-54	1	1	1	F	9
Mosman	45-54	1	1	1	M	6
Mosman	55-64				F	64
Mosman	55-64				M	70
Mosman	55-64	0			F	1678
Mosman	55-64	0			M	1353
Mosman	55-64	1	0	1	F	124
Mosman	55-64	1	0	1	M	56
Mosman	55-64	1	1	0	F	136
Mosman	55-64	1	1	0	M	245
Mosman	55-64	1	1	1	F	4
Mosman	55-64	1	1	1	M	5
Mosman	65-74				F	55
Mosman	65-74				M	42
Mosman	65-74	0			F	1347
Mosman	65-74	0			M	1101
Mosman	65-74	1	0	1	F	322
Mosman	65-74	1	0	1	M	145
Mosman	65-74	1	1	0	F	21
Mosman	65-74	1	1	0	M	43
Mosman	75-84				F	67
Mosman	75-84				M	48
Mosman	75-84	0			F	1092
Mosman	75-84	0			M	848
Mosman	75-84	1	0	1	F	92
Mosman	75-84	1	0	1	M	60
Mosman	75-84	1	1	0	M	4
Mosman	85+				F	48
Mosman	85+				M	8
Mosman	85+	0			F	523
Mosman	85+	0			M	338
Mosman	85+	1	0	1	F	4
Murray River	15-19				F	32
Murray River	15-19				M	51
Murray River	15-19	0			F	250
Murray River	15-19	0			M	279
Murray River	15-19	1	0	1	F	25
Murray River	15-19	1	0	1	M	12
Murray River	15-19	1	1	0	M	3
Murray River	20-24				F	14
Murray River	20-24				M	17
Murray River	20-24	0			F	162
Murray River	20-24	0			M	197
Murray River	20-24	1	0	1	F	16
Murray River	20-24	1	1	0	F	12
Murray River	20-24	1	1	0	M	14
Murray River	25-34				F	57
Murray River	25-34				M	57
Murray River	25-34	0			F	239
Murray River	25-34	0			M	316
Murray River	25-34	1	0	1	F	23
Murray River	25-34	1	0	1	M	6
Murray River	25-34	1	1	0	F	276
Murray River	25-34	1	1	0	M	194
Murray River	25-34	1	1	1	F	18
Murray River	25-34	1	1	1	M	9
Murray River	35-44				F	49
Murray River	35-44				M	52
Murray River	35-44	0			F	159
Murray River	35-44	0			M	181
Murray River	35-44	1	0	1	F	24
Murray River	35-44	1	0	1	M	11
Murray River	35-44	1	1	0	F	411
Murray River	35-44	1	1	0	M	352
Murray River	35-44	1	1	1	F	26
Murray River	35-44	1	1	1	M	5
Murray River	45-54				F	44
Murray River	45-54				M	69
Murray River	45-54	0			F	479
Murray River	45-54	0			M	454
Murray River	45-54	1	0	1	F	64
Murray River	45-54	1	0	1	M	23
Murray River	45-54	1	1	0	F	188
Murray River	45-54	1	1	0	M	199
Murray River	45-54	1	1	1	F	8
Murray River	45-54	1	1	1	M	7
Murray River	55-64				F	74
Murray River	55-64				M	76
Murray River	55-64	0			F	750
Murray River	55-64	0			M	764
Murray River	55-64	1	0	1	F	163
Murray River	55-64	1	0	1	M	54
Murray River	55-64	1	1	0	F	25
Murray River	55-64	1	1	0	M	32
Murray River	55-64	1	1	1	M	3
Murray River	65-74				F	58
Murray River	65-74				M	79
Murray River	65-74	0			F	806
Murray River	65-74	0			M	914
Murray River	65-74	1	0	1	F	99
Murray River	65-74	1	0	1	M	66
Murray River	65-74	1	1	0	F	3
Murray River	65-74	1	1	0	M	10
Murray River	75-84				F	77
Murray River	75-84				M	71
Murray River	75-84	0			F	511
Murray River	75-84	0			M	531
Murray River	75-84	1	0	1	F	17
Murray River	75-84	1	0	1	M	12
Murray River	75-84	1	1	0	M	4
Murray River	85+				F	54
Murray River	85+				M	44
Murray River	85+	0			F	169
Murray River	85+	0			M	131
Murray River	85+	1	0	1	F	3
Murray River	85+	1	0	1	M	3
Murrumbidgee	15-19				F	11
Murrumbidgee	15-19				M	8
Murrumbidgee	15-19	0			F	64
Murrumbidgee	15-19	0			M	79
Murrumbidgee	15-19	1	0	1	F	3
Murrumbidgee	15-19	1	0	1	M	6
Murrumbidgee	20-24				F	12
Murrumbidgee	20-24				M	7
Murrumbidgee	20-24	0			F	52
Murrumbidgee	20-24	0			M	75
Murrumbidgee	20-24	1	0	1	F	4
Murrumbidgee	20-24	1	0	1	M	6
Murrumbidgee	20-24	1	1	0	F	12
Murrumbidgee	20-24	1	1	0	M	3
Murrumbidgee	25-34				F	13
Murrumbidgee	25-34				M	24
Murrumbidgee	25-34	0			F	71
Murrumbidgee	25-34	0			M	123
Murrumbidgee	25-34	1	0	1	F	7
Murrumbidgee	25-34	1	0	1	M	7
Murrumbidgee	25-34	1	1	0	F	76
Murrumbidgee	25-34	1	1	0	M	73
Murrumbidgee	25-34	1	1	1	F	3
Murrumbidgee	35-44				F	15
Murrumbidgee	35-44				M	18
Murrumbidgee	35-44	0			F	47
Murrumbidgee	35-44	0			M	75
Murrumbidgee	35-44	1	0	1	F	5
Murrumbidgee	35-44	1	1	0	F	93
Murrumbidgee	35-44	1	1	0	M	83
Murrumbidgee	35-44	1	1	1	F	12
Murrumbidgee	45-54				F	20
Murrumbidgee	45-54				M	19
Murrumbidgee	45-54	0			F	119
Murrumbidgee	45-54	0			M	128
Murrumbidgee	45-54	1	0	1	F	26
Murrumbidgee	45-54	1	1	0	F	45
Murrumbidgee	45-54	1	1	0	M	44
Murrumbidgee	55-64				F	19
Murrumbidgee	55-64				M	29
Murrumbidgee	55-64	0			F	192
Murrumbidgee	55-64	0			M	233
Murrumbidgee	55-64	1	0	1	F	47
Murrumbidgee	55-64	1	0	1	M	22
Murrumbidgee	55-64	1	1	0	F	6
Murrumbidgee	55-64	1	1	0	M	4
Murrumbidgee	65-74				F	17
Murrumbidgee	65-74				M	27
Murrumbidgee	65-74	0			F	160
Murrumbidgee	65-74	0			M	190
Murrumbidgee	65-74	1	0	1	F	23
Murrumbidgee	65-74	1	0	1	M	13
Murrumbidgee	75-84				F	19
Murrumbidgee	75-84				M	8
Murrumbidgee	75-84	0			F	82
Murrumbidgee	75-84	0			M	93
Murrumbidgee	75-84	1	0	1	F	3
Murrumbidgee	75-84	1	0	1	M	4
Murrumbidgee	85+				F	8
Murrumbidgee	85+				M	12
Murrumbidgee	85+	0			F	33
Murrumbidgee	85+	0			M	28
Muswellbrook	15-19				F	40
Muswellbrook	15-19				M	49
Muswellbrook	15-19	0			F	404
Muswellbrook	15-19	0			M	495
Muswellbrook	15-19	1	0	1	F	37
Muswellbrook	15-19	1	0	1	M	15
Muswellbrook	15-19	1	1	0	F	6
Muswellbrook	15-19	1	1	0	M	3
Muswellbrook	20-24				F	26
Muswellbrook	20-24				M	54
Muswellbrook	20-24	0			F	290
Muswellbrook	20-24	0			M	377
Muswellbrook	20-24	1	0	1	F	23
Muswellbrook	20-24	1	0	1	M	12
Muswellbrook	20-24	1	1	0	F	64
Muswellbrook	20-24	1	1	0	M	23
Muswellbrook	25-34				F	78
Muswellbrook	25-34				M	177
Muswellbrook	25-34	0			F	452
Muswellbrook	25-34	0			M	616
Muswellbrook	25-34	1	0	1	F	48
Muswellbrook	25-34	1	0	1	M	24
Muswellbrook	25-34	1	1	0	F	533
Muswellbrook	25-34	1	1	0	M	352
Muswellbrook	25-34	1	1	1	F	21
Muswellbrook	25-34	1	1	1	M	6
Muswellbrook	35-44				F	69
Muswellbrook	35-44				M	141
Muswellbrook	35-44	0			F	273
Muswellbrook	35-44	0			M	388
Muswellbrook	35-44	1	0	1	F	30
Muswellbrook	35-44	1	0	1	M	22
Muswellbrook	35-44	1	1	0	F	626
Muswellbrook	35-44	1	1	0	M	521
Muswellbrook	35-44	1	1	1	F	25
Muswellbrook	35-44	1	1	1	M	18
Muswellbrook	45-54				F	63
Muswellbrook	45-54				M	124
Muswellbrook	45-54	0			F	636
Muswellbrook	45-54	0			M	644
Muswellbrook	45-54	1	0	1	F	90
Muswellbrook	45-54	1	0	1	M	47
Muswellbrook	45-54	1	1	0	F	246
Muswellbrook	45-54	1	1	0	M	263
Muswellbrook	45-54	1	1	1	F	10
Muswellbrook	45-54	1	1	1	M	3
Muswellbrook	55-64				F	53
Muswellbrook	55-64				M	75
Muswellbrook	55-64	0			F	708
Muswellbrook	55-64	0			M	834
Muswellbrook	55-64	1	0	1	F	179
Muswellbrook	55-64	1	0	1	M	60
Muswellbrook	55-64	1	1	0	F	16
Muswellbrook	55-64	1	1	0	M	47
Muswellbrook	55-64	1	1	1	F	4
Muswellbrook	65-74				F	55
Muswellbrook	65-74				M	53
Muswellbrook	65-74	0			F	583
Muswellbrook	65-74	0			M	605
Muswellbrook	65-74	1	0	1	F	85
Muswellbrook	65-74	1	0	1	M	52
Muswellbrook	65-74	1	1	0	F	5
Muswellbrook	65-74	1	1	0	M	7
Muswellbrook	75-84				F	36
Muswellbrook	75-84				M	41
Muswellbrook	75-84	0			F	324
Muswellbrook	75-84	0			M	306
Muswellbrook	75-84	1	0	1	F	21
Muswellbrook	75-84	1	0	1	M	12
Muswellbrook	85+				F	21
Muswellbrook	85+				M	11
Muswellbrook	85+	0			F	140
Muswellbrook	85+	0			M	73
Nambucca Valley	15-19				F	67
Nambucca Valley	15-19				M	69
Nambucca Valley	15-19	0			F	395
Nambucca Valley	15-19	0			M	470
Nambucca Valley	15-19	1	0	1	F	41
Nambucca Valley	15-19	1	0	1	M	15
Nambucca Valley	15-19	1	1	0	F	5
Nambucca Valley	20-24				F	34
Nambucca Valley	20-24				M	36
Nambucca Valley	20-24	0			F	217
Nambucca Valley	20-24	0			M	305
Nambucca Valley	20-24	1	0	1	F	19
Nambucca Valley	20-24	1	0	1	M	10
Nambucca Valley	20-24	1	1	0	F	49
Nambucca Valley	20-24	1	1	0	M	30
Nambucca Valley	20-24	1	1	1	F	3
Nambucca Valley	25-34				F	87
Nambucca Valley	25-34				M	77
Nambucca Valley	25-34	0			F	322
Nambucca Valley	25-34	0			M	414
Nambucca Valley	25-34	1	0	1	F	32
Nambucca Valley	25-34	1	0	1	M	26
Nambucca Valley	25-34	1	1	0	F	402
Nambucca Valley	25-34	1	1	0	M	276
Nambucca Valley	25-34	1	1	1	F	24
Nambucca Valley	25-34	1	1	1	M	5
Nambucca Valley	35-44				F	77
Nambucca Valley	35-44				M	76
Nambucca Valley	35-44	0			F	276
Nambucca Valley	35-44	0			M	349
Nambucca Valley	35-44	1	0	1	F	37
Nambucca Valley	35-44	1	0	1	M	19
Nambucca Valley	35-44	1	1	0	F	552
Nambucca Valley	35-44	1	1	0	M	376
Nambucca Valley	35-44	1	1	1	F	48
Nambucca Valley	35-44	1	1	1	M	18
Nambucca Valley	45-54				F	89
Nambucca Valley	45-54				M	87
Nambucca Valley	45-54	0			F	737
Nambucca Valley	45-54	0			M	658
Nambucca Valley	45-54	1	0	1	F	91
Nambucca Valley	45-54	1	0	1	M	39
Nambucca Valley	45-54	1	1	0	F	290
Nambucca Valley	45-54	1	1	0	M	291
Nambucca Valley	45-54	1	1	1	F	20
Nambucca Valley	45-54	1	1	1	M	9
Nambucca Valley	55-64				F	122
Nambucca Valley	55-64				M	142
Nambucca Valley	55-64	0			F	1390
Nambucca Valley	55-64	0			M	1314
Nambucca Valley	55-64	1	0	1	F	258
Nambucca Valley	55-64	1	0	1	M	107
Nambucca Valley	55-64	1	1	0	F	41
Nambucca Valley	55-64	1	1	0	M	81
Nambucca Valley	55-64	1	1	1	F	4
Nambucca Valley	65-74				F	102
Nambucca Valley	65-74				M	127
Nambucca Valley	65-74	0			F	1398
Nambucca Valley	65-74	0			M	1501
Nambucca Valley	65-74	1	0	1	F	196
Nambucca Valley	65-74	1	0	1	M	123
Nambucca Valley	65-74	1	1	0	F	12
Nambucca Valley	65-74	1	1	0	M	17
Nambucca Valley	65-74	1	1	1	F	4
Nambucca Valley	75-84				F	88
Nambucca Valley	75-84				M	70
Nambucca Valley	75-84	0			F	880
Nambucca Valley	75-84	0			M	863
Nambucca Valley	75-84	1	0	1	F	32
Nambucca Valley	75-84	1	0	1	M	23
Nambucca Valley	75-84	1	1	0	F	3
Nambucca Valley	75-84	1	1	0	M	4
Nambucca Valley	85+				F	53
Nambucca Valley	85+				M	27
Nambucca Valley	85+	0			F	373
Nambucca Valley	85+	0			M	260
Narrabri	15-19				F	51
Narrabri	15-19				M	46
Narrabri	15-19	0			F	277
Narrabri	15-19	0			M	285
Narrabri	15-19	1	0	1	F	16
Narrabri	15-19	1	0	1	M	13
Narrabri	15-19	1	1	0	F	5
Narrabri	20-24				F	36
Narrabri	20-24				M	53
Narrabri	20-24	0			F	225
Narrabri	20-24	0			M	304
Narrabri	20-24	1	0	1	F	17
Narrabri	20-24	1	0	1	M	8
Narrabri	20-24	1	1	0	F	46
Narrabri	20-24	1	1	0	M	20
Narrabri	20-24	1	1	1	F	3
Narrabri	25-34				F	80
Narrabri	25-34				M	85
Narrabri	25-34	0			F	306
Narrabri	25-34	0			M	406
Narrabri	25-34	1	0	1	F	32
Narrabri	25-34	1	0	1	M	25
Narrabri	25-34	1	1	0	F	356
Narrabri	25-34	1	1	0	M	241
Narrabri	25-34	1	1	1	F	17
Narrabri	25-34	1	1	1	M	9
Narrabri	35-44				F	68
Narrabri	35-44				M	82
Narrabri	35-44	0			F	206
Narrabri	35-44	0			M	251
Narrabri	35-44	1	0	1	F	14
Narrabri	35-44	1	0	1	M	14
Narrabri	35-44	1	1	0	F	375
Narrabri	35-44	1	1	0	M	344
Narrabri	35-44	1	1	1	F	21
Narrabri	35-44	1	1	1	M	9
Narrabri	45-54				F	90
Narrabri	45-54				M	112
Narrabri	45-54	0			F	411
Narrabri	45-54	0			M	477
Narrabri	45-54	1	0	1	F	71
Narrabri	45-54	1	0	1	M	13
Narrabri	45-54	1	1	0	F	171
Narrabri	45-54	1	1	0	M	186
Narrabri	45-54	1	1	1	F	5
Narrabri	45-54	1	1	1	M	4
Narrabri	55-64				F	107
Narrabri	55-64				M	111
Narrabri	55-64	0			F	625
Narrabri	55-64	0			M	722
Narrabri	55-64	1	0	1	F	151
Narrabri	55-64	1	0	1	M	47
Narrabri	55-64	1	1	0	F	15
Narrabri	55-64	1	1	0	M	37
Narrabri	65-74				F	62
Narrabri	65-74				M	81
Narrabri	65-74	0			F	480
Narrabri	65-74	0			M	541
Narrabri	65-74	1	0	1	F	108
Narrabri	65-74	1	0	1	M	59
Narrabri	65-74	1	1	0	F	3
Narrabri	65-74	1	1	0	M	6
Narrabri	75-84				F	40
Narrabri	75-84				M	39
Narrabri	75-84	0			F	349
Narrabri	75-84	0			M	309
Narrabri	75-84	1	0	1	F	21
Narrabri	75-84	1	0	1	M	23
Narrabri	85+				F	24
Narrabri	85+				M	18
Narrabri	85+	0			F	163
Narrabri	85+	0			M	99
Narrandera	15-19				F	21
Narrandera	15-19				M	26
Narrandera	15-19	0			F	123
Narrandera	15-19	0			M	132
Narrandera	15-19	1	0	1	F	7
Narrandera	15-19	1	0	1	M	3
Narrandera	15-19	1	1	0	F	7
Narrandera	20-24				F	12
Narrandera	20-24				M	14
Narrandera	20-24	0			F	58
Narrandera	20-24	0			M	103
Narrandera	20-24	1	0	1	F	12
Narrandera	20-24	1	0	1	M	5
Narrandera	20-24	1	1	0	F	25
Narrandera	20-24	1	1	0	M	7
Narrandera	20-24	1	1	1	F	3
Narrandera	25-34				F	27
Narrandera	25-34				M	26
Narrandera	25-34	0			F	91
Narrandera	25-34	0			M	169
Narrandera	25-34	1	0	1	F	9
Narrandera	25-34	1	0	1	M	10
Narrandera	25-34	1	1	0	F	132
Narrandera	25-34	1	1	0	M	79
Narrandera	25-34	1	1	1	F	8
Narrandera	25-34	1	1	1	M	4
Narrandera	35-44				F	39
Narrandera	35-44				M	29
Narrandera	35-44	0			F	87
Narrandera	35-44	0			M	107
Narrandera	35-44	1	0	1	F	8
Narrandera	35-44	1	0	1	M	4
