LGA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Albury	LKA	1990	9
Albury	LKA	2000	10
Albury	LKA	2010	8
Albury	LKA	2015	19
Albury	LKA	2016	13
Albury	LKA	2017	6
Albury	LKA	2018	14
Albury	LKA	2019	4
Albury	LKA	2021	4
Albury	MKD	1970	5
Albury	MYS	1970	5
Albury	MYS	1980	6
Albury	MYS	1990	6
Albury	MYS	2000	3
Albury	MYS	2010	8
Albury	MYS	2015	6
Albury	MYS	2017	3
Albury	MYS	2019	6
Albury	NLD	1951	15
Albury	NLD	1960	114
Albury	NLD	1970	32
Albury	NLD	1980	8
Albury	NLD	1990	7
Albury	NLD	2000	8
Albury	NLD	2010	6
Albury	NLD	2015	5
Albury	NPL		10
Albury	NPL	2010	82
Albury	NPL	2015	153
Albury	NPL	2016	24
Albury	NPL	2017	43
Albury	NPL	2018	23
Albury	NPL	2019	15
Albury	NZL		10
Albury	NZL	1960	12
Albury	NZL	1970	45
Albury	NZL	1980	101
Albury	NZL	1990	126
Albury	NZL	2000	89
Albury	NZL	2010	106
Albury	NZL	2015	49
Albury	NZL	2016	4
Albury	NZL	2018	9
Albury	NZL	2019	12
Albury	NZL	2020	9
Albury	NZL	2021	4
Albury	PAK	2010	10
Albury	PAK	2015	23
Albury	PAK	2016	7
Albury	PAK	2017	5
Albury	PAK	2018	11
Albury	PHL		12
Albury	PHL	1990	55
Albury	PHL	2000	42
Albury	PHL	2010	102
Albury	PHL	2015	97
Albury	PHL	2016	16
Albury	PHL	2017	15
Albury	PHL	2018	33
Albury	PHL	2019	28
Albury	PHL	2020	5
Albury	POL	1951	5
Albury	POL	1970	3
Albury	POL	1980	3
Albury	POL	1990	8
Albury	SGP	1980	4
Albury	SGP	1990	3
Albury	SGP	2000	3
Albury	SGP	2010	6
Albury	SGP	2015	7
Albury	SGP	2017	4
Albury	THA		3
Albury	THA	1990	8
Albury	THA	2000	10
Albury	THA	2010	27
Albury	THA	2015	19
Albury	THA	2016	9
Albury	THA	2017	5
Albury	THA	2018	4
Albury	TWN	2015	4
Albury	TWN	2017	6
Albury	TWN	2018	5
Albury	USA		3
Albury	USA	1951	4
Albury	USA	1970	5
Albury	USA	1980	4
Albury	USA	1990	8
Albury	USA	2000	19
Albury	USA	2010	25
Albury	USA	2015	20
Albury	USA	2016	7
Albury	USA	2018	4
Albury	USA	2020	7
Albury	VNM		3
Albury	VNM	1980	5
Albury	VNM	1990	7
Albury	VNM	2000	7
Albury	VNM	2010	8
Albury	VNM	2015	14
Albury	VNM	2017	16
Albury	VNM	2018	4
Albury	VNM	2019	4
Albury	VNM	2020	4
Albury	ZAF	1980	8
Albury	ZAF	1990	15
Albury	ZAF	2000	40
Albury	ZAF	2010	58
Albury	ZAF	2015	17
Albury	ZAF	2016	5
Albury	ZAF	2017	7
Albury	ZAF	2018	3
Albury	ZAF	2019	13
Albury	ZAF	2020	4
Armidale Regional			24
Armidale Regional		1951	9
Armidale Regional		1960	33
Armidale Regional		1970	36
Armidale Regional		1980	41
Armidale Regional		1990	34
Armidale Regional		2000	44
Armidale Regional		2010	113
Armidale Regional		2015	81
Armidale Regional		2016	24
Armidale Regional		2017	51
Armidale Regional		2018	89
Armidale Regional		2019	119
Armidale Regional		2020	49
Armidale Regional		2021	16
Armidale Regional	BGD	2010	20
Armidale Regional	BGD	2015	22
Armidale Regional	BGD	2016	6
Armidale Regional	BGD	2017	13
Armidale Regional	BGD	2018	27
Armidale Regional	BGD	2019	9
Armidale Regional	CAN	1970	7
Armidale Regional	CAN	1980	14
Armidale Regional	CAN	1990	5
Armidale Regional	CAN	2000	12
Armidale Regional	CAN	2010	15
Armidale Regional	CAN	2015	8
Armidale Regional	CAN	2017	3
Armidale Regional	CAN	2018	9
Armidale Regional	CAN	2019	4
Armidale Regional	CHN		5
Armidale Regional	CHN	1980	3
Armidale Regional	CHN	2000	16
Armidale Regional	CHN	2010	46
Armidale Regional	CHN	2015	22
Armidale Regional	CHN	2016	9
Armidale Regional	CHN	2017	12
Armidale Regional	CHN	2018	8
Armidale Regional	CHN	2019	29
Armidale Regional	CHN	2020	5
Armidale Regional	DEU	1960	20
Armidale Regional	DEU	1970	8
Armidale Regional	DEU	1980	7
Armidale Regional	DEU	1990	11
Armidale Regional	DEU	2000	7
Armidale Regional	DEU	2010	14
Armidale Regional	DEU	2015	12
Armidale Regional	DEU	2019	3
Armidale Regional	FJI	1990	9
Armidale Regional	FJI	2000	5
Armidale Regional	FJI	2010	7
Armidale Regional	FJI	2016	3
Armidale Regional	FJI	2017	3
Armidale Regional	FJI	2018	5
Armidale Regional	GBR		26
Armidale Regional	GBR	1951	18
Armidale Regional	GBR	1960	64
Armidale Regional	GBR	1970	192
Armidale Regional	GBR	1980	97
Armidale Regional	GBR	1990	66
Armidale Regional	GBR	2000	51
Armidale Regional	GBR	2010	90
Armidale Regional	GBR	2015	42
Armidale Regional	GBR	2016	7
Armidale Regional	GBR	2017	8
Armidale Regional	GBR	2018	8
Armidale Regional	GBR	2019	11
Armidale Regional	GBR	2020	4
Armidale Regional	GRC		3
Armidale Regional	GRC	2015	4
Armidale Regional	GRC	2020	3
Armidale Regional	HKG	1980	3
Armidale Regional	HKG	1990	6
Armidale Regional	HKG	2000	3
Armidale Regional	HKG	2010	3
Armidale Regional	HRV	1970	3
Armidale Regional	HRV	2010	5
Armidale Regional	IDN	1960	4
Armidale Regional	IDN	1980	3
Armidale Regional	IDN	2000	5
Armidale Regional	IDN	2010	7
Armidale Regional	IDN	2015	4
Armidale Regional	IDN	2017	5
Armidale Regional	IDN	2019	6
Armidale Regional	IND		3
Armidale Regional	IND	1951	4
Armidale Regional	IND	1980	3
Armidale Regional	IND	1990	3
Armidale Regional	IND	2000	8
Armidale Regional	IND	2010	69
Armidale Regional	IND	2015	46
Armidale Regional	IND	2016	18
Armidale Regional	IND	2017	23
Armidale Regional	IND	2018	38
Armidale Regional	IND	2019	42
Armidale Regional	IND	2020	15
Armidale Regional	IND	2021	4
Armidale Regional	IRL	1990	5
Armidale Regional	IRL	2000	3
Armidale Regional	IRL	2010	3
Armidale Regional	IRL	2015	3
Armidale Regional	IRN	1990	3
Armidale Regional	IRN	2000	3
Armidale Regional	IRN	2010	4
Armidale Regional	IRN	2015	19
Armidale Regional	IRN	2017	3
Armidale Regional	IRN	2018	5
Armidale Regional	IRN	2019	4
Armidale Regional	IRQ		6
Armidale Regional	IRQ	2010	12
Armidale Regional	IRQ	2015	26
Armidale Regional	IRQ	2016	9
Armidale Regional	IRQ	2017	6
Armidale Regional	IRQ	2018	167
Armidale Regional	IRQ	2019	325
Armidale Regional	IRQ	2020	22
Armidale Regional	ITA	1960	9
Armidale Regional	ITA	1970	6
Armidale Regional	JPN	1990	5
Armidale Regional	JPN	2000	5
Armidale Regional	JPN	2010	15
Armidale Regional	JPN	2015	4
Armidale Regional	JPN	2017	5
Armidale Regional	JPN	2019	3
Armidale Regional	KOR	2010	3
Armidale Regional	KOR	2017	4
Armidale Regional	KOR	2019	5
Armidale Regional	LBN	2015	4
Armidale Regional	LKA	1990	9
Armidale Regional	LKA	2000	4
Armidale Regional	LKA	2010	11
Armidale Regional	LKA	2015	21
Armidale Regional	LKA	2016	11
Armidale Regional	LKA	2017	9
Armidale Regional	LKA	2018	16
Armidale Regional	LKA	2019	12
Armidale Regional	MYS	1970	3
Armidale Regional	MYS	1990	4
Armidale Regional	MYS	2000	4
Armidale Regional	MYS	2010	3
Armidale Regional	MYS	2015	9
Armidale Regional	MYS	2016	5
Armidale Regional	NLD	1960	22
Armidale Regional	NLD	1970	16
Armidale Regional	NLD	2000	5
Armidale Regional	NLD	2010	3
Armidale Regional	NPL		9
Armidale Regional	NPL	2010	17
Armidale Regional	NPL	2015	28
Armidale Regional	NPL	2016	22
Armidale Regional	NPL	2017	33
Armidale Regional	NPL	2018	57
Armidale Regional	NPL	2019	81
Armidale Regional	NPL	2020	14
Armidale Regional	NZL		9
Armidale Regional	NZL	1951	4
Armidale Regional	NZL	1960	3
Armidale Regional	NZL	1970	31
Armidale Regional	NZL	1980	51
Armidale Regional	NZL	1990	44
Armidale Regional	NZL	2000	31
Armidale Regional	NZL	2010	46
Armidale Regional	NZL	2015	37
Armidale Regional	NZL	2016	7
Armidale Regional	NZL	2018	7
Armidale Regional	NZL	2019	4
Armidale Regional	NZL	2020	7
Armidale Regional	PAK	2010	12
Armidale Regional	PAK	2015	3
Armidale Regional	PAK	2017	3
Armidale Regional	PAK	2018	6
Armidale Regional	PAK	2019	4
Armidale Regional	PAK	2020	4
Armidale Regional	PHL		9
Armidale Regional	PHL	1990	13
Armidale Regional	PHL	2000	7
Armidale Regional	PHL	2010	35
Armidale Regional	PHL	2015	34
Armidale Regional	PHL	2016	9
Armidale Regional	PHL	2017	14
Armidale Regional	PHL	2018	26
Armidale Regional	PHL	2019	21
Armidale Regional	PHL	2020	4
Armidale Regional	POL	2010	4
Armidale Regional	POL	2015	3
Armidale Regional	SGP	2010	5
Armidale Regional	SGP	2015	3
Armidale Regional	THA	2000	7
Armidale Regional	THA	2010	20
Armidale Regional	THA	2018	4
Armidale Regional	TWN	2000	6
Armidale Regional	TWN	2010	5
Armidale Regional	TWN	2015	3
Armidale Regional	TWN	2017	3
Armidale Regional	TWN	2018	6
Armidale Regional	TWN	2019	9
Armidale Regional	USA		10
Armidale Regional	USA	1951	3
Armidale Regional	USA	1970	10
Armidale Regional	USA	1980	22
Armidale Regional	USA	1990	13
Armidale Regional	USA	2000	16
Armidale Regional	USA	2010	36
Armidale Regional	USA	2015	25
Armidale Regional	USA	2016	5
Armidale Regional	USA	2017	10
Armidale Regional	USA	2019	4
Armidale Regional	USA	2020	5
Armidale Regional	VNM	1990	6
Armidale Regional	VNM	2000	4
Armidale Regional	VNM	2010	3
Armidale Regional	VNM	2015	22
Armidale Regional	VNM	2016	3
Armidale Regional	VNM	2017	13
Armidale Regional	VNM	2018	4
Armidale Regional	VNM	2019	18
Armidale Regional	VNM	2020	4
Armidale Regional	ZAF	1960	4
Armidale Regional	ZAF	1970	8
Armidale Regional	ZAF	1980	8
Armidale Regional	ZAF	1990	9
Armidale Regional	ZAF	2000	34
Armidale Regional	ZAF	2010	31
Armidale Regional	ZAF	2015	4
Armidale Regional	ZAF	2020	3
Ballina			28
Ballina		1951	28
Ballina		1960	55
Ballina		1970	97
Ballina		1980	101
Ballina		1990	75
Ballina		2000	66
Ballina		2010	155
Ballina		2015	128
Ballina		2016	33
Ballina		2017	32
Ballina		2018	27
Ballina		2019	45
Ballina		2020	20
Ballina		2021	7
Ballina	BGD	2010	4
Ballina	CAN	1970	14
Ballina	CAN	1980	18
Ballina	CAN	1990	16
Ballina	CAN	2000	22
Ballina	CAN	2010	31
Ballina	CAN	2015	26
Ballina	CAN	2016	3
Ballina	CAN	2017	6
Ballina	CAN	2018	3
Ballina	CAN	2019	4
Ballina	CAN	2020	4
Ballina	CHN	1960	6
Ballina	CHN	1980	4
Ballina	CHN	1990	3
Ballina	CHN	2000	5
Ballina	CHN	2010	28
Ballina	CHN	2018	3
Ballina	CHN	2019	3
Ballina	DEU	1951	20
Ballina	DEU	1960	43
Ballina	DEU	1970	19
Ballina	DEU	1980	6
Ballina	DEU	1990	23
Ballina	DEU	2000	14
Ballina	DEU	2010	26
Ballina	DEU	2015	17
Ballina	DEU	2016	3
Ballina	DEU	2017	3
Ballina	DEU	2018	6
Ballina	DEU	2019	4
Ballina	EGY		3
Ballina	EGY	1960	3
Ballina	EGY	2019	3
Ballina	FJI		4
Ballina	FJI	1960	4
Ballina	FJI	1980	3
Ballina	FJI	1990	10
Ballina	FJI	2000	5
Ballina	FJI	2010	5
Ballina	FJI	2015	4
Ballina	GBR		72
Ballina	GBR	1951	68
Ballina	GBR	1960	184
Ballina	GBR	1970	466
Ballina	GBR	1980	256
Ballina	GBR	1990	191
Ballina	GBR	2000	172
Ballina	GBR	2010	303
Ballina	GBR	2015	164
Ballina	GBR	2016	31
Ballina	GBR	2017	25
Ballina	GBR	2018	14
Ballina	GBR	2019	18
Ballina	GBR	2020	14
Ballina	GBR	2021	4
Ballina	GRC	1960	7
Ballina	GRC	1970	5
Ballina	HKG	1970	5
Ballina	HKG	1980	3
Ballina	HKG	1990	11
Ballina	HKG	2000	8
Ballina	HKG	2010	4
Ballina	HKG	2015	3
Ballina	HKG	2019	4
Ballina	HRV	1960	5
Ballina	HRV	1970	9
Ballina	IDN	1990	5
Ballina	IDN	2000	4
Ballina	IDN	2010	17
Ballina	IDN	2015	4
Ballina	IDN	2016	4
Ballina	IDN	2018	6
Ballina	IDN	2019	5
Ballina	IDN	2020	4
Ballina	IND		5
Ballina	IND	1951	7
Ballina	IND	1970	9
Ballina	IND	1980	6
Ballina	IND	1990	8
Ballina	IND	2000	7
Ballina	IND	2010	56
Ballina	IND	2015	40
Ballina	IND	2016	3
Ballina	IND	2017	3
Ballina	IND	2018	13
Ballina	IND	2019	18
Ballina	IND	2020	4
Ballina	IND	2021	3
Ballina	IRL		3
Ballina	IRL	1970	12
Ballina	IRL	1980	10
Ballina	IRL	1990	6
Ballina	IRL	2000	13
Ballina	IRL	2010	22
Ballina	IRL	2015	7
Ballina	IRL	2016	3
Ballina	IRL	2018	3
Ballina	IRN	1970	3
Ballina	IRN	1990	7
Ballina	IRN	2000	8
Ballina	IRN	2010	3
Ballina	IRN	2015	5
Ballina	ITA		3
Ballina	ITA	1951	13
Ballina	ITA	1960	31
Ballina	ITA	1970	13
Ballina	ITA	1990	6
Ballina	ITA	2010	5
Ballina	ITA	2015	14
Ballina	ITA	2017	5
Ballina	ITA	2018	4
Ballina	ITA	2019	4
Ballina	JPN		7
Ballina	JPN	1990	10
Ballina	JPN	2000	12
Ballina	JPN	2010	24
Ballina	JPN	2015	23
Ballina	JPN	2016	6
Ballina	JPN	2017	3
Ballina	JPN	2018	4
Ballina	JPN	2019	6
Ballina	KOR	1990	4
Ballina	KOR	2000	7
Ballina	KOR	2010	8
Ballina	KOR	2015	3
Ballina	KOR	2017	3
Ballina	KOR	2019	5
Ballina	LBN	1970	3
Ballina	LKA	1970	3
Ballina	LKA	1980	3
Ballina	LKA	2000	13
Ballina	LKA	2010	5
Ballina	MYS		3
Ballina	MYS	1960	6
Ballina	MYS	1970	9
Ballina	MYS	1980	10
Ballina	MYS	1990	13
Ballina	MYS	2000	4
Ballina	MYS	2010	12
Ballina	MYS	2017	4
Ballina	NLD		4
Ballina	NLD	1951	10
Ballina	NLD	1960	61
Ballina	NLD	1970	11
Ballina	NLD	1980	8
Ballina	NLD	1990	15
Ballina	NLD	2000	5
Ballina	NLD	2010	14
Ballina	NLD	2015	16
Ballina	NLD	2017	3
Ballina	NLD	2018	6
Ballina	NLD	2019	3
Ballina	NPL		5
Ballina	NPL	1980	5
Ballina	NPL	2010	9
Ballina	NPL	2016	8
Ballina	NPL	2017	7
Ballina	NPL	2018	4
Ballina	NZL		39
Ballina	NZL	1960	13
Ballina	NZL	1970	72
Ballina	NZL	1980	144
Ballina	NZL	1990	143
Ballina	NZL	2000	104
Ballina	NZL	2010	118
Ballina	NZL	2015	77
Ballina	NZL	2016	20
Ballina	NZL	2017	13
Ballina	NZL	2019	10
Ballina	NZL	2020	16
Ballina	NZL	2021	3
Ballina	PAK	2010	4
Ballina	PAK	2018	3
Ballina	PHL		11
Ballina	PHL	1970	4
Ballina	PHL	1980	7
Ballina	PHL	1990	26
Ballina	PHL	2000	17
Ballina	PHL	2010	29
Ballina	PHL	2015	23
Ballina	PHL	2016	7
Ballina	PHL	2017	8
Ballina	PHL	2018	10
Ballina	PHL	2019	8
Ballina	PHL	2020	6
Ballina	PHL	2021	6
Ballina	POL	1960	3
Ballina	POL	1970	5
Ballina	POL	1990	9
Ballina	POL	2010	4
Ballina	SGP	1980	5
Ballina	SGP	1990	4
Ballina	SGP	2015	8
Ballina	SGP	2016	4
Ballina	SGP	2019	3
Ballina	THA		12
Ballina	THA	1990	8
Ballina	THA	2000	16
Ballina	THA	2010	37
Ballina	THA	2015	32
Ballina	THA	2016	3
Ballina	THA	2017	3
Ballina	THA	2019	6
Ballina	THA	2021	4
Ballina	TWN	2010	3
Ballina	TWN	2015	3
Ballina	USA	1960	5
Ballina	USA	1970	16
Ballina	USA	1980	26
Ballina	USA	1990	28
Ballina	USA	2000	26
Ballina	USA	2010	50
Ballina	USA	2015	37
Ballina	USA	2016	5
Ballina	USA	2017	7
Ballina	USA	2018	16
Ballina	USA	2019	11
Ballina	USA	2020	8
Ballina	VNM	1980	4
Ballina	VNM	1990	9
Ballina	VNM	2000	6
Ballina	VNM	2010	7
Ballina	VNM	2015	10
Ballina	VNM	2016	5
Ballina	VNM	2017	3
Ballina	VNM	2019	4
Ballina	ZAF	1960	14
Ballina	ZAF	1970	19
Ballina	ZAF	1980	30
Ballina	ZAF	1990	40
Ballina	ZAF	2000	28
Ballina	ZAF	2010	66
Ballina	ZAF	2015	23
Ballina	ZAF	2016	4
Ballina	ZAF	2017	6
Ballina	ZAF	2018	3
Ballina	ZAF	2019	9
Ballina	ZAF	2021	5
Balranald		2000	6
Balranald		2010	3
Balranald		2015	3
Balranald		2018	7
Balranald		2019	4
Balranald	CHN	2010	3
Balranald	FJI	2015	7
Balranald	GBR	1970	7
Balranald	IND	2000	6
Balranald	IND	2016	3
Balranald	ITA	1960	4
Balranald	ITA	1970	6
Balranald	MYS	2010	6
Balranald	MYS	2015	4
Balranald	MYS	2017	7
Balranald	MYS	2018	17
Balranald	MYS	2019	9
Balranald	NPL	2019	4
Balranald	NZL	1970	4
Balranald	NZL	1990	3
Balranald	NZL	2015	4
Balranald	THA	2010	4
Balranald	THA	2015	3
Balranald	VNM	2015	3
Bathurst Regional			48
Bathurst Regional		1951	16
Bathurst Regional		1960	35
Bathurst Regional		1970	63
Bathurst Regional		1980	74
Bathurst Regional		1990	60
Bathurst Regional		2000	62
Bathurst Regional		2010	62
Bathurst Regional		2015	52
Bathurst Regional		2016	23
Bathurst Regional		2017	7
Bathurst Regional		2018	20
Bathurst Regional		2019	17
Bathurst Regional		2020	8
Bathurst Regional		2021	6
Bathurst Regional	AFG		5
Bathurst Regional	AFG	2010	6
Bathurst Regional	AFG	2015	6
Bathurst Regional	BGD		4
Bathurst Regional	BGD	2000	7
Bathurst Regional	BGD	2010	10
Bathurst Regional	BGD	2015	19
Bathurst Regional	BGD	2017	8
Bathurst Regional	BGD	2018	9
Bathurst Regional	BGD	2019	3
Bathurst Regional	BGD	2020	3
Bathurst Regional	CAN		4
Bathurst Regional	CAN	1960	3
Bathurst Regional	CAN	1970	4
Bathurst Regional	CAN	1980	12
Bathurst Regional	CAN	1990	8
Bathurst Regional	CAN	2000	11
Bathurst Regional	CAN	2010	20
Bathurst Regional	CAN	2015	3
Bathurst Regional	CAN	2019	5
Bathurst Regional	CHN		12
Bathurst Regional	CHN	1990	10
Bathurst Regional	CHN	2000	13
Bathurst Regional	CHN	2010	30
Bathurst Regional	CHN	2015	25
Bathurst Regional	CHN	2017	5
Bathurst Regional	CHN	2018	4
Bathurst Regional	CHN	2019	7
Bathurst Regional	DEU		4
Bathurst Regional	DEU	1951	19
Bathurst Regional	DEU	1960	25
Bathurst Regional	DEU	1970	14
Bathurst Regional	DEU	1980	4
Bathurst Regional	DEU	1990	16
Bathurst Regional	DEU	2000	3
Bathurst Regional	DEU	2010	3
Bathurst Regional	DEU	2015	5
Bathurst Regional	EGY	1960	4
Bathurst Regional	EGY	1970	4
Bathurst Regional	EGY	2000	5
Bathurst Regional	EGY	2010	3
Bathurst Regional	EGY	2015	4
Bathurst Regional	EGY	2018	6
Bathurst Regional	EGY	2020	6
Bathurst Regional	FJI		6
Bathurst Regional	FJI	1970	3
Bathurst Regional	FJI	1980	7
Bathurst Regional	FJI	1990	5
Bathurst Regional	FJI	2000	9
Bathurst Regional	FJI	2010	15
Bathurst Regional	FJI	2018	7
Bathurst Regional	FJI	2019	3
Bathurst Regional	GBR		54
Bathurst Regional	GBR	1951	39
Bathurst Regional	GBR	1960	120
Bathurst Regional	GBR	1970	287
Bathurst Regional	GBR	1980	191
Bathurst Regional	GBR	1990	112
Bathurst Regional	GBR	2000	85
Bathurst Regional	GBR	2010	87
Bathurst Regional	GBR	2015	40
Bathurst Regional	GBR	2016	15
Bathurst Regional	GBR	2017	12
Bathurst Regional	GBR	2018	10
Bathurst Regional	GBR	2019	6
Bathurst Regional	GBR	2020	4
Bathurst Regional	GRC	1960	3
Bathurst Regional	GRC	1970	7
Bathurst Regional	GRC	1980	5
Bathurst Regional	HKG	1990	3
Bathurst Regional	HKG	2010	4
Bathurst Regional	HKG	2020	4
Bathurst Regional	HRV	1960	6
Bathurst Regional	HRV	1970	8
Bathurst Regional	HRV	1980	10
Bathurst Regional	HRV	2000	6
Bathurst Regional	IDN		3
Bathurst Regional	IDN	2010	9
Bathurst Regional	IDN	2015	8
Bathurst Regional	IDN	2016	6
Bathurst Regional	IND		8
Bathurst Regional	IND	1970	4
Bathurst Regional	IND	1990	5
Bathurst Regional	IND	2000	16
Bathurst Regional	IND	2010	99
Bathurst Regional	IND	2015	77
Bathurst Regional	IND	2016	24
Bathurst Regional	IND	2017	32
Bathurst Regional	IND	2018	31
Bathurst Regional	IND	2019	36
Bathurst Regional	IND	2020	16
Bathurst Regional	IND	2021	8
Bathurst Regional	IRL		4
Bathurst Regional	IRL	1960	4
Bathurst Regional	IRL	1970	14
Bathurst Regional	IRL	1980	12
Bathurst Regional	IRL	1990	12
Bathurst Regional	IRL	2000	8
Bathurst Regional	IRL	2010	13
Bathurst Regional	IRL	2015	13
Bathurst Regional	IRL	2017	4
Bathurst Regional	IRL	2019	5
Bathurst Regional	IRN		3
Bathurst Regional	IRN	1990	3
Bathurst Regional	IRN	2010	6
Bathurst Regional	IRN	2015	12
Bathurst Regional	IRN	2018	5
Bathurst Regional	IRN	2019	4
Bathurst Regional	IRQ		3
Bathurst Regional	IRQ	2015	10
Bathurst Regional	ITA	1960	14
Bathurst Regional	ITA	1970	18
Bathurst Regional	ITA	2010	3
Bathurst Regional	JPN	1960	3
Bathurst Regional	JPN	1970	6
Bathurst Regional	JPN	2000	7
Bathurst Regional	JPN	2010	4
Bathurst Regional	JPN	2017	3
Bathurst Regional	JPN	2018	3
Bathurst Regional	KOR	2010	10
Bathurst Regional	KOR	2015	5
Bathurst Regional	KOR	2017	4
Bathurst Regional	LBN		11
Bathurst Regional	LBN	1970	19
Bathurst Regional	LBN	1980	7
Bathurst Regional	LBN	1990	6
Bathurst Regional	LBN	2000	6
Bathurst Regional	LBN	2010	3
Bathurst Regional	LKA	1990	8
Bathurst Regional	LKA	2000	6
Bathurst Regional	LKA	2010	21
Bathurst Regional	LKA	2015	28
Bathurst Regional	LKA	2017	3
Bathurst Regional	LKA	2018	8
Bathurst Regional	LKA	2019	12
Bathurst Regional	MYS	1970	9
Bathurst Regional	MYS	1980	7
Bathurst Regional	MYS	1990	11
Bathurst Regional	MYS	2010	14
Bathurst Regional	MYS	2015	4
Bathurst Regional	MYS	2019	3
Bathurst Regional	NLD		3
Bathurst Regional	NLD	1951	11
Bathurst Regional	NLD	1960	40
Bathurst Regional	NLD	1970	17
Bathurst Regional	NLD	1980	6
Bathurst Regional	NLD	1990	12
Bathurst Regional	NLD	2000	7
Bathurst Regional	NPL		3
Bathurst Regional	NPL	2010	37
Bathurst Regional	NPL	2015	32
Bathurst Regional	NPL	2016	15
Bathurst Regional	NPL	2017	40
Bathurst Regional	NPL	2018	24
Bathurst Regional	NPL	2019	11
Bathurst Regional	NPL	2020	8
Bathurst Regional	NZL		32
Bathurst Regional	NZL	1970	34
Bathurst Regional	NZL	1980	71
Bathurst Regional	NZL	1990	101
Bathurst Regional	NZL	2000	58
Bathurst Regional	NZL	2010	90
Bathurst Regional	NZL	2015	30
Bathurst Regional	NZL	2016	8
Bathurst Regional	NZL	2018	4
Bathurst Regional	NZL	2019	3
Bathurst Regional	NZL	2020	3
Bathurst Regional	PAK	2010	5
Bathurst Regional	PAK	2015	21
Bathurst Regional	PAK	2017	3
Bathurst Regional	PAK	2018	9
Bathurst Regional	PAK	2019	13
