LGA_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Ravensthorpe	65-74		F	6
Ravensthorpe	65-74		M	14
Ravensthorpe	65-74	0	F	79
Ravensthorpe	65-74	0	M	93
Ravensthorpe	65-74	1	F	11
Ravensthorpe	65-74	1	M	12
Ravensthorpe	75-84		F	10
Ravensthorpe	75-84		M	8
Ravensthorpe	75-84	0	F	55
Ravensthorpe	75-84	0	M	48
Ravensthorpe	75-84	1	F	3
Ravensthorpe	85+	0	F	15
Ravensthorpe	85+	0	M	10
Ravensthorpe	85+	1	F	4
Rockingham	15-19		F	236
Rockingham	15-19		M	252
Rockingham	15-19	0	F	3832
Rockingham	15-19	0	M	4100
Rockingham	15-19	1	F	186
Rockingham	15-19	1	M	182
Rockingham	20-24		F	265
Rockingham	20-24		M	408
Rockingham	20-24	0	F	3462
Rockingham	20-24	0	M	3560
Rockingham	20-24	1	F	238
Rockingham	20-24	1	M	180
Rockingham	25-34		F	582
Rockingham	25-34		M	880
Rockingham	25-34	0	F	7948
Rockingham	25-34	0	M	7597
Rockingham	25-34	1	F	846
Rockingham	25-34	1	M	468
Rockingham	35-44		F	467
Rockingham	35-44		M	873
Rockingham	35-44	0	F	7735
Rockingham	35-44	0	M	7271
Rockingham	35-44	1	F	1319
Rockingham	35-44	1	M	717
Rockingham	45-54		F	407
Rockingham	45-54		M	699
Rockingham	45-54	0	F	7122
Rockingham	45-54	0	M	7173
Rockingham	45-54	1	F	1607
Rockingham	45-54	1	M	881
Rockingham	55-64		F	299
Rockingham	55-64		M	520
Rockingham	55-64	0	F	5928
Rockingham	55-64	0	M	6280
Rockingham	55-64	1	F	1572
Rockingham	55-64	1	M	958
Rockingham	65-74		F	270
Rockingham	65-74		M	271
Rockingham	65-74	0	F	4551
Rockingham	65-74	0	M	4291
Rockingham	65-74	1	F	935
Rockingham	65-74	1	M	585
Rockingham	75-84		F	311
Rockingham	75-84		M	240
Rockingham	75-84	0	F	2592
Rockingham	75-84	0	M	2354
Rockingham	75-84	1	F	358
Rockingham	75-84	1	M	356
Rockingham	85+		F	240
Rockingham	85+		M	138
Rockingham	85+	0	F	926
Rockingham	85+	0	M	635
Rockingham	85+	1	F	55
Rockingham	85+	1	M	81
Sandstone	20-24		M	4
Sandstone	25-34		F	5
Sandstone	25-34		M	5
Sandstone	25-34	0	F	3
Sandstone	35-44		M	5
Sandstone	35-44	0	M	3
Sandstone	45-54		F	5
Sandstone	45-54		M	5
Sandstone	45-54	0	F	7
Sandstone	45-54	0	M	3
Sandstone	55-64		F	3
Sandstone	55-64		M	3
Sandstone	55-64	0	F	10
Sandstone	55-64	0	M	12
Sandstone	65-74	0	F	8
Sandstone	65-74	0	M	7
Sandstone	75-84		M	3
Sandstone	75-84	0	M	10
Serpentine-Jarrahdale	15-19		F	41
Serpentine-Jarrahdale	15-19		M	59
Serpentine-Jarrahdale	15-19	0	F	928
Serpentine-Jarrahdale	15-19	0	M	853
Serpentine-Jarrahdale	15-19	1	F	41
Serpentine-Jarrahdale	15-19	1	M	43
Serpentine-Jarrahdale	20-24		F	48
Serpentine-Jarrahdale	20-24		M	64
Serpentine-Jarrahdale	20-24	0	F	769
Serpentine-Jarrahdale	20-24	0	M	776
Serpentine-Jarrahdale	20-24	1	F	52
Serpentine-Jarrahdale	20-24	1	M	33
Serpentine-Jarrahdale	25-34		F	134
Serpentine-Jarrahdale	25-34		M	225
Serpentine-Jarrahdale	25-34	0	F	2243
Serpentine-Jarrahdale	25-34	0	M	1966
Serpentine-Jarrahdale	25-34	1	F	252
Serpentine-Jarrahdale	25-34	1	M	88
Serpentine-Jarrahdale	35-44		F	116
Serpentine-Jarrahdale	35-44		M	277
Serpentine-Jarrahdale	35-44	0	F	1935
Serpentine-Jarrahdale	35-44	0	M	1931
Serpentine-Jarrahdale	35-44	1	F	316
Serpentine-Jarrahdale	35-44	1	M	194
Serpentine-Jarrahdale	45-54		F	91
Serpentine-Jarrahdale	45-54		M	234
Serpentine-Jarrahdale	45-54	0	F	1542
Serpentine-Jarrahdale	45-54	0	M	1643
Serpentine-Jarrahdale	45-54	1	F	377
Serpentine-Jarrahdale	45-54	1	M	186
Serpentine-Jarrahdale	55-64		F	70
Serpentine-Jarrahdale	55-64		M	153
Serpentine-Jarrahdale	55-64	0	F	1272
Serpentine-Jarrahdale	55-64	0	M	1333
Serpentine-Jarrahdale	55-64	1	F	353
Serpentine-Jarrahdale	55-64	1	M	213
Serpentine-Jarrahdale	65-74		F	48
Serpentine-Jarrahdale	65-74		M	88
Serpentine-Jarrahdale	65-74	0	F	826
Serpentine-Jarrahdale	65-74	0	M	879
Serpentine-Jarrahdale	65-74	1	F	173
Serpentine-Jarrahdale	65-74	1	M	108
Serpentine-Jarrahdale	75-84		F	36
Serpentine-Jarrahdale	75-84		M	35
Serpentine-Jarrahdale	75-84	0	F	369
Serpentine-Jarrahdale	75-84	0	M	397
Serpentine-Jarrahdale	75-84	1	F	50
Serpentine-Jarrahdale	75-84	1	M	66
Serpentine-Jarrahdale	85+		F	12
Serpentine-Jarrahdale	85+		M	14
Serpentine-Jarrahdale	85+	0	F	114
Serpentine-Jarrahdale	85+	0	M	90
Serpentine-Jarrahdale	85+	1	F	5
Serpentine-Jarrahdale	85+	1	M	7
Shark Bay	15-19		F	7
Shark Bay	15-19		M	3
Shark Bay	15-19	0	F	9
Shark Bay	15-19	0	M	8
Shark Bay	20-24		F	8
Shark Bay	20-24	0	F	20
Shark Bay	20-24	0	M	14
Shark Bay	25-34		F	9
Shark Bay	25-34		M	6
Shark Bay	25-34	0	F	76
Shark Bay	25-34	0	M	56
Shark Bay	25-34	1	M	7
Shark Bay	35-44		F	13
Shark Bay	35-44		M	11
Shark Bay	35-44	0	F	47
Shark Bay	35-44	0	M	57
Shark Bay	35-44	1	M	3
Shark Bay	45-54		F	11
Shark Bay	45-54		M	12
Shark Bay	45-54	0	F	47
Shark Bay	45-54	0	M	47
Shark Bay	45-54	1	F	3
Shark Bay	55-64		F	11
Shark Bay	55-64		M	16
Shark Bay	55-64	0	F	56
Shark Bay	55-64	0	M	62
Shark Bay	55-64	1	F	7
Shark Bay	55-64	1	M	9
Shark Bay	65-74		F	7
Shark Bay	65-74		M	9
Shark Bay	65-74	0	F	50
Shark Bay	65-74	0	M	63
Shark Bay	65-74	1	F	5
Shark Bay	65-74	1	M	8
Shark Bay	75-84		F	3
Shark Bay	75-84		M	12
Shark Bay	75-84	0	F	17
Shark Bay	75-84	0	M	26
Shark Bay	75-84	1	F	3
Shark Bay	75-84	1	M	4
Shark Bay	85+		F	5
Shark Bay	85+	0	F	6
South Perth	15-19		F	45
South Perth	15-19		M	43
South Perth	15-19	0	F	989
South Perth	15-19	0	M	1260
South Perth	15-19	1	F	62
South Perth	15-19	1	M	54
South Perth	20-24		F	73
South Perth	20-24		M	90
South Perth	20-24	0	F	1555
South Perth	20-24	0	M	1575
South Perth	20-24	1	F	111
South Perth	20-24	1	M	58
South Perth	25-34		F	174
South Perth	25-34		M	232
South Perth	25-34	0	F	2961
South Perth	25-34	0	M	2944
South Perth	25-34	1	F	164
South Perth	25-34	1	M	128
South Perth	35-44		F	137
South Perth	35-44		M	149
South Perth	35-44	0	F	2455
South Perth	35-44	0	M	2454
South Perth	35-44	1	F	327
South Perth	35-44	1	M	191
South Perth	45-54		F	108
South Perth	45-54		M	144
South Perth	45-54	0	F	2099
South Perth	45-54	0	M	2088
South Perth	45-54	1	F	534
South Perth	45-54	1	M	299
South Perth	55-64		F	121
South Perth	55-64		M	123
South Perth	55-64	0	F	1989
South Perth	55-64	0	M	1851
South Perth	55-64	1	F	663
South Perth	55-64	1	M	415
South Perth	65-74		F	138
South Perth	65-74		M	116
South Perth	65-74	0	F	1878
South Perth	65-74	0	M	1881
South Perth	65-74	1	F	483
South Perth	65-74	1	M	264
South Perth	75-84		F	140
South Perth	75-84		M	101
South Perth	75-84	0	F	1071
South Perth	75-84	0	M	928
South Perth	75-84	1	F	171
South Perth	75-84	1	M	92
South Perth	85+		F	165
South Perth	85+		M	79
South Perth	85+	0	F	577
South Perth	85+	0	M	326
South Perth	85+	1	F	44
South Perth	85+	1	M	33
Stirling	15-19		F	257
Stirling	15-19		M	238
Stirling	15-19	0	F	4970
Stirling	15-19	0	M	5232
Stirling	15-19	1	F	241
Stirling	15-19	1	M	226
Stirling	20-24		F	364
Stirling	20-24		M	427
Stirling	20-24	0	F	6108
Stirling	20-24	0	M	5776
Stirling	20-24	1	F	400
Stirling	20-24	1	M	303
Stirling	25-34		F	1121
Stirling	25-34		M	1374
Stirling	25-34	0	F	17038
Stirling	25-34	0	M	15979
Stirling	25-34	1	F	1250
Stirling	25-34	1	M	815
Stirling	35-44		F	883
Stirling	35-44		M	1186
Stirling	35-44	0	F	14839
Stirling	35-44	0	M	14884
Stirling	35-44	1	F	1925
Stirling	35-44	1	M	1219
Stirling	45-54		F	584
Stirling	45-54		M	815
Stirling	45-54	0	F	11037
Stirling	45-54	0	M	11408
Stirling	45-54	1	F	2657
Stirling	45-54	1	M	1694
Stirling	55-64		F	469
Stirling	55-64		M	596
Stirling	55-64	0	F	9082
Stirling	55-64	0	M	9350
Stirling	55-64	1	F	2968
Stirling	55-64	1	M	1750
Stirling	65-74		F	531
Stirling	65-74		M	417
Stirling	65-74	0	F	8463
Stirling	65-74	0	M	7625
Stirling	65-74	1	F	1940
Stirling	65-74	1	M	1128
Stirling	75-84		F	495
Stirling	75-84		M	363
Stirling	75-84	0	F	5773
Stirling	75-84	0	M	4583
Stirling	75-84	1	F	835
Stirling	75-84	1	M	595
Stirling	85+		F	339
Stirling	85+		M	225
Stirling	85+	0	F	3142
Stirling	85+	0	M	1775
Stirling	85+	1	F	174
Stirling	85+	1	M	241
Subiaco	15-19		F	9
Subiaco	15-19		M	14
Subiaco	15-19	0	F	343
Subiaco	15-19	0	M	389
Subiaco	15-19	1	F	13
Subiaco	15-19	1	M	22
Subiaco	20-24		F	26
Subiaco	20-24		M	20
Subiaco	20-24	0	F	508
Subiaco	20-24	0	M	412
Subiaco	20-24	1	F	33
Subiaco	20-24	1	M	16
Subiaco	25-34		F	71
Subiaco	25-34		M	72
Subiaco	25-34	0	F	1265
Subiaco	25-34	0	M	1121
Subiaco	25-34	1	F	74
Subiaco	25-34	1	M	56
Subiaco	35-44		F	65
Subiaco	35-44		M	58
Subiaco	35-44	0	F	1091
Subiaco	35-44	0	M	1006
Subiaco	35-44	1	F	124
Subiaco	35-44	1	M	67
Subiaco	45-54		F	44
Subiaco	45-54		M	58
Subiaco	45-54	0	F	863
Subiaco	45-54	0	M	845
Subiaco	45-54	1	F	212
Subiaco	45-54	1	M	109
Subiaco	55-64		F	41
Subiaco	55-64		M	51
Subiaco	55-64	0	F	735
Subiaco	55-64	0	M	727
Subiaco	55-64	1	F	274
Subiaco	55-64	1	M	172
Subiaco	65-74		F	46
Subiaco	65-74		M	76
Subiaco	65-74	0	F	755
Subiaco	65-74	0	M	768
Subiaco	65-74	1	F	181
Subiaco	65-74	1	M	113
Subiaco	75-84		F	55
Subiaco	75-84		M	48
Subiaco	75-84	0	F	501
Subiaco	75-84	0	M	420
Subiaco	75-84	1	F	80
Subiaco	75-84	1	M	54
Subiaco	85+		F	52
Subiaco	85+		M	28
Subiaco	85+	0	F	217
Subiaco	85+	0	M	106
Subiaco	85+	1	F	12
Subiaco	85+	1	M	17
Swan	15-19		F	244
Swan	15-19		M	262
Swan	15-19	0	F	4057
Swan	15-19	0	M	4551
Swan	15-19	1	F	262
Swan	15-19	1	M	212
Swan	20-24		F	290
Swan	20-24		M	299
Swan	20-24	0	F	4131
Swan	20-24	0	M	4391
Swan	20-24	1	F	300
Swan	20-24	1	M	203
Swan	25-34		F	763
Swan	25-34		M	866
Swan	25-34	0	F	10311
Swan	25-34	0	M	9682
Swan	25-34	1	F	1076
Swan	25-34	1	M	619
Swan	35-44		F	626
Swan	35-44		M	799
Swan	35-44	0	F	9341
Swan	35-44	0	M	9664
Swan	35-44	1	F	1536
Swan	35-44	1	M	913
Swan	45-54		F	514
Swan	45-54		M	710
Swan	45-54	0	F	7909
Swan	45-54	0	M	7922
Swan	45-54	1	F	1716
Swan	45-54	1	M	1038
Swan	55-64		F	352
Swan	55-64		M	502
Swan	55-64	0	F	6420
Swan	55-64	0	M	6756
Swan	55-64	1	F	1742
Swan	55-64	1	M	939
Swan	65-74		F	287
Swan	65-74		M	268
Swan	65-74	0	F	4413
Swan	65-74	0	M	4459
Swan	65-74	1	F	851
Swan	65-74	1	M	575
Swan	75-84		F	224
Swan	75-84		M	175
Swan	75-84	0	F	2220
Swan	75-84	0	M	1993
Swan	75-84	1	F	310
Swan	75-84	1	M	277
Swan	85+		F	146
Swan	85+		M	110
Swan	85+	0	F	871
Swan	85+	0	M	538
Swan	85+	1	F	40
Swan	85+	1	M	63
Tammin	15-19	0	F	7
Tammin	15-19	0	M	14
Tammin	20-24		F	4
Tammin	20-24	0	F	3
Tammin	20-24	0	M	10
Tammin	25-34		F	4
Tammin	25-34		M	3
Tammin	25-34	0	F	15
Tammin	25-34	0	M	23
Tammin	25-34	1	M	4
Tammin	35-44	0	F	22
Tammin	35-44	0	M	8
Tammin	35-44	1	F	5
Tammin	45-54		F	12
Tammin	45-54		M	3
Tammin	45-54	0	F	17
Tammin	45-54	0	M	21
Tammin	45-54	1	F	8
Tammin	45-54	1	M	9
Tammin	55-64		F	3
Tammin	55-64		M	11
Tammin	55-64	0	F	13
Tammin	55-64	0	M	24
Tammin	55-64	1	F	3
Tammin	55-64	1	M	8
Tammin	65-74		F	3
Tammin	65-74		M	4
Tammin	65-74	0	F	14
Tammin	65-74	0	M	12
Tammin	75-84		F	4
Tammin	75-84	0	F	6
Tammin	75-84	0	M	8
Tammin	75-84	1	F	4
Tammin	75-84	1	M	3
Tammin	85+		F	4
Three Springs	15-19	0	F	10
Three Springs	15-19	0	M	11
Three Springs	20-24	0	F	7
Three Springs	20-24	0	M	13
Three Springs	25-34		F	10
Three Springs	25-34		M	5
Three Springs	25-34	0	F	27
Three Springs	25-34	0	M	21
Three Springs	35-44		F	7
Three Springs	35-44		M	4
Three Springs	35-44	0	F	29
Three Springs	35-44	0	M	32
Three Springs	45-54		F	4
Three Springs	45-54		M	6
Three Springs	45-54	0	F	29
Three Springs	45-54	0	M	25
Three Springs	45-54	1	F	3
Three Springs	45-54	1	M	9
Three Springs	55-64		F	5
Three Springs	55-64		M	9
Three Springs	55-64	0	F	28
Three Springs	55-64	0	M	28
Three Springs	55-64	1	M	8
Three Springs	65-74		F	4
Three Springs	65-74		M	6
Three Springs	65-74	0	F	19
Three Springs	65-74	0	M	32
Three Springs	65-74	1	F	3
Three Springs	65-74	1	M	5
Three Springs	75-84		F	4
Three Springs	75-84		M	3
Three Springs	75-84	0	F	16
Three Springs	75-84	0	M	18
Three Springs	85+	0	M	4
Toodyay	15-19		F	11
Toodyay	15-19		M	11
Toodyay	15-19	0	F	85
Toodyay	15-19	0	M	96
Toodyay	15-19	1	F	6
Toodyay	15-19	1	M	7
Toodyay	20-24		M	15
Toodyay	20-24	0	F	46
Toodyay	20-24	0	M	74
Toodyay	20-24	1	F	5
Toodyay	20-24	1	M	4
Toodyay	25-34		F	25
Toodyay	25-34		M	19
Toodyay	25-34	0	F	132
Toodyay	25-34	0	M	125
Toodyay	25-34	1	F	26
Toodyay	25-34	1	M	13
Toodyay	35-44		F	20
Toodyay	35-44		M	24
Toodyay	35-44	0	F	151
Toodyay	35-44	0	M	158
Toodyay	35-44	1	F	32
Toodyay	35-44	1	M	17
Toodyay	45-54		F	36
Toodyay	45-54		M	51
Toodyay	45-54	0	F	240
Toodyay	45-54	0	M	243
Toodyay	45-54	1	F	59
Toodyay	45-54	1	M	30
Toodyay	55-64		F	55
Toodyay	55-64		M	71
Toodyay	55-64	0	F	333
Toodyay	55-64	0	M	371
Toodyay	55-64	1	F	88
Toodyay	55-64	1	M	52
Toodyay	65-74		F	31
Toodyay	65-74		M	44
Toodyay	65-74	0	F	284
Toodyay	65-74	0	M	364
Toodyay	65-74	1	F	61
Toodyay	65-74	1	M	41
Toodyay	75-84		F	23
Toodyay	75-84		M	23
Toodyay	75-84	0	F	131
Toodyay	75-84	0	M	136
Toodyay	75-84	1	F	15
Toodyay	75-84	1	M	21
Toodyay	85+		F	5
Toodyay	85+		M	3
Toodyay	85+	0	F	26
Toodyay	85+	0	M	24
Trayning	15-19	0	F	9
Trayning	15-19	0	M	6
Trayning	20-24	0	F	6
Trayning	20-24	0	M	3
Trayning	25-34		F	4
Trayning	25-34	0	F	10
Trayning	25-34	0	M	14
Trayning	25-34	1	F	5
Trayning	35-44		F	4
Trayning	35-44	0	F	9
Trayning	35-44	0	M	3
Trayning	45-54		F	3
Trayning	45-54	0	F	17
Trayning	45-54	0	M	12
Trayning	45-54	1	F	3
Trayning	45-54	1	M	3
Trayning	55-64		M	6
Trayning	55-64	0	F	14
Trayning	55-64	0	M	27
Trayning	55-64	1	F	9
Trayning	55-64	1	M	3
Trayning	65-74		F	3
Trayning	65-74		M	5
Trayning	65-74	0	F	19
Trayning	65-74	0	M	22
Trayning	75-84		F	5
Trayning	75-84		M	3
Trayning	75-84	0	F	13
Trayning	75-84	0	M	13
Trayning	75-84	1	M	4
Upper Gascoyne	15-19	0	F	6
Upper Gascoyne	15-19	0	M	4
Upper Gascoyne	20-24	0	F	4
Upper Gascoyne	20-24	0	M	3
Upper Gascoyne	25-34	0	F	14
Upper Gascoyne	25-34	0	M	3
Upper Gascoyne	35-44		M	3
Upper Gascoyne	35-44	0	F	10
Upper Gascoyne	35-44	0	M	6
Upper Gascoyne	35-44	1	M	3
Upper Gascoyne	45-54		M	5
Upper Gascoyne	45-54	0	F	8
Upper Gascoyne	45-54	0	M	14
Upper Gascoyne	55-64	0	F	9
Upper Gascoyne	55-64	0	M	13
Upper Gascoyne	55-64	1	M	3
Upper Gascoyne	65-74		M	3
Upper Gascoyne	65-74	0	F	4
Upper Gascoyne	65-74	0	M	11
Victoria Park	15-19		F	33
Victoria Park	15-19		M	45
Victoria Park	15-19	0	F	699
Victoria Park	15-19	0	M	660
Victoria Park	15-19	1	F	30
Victoria Park	15-19	1	M	27
Victoria Park	20-24		F	99
Victoria Park	20-24		M	127
Victoria Park	20-24	0	F	1358
Victoria Park	20-24	0	M	1305
Victoria Park	20-24	1	F	84
Victoria Park	20-24	1	M	61
Victoria Park	25-34		F	271
Victoria Park	25-34		M	319
Victoria Park	25-34	0	F	3343
Victoria Park	25-34	0	M	3445
Victoria Park	25-34	1	F	207
Victoria Park	25-34	1	M	152
Victoria Park	35-44		F	188
Victoria Park	35-44		M	240
Victoria Park	35-44	0	F	2413
Victoria Park	35-44	0	M	2608
Victoria Park	35-44	1	F	277
Victoria Park	35-44	1	M	222
Victoria Park	45-54		F	131
Victoria Park	45-54		M	171
Victoria Park	45-54	0	F	1608
Victoria Park	45-54	0	M	1814
Victoria Park	45-54	1	F	382
Victoria Park	45-54	1	M	216
Victoria Park	55-64		F	106
Victoria Park	55-64		M	146
Victoria Park	55-64	0	F	1283
Victoria Park	55-64	0	M	1523
Victoria Park	55-64	1	F	387
Victoria Park	55-64	1	M	251
Victoria Park	65-74		F	95
Victoria Park	65-74		M	109
Victoria Park	65-74	0	F	1125
Victoria Park	65-74	0	M	1141
Victoria Park	65-74	1	F	217
Victoria Park	65-74	1	M	147
Victoria Park	75-84		F	145
Victoria Park	75-84		M	88
Victoria Park	75-84	0	F	682
Victoria Park	75-84	0	M	557
Victoria Park	75-84	1	F	93
Victoria Park	75-84	1	M	63
Victoria Park	85+		F	236
Victoria Park	85+		M	101
Victoria Park	85+	0	F	424
Victoria Park	85+	0	M	222
Victoria Park	85+	1	F	13
Victoria Park	85+	1	M	20
Victoria Plains	15-19		F	3
Victoria Plains	15-19		M	5
Victoria Plains	15-19	0	F	15
Victoria Plains	15-19	0	M	14
Victoria Plains	20-24	0	F	4
Victoria Plains	20-24	0	M	11
Victoria Plains	25-34		M	3
Victoria Plains	25-34	0	F	36
Victoria Plains	25-34	0	M	31
Victoria Plains	25-34	1	F	3
Victoria Plains	35-44		F	6
Victoria Plains	35-44		M	4
Victoria Plains	35-44	0	F	39
Victoria Plains	35-44	0	M	40
Victoria Plains	35-44	1	F	7
Victoria Plains	35-44	1	M	5
Victoria Plains	45-54		F	6
Victoria Plains	45-54		M	15
Victoria Plains	45-54	0	F	39
Victoria Plains	45-54	0	M	48
Victoria Plains	45-54	1	F	7
Victoria Plains	45-54	1	M	7
Victoria Plains	55-64		F	9
Victoria Plains	55-64		M	13
Victoria Plains	55-64	0	F	53
Victoria Plains	55-64	0	M	60
Victoria Plains	55-64	1	F	9
Victoria Plains	55-64	1	M	8
Victoria Plains	65-74		F	3
Victoria Plains	65-74		M	8
Victoria Plains	65-74	0	F	32
Victoria Plains	65-74	0	M	41
Victoria Plains	65-74	1	F	6
Victoria Plains	65-74	1	M	8
Victoria Plains	75-84		M	3
Victoria Plains	75-84	0	F	19
Victoria Plains	75-84	0	M	17
Victoria Plains	75-84	1	F	3
Victoria Plains	75-84	1	M	3
Victoria Plains	85+	0	F	3
Victoria Plains	85+	0	M	4
Vincent	15-19		F	15
Vincent	15-19		M	19
Vincent	15-19	0	F	594
Vincent	15-19	0	M	600
Vincent	15-19	1	F	26
Vincent	15-19	1	M	40
Vincent	20-24		F	93
Vincent	20-24		M	101
Vincent	20-24	0	F	1213
Vincent	20-24	0	M	1021
Vincent	20-24	1	F	71
Vincent	20-24	1	M	55
Vincent	25-34		F	270
Vincent	25-34		M	368
Vincent	25-34	0	F	3729
Vincent	25-34	0	M	3531
Vincent	25-34	1	F	214
Vincent	25-34	1	M	187
Vincent	35-44		F	134
Vincent	35-44		M	206
Vincent	35-44	0	F	2609
Vincent	35-44	0	M	2840
Vincent	35-44	1	F	285
Vincent	35-44	1	M	226
Vincent	45-54		F	83
Vincent	45-54		M	145
Vincent	45-54	0	F	1740
Vincent	45-54	0	M	1949
Vincent	45-54	1	F	437
Vincent	45-54	1	M	306
Vincent	55-64		F	72
Vincent	55-64		M	123
Vincent	55-64	0	F	1322
Vincent	55-64	0	M	1516
Vincent	55-64	1	F	478
Vincent	55-64	1	M	321
Vincent	65-74		F	78
Vincent	65-74		M	77
Vincent	65-74	0	F	974
Vincent	65-74	0	M	986
Vincent	65-74	1	F	212
Vincent	65-74	1	M	160
Vincent	75-84		F	50
Vincent	75-84		M	47
Vincent	75-84	0	F	529
Vincent	75-84	0	M	454
Vincent	75-84	1	F	59
Vincent	75-84	1	M	57
Vincent	85+		F	36
Vincent	85+		M	27
Vincent	85+	0	F	395
Vincent	85+	0	M	174
Vincent	85+	1	F	8
Vincent	85+	1	M	19
Wagin	15-19		F	8
Wagin	15-19		M	7
Wagin	15-19	0	F	32
Wagin	15-19	0	M	35
Wagin	15-19	1	F	4
Wagin	20-24		F	3
Wagin	20-24		M	5
Wagin	20-24	0	F	30
Wagin	20-24	0	M	26
Wagin	20-24	1	F	3
Wagin	25-34		F	15
Wagin	25-34		M	12
Wagin	25-34	0	F	69
Wagin	25-34	0	M	69
Wagin	25-34	1	F	5
Wagin	25-34	1	M	3
Wagin	35-44		F	15
Wagin	35-44		M	13
Wagin	35-44	0	F	59
Wagin	35-44	0	M	75
Wagin	35-44	1	F	16
Wagin	35-44	1	M	9
Wagin	45-54		F	12
Wagin	45-54		M	10
Wagin	45-54	0	F	80
Wagin	45-54	0	M	81
Wagin	45-54	1	F	15
Wagin	45-54	1	M	9
Wagin	55-64		F	13
Wagin	55-64		M	12
Wagin	55-64	0	F	109
Wagin	55-64	0	M	114
Wagin	55-64	1	F	23
Wagin	55-64	1	M	12
Wagin	65-74		F	17
Wagin	65-74		M	14
Wagin	65-74	0	F	99
Wagin	65-74	0	M	118
Wagin	65-74	1	F	20
Wagin	65-74	1	M	13
Wagin	75-84		F	9
Wagin	75-84		M	9
Wagin	75-84	0	F	53
Wagin	75-84	0	M	62
Wagin	75-84	1	F	10
Wagin	75-84	1	M	11
Wagin	85+		F	3
Wagin	85+	0	F	24
Wagin	85+	0	M	15
Wagin	85+	1	M	3
Wandering	15-19		F	3
Wandering	15-19		M	3
Wandering	15-19	0	F	5
Wandering	15-19	0	M	10
Wandering	20-24		M	3
Wandering	20-24	0	F	3
Wandering	20-24	0	M	13
Wandering	25-34		F	3
Wandering	25-34		M	3
Wandering	25-34	0	F	13
Wandering	25-34	0	M	13
Wandering	35-44		F	4
Wandering	35-44		M	4
Wandering	35-44	0	F	19
Wandering	35-44	0	M	21
Wandering	35-44	1	F	5
Wandering	35-44	1	M	8
Wandering	45-54		F	11
Wandering	45-54		M	7
Wandering	45-54	0	F	29
Wandering	45-54	0	M	29
Wandering	45-54	1	F	7
Wandering	45-54	1	M	6
Wandering	55-64		F	6
Wandering	55-64		M	13
Wandering	55-64	0	F	23
Wandering	55-64	0	M	36
Wandering	55-64	1	F	4
Wandering	55-64	1	M	6
Wandering	65-74		F	8
Wandering	65-74		M	8
Wandering	65-74	0	F	23
Wandering	65-74	0	M	28
Wandering	65-74	1	F	6
Wandering	65-74	1	M	5
Wandering	75-84		F	6
Wandering	75-84		M	7
Wandering	75-84	0	F	15
Wandering	75-84	0	M	15
Wandering	85+		M	3
Wandering	85+	0	M	5
Wanneroo	15-19		F	341
Wanneroo	15-19		M	361
Wanneroo	15-19	0	F	6135
Wanneroo	15-19	0	M	6493
Wanneroo	15-19	1	F	315
Wanneroo	15-19	1	M	250
Wanneroo	20-24		F	311
Wanneroo	20-24		M	427
Wanneroo	20-24	0	F	5888
Wanneroo	20-24	0	M	6143
Wanneroo	20-24	1	F	375
Wanneroo	20-24	1	M	292
Wanneroo	25-34		F	722
Wanneroo	25-34		M	967
Wanneroo	25-34	0	F	13186
Wanneroo	25-34	0	M	12273
Wanneroo	25-34	1	F	1294
Wanneroo	25-34	1	M	653
Wanneroo	35-44		F	679
Wanneroo	35-44		M	961
Wanneroo	35-44	0	F	13248
Wanneroo	35-44	0	M	12880
Wanneroo	35-44	1	F	2051
Wanneroo	35-44	1	M	1105
Wanneroo	45-54		F	584
Wanneroo	45-54		M	911
Wanneroo	45-54	0	F	11745
Wanneroo	45-54	0	M	11797
Wanneroo	45-54	1	F	2290
Wanneroo	45-54	1	M	1358
Wanneroo	55-64		F	404
Wanneroo	55-64		M	641
Wanneroo	55-64	0	F	8676
Wanneroo	55-64	0	M	8898
Wanneroo	55-64	1	F	2023
Wanneroo	55-64	1	M	1127
Wanneroo	65-74		F	343
Wanneroo	65-74		M	315
Wanneroo	65-74	0	F	6302
Wanneroo	65-74	0	M	5935
Wanneroo	65-74	1	F	1135
Wanneroo	65-74	1	M	738
Wanneroo	75-84		F	330
Wanneroo	75-84		M	231
Wanneroo	75-84	0	F	3497
Wanneroo	75-84	0	M	2940
Wanneroo	75-84	1	F	392
Wanneroo	75-84	1	M	410
Wanneroo	85+		F	261
Wanneroo	85+		M	150
Wanneroo	85+	0	F	1258
Wanneroo	85+	0	M	780
Wanneroo	85+	1	F	72
Wanneroo	85+	1	M	102
Waroona	15-19		F	14
Waroona	15-19		M	4
Waroona	15-19	0	F	110
Waroona	15-19	0	M	109
Waroona	15-19	1	F	4
Waroona	15-19	1	M	4
Waroona	20-24		F	10
Waroona	20-24		M	13
Waroona	20-24	0	F	61
Waroona	20-24	0	M	87
Waroona	20-24	1	F	5
Waroona	20-24	1	M	4
Waroona	25-34		F	13
Waroona	25-34		M	17
Waroona	25-34	0	F	157
Waroona	25-34	0	M	148
Waroona	25-34	1	F	22
Waroona	25-34	1	M	10
Waroona	35-44		F	13
Waroona	35-44		M	35
Waroona	35-44	0	F	180
Waroona	35-44	0	M	190
Waroona	35-44	1	F	43
