LGA_NAME21	Age	MaxSchoolingCompleted	Sex	adults
Peterborough	55-64		M	20
Peterborough	55-64	Did not go to school	M	4
Peterborough	55-64	Year 8 or below	F	4
Peterborough	55-64	Year 8 or below	M	14
Peterborough	55-64	Year 9	F	15
Peterborough	55-64	Year 9	M	19
Peterborough	55-64	Year 10	F	39
Peterborough	55-64	Year 10	M	40
Peterborough	55-64	Year 11	F	40
Peterborough	55-64	Year 11	M	39
Peterborough	55-64	Year 12	F	36
Peterborough	55-64	Year 12	M	23
Peterborough	65-74		F	12
Peterborough	65-74		M	19
Peterborough	65-74	Year 8 or below	F	14
Peterborough	65-74	Year 8 or below	M	16
Peterborough	65-74	Year 9	F	15
Peterborough	65-74	Year 9	M	22
Peterborough	65-74	Year 10	F	40
Peterborough	65-74	Year 10	M	44
Peterborough	65-74	Year 11	F	28
Peterborough	65-74	Year 11	M	26
Peterborough	65-74	Year 12	F	27
Peterborough	65-74	Year 12	M	30
Peterborough	75-84		F	11
Peterborough	75-84		M	14
Peterborough	75-84	Year 8 or below	F	13
Peterborough	75-84	Year 8 or below	M	18
Peterborough	75-84	Year 9	F	13
Peterborough	75-84	Year 9	M	8
Peterborough	75-84	Year 10	F	22
Peterborough	75-84	Year 10	M	13
Peterborough	75-84	Year 11	F	10
Peterborough	75-84	Year 11	M	9
Peterborough	75-84	Year 12	F	13
Peterborough	75-84	Year 12	M	10
Peterborough	85+		F	9
Peterborough	85+		M	5
Peterborough	85+	Year 8 or below	F	4
Peterborough	85+	Year 8 or below	M	7
Peterborough	85+	Year 9	F	4
Peterborough	85+	Year 9	M	5
Peterborough	85+	Year 10	F	7
Peterborough	85+	Year 10	M	5
Peterborough	85+	Year 11	F	4
Playford	15-19		F	166
Playford	15-19		M	156
Playford	15-19	Did not go to school	F	3
Playford	15-19	Year 8 or below	F	18
Playford	15-19	Year 8 or below	M	32
Playford	15-19	Year 9	F	38
Playford	15-19	Year 9	M	57
Playford	15-19	Year 10	F	140
Playford	15-19	Year 10	M	201
Playford	15-19	Year 11	F	174
Playford	15-19	Year 11	M	274
Playford	15-19	Year 12	F	714
Playford	15-19	Year 12	M	664
Playford	20-24		F	207
Playford	20-24		M	217
Playford	20-24	Did not go to school	F	11
Playford	20-24	Did not go to school	M	19
Playford	20-24	Year 8 or below	F	25
Playford	20-24	Year 8 or below	M	55
Playford	20-24	Year 9	F	53
Playford	20-24	Year 9	M	70
Playford	20-24	Year 10	F	282
Playford	20-24	Year 10	M	306
Playford	20-24	Year 11	F	407
Playford	20-24	Year 11	M	546
Playford	20-24	Year 12	F	2507
Playford	20-24	Year 12	M	2166
Playford	25-34		F	504
Playford	25-34		M	529
Playford	25-34	Did not go to school	F	113
Playford	25-34	Did not go to school	M	76
Playford	25-34	Year 8 or below	F	166
Playford	25-34	Year 8 or below	M	177
Playford	25-34	Year 9	F	229
Playford	25-34	Year 9	M	285
Playford	25-34	Year 10	F	1081
Playford	25-34	Year 10	M	1221
Playford	25-34	Year 11	F	1227
Playford	25-34	Year 11	M	1521
Playford	25-34	Year 12	F	4771
Playford	25-34	Year 12	M	3840
Playford	35-44		F	349
Playford	35-44		M	473
Playford	35-44	Did not go to school	F	211
Playford	35-44	Did not go to school	M	144
Playford	35-44	Year 8 or below	F	214
Playford	35-44	Year 8 or below	M	216
Playford	35-44	Year 9	F	288
Playford	35-44	Year 9	M	355
Playford	35-44	Year 10	F	1045
Playford	35-44	Year 10	M	1196
Playford	35-44	Year 11	F	1038
Playford	35-44	Year 11	M	1263
Playford	35-44	Year 12	F	3201
Playford	35-44	Year 12	M	2697
Playford	45-54		F	325
Playford	45-54		M	374
Playford	45-54	Did not go to school	F	220
Playford	45-54	Did not go to school	M	168
Playford	45-54	Year 8 or below	F	155
Playford	45-54	Year 8 or below	M	180
Playford	45-54	Year 9	F	316
Playford	45-54	Year 9	M	358
Playford	45-54	Year 10	F	1100
Playford	45-54	Year 10	M	1157
Playford	45-54	Year 11	F	1313
Playford	45-54	Year 11	M	1417
Playford	45-54	Year 12	F	2245
Playford	45-54	Year 12	M	1980
Playford	55-64		F	295
Playford	55-64		M	342
Playford	55-64	Did not go to school	F	146
Playford	55-64	Did not go to school	M	132
Playford	55-64	Year 8 or below	F	268
Playford	55-64	Year 8 or below	M	295
Playford	55-64	Year 9	F	424
Playford	55-64	Year 9	M	480
Playford	55-64	Year 10	F	1474
Playford	55-64	Year 10	M	1408
Playford	55-64	Year 11	F	1417
Playford	55-64	Year 11	M	1365
Playford	55-64	Year 12	F	1486
Playford	55-64	Year 12	M	1337
Playford	65-74		F	293
Playford	65-74		M	308
Playford	65-74	Did not go to school	F	90
Playford	65-74	Did not go to school	M	81
Playford	65-74	Year 8 or below	F	422
Playford	65-74	Year 8 or below	M	413
Playford	65-74	Year 9	F	418
Playford	65-74	Year 9	M	316
Playford	65-74	Year 10	F	1084
Playford	65-74	Year 10	M	891
Playford	65-74	Year 11	F	635
Playford	65-74	Year 11	M	667
Playford	65-74	Year 12	F	744
Playford	65-74	Year 12	M	850
Playford	75-84		F	299
Playford	75-84		M	207
Playford	75-84	Did not go to school	F	64
Playford	75-84	Did not go to school	M	49
Playford	75-84	Year 8 or below	F	398
Playford	75-84	Year 8 or below	M	348
Playford	75-84	Year 9	F	239
Playford	75-84	Year 9	M	164
Playford	75-84	Year 10	F	500
Playford	75-84	Year 10	M	425
Playford	75-84	Year 11	F	216
Playford	75-84	Year 11	M	179
Playford	75-84	Year 12	F	442
Playford	75-84	Year 12	M	381
Playford	85+		F	202
Playford	85+		M	111
Playford	85+	Did not go to school	F	35
Playford	85+	Did not go to school	M	23
Playford	85+	Year 8 or below	F	217
Playford	85+	Year 8 or below	M	121
Playford	85+	Year 9	F	139
Playford	85+	Year 9	M	67
Playford	85+	Year 10	F	180
Playford	85+	Year 10	M	118
Playford	85+	Year 11	F	55
Playford	85+	Year 11	M	45
Playford	85+	Year 12	F	142
Playford	85+	Year 12	M	122
Port Adelaide Enfield	15-19		F	126
Port Adelaide Enfield	15-19		M	140
Port Adelaide Enfield	15-19	Did not go to school	M	11
Port Adelaide Enfield	15-19	Year 8 or below	F	10
Port Adelaide Enfield	15-19	Year 8 or below	M	22
Port Adelaide Enfield	15-19	Year 9	F	24
Port Adelaide Enfield	15-19	Year 9	M	37
Port Adelaide Enfield	15-19	Year 10	F	97
Port Adelaide Enfield	15-19	Year 10	M	130
Port Adelaide Enfield	15-19	Year 11	F	116
Port Adelaide Enfield	15-19	Year 11	M	140
Port Adelaide Enfield	15-19	Year 12	F	898
Port Adelaide Enfield	15-19	Year 12	M	861
Port Adelaide Enfield	20-24		F	166
Port Adelaide Enfield	20-24		M	249
Port Adelaide Enfield	20-24	Did not go to school	F	15
Port Adelaide Enfield	20-24	Did not go to school	M	35
Port Adelaide Enfield	20-24	Year 8 or below	F	17
Port Adelaide Enfield	20-24	Year 8 or below	M	51
Port Adelaide Enfield	20-24	Year 9	F	31
Port Adelaide Enfield	20-24	Year 9	M	46
Port Adelaide Enfield	20-24	Year 10	F	178
Port Adelaide Enfield	20-24	Year 10	M	240
Port Adelaide Enfield	20-24	Year 11	F	265
Port Adelaide Enfield	20-24	Year 11	M	413
Port Adelaide Enfield	20-24	Year 12	F	3451
Port Adelaide Enfield	20-24	Year 12	M	3708
Port Adelaide Enfield	25-34		F	428
Port Adelaide Enfield	25-34		M	539
Port Adelaide Enfield	25-34	Did not go to school	F	99
Port Adelaide Enfield	25-34	Did not go to school	M	142
Port Adelaide Enfield	25-34	Year 8 or below	F	115
Port Adelaide Enfield	25-34	Year 8 or below	M	165
Port Adelaide Enfield	25-34	Year 9	F	109
Port Adelaide Enfield	25-34	Year 9	M	188
Port Adelaide Enfield	25-34	Year 10	F	570
Port Adelaide Enfield	25-34	Year 10	M	912
Port Adelaide Enfield	25-34	Year 11	F	702
Port Adelaide Enfield	25-34	Year 11	M	1045
Port Adelaide Enfield	25-34	Year 12	F	8880
Port Adelaide Enfield	25-34	Year 12	M	8454
Port Adelaide Enfield	35-44		F	411
Port Adelaide Enfield	35-44		M	499
Port Adelaide Enfield	35-44	Did not go to school	F	146
Port Adelaide Enfield	35-44	Did not go to school	M	192
Port Adelaide Enfield	35-44	Year 8 or below	F	175
Port Adelaide Enfield	35-44	Year 8 or below	M	231
Port Adelaide Enfield	35-44	Year 9	F	183
Port Adelaide Enfield	35-44	Year 9	M	217
Port Adelaide Enfield	35-44	Year 10	F	666
Port Adelaide Enfield	35-44	Year 10	M	998
Port Adelaide Enfield	35-44	Year 11	F	737
Port Adelaide Enfield	35-44	Year 11	M	1022
Port Adelaide Enfield	35-44	Year 12	F	7389
Port Adelaide Enfield	35-44	Year 12	M	6900
Port Adelaide Enfield	45-54		F	331
Port Adelaide Enfield	45-54		M	443
Port Adelaide Enfield	45-54	Did not go to school	F	237
Port Adelaide Enfield	45-54	Did not go to school	M	191
Port Adelaide Enfield	45-54	Year 8 or below	F	230
Port Adelaide Enfield	45-54	Year 8 or below	M	262
Port Adelaide Enfield	45-54	Year 9	F	286
Port Adelaide Enfield	45-54	Year 9	M	251
Port Adelaide Enfield	45-54	Year 10	F	855
Port Adelaide Enfield	45-54	Year 10	M	1030
Port Adelaide Enfield	45-54	Year 11	F	1242
Port Adelaide Enfield	45-54	Year 11	M	1409
Port Adelaide Enfield	45-54	Year 12	F	4989
Port Adelaide Enfield	45-54	Year 12	M	4437
Port Adelaide Enfield	55-64		F	322
Port Adelaide Enfield	55-64		M	368
Port Adelaide Enfield	55-64	Did not go to school	F	254
Port Adelaide Enfield	55-64	Did not go to school	M	241
Port Adelaide Enfield	55-64	Year 8 or below	F	349
Port Adelaide Enfield	55-64	Year 8 or below	M	352
Port Adelaide Enfield	55-64	Year 9	F	442
Port Adelaide Enfield	55-64	Year 9	M	435
Port Adelaide Enfield	55-64	Year 10	F	1323
Port Adelaide Enfield	55-64	Year 10	M	1445
Port Adelaide Enfield	55-64	Year 11	F	1718
Port Adelaide Enfield	55-64	Year 11	M	1684
Port Adelaide Enfield	55-64	Year 12	F	3412
Port Adelaide Enfield	55-64	Year 12	M	3031
Port Adelaide Enfield	65-74		F	340
Port Adelaide Enfield	65-74		M	316
Port Adelaide Enfield	65-74	Did not go to school	F	219
Port Adelaide Enfield	65-74	Did not go to school	M	173
Port Adelaide Enfield	65-74	Year 8 or below	F	650
Port Adelaide Enfield	65-74	Year 8 or below	M	509
Port Adelaide Enfield	65-74	Year 9	F	458
Port Adelaide Enfield	65-74	Year 9	M	330
Port Adelaide Enfield	65-74	Year 10	F	1382
Port Adelaide Enfield	65-74	Year 10	M	1071
Port Adelaide Enfield	65-74	Year 11	F	1183
Port Adelaide Enfield	65-74	Year 11	M	990
Port Adelaide Enfield	65-74	Year 12	F	1929
Port Adelaide Enfield	65-74	Year 12	M	2083
Port Adelaide Enfield	75-84		F	314
Port Adelaide Enfield	75-84		M	257
Port Adelaide Enfield	75-84	Did not go to school	F	146
Port Adelaide Enfield	75-84	Did not go to school	M	87
Port Adelaide Enfield	75-84	Year 8 or below	F	821
Port Adelaide Enfield	75-84	Year 8 or below	M	568
Port Adelaide Enfield	75-84	Year 9	F	424
Port Adelaide Enfield	75-84	Year 9	M	264
Port Adelaide Enfield	75-84	Year 10	F	758
Port Adelaide Enfield	75-84	Year 10	M	524
Port Adelaide Enfield	75-84	Year 11	F	314
Port Adelaide Enfield	75-84	Year 11	M	278
Port Adelaide Enfield	75-84	Year 12	F	662
Port Adelaide Enfield	75-84	Year 12	M	763
Port Adelaide Enfield	85+		F	200
Port Adelaide Enfield	85+		M	115
Port Adelaide Enfield	85+	Did not go to school	F	126
Port Adelaide Enfield	85+	Did not go to school	M	44
Port Adelaide Enfield	85+	Year 8 or below	F	682
Port Adelaide Enfield	85+	Year 8 or below	M	331
Port Adelaide Enfield	85+	Year 9	F	271
Port Adelaide Enfield	85+	Year 9	M	110
Port Adelaide Enfield	85+	Year 10	F	294
Port Adelaide Enfield	85+	Year 10	M	167
Port Adelaide Enfield	85+	Year 11	F	107
Port Adelaide Enfield	85+	Year 11	M	82
Port Adelaide Enfield	85+	Year 12	F	247
Port Adelaide Enfield	85+	Year 12	M	207
Port Augusta	15-19		F	33
Port Augusta	15-19		M	34
Port Augusta	15-19	Year 8 or below	F	4
Port Augusta	15-19	Year 8 or below	M	3
Port Augusta	15-19	Year 9	F	6
Port Augusta	15-19	Year 9	M	10
Port Augusta	15-19	Year 10	F	24
Port Augusta	15-19	Year 10	M	39
Port Augusta	15-19	Year 11	F	20
Port Augusta	15-19	Year 11	M	53
Port Augusta	15-19	Year 12	F	72
Port Augusta	15-19	Year 12	M	65
Port Augusta	20-24		F	27
Port Augusta	20-24		M	48
Port Augusta	20-24	Did not go to school	M	4
Port Augusta	20-24	Year 8 or below	F	5
Port Augusta	20-24	Year 8 or below	M	7
Port Augusta	20-24	Year 9	F	5
Port Augusta	20-24	Year 9	M	8
Port Augusta	20-24	Year 10	F	25
Port Augusta	20-24	Year 10	M	102
Port Augusta	20-24	Year 11	F	63
Port Augusta	20-24	Year 11	M	82
Port Augusta	20-24	Year 12	F	224
Port Augusta	20-24	Year 12	M	167
Port Augusta	25-34		F	78
Port Augusta	25-34		M	109
Port Augusta	25-34	Did not go to school	F	9
Port Augusta	25-34	Did not go to school	M	11
Port Augusta	25-34	Year 8 or below	F	12
Port Augusta	25-34	Year 8 or below	M	40
Port Augusta	25-34	Year 9	F	32
Port Augusta	25-34	Year 9	M	37
Port Augusta	25-34	Year 10	F	121
Port Augusta	25-34	Year 10	M	313
Port Augusta	25-34	Year 11	F	151
Port Augusta	25-34	Year 11	M	235
Port Augusta	25-34	Year 12	F	542
Port Augusta	25-34	Year 12	M	420
Port Augusta	35-44		F	70
Port Augusta	35-44		M	104
Port Augusta	35-44	Did not go to school	F	4
Port Augusta	35-44	Did not go to school	M	6
Port Augusta	35-44	Year 8 or below	F	12
Port Augusta	35-44	Year 8 or below	M	29
Port Augusta	35-44	Year 9	F	17
Port Augusta	35-44	Year 9	M	49
Port Augusta	35-44	Year 10	F	104
Port Augusta	35-44	Year 10	M	234
Port Augusta	35-44	Year 11	F	177
Port Augusta	35-44	Year 11	M	172
Port Augusta	35-44	Year 12	F	398
Port Augusta	35-44	Year 12	M	279
Port Augusta	45-54		F	76
Port Augusta	45-54		M	82
Port Augusta	45-54	Did not go to school	M	5
Port Augusta	45-54	Year 8 or below	F	21
Port Augusta	45-54	Year 8 or below	M	24
Port Augusta	45-54	Year 9	F	38
Port Augusta	45-54	Year 9	M	30
Port Augusta	45-54	Year 10	F	144
Port Augusta	45-54	Year 10	M	180
Port Augusta	45-54	Year 11	F	214
Port Augusta	45-54	Year 11	M	250
Port Augusta	45-54	Year 12	F	366
Port Augusta	45-54	Year 12	M	245
Port Augusta	55-64		F	78
Port Augusta	55-64		M	95
Port Augusta	55-64	Did not go to school	F	8
Port Augusta	55-64	Did not go to school	M	9
Port Augusta	55-64	Year 8 or below	F	27
Port Augusta	55-64	Year 8 or below	M	47
Port Augusta	55-64	Year 9	F	54
Port Augusta	55-64	Year 9	M	67
Port Augusta	55-64	Year 10	F	192
Port Augusta	55-64	Year 10	M	243
Port Augusta	55-64	Year 11	F	322
Port Augusta	55-64	Year 11	M	339
Port Augusta	55-64	Year 12	F	226
Port Augusta	55-64	Year 12	M	160
Port Augusta	65-74		F	65
Port Augusta	65-74		M	79
Port Augusta	65-74	Did not go to school	F	7
Port Augusta	65-74	Did not go to school	M	11
Port Augusta	65-74	Year 8 or below	F	85
Port Augusta	65-74	Year 8 or below	M	94
Port Augusta	65-74	Year 9	F	59
Port Augusta	65-74	Year 9	M	81
Port Augusta	65-74	Year 10	F	208
Port Augusta	65-74	Year 10	M	197
Port Augusta	65-74	Year 11	F	162
Port Augusta	65-74	Year 11	M	129
Port Augusta	65-74	Year 12	F	93
Port Augusta	65-74	Year 12	M	127
Port Augusta	75-84		F	54
Port Augusta	75-84		M	68
Port Augusta	75-84	Did not go to school	F	7
Port Augusta	75-84	Did not go to school	M	8
Port Augusta	75-84	Year 8 or below	F	116
Port Augusta	75-84	Year 8 or below	M	105
Port Augusta	75-84	Year 9	F	54
Port Augusta	75-84	Year 9	M	46
Port Augusta	75-84	Year 10	F	108
Port Augusta	75-84	Year 10	M	78
Port Augusta	75-84	Year 11	F	33
Port Augusta	75-84	Year 11	M	46
Port Augusta	75-84	Year 12	F	35
Port Augusta	75-84	Year 12	M	45
Port Augusta	85+		F	19
Port Augusta	85+		M	13
Port Augusta	85+	Did not go to school	F	3
Port Augusta	85+	Year 8 or below	F	64
Port Augusta	85+	Year 8 or below	M	39
Port Augusta	85+	Year 9	F	22
Port Augusta	85+	Year 9	M	12
Port Augusta	85+	Year 10	F	25
Port Augusta	85+	Year 10	M	14
Port Augusta	85+	Year 11	F	7
Port Augusta	85+	Year 11	M	8
Port Augusta	85+	Year 12	F	18
Port Augusta	85+	Year 12	M	13
Port Lincoln	15-19		F	28
Port Lincoln	15-19		M	28
Port Lincoln	15-19	Year 9	F	4
Port Lincoln	15-19	Year 9	M	4
Port Lincoln	15-19	Year 10	F	13
Port Lincoln	15-19	Year 10	M	31
Port Lincoln	15-19	Year 11	F	14
Port Lincoln	15-19	Year 11	M	48
Port Lincoln	15-19	Year 12	F	94
Port Lincoln	15-19	Year 12	M	73
Port Lincoln	20-24		F	31
Port Lincoln	20-24		M	39
Port Lincoln	20-24	Year 8 or below	F	9
Port Lincoln	20-24	Year 9	F	4
Port Lincoln	20-24	Year 9	M	6
Port Lincoln	20-24	Year 10	F	30
Port Lincoln	20-24	Year 10	M	38
Port Lincoln	20-24	Year 11	F	55
Port Lincoln	20-24	Year 11	M	84
Port Lincoln	20-24	Year 12	F	279
Port Lincoln	20-24	Year 12	M	221
Port Lincoln	25-34		F	54
Port Lincoln	25-34		M	73
Port Lincoln	25-34	Did not go to school	M	5
Port Lincoln	25-34	Year 8 or below	F	8
Port Lincoln	25-34	Year 8 or below	M	16
Port Lincoln	25-34	Year 9	F	19
Port Lincoln	25-34	Year 9	M	23
Port Lincoln	25-34	Year 10	F	92
Port Lincoln	25-34	Year 10	M	138
Port Lincoln	25-34	Year 11	F	114
Port Lincoln	25-34	Year 11	M	171
Port Lincoln	25-34	Year 12	F	631
Port Lincoln	25-34	Year 12	M	465
Port Lincoln	35-44		F	61
Port Lincoln	35-44		M	75
Port Lincoln	35-44	Did not go to school	M	3
Port Lincoln	35-44	Year 8 or below	F	3
Port Lincoln	35-44	Year 8 or below	M	10
Port Lincoln	35-44	Year 9	F	15
Port Lincoln	35-44	Year 9	M	25
Port Lincoln	35-44	Year 10	F	87
Port Lincoln	35-44	Year 10	M	117
Port Lincoln	35-44	Year 11	F	135
Port Lincoln	35-44	Year 11	M	187
Port Lincoln	35-44	Year 12	F	524
Port Lincoln	35-44	Year 12	M	380
Port Lincoln	45-54		F	44
Port Lincoln	45-54		M	83
Port Lincoln	45-54	Did not go to school	M	4
Port Lincoln	45-54	Year 8 or below	F	3
Port Lincoln	45-54	Year 8 or below	M	18
Port Lincoln	45-54	Year 9	F	22
Port Lincoln	45-54	Year 9	M	43
Port Lincoln	45-54	Year 10	F	126
Port Lincoln	45-54	Year 10	M	168
Port Lincoln	45-54	Year 11	F	220
Port Lincoln	45-54	Year 11	M	222
Port Lincoln	45-54	Year 12	F	480
Port Lincoln	45-54	Year 12	M	351
Port Lincoln	55-64		F	58
Port Lincoln	55-64		M	72
Port Lincoln	55-64	Year 8 or below	F	24
Port Lincoln	55-64	Year 8 or below	M	25
Port Lincoln	55-64	Year 9	F	48
Port Lincoln	55-64	Year 9	M	66
Port Lincoln	55-64	Year 10	F	202
Port Lincoln	55-64	Year 10	M	237
Port Lincoln	55-64	Year 11	F	340
Port Lincoln	55-64	Year 11	M	295
Port Lincoln	55-64	Year 12	F	316
Port Lincoln	55-64	Year 12	M	227
Port Lincoln	65-74		F	64
Port Lincoln	65-74		M	61
Port Lincoln	65-74	Did not go to school	F	3
Port Lincoln	65-74	Did not go to school	M	4
Port Lincoln	65-74	Year 8 or below	F	64
Port Lincoln	65-74	Year 8 or below	M	81
Port Lincoln	65-74	Year 9	F	79
Port Lincoln	65-74	Year 9	M	76
Port Lincoln	65-74	Year 10	F	234
Port Lincoln	65-74	Year 10	M	202
Port Lincoln	65-74	Year 11	F	205
Port Lincoln	65-74	Year 11	M	184
Port Lincoln	65-74	Year 12	F	217
Port Lincoln	65-74	Year 12	M	191
Port Lincoln	75-84		F	60
Port Lincoln	75-84		M	39
Port Lincoln	75-84	Year 8 or below	F	100
Port Lincoln	75-84	Year 8 or below	M	87
Port Lincoln	75-84	Year 9	F	67
Port Lincoln	75-84	Year 9	M	61
Port Lincoln	75-84	Year 10	F	131
Port Lincoln	75-84	Year 10	M	121
Port Lincoln	75-84	Year 11	F	53
Port Lincoln	75-84	Year 11	M	48
Port Lincoln	75-84	Year 12	F	93
Port Lincoln	75-84	Year 12	M	93
Port Lincoln	85+		F	31
Port Lincoln	85+		M	21
Port Lincoln	85+	Year 8 or below	F	78
Port Lincoln	85+	Year 8 or below	M	56
Port Lincoln	85+	Year 9	F	26
Port Lincoln	85+	Year 9	M	16
Port Lincoln	85+	Year 10	F	59
Port Lincoln	85+	Year 10	M	32
Port Lincoln	85+	Year 11	F	24
Port Lincoln	85+	Year 11	M	19
Port Lincoln	85+	Year 12	F	34
Port Lincoln	85+	Year 12	M	25
Port Pirie	15-19		F	21
Port Pirie	15-19		M	32
Port Pirie	15-19	Year 8 or below	F	4
Port Pirie	15-19	Year 8 or below	M	5
Port Pirie	15-19	Year 9	F	4
Port Pirie	15-19	Year 9	M	14
Port Pirie	15-19	Year 10	F	30
Port Pirie	15-19	Year 10	M	42
Port Pirie	15-19	Year 11	F	29
Port Pirie	15-19	Year 11	M	49
Port Pirie	15-19	Year 12	F	110
Port Pirie	15-19	Year 12	M	86
Port Pirie	20-24		F	24
Port Pirie	20-24		M	34
Port Pirie	20-24	Year 8 or below	M	5
Port Pirie	20-24	Year 9	F	10
Port Pirie	20-24	Year 9	M	5
Port Pirie	20-24	Year 10	F	28
Port Pirie	20-24	Year 10	M	69
Port Pirie	20-24	Year 11	F	72
Port Pirie	20-24	Year 11	M	133
Port Pirie	20-24	Year 12	F	339
Port Pirie	20-24	Year 12	M	276
Port Pirie	25-34		F	79
Port Pirie	25-34		M	71
Port Pirie	25-34	Year 8 or below	F	11
Port Pirie	25-34	Year 8 or below	M	12
Port Pirie	25-34	Year 9	F	20
Port Pirie	25-34	Year 9	M	30
Port Pirie	25-34	Year 10	F	116
Port Pirie	25-34	Year 10	M	127
Port Pirie	25-34	Year 11	F	153
Port Pirie	25-34	Year 11	M	223
Port Pirie	25-34	Year 12	F	579
Port Pirie	25-34	Year 12	M	494
Port Pirie	35-44		F	51
Port Pirie	35-44		M	71
Port Pirie	35-44	Did not go to school	M	7
Port Pirie	35-44	Year 8 or below	F	11
Port Pirie	35-44	Year 8 or below	M	16
Port Pirie	35-44	Year 9	F	34
Port Pirie	35-44	Year 9	M	41
Port Pirie	35-44	Year 10	F	138
Port Pirie	35-44	Year 10	M	169
Port Pirie	35-44	Year 11	F	192
Port Pirie	35-44	Year 11	M	226
Port Pirie	35-44	Year 12	F	467
Port Pirie	35-44	Year 12	M	319
Port Pirie	45-54		F	79
Port Pirie	45-54		M	81
Port Pirie	45-54	Did not go to school	F	7
Port Pirie	45-54	Did not go to school	M	4
Port Pirie	45-54	Year 8 or below	F	22
Port Pirie	45-54	Year 8 or below	M	23
Port Pirie	45-54	Year 9	F	39
Port Pirie	45-54	Year 9	M	64
Port Pirie	45-54	Year 10	F	160
Port Pirie	45-54	Year 10	M	201
Port Pirie	45-54	Year 11	F	318
Port Pirie	45-54	Year 11	M	343
Port Pirie	45-54	Year 12	F	513
Port Pirie	45-54	Year 12	M	357
Port Pirie	55-64		F	57
Port Pirie	55-64		M	79
Port Pirie	55-64	Did not go to school	F	4
Port Pirie	55-64	Year 8 or below	F	51
Port Pirie	55-64	Year 8 or below	M	53
Port Pirie	55-64	Year 9	F	80
Port Pirie	55-64	Year 9	M	112
Port Pirie	55-64	Year 10	F	305
Port Pirie	55-64	Year 10	M	299
Port Pirie	55-64	Year 11	F	402
Port Pirie	55-64	Year 11	M	394
Port Pirie	55-64	Year 12	F	291
Port Pirie	55-64	Year 12	M	246
Port Pirie	65-74		F	88
Port Pirie	65-74		M	64
Port Pirie	65-74	Did not go to school	F	4
Port Pirie	65-74	Did not go to school	M	6
Port Pirie	65-74	Year 8 or below	F	130
Port Pirie	65-74	Year 8 or below	M	147
Port Pirie	65-74	Year 9	F	120
Port Pirie	65-74	Year 9	M	124
Port Pirie	65-74	Year 10	F	338
Port Pirie	65-74	Year 10	M	272
Port Pirie	65-74	Year 11	F	221
Port Pirie	65-74	Year 11	M	215
Port Pirie	65-74	Year 12	F	183
Port Pirie	65-74	Year 12	M	188
Port Pirie	75-84		F	69
Port Pirie	75-84		M	54
Port Pirie	75-84	Did not go to school	F	10
Port Pirie	75-84	Did not go to school	M	3
Port Pirie	75-84	Year 8 or below	F	180
Port Pirie	75-84	Year 8 or below	M	199
Port Pirie	75-84	Year 9	F	130
Port Pirie	75-84	Year 9	M	79
Port Pirie	75-84	Year 10	F	164
Port Pirie	75-84	Year 10	M	162
Port Pirie	75-84	Year 11	F	92
Port Pirie	75-84	Year 11	M	62
Port Pirie	75-84	Year 12	F	89
Port Pirie	75-84	Year 12	M	74
Port Pirie	85+		F	28
Port Pirie	85+		M	23
Port Pirie	85+	Did not go to school	F	6
Port Pirie	85+	Did not go to school	M	6
Port Pirie	85+	Year 8 or below	F	130
Port Pirie	85+	Year 8 or below	M	73
Port Pirie	85+	Year 9	F	46
Port Pirie	85+	Year 9	M	35
Port Pirie	85+	Year 10	F	43
Port Pirie	85+	Year 10	M	39
Port Pirie	85+	Year 11	F	17
Port Pirie	85+	Year 11	M	11
Port Pirie	85+	Year 12	F	26
Port Pirie	85+	Year 12	M	27
Prospect	15-19		F	15
Prospect	15-19		M	18
Prospect	15-19	Year 8 or below	M	3
Prospect	15-19	Year 9	F	3
Prospect	15-19	Year 10	F	8
Prospect	15-19	Year 10	M	7
Prospect	15-19	Year 11	M	18
Prospect	15-19	Year 12	F	190
Prospect	15-19	Year 12	M	158
Prospect	20-24		F	20
Prospect	20-24		M	25
Prospect	20-24	Year 8 or below	M	4
Prospect	20-24	Year 9	F	4
Prospect	20-24	Year 10	F	10
Prospect	20-24	Year 10	M	14
Prospect	20-24	Year 11	F	27
Prospect	20-24	Year 11	M	48
Prospect	20-24	Year 12	F	710
Prospect	20-24	Year 12	M	746
Prospect	25-34		F	73
Prospect	25-34		M	77
Prospect	25-34	Did not go to school	F	4
Prospect	25-34	Did not go to school	M	8
Prospect	25-34	Year 8 or below	F	9
Prospect	25-34	Year 8 or below	M	8
Prospect	25-34	Year 9	F	5
Prospect	25-34	Year 9	M	9
Prospect	25-34	Year 10	F	47
Prospect	25-34	Year 10	M	51
Prospect	25-34	Year 11	F	75
Prospect	25-34	Year 11	M	132
Prospect	25-34	Year 12	F	1545
Prospect	25-34	Year 12	M	1517
Prospect	35-44		F	36
Prospect	35-44		M	62
Prospect	35-44	Did not go to school	F	5
Prospect	35-44	Did not go to school	M	9
Prospect	35-44	Year 8 or below	M	11
Prospect	35-44	Year 9	F	11
Prospect	35-44	Year 9	M	16
Prospect	35-44	Year 10	F	50
Prospect	35-44	Year 10	M	84
Prospect	35-44	Year 11	F	98
Prospect	35-44	Year 11	M	143
Prospect	35-44	Year 12	F	1396
Prospect	35-44	Year 12	M	1343
Prospect	45-54		F	40
Prospect	45-54		M	51
Prospect	45-54	Did not go to school	F	5
Prospect	45-54	Did not go to school	M	9
