LGA_NAME16	AgeStudent	students
Banana	5-14	1841
Banana	15-19	438
Banana	20-24	80
Banana	25+	251
Barcaldine	0-4	32
Barcaldine	5-14	343
Barcaldine	15-19	76
Barcaldine	20-24	19
Barcaldine	25+	62
Barcoo	5-14	34
Barcoo	15-19	7
Barcoo	25+	10
Blackall Tambo	0-4	22
Blackall Tambo	5-14	190
Blackall Tambo	15-19	43
Blackall Tambo	20-24	10
Blackall Tambo	25+	26
Boulia	0-4	3
Boulia	5-14	55
Boulia	15-19	3
Boulia	25+	4
Brisbane	0-4	20463
Brisbane	5-14	141929
Brisbane	15-19	62253
Brisbane	20-24	47256
Brisbane	25+	70767
Bulloo	5-14	36
Bulloo	15-19	11
Bulloo	25+	11
Bundaberg	0-4	1137
Bundaberg	5-14	10771
Bundaberg	15-19	3605
Bundaberg	20-24	855
Bundaberg	25+	2521
Burdekin	0-4	176
Burdekin	5-14	1724
Burdekin	15-19	576
Burdekin	20-24	107
Burdekin	25+	286
Burke	0-4	3
Burke	5-14	32
Burke	25+	9
Cairns	0-4	2375
Cairns	5-14	20469
Cairns	15-19	7063
Cairns	20-24	2356
Cairns	25+	7232
Carpentaria	0-4	16
Carpentaria	5-14	242
Carpentaria	15-19	12
Carpentaria	20-24	13
Carpentaria	25+	32
Cassowary Coast	0-4	312
Cassowary Coast	5-14	3072
Cassowary Coast	15-19	921
Cassowary Coast	20-24	162
Cassowary Coast	25+	635
Central Highlands (Qld)	0-4	467
Central Highlands (Qld)	5-14	4024
Central Highlands (Qld)	15-19	1021
Central Highlands (Qld)	20-24	238
Central Highlands (Qld)	25+	752
Charters Towers	0-4	108
Charters Towers	5-14	1512
Charters Towers	15-19	550
Charters Towers	20-24	59
Charters Towers	25+	195
Cherbourg	0-4	15
Cherbourg	5-14	296
Cherbourg	15-19	40
Cherbourg	25+	18
Cloncurry	0-4	51
Cloncurry	5-14	365
Cloncurry	15-19	89
Cloncurry	20-24	24
Cloncurry	25+	83
Cook	0-4	26
Cook	5-14	430
Cook	15-19	87
Cook	20-24	19
Cook	25+	110
Croydon	0-4	5
Croydon	5-14	25
Croydon	20-24	3
Croydon	25+	3
Diamantina	5-14	18
Diamantina	25+	9
Doomadgee	0-4	34
Doomadgee	5-14	228
Doomadgee	15-19	23
Doomadgee	20-24	6
Doomadgee	25+	9
Douglas	0-4	107
Douglas	5-14	1150
Douglas	15-19	341
Douglas	20-24	72
Douglas	25+	365
Etheridge	0-4	9
Etheridge	5-14	69
Etheridge	15-19	7
Etheridge	20-24	3
Etheridge	25+	11
Flinders (Qld)	0-4	25
Flinders (Qld)	5-14	154
Flinders (Qld)	15-19	25
Flinders (Qld)	20-24	9
Flinders (Qld)	25+	33
Fraser Coast	0-4	1210
Fraser Coast	5-14	11497
Fraser Coast	15-19	3691
Fraser Coast	20-24	754
Fraser Coast	25+	2772
Gladstone	0-4	1027
Gladstone	5-14	8843
Gladstone	15-19	2709
Gladstone	20-24	503
Gladstone	25+	1876
Gold Coast	0-4	10397
Gold Coast	5-14	71230
Gold Coast	15-19	27501
Gold Coast	20-24	14658
Gold Coast	25+	27815
Goondiwindi	0-4	170
Goondiwindi	5-14	1302
Goondiwindi	15-19	300
Goondiwindi	20-24	85
Goondiwindi	25+	229
Gympie	0-4	568
Gympie	5-14	5794
Gympie	15-19	1978
Gympie	20-24	391
Gympie	25+	1256
Hinchinbrook	0-4	115
Hinchinbrook	5-14	1069
Hinchinbrook	15-19	353
Hinchinbrook	20-24	61
Hinchinbrook	25+	189
Hope Vale	0-4	18
Hope Vale	5-14	154
Hope Vale	15-19	26
Hope Vale	25+	7
Ipswich	0-4	4419
Ipswich	5-14	33497
Ipswich	15-19	10354
Ipswich	20-24	3645
Ipswich	25+	8812
Isaac	0-4	358
Isaac	5-14	2759
Isaac	15-19	594
Isaac	20-24	160
Isaac	25+	531
Kowanyama	0-4	17
Kowanyama	5-14	155
Kowanyama	15-19	16
Kowanyama	25+	3
Livingstone	0-4	530
Livingstone	5-14	4806
Livingstone	15-19	1602
Livingstone	20-24	360
Livingstone	25+	983
Lockhart River	0-4	4
Lockhart River	5-14	96
Lockhart River	15-19	19
Lockhart River	20-24	4
Lockhart River	25+	7
Lockyer Valley	0-4	579
Lockyer Valley	5-14	5100
Lockyer Valley	15-19	1790
Lockyer Valley	20-24	693
Lockyer Valley	25+	1223
Logan	0-4	6082
Logan	5-14	47566
Logan	15-19	15830
Logan	20-24	5711
Logan	25+	11906
Longreach	0-4	46
Longreach	5-14	419
Longreach	15-19	100
Longreach	20-24	31
Longreach	25+	111
Mackay	0-4	1847
Mackay	5-14	15506
Mackay	15-19	4847
Mackay	20-24	1331
Mackay	25+	3433
McKinlay	0-4	19
McKinlay	5-14	72
McKinlay	15-19	10
McKinlay	20-24	4
McKinlay	25+	21
Mapoon	0-4	11
Mapoon	5-14	71
Mapoon	15-19	13
Mapoon	25+	9
Maranoa	0-4	186
Maranoa	5-14	1639
Maranoa	15-19	414
Maranoa	20-24	128
Maranoa	25+	290
Mareeba	0-4	198
Mareeba	5-14	2308
Mareeba	15-19	766
Mareeba	20-24	114
Mareeba	25+	527
Moreton Bay	0-4	8220
Moreton Bay	5-14	62139
Moreton Bay	15-19	21730
Moreton Bay	20-24	7399
Moreton Bay	25+	16304
Mornington	0-4	9
Mornington	5-14	153
Mornington	15-19	18
Mornington	20-24	3
Mornington	25+	18
Mount Isa	0-4	321
Mount Isa	5-14	2559
Mount Isa	15-19	649
Mount Isa	20-24	168
Mount Isa	25+	640
Murweh	0-4	36
Murweh	5-14	410
Murweh	15-19	105
Murweh	20-24	33
Murweh	25+	87
Napranum	0-4	12
Napranum	5-14	126
Napranum	15-19	32
Napranum	25+	5
Noosa	0-4	612
Noosa	5-14	5856
Noosa	15-19	2268
Noosa	20-24	507
Noosa	25+	1544
North Burnett	0-4	75
North Burnett	5-14	982
North Burnett	15-19	307
North Burnett	20-24	67
North Burnett	25+	178
Northern Peninsula Area	0-4	68
Northern Peninsula Area	5-14	556
Northern Peninsula Area	15-19	112
Northern Peninsula Area	20-24	17
Northern Peninsula Area	25+	42
Palm Island	0-4	25
Palm Island	5-14	399
Palm Island	15-19	38
Palm Island	20-24	5
Palm Island	25+	15
Paroo	0-4	26
Paroo	5-14	204
Paroo	15-19	33
Paroo	20-24	10
Paroo	25+	29
Pormpuraaw	0-4	6
Pormpuraaw	5-14	62
Pormpuraaw	15-19	9
Pormpuraaw	20-24	3
Pormpuraaw	25+	15
Quilpie	0-4	13
Quilpie	5-14	69
Quilpie	15-19	8
Quilpie	20-24	3
Quilpie	25+	12
Redland	0-4	2583
Redland	5-14	19289
Redland	15-19	7686
Redland	20-24	2616
Redland	25+	4708
Richmond	0-4	16
Richmond	5-14	83
Richmond	15-19	5
Richmond	25+	9
Rockhampton	0-4	1253
Rockhampton	5-14	10606
Rockhampton	15-19	3427
Rockhampton	20-24	1154
Rockhampton	25+	2575
Scenic Rim	0-4	485
Scenic Rim	5-14	5035
Scenic Rim	15-19	1802
Scenic Rim	20-24	400
Scenic Rim	25+	990
Somerset	0-4	281
Somerset	5-14	3110
Somerset	15-19	999
Somerset	20-24	194
Somerset	25+	566
South Burnett	0-4	342
South Burnett	5-14	3528
South Burnett	15-19	1073
South Burnett	20-24	208
South Burnett	25+	663
Southern Downs	0-4	356
Southern Downs	5-14	4119
Southern Downs	15-19	1315
Southern Downs	20-24	266
Southern Downs	25+	864
Sunshine Coast	0-4	5150
Sunshine Coast	5-14	39901
Sunshine Coast	15-19	14689
Sunshine Coast	20-24	5581
Sunshine Coast	25+	12505
Tablelands	0-4	234
Tablelands	5-14	2954
Tablelands	15-19	960
Tablelands	20-24	139
Tablelands	25+	581
Toowoomba	0-4	2575
Toowoomba	5-14	22226
Toowoomba	15-19	8159
Toowoomba	20-24	3019
Toowoomba	25+	7031
Torres	0-4	49
Torres	5-14	581
Torres	15-19	140
Torres	20-24	16
Torres	25+	109
Torres Strait Island	0-4	82
Torres Strait Island	5-14	793
Torres Strait Island	15-19	100
Torres Strait Island	20-24	20
Torres Strait Island	25+	82
Townsville	0-4	3101
Townsville	5-14	23696
Townsville	15-19	8833
Townsville	20-24	4249
Townsville	25+	7531
Weipa	0-4	89
Weipa	5-14	580
Weipa	15-19	156
Weipa	20-24	36
Weipa	25+	165
Western Downs	0-4	449
Western Downs	5-14	4493
Western Downs	15-19	1217
Western Downs	20-24	293
Western Downs	25+	762
Whitsunday	0-4	441
Whitsunday	5-14	4036
Whitsunday	15-19	1135
Whitsunday	20-24	267
Whitsunday	25+	932
Winton	0-4	14
Winton	5-14	106
Winton	15-19	17
Winton	20-24	10
Winton	25+	12
Woorabinda	0-4	16
Woorabinda	5-14	194
Woorabinda	15-19	33
Woorabinda	25+	11
Wujal Wujal	5-14	37
Wujal Wujal	15-19	3
Wujal Wujal	25+	3
Yarrabah	0-4	55
Yarrabah	5-14	466
Yarrabah	15-19	107
Yarrabah	25+	19
No usual address (Qld)	0-4	63
No usual address (Qld)	5-14	721
No usual address (Qld)	15-19	212
No usual address (Qld)	20-24	112
No usual address (Qld)	25+	369
Adelaide	0-4	136
Adelaide	5-14	883
Adelaide	15-19	1174
Adelaide	20-24	3250
Adelaide	25+	2679
Adelaide Hills	0-4	540
Adelaide Hills	5-14	5096
Adelaide Hills	15-19	2248
Adelaide Hills	20-24	904
Adelaide Hills	25+	1328
Adelaide Plains	0-4	133
Adelaide Plains	5-14	1181
Adelaide Plains	15-19	436
Adelaide Plains	20-24	122
Adelaide Plains	25+	234
Alexandrina	0-4	268
Alexandrina	5-14	2751
Alexandrina	15-19	1054
Alexandrina	20-24	282
Alexandrina	25+	689
Anangu Pitjantjatjara Yunkunytjatjara	0-4	70
Anangu Pitjantjatjara Yunkunytjatjara	5-14	322
Anangu Pitjantjatjara Yunkunytjatjara	15-19	69
Anangu Pitjantjatjara Yunkunytjatjara	20-24	12
Anangu Pitjantjatjara Yunkunytjatjara	25+	24
Barossa	0-4	350
Barossa	5-14	3071
Barossa	15-19	1123
Barossa	20-24	307
Barossa	25+	663
Barunga West	0-4	20
Barunga West	5-14	228
Barunga West	15-19	66
Barunga West	20-24	15
Barunga West	25+	44
Berri Barmera	0-4	98
Berri Barmera	5-14	1143
Berri Barmera	15-19	412
Berri Barmera	20-24	79
Berri Barmera	25+	225
Burnside	0-4	721
Burnside	5-14	5789
Burnside	15-19	2937
Burnside	20-24	1575
Burnside	25+	2106
Campbelltown (SA)	0-4	809
Campbelltown (SA)	5-14	5961
Campbelltown (SA)	15-19	2503
Campbelltown (SA)	20-24	1822
Campbelltown (SA)	25+	2755
Ceduna	0-4	70
Ceduna	5-14	420
Ceduna	15-19	92
Ceduna	20-24	21
Ceduna	25+	73
Charles Sturt	0-4	1726
Charles Sturt	5-14	11623
Charles Sturt	15-19	4866
Charles Sturt	20-24	3564
Charles Sturt	25+	5465
Clare and Gilbert Valleys	0-4	104
Clare and Gilbert Valleys	5-14	1022
Clare and Gilbert Valleys	15-19	339
Clare and Gilbert Valleys	20-24	88
Clare and Gilbert Valleys	25+	197
Cleve	0-4	22
Cleve	5-14	218
Cleve	15-19	51
Cleve	20-24	6
Cleve	25+	22
Coober Pedy	0-4	9
Coober Pedy	5-14	93
Coober Pedy	15-19	35
Coober Pedy	25+	50
Copper Coast	0-4	134
Copper Coast	5-14	1378
Copper Coast	15-19	431
Copper Coast	20-24	94
Copper Coast	25+	262
Elliston	0-4	19
Elliston	5-14	130
Elliston	15-19	32
Elliston	20-24	3
Elliston	25+	13
Flinders Ranges	0-4	25
Flinders Ranges	5-14	128
Flinders Ranges	15-19	42
Flinders Ranges	20-24	8
Flinders Ranges	25+	28
Franklin Harbour	0-4	13
Franklin Harbour	5-14	139
Franklin Harbour	15-19	27
Franklin Harbour	20-24	9
Franklin Harbour	25+	12
Gawler	0-4	371
Gawler	5-14	2867
Gawler	15-19	1053
Gawler	20-24	433
Gawler	25+	796
Goyder	0-4	25
Goyder	5-14	414
Goyder	15-19	142
Goyder	20-24	23
Goyder	25+	73
Grant	0-4	100
Grant	5-14	991
Grant	15-19	358
Grant	20-24	71
Grant	25+	169
Holdfast Bay	0-4	442
Holdfast Bay	5-14	3406
Holdfast Bay	15-19	1674
Holdfast Bay	20-24	925
Holdfast Bay	25+	1523
Kangaroo Island	0-4	51
Kangaroo Island	5-14	490
Kangaroo Island	15-19	107
Kangaroo Island	20-24	18
Kangaroo Island	25+	97
Karoonda East Murray	0-4	4
Karoonda East Murray	5-14	106
Karoonda East Murray	15-19	33
Karoonda East Murray	20-24	7
Karoonda East Murray	25+	11
Kimba	0-4	13
Kimba	5-14	165
Kimba	15-19	24
Kimba	20-24	5
Kimba	25+	20
Kingston (SA)	0-4	18
Kingston (SA)	5-14	208
Kingston (SA)	15-19	62
Kingston (SA)	20-24	22
Kingston (SA)	25+	31
Light	0-4	204
Light	5-14	2225
Light	15-19	876
Light	20-24	349
Light	25+	419
Lower Eyre Peninsula	0-4	63
Lower Eyre Peninsula	5-14	783
Lower Eyre Peninsula	15-19	217
Lower Eyre Peninsula	20-24	25
Lower Eyre Peninsula	25+	121
Loxton Waikerie	0-4	113
Loxton Waikerie	5-14	1307
Loxton Waikerie	15-19	418
Loxton Waikerie	20-24	81
Loxton Waikerie	25+	250
Maralinga Tjarutja	5-14	5
Marion	0-4	1506
Marion	5-14	9825
Marion	15-19	3944
Marion	20-24	2978
Marion	25+	4894
Mid Murray	0-4	71
Mid Murray	5-14	752
Mid Murray	15-19	267
Mid Murray	20-24	51
Mid Murray	25+	161
Mitcham	0-4	1119
Mitcham	5-14	8206
Mitcham	15-19	3770
Mitcham	20-24	2391
Mitcham	25+	3189
Mount Barker	0-4	607
Mount Barker	5-14	4900
Mount Barker	15-19	1844
Mount Barker	20-24	746
Mount Barker	25+	1423
Mount Gambier	0-4	403
Mount Gambier	5-14	3154
Mount Gambier	15-19	1114
Mount Gambier	20-24	251
Mount Gambier	25+	881
Mount Remarkable	0-4	20
Mount Remarkable	5-14	248
Mount Remarkable	15-19	77
Mount Remarkable	20-24	15
Mount Remarkable	25+	49
Murray Bridge	0-4	265
Murray Bridge	5-14	2307
Murray Bridge	15-19	821
Murray Bridge	20-24	208
Murray Bridge	25+	522
Naracoorte Lucindale	0-4	109
Naracoorte Lucindale	5-14	1028
Naracoorte Lucindale	15-19	300
Naracoorte Lucindale	20-24	71
Naracoorte Lucindale	25+	185
Northern Areas	0-4	55
Northern Areas	5-14	529
Northern Areas	15-19	139
Northern Areas	20-24	40
Northern Areas	25+	77
Norwood Payneham and St Peters	0-4	500
Norwood Payneham and St Peters	5-14	3613
Norwood Payneham and St Peters	15-19	1765
Norwood Payneham and St Peters	20-24	1406
Norwood Payneham and St Peters	25+	2167
Onkaparinga	0-4	2527
Onkaparinga	5-14	20563
Onkaparinga	15-19	7677
Onkaparinga	20-24	3189
Onkaparinga	25+	6110
Orroroo Carrieton	0-4	12
Orroroo Carrieton	5-14	80
Orroroo Carrieton	15-19	39
Orroroo Carrieton	25+	14
Peterborough	0-4	13
Peterborough	5-14	131
Peterborough	15-19	36
Peterborough	25+	25
Playford	0-4	1717
Playford	5-14	14032
Playford	15-19	4303
Playford	20-24	1817
Playford	25+	3487
Port Adelaide Enfield	0-4	2078
Port Adelaide Enfield	5-14	13454
Port Adelaide Enfield	15-19	5274
Port Adelaide Enfield	20-24	4061
Port Adelaide Enfield	25+	7132
Port Augusta	0-4	202
Port Augusta	5-14	1566
Port Augusta	15-19	468
Port Augusta	20-24	91
Port Augusta	25+	345
Port Lincoln	0-4	181
Port Lincoln	5-14	1604
Port Lincoln	15-19	561
Port Lincoln	20-24	122
Port Lincoln	25+	351
Port Pirie	0-4	188
Port Pirie	5-14	1965
Port Pirie	15-19	665
Port Pirie	20-24	168
Port Pirie	25+	335
Prospect	0-4	372
Prospect	5-14	2635
Prospect	15-19	1010
Prospect	20-24	845
Prospect	25+	1313
Renmark Paringa	0-4	103
Renmark Paringa	5-14	1003
Renmark Paringa	15-19	362
Renmark Paringa	20-24	85
Renmark Paringa	25+	218
Robe	0-4	11
Robe	5-14	140
Robe	15-19	45
Robe	20-24	20
Robe	25+	24
Roxby Downs	0-4	63
Roxby Downs	5-14	579
Roxby Downs	15-19	112
Roxby Downs	20-24	22
Roxby Downs	25+	141
Salisbury	0-4	2179
Salisbury	5-14	18033
Salisbury	15-19	6712
Salisbury	20-24	3812
Salisbury	25+	6411
Southern Mallee	0-4	20
Southern Mallee	5-14	201
Southern Mallee	15-19	68
Southern Mallee	20-24	4
Southern Mallee	25+	36
Streaky Bay	0-4	22
Streaky Bay	5-14	265
Streaky Bay	15-19	46
Streaky Bay	20-24	4
Streaky Bay	25+	42
Tatiara	0-4	82
Tatiara	5-14	811
Tatiara	15-19	226
Tatiara	20-24	63
Tatiara	25+	151
Tea Tree Gully	0-4	1418
Tea Tree Gully	5-14	11850
Tea Tree Gully	15-19	4720
Tea Tree Gully	20-24	2367
Tea Tree Gully	25+	3824
Coorong	0-4	52
Coorong	5-14	549
Coorong	15-19	170
Coorong	20-24	31
Coorong	25+	88
Tumby Bay	0-4	32
Tumby Bay	5-14	291
Tumby Bay	15-19	83
Tumby Bay	20-24	11
Tumby Bay	25+	42
Unley	0-4	604
Unley	5-14	4225
Unley	15-19	1877
Unley	20-24	1388
Unley	25+	1988
Victor Harbor	0-4	139
Victor Harbor	5-14	1401
Victor Harbor	15-19	482
Victor Harbor	20-24	114
Victor Harbor	25+	365
Wakefield	0-4	83
Wakefield	5-14	862
Wakefield	15-19	283
Wakefield	20-24	59
Wakefield	25+	123
Walkerville	0-4	112
Walkerville	5-14	830
Walkerville	15-19	443
Walkerville	20-24	284
Walkerville	25+	365
Wattle Range	0-4	124
Wattle Range	5-14	1291
Wattle Range	15-19	497
Wattle Range	20-24	75
Wattle Range	25+	211
West Torrens	0-4	873
West Torrens	5-14	5720
West Torrens	15-19	2468
West Torrens	20-24	2511
West Torrens	25+	3775
Whyalla	0-4	312
Whyalla	5-14	2417
Whyalla	15-19	814
Whyalla	20-24	215
Whyalla	25+	561
Wudinna	0-4	9
Wudinna	5-14	160
Wudinna	15-19	37
Wudinna	20-24	6
Wudinna	25+	13
Yankalilla	0-4	52
Yankalilla	5-14	533
Yankalilla	15-19	187
Yankalilla	20-24	45
Yankalilla	25+	124
Yorke Peninsula	0-4	93
Yorke Peninsula	5-14	981
Yorke Peninsula	15-19	264
Yorke Peninsula	20-24	63
Yorke Peninsula	25+	172
Unincorporated SA	0-4	36
Unincorporated SA	5-14	256
Unincorporated SA	15-19	59
Unincorporated SA	20-24	18
Unincorporated SA	25+	41
No usual address (SA)	0-4	25
No usual address (SA)	5-14	200
No usual address (SA)	15-19	92
No usual address (SA)	20-24	39
No usual address (SA)	25+	94
Albany	0-4	497
Albany	5-14	4528
Albany	15-19	1667
Albany	20-24	276
Albany	25+	1080
Armadale	0-4	2024
Armadale	5-14	13602
Armadale	15-19	3962
Armadale	20-24	1634
Armadale	25+	3394
Ashburton	0-4	132
Ashburton	5-14	906
Ashburton	15-19	124
Ashburton	20-24	28
Ashburton	25+	186
Augusta Margaret River	0-4	242
Augusta Margaret River	5-14	2164
Augusta Margaret River	15-19	564
Augusta Margaret River	20-24	76
Augusta Margaret River	25+	521
Bassendean	0-4	275
Bassendean	5-14	1678
Bassendean	15-19	566
Bassendean	20-24	304
Bassendean	25+	647
Bayswater	0-4	1173
Bayswater	5-14	6608
Bayswater	15-19	2546
Bayswater	20-24	1756
Bayswater	25+	3399
Belmont	0-4	557
Belmont	5-14	3893
Belmont	15-19	1350
Belmont	20-24	1160
Belmont	25+	2359
Beverley	0-4	11
Beverley	5-14	119
Beverley	15-19	41
Beverley	20-24	4
Beverley	25+	32
Boddington	0-4	28
Boddington	5-14	227
Boddington	15-19	43
Boddington	20-24	15
Boddington	25+	26
Boyup Brook	0-4	21
Boyup Brook	5-14	214
Boyup Brook	15-19	47
Boyup Brook	20-24	7
Boyup Brook	25+	26
Bridgetown-Greenbushes	0-4	64
Bridgetown-Greenbushes	5-14	590
Bridgetown-Greenbushes	15-19	167
Bridgetown-Greenbushes	20-24	29
Bridgetown-Greenbushes	25+	105
Brookton	0-4	12
Brookton	5-14	85
Brookton	15-19	16
Brookton	25+	17
Broome	0-4	246
Broome	5-14	2309
Broome	15-19	518
Broome	20-24	118
Broome	25+	561
Broomehill-Tambellup	0-4	11
Broomehill-Tambellup	5-14	139
Broomehill-Tambellup	15-19	32
Broomehill-Tambellup	20-24	7
Broomehill-Tambellup	25+	17
Bruce Rock	0-4	12
Bruce Rock	5-14	110
Bruce Rock	15-19	21
Bruce Rock	20-24	6
Bruce Rock	25+	17
Bunbury	0-4	433
Bunbury	5-14	3449
Bunbury	15-19	1160
Bunbury	20-24	323
Bunbury	25+	904
Busselton	0-4	553
Busselton	5-14	5240
Busselton	15-19	1605
Busselton	20-24	293
Busselton	25+	1099
Cambridge	0-4	520
Cambridge	5-14	4162
Cambridge	15-19	1819
Cambridge	20-24	891
Cambridge	25+	1050
Canning	0-4	1487
Canning	5-14	11626
Canning	15-19	5082
Canning	20-24	4278
Canning	25+	5395
Capel	0-4	290
Capel	5-14	2813
Capel	15-19	985
Capel	20-24	203
Capel	25+	562
Carnamah	0-4	6
Carnamah	5-14	31
Carnamah	15-19	3
Carnamah	20-24	6
Carnamah	25+	4
Carnarvon	0-4	86
Carnarvon	5-14	486
Carnarvon	15-19	103
Carnarvon	20-24	24
Carnarvon	25+	91
Chapman Valley	0-4	14
Chapman Valley	5-14	206
Chapman Valley	15-19	66
Chapman Valley	20-24	6
Chapman Valley	25+	37
Chittering	0-4	62
Chittering	5-14	750
Chittering	15-19	283
Chittering	20-24	70
Chittering	25+	125
Christmas Island	0-4	25
Christmas Island	5-14	177
Christmas Island	15-19	38
Christmas Island	20-24	12
Christmas Island	25+	44
Claremont	0-4	161
Claremont	5-14	1288
Claremont	15-19	761
Claremont	20-24	429
Claremont	25+	467
Cockburn	0-4	2350
Cockburn	5-14	14379
Cockburn	15-19	5022
Cockburn	20-24	2825
Cockburn	25+	4698
Cocos Islands	0-4	3
Cocos Islands	5-14	71
Cocos Islands	15-19	3
Cocos Islands	25+	16
Collie	0-4	108
Collie	5-14	981
Collie	15-19	330
Collie	20-24	50
Collie	25+	158
Coolgardie	0-4	39
Coolgardie	5-14	337
Coolgardie	15-19	89
Coolgardie	20-24	25
Coolgardie	25+	70
Coorow	0-4	12
Coorow	5-14	67
Coorow	15-19	14
Coorow	25+	15
Corrigin	0-4	16
Corrigin	5-14	100
Corrigin	15-19	18
Corrigin	20-24	9
Corrigin	25+	17
Cottesloe	0-4	120
Cottesloe	5-14	863
Cottesloe	15-19	512
Cottesloe	20-24	267
Cottesloe	25+	270
Cranbrook	0-4	13
Cranbrook	5-14	132
Cranbrook	15-19	22
Cranbrook	20-24	7
Cranbrook	25+	20
Cuballing	0-4	10
Cuballing	5-14	91
Cuballing	15-19	17
Cuballing	20-24	3
Cuballing	25+	15
Cue	25+	3
Cunderdin	0-4	20
Cunderdin	5-14	161
Cunderdin	15-19	111
Cunderdin	20-24	11
Cunderdin	25+	24
Dalwallinu	0-4	19
Dalwallinu	5-14	156
Dalwallinu	15-19	28
Dalwallinu	20-24	4
Dalwallinu	25+	18
Dandaragan	0-4	34
Dandaragan	5-14	280
Dandaragan	15-19	58
Dandaragan	20-24	13
Dandaragan	25+	54
Dardanup	0-4	261
Dardanup	5-14	1915
Dardanup	15-19	572
Dardanup	20-24	135
Dardanup	25+	382
Denmark	0-4	74
Denmark	5-14	684
Denmark	15-19	298
Denmark	20-24	28
Denmark	25+	174
Derby-West Kimberley	0-4	121
Derby-West Kimberley	5-14	826
Derby-West Kimberley	15-19	147
Derby-West Kimberley	20-24	20
Derby-West Kimberley	25+	105
Donnybrook-Balingup	0-4	70
Donnybrook-Balingup	5-14	660
Donnybrook-Balingup	15-19	208
Donnybrook-Balingup	20-24	31
Donnybrook-Balingup	25+	122
Dowerin	0-4	11
Dowerin	5-14	97
Dowerin	15-19	17
Dowerin	20-24	3
Dowerin	25+	10
Dumbleyung	0-4	8
Dumbleyung	5-14	69
Dumbleyung	15-19	17
Dumbleyung	20-24	7
Dumbleyung	25+	7
Dundas	5-14	33
Dundas	15-19	12
Dundas	25+	8
East Fremantle	0-4	124
East Fremantle	5-14	968
East Fremantle	15-19	477
East Fremantle	20-24	212
East Fremantle	25+	273
East Pilbara	0-4	113
East Pilbara	5-14	858
East Pilbara	15-19	143
East Pilbara	20-24	54
East Pilbara	25+	258
Esperance	0-4	201
Esperance	5-14	1653
Esperance	15-19	497
Esperance	20-24	107
Esperance	25+	262
Exmouth	0-4	25
Exmouth	5-14	319
Exmouth	15-19	83
Exmouth	20-24	20
Exmouth	25+	84
Fremantle	0-4	482
Fremantle	5-14	2710
Fremantle	15-19	1117
Fremantle	20-24	824
Fremantle	25+	1537
Gingin	0-4	61
Gingin	5-14	502
Gingin	15-19	178
Gingin	20-24	31
Gingin	25+	88
Gnowangerup	0-4	14
Gnowangerup	5-14	135
Gnowangerup	15-19	26
Gnowangerup	25+	27
Goomalling	0-4	15
Goomalling	5-14	111
Goomalling	15-19	16
Goomalling	20-24	6
Goomalling	25+	13
Gosnells	0-4	2296
Gosnells	5-14	16596
Gosnells	15-19	5982
Gosnells	20-24	3365
Gosnells	25+	5077
Greater Geraldton	0-4	560
Greater Geraldton	5-14	4891
Greater Geraldton	15-19	1550
Greater Geraldton	20-24	352
Greater Geraldton	25+	1172
Halls Creek	0-4	41
Halls Creek	5-14	472
Halls Creek	15-19	126
Halls Creek	20-24	4
Halls Creek	25+	33
Harvey	0-4	485
Harvey	5-14	4036
Harvey	15-19	1300
Harvey	20-24	216
Harvey	25+	696
Irwin	0-4	28
Irwin	5-14	374
Irwin	15-19	122
Irwin	20-24	14
Irwin	25+	52
Jerramungup	0-4	15
Jerramungup	5-14	135
Jerramungup	15-19	21
Jerramungup	20-24	7
Jerramungup	25+	13
Joondalup	0-4	2786
Joondalup	5-14	20612
Joondalup	15-19	8435
Joondalup	20-24	3991
Joondalup	25+	5097
Kalamunda	0-4	944
Kalamunda	5-14	7659
Kalamunda	15-19	2717
Kalamunda	20-24	1137
Kalamunda	25+	1765
Kalgoorlie-Boulder	0-4	564
Kalgoorlie-Boulder	5-14	3762
Kalgoorlie-Boulder	15-19	945
Kalgoorlie-Boulder	20-24	284
Kalgoorlie-Boulder	25+	1006
Karratha	0-4	474
Karratha	5-14	3143
Karratha	15-19	716
Karratha	20-24	135
Karratha	25+	695
Katanning	0-4	51
Katanning	5-14	427
Katanning	15-19	142
Katanning	20-24	36
Katanning	25+	92
Kellerberrin	0-4	6
Kellerberrin	5-14	81
Kellerberrin	15-19	43
Kellerberrin	20-24	4
Kellerberrin	25+	19
Kent	0-4	11
Kent	5-14	69
Kent	15-19	17
Kent	20-24	4
Kent	25+	13
Kojonup	0-4	28
Kojonup	5-14	237
Kojonup	15-19	32
Kojonup	20-24	10
Kojonup	25+	33
Kondinin	0-4	6
Kondinin	5-14	82
Kondinin	15-19	15
Kondinin	20-24	8
Kondinin	25+	13
Koorda	0-4	5
Koorda	5-14	48
Koorda	15-19	6
Koorda	20-24	5
Koorda	25+	8
Kulin	0-4	16
Kulin	5-14	99
Kulin	15-19	12
Kulin	20-24	9
Kulin	25+	19
Kwinana	0-4	1010
Kwinana	5-14	6146
Kwinana	15-19	1819
Kwinana	20-24	807
Kwinana	25+	1808
Lake Grace	0-4	25
Lake Grace	5-14	138
Lake Grace	15-19	30
Lake Grace	20-24	8
Lake Grace	25+	9
Laverton	0-4	9
Laverton	5-14	68
Laverton	15-19	17
Laverton	20-24	7
Laverton	25+	26
Leonora	0-4	21
Leonora	5-14	131
